start_time,end_time,run_time,program_string,x,y,z,a,RESULT,exit_code,signal,hostname
1740994104,1740994104,0,.tests/optimization_example_all_float --x=28.250575065612793 --y=-96.70203924179077 --z=675.3089427947998 --a=959.7163200378418 ,28.250575065612793,-96.70203924179077,675.3089427947998,959.7163200378418,-13726260.8187235,0,None,arbeitsrechner
1740994111,1740994117,6,.tests/optimization_example_all_float --x=-425.31424204452486 --y=977.0436790415145 --z=-998.981155544723 --a=-914.3869300444625 ,-425.31424204452486,977.0436790415145,-998.981155544723,-914.3869300444625,-29834609.3283374,0,None,arbeitsrechner
