trial_index,arm_name,trial_status,generation_method,generation_node,VAL_LOSS,RAM_USAGE,RUNTIME,lr,epochs,width_height,val_split
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.125500000000000000444089209850,652.090000000000031832314562052488,87.000000000000000000000000000000,0.001756851747632026845835628848,38,15.000000000000000000000000000000,0.2
1,1_0,COMPLETED,Sobol,GenerationStep_0,1.545299999999999895905489211145,637.730000000000018189894035458565,93.000000000000000000000000000000,0.089233965985476976223722545001,47,10.000000000000000000000000000000,0.2
2,2_0,COMPLETED,Sobol,GenerationStep_0,1.523900000000000032329694477085,661.960000000000036379788070917130,59.000000000000000000000000000000,0.050978590268641710281372070312,31,20.000000000000000000000000000000,0.2
3,3_0,COMPLETED,Sobol,GenerationStep_0,1.525199999999999889155333221424,642.519999999999981810105964541435,92.000000000000000000000000000000,0.038498436473309999295011607501,44,5.000000000000000000000000000000,0.2
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.683699999999999974420461512636,636.250000000000000000000000000000,69.000000000000000000000000000000,0.030314245633780958349978718047,32,10.000000000000000000000000000000,0.2
5,5_0,COMPLETED,Sobol,GenerationStep_0,1.528899999999999925748284113070,649.649999999999977262632455676794,65.000000000000000000000000000000,0.067806622851639991589323130938,42,15.000000000000000000000000000000,0.2
6,6_0,COMPLETED,Sobol,GenerationStep_0,1.532699999999999951327822600433,638.850000000000022737367544323206,48.000000000000000000000000000000,0.079450539313256740570068359375,36,5.000000000000000000000000000000,0.2
7,7_0,COMPLETED,Sobol,GenerationStep_0,1.523200000000000109423581307055,665.899999999999977262632455676794,80.000000000000000000000000000000,0.016961225587874651649089585703,49,20.000000000000000000000000000000,0.2
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.483899999999999996802557689080,636.429999999999949977791402488947,58.000000000000000000000000000000,0.021470224764198065497966538828,30,5.000000000000000000000000000000,0.2
9,9_0,COMPLETED,Sobol,GenerationStep_0,1.528499999999999969801933730196,668.240000000000009094947017729282,77.000000000000000000000000000000,0.083974790945649149809248967813,44,20.000000000000000000000000000000,0.2
10,10_0,COMPLETED,Sobol,GenerationStep_0,1.531400000000000094502183856093,636.940000000000054569682106375694,66.000000000000000000000000000000,0.068763274606317287274137584063,40,10.000000000000000000000000000000,0.2
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.940300000000000024691360067663,652.039999999999963620211929082870,63.000000000000000000000000000000,0.031261747702956199645996093750,45,15.000000000000000000000000000000,0.2
