start_time,end_time,run_time,program_string,n_samples,confidence,feature_proportion,n_clusters,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727579652,1727579655,3,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.01 feature_proportion 0 n_clusters 1,100,0.01,0,1,None,1,None,i7181
1727579672,1727579675,3,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0 n_clusters 1,100,0.25,0,1,None,1,None,i7181
1727579712,1727579715,3,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0 n_clusters 3,100,0.25,0,3,None,1,None,i7181
1727579612,1727580213,601,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.14741618445507518 n_clusters 3,100,0.25,0.14741618445507518,3,0.26509044862518094,0,None,i7181,594,4.276681982677712e-05
1727579711,1727580216,505,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.11162476133062771 n_clusters 2,100,0.25,0.11162476133062771,2,0.26510492040520983,0,None,i7180,499,4.294724423207268e-05
1727579592,1727580221,629,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.1 feature_proportion 0.04555092629805038 n_clusters 1,100,0.1,0.04555092629805038,1,0.2706608779546551,0,None,i7181,623,4.5607170198458814e-05
1727579612,1727580236,624,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.05787613008387979 n_clusters 3,100,0.25,0.05787613008387979,3,0.26648818137964303,0,None,i7181,617,4.418243842065065e-05
1727579612,1727580265,653,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.025 feature_proportion 0.17134974513337844 n_clusters 1,100,0.025,0.17134974513337844,1,0.26981307284129286,0,None,i7181,647,4.6718519347104956e-05
1727579554,1727580266,712,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.027738805364601382 n_clusters 3,100,0.25,0.027738805364601382,3,0.26448745779064153,0,None,i7186,704,4.436701659662074e-05
1727579612,1727580278,666,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.1 feature_proportion 0.08810677802505817 n_clusters 2,100,0.1,0.08810677802505817,2,0.2704546550892426,0,None,i7181,659,4.738271392509904e-05
1727579572,1727580285,713,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.06286692855923794 n_clusters 2,100,0.25,0.06286692855923794,2,0.26570549927641096,0,None,i7186,706,4.422523286120628e-05
1727579692,1727580289,597,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.01703481254811868 n_clusters 1,100,0.25,0.01703481254811868,1,0.26567776169802215,0,None,i7181,590,4.416771781819168e-05
1727579711,1727580297,586,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.01 feature_proportion 0.2 n_clusters 1,100,0.01,0.2,1,0.27066570188133143,0,None,i7180,580,4.9122174983675744e-05
1727579585,1727580313,728,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.1 feature_proportion 0.2 n_clusters 3,100,0.1,0.2,3,0.26543053545586104,0,None,i7186,721,4.367306040139469e-05
1727579572,1727580334,762,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.1 feature_proportion 0.09607732249779238 n_clusters 2,100,0.1,0.09607732249779238,2,0.2703352629040039,0,None,i7186,754,4.699529756819184e-05
1727579553,1727580351,798,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.05 feature_proportion 0.17788386864902397 n_clusters 3,100,0.05,0.17788386864902397,3,0.26788470815243604,0,None,i7186,790,4.4904408781873134e-05
1727579585,1727580359,774,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.05 feature_proportion 0.15657168484213685 n_clusters 2,100,0.05,0.15657168484213685,2,0.26840810419681616,0,None,i7186,767,4.5728855941797854e-05
1727579572,1727580400,828,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.005 feature_proportion 0.2 n_clusters 1,100,0.005,0.2,1,0.27143873613121083,0,None,i7186,821,5.09739251080771e-05
1727579752,1727580411,659,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.1 feature_proportion 0.034287894684050566 n_clusters 2,100,0.1,0.034287894684050566,2,0.27061987457790637,0,None,i7181,652,4.7250660377909484e-05
1727579612,1727580430,818,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.05 feature_proportion 0.2 n_clusters 4,100,0.05,0.2,4,0.26784249879401834,0,None,i7186,811,4.519971342911188e-05
1727579585,1727580446,861,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.025 feature_proportion 0.2 n_clusters 3,100,0.025,0.2,3,0.2690074770863483,0,None,i7186,855,4.720671021774495e-05
1727579572,1727580503,931,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.01 feature_proportion 0.2 n_clusters 2,100,0.01,0.2,2,0.2732718282682103,0,None,i7186,924,5.212273563401008e-05
1727580253,1727580873,620,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.10621788049068198 n_clusters 3,100,0.25,0.10621788049068198,3,0.2656801736613603,0,None,i7181,614,4.268500004296118e-05
1727579592,1727580897,1305,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.001 feature_proportion 0.2 n_clusters 3,100,0.001,0.2,3,0.2850820067534974,0,None,i7181,1299,7.358034311724615e-05
1727580293,1727580944,651,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 308 confidence 0.025 feature_proportion 0.0769519696768784 n_clusters 2,308,0.025,0.0769519696768784,2,0.2941497829232995,0,None,i7181,645,0.00012624159691720056
1727580273,1727580948,675,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.1594703362608583 n_clusters 2,100,0.25,0.1594703362608583,2,0.26520984081041965,0,None,i7186,668,4.2882280355640565e-05
1727580293,1727580976,683,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.2 n_clusters 4,100,0.25,0.2,4,0.2659213699951761,0,None,i7186,676,4.257838764159928e-05
1727580353,1727581038,685,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.2 n_clusters 2,100,0.25,0.2,2,0.26450916546068504,0,None,i7186,678,4.2977907776657824e-05
1727580487,1727581045,558,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.14785112567428693 n_clusters 1,100,0.25,0.14785112567428693,1,0.26614085865894843,0,None,i7180,552,4.302539077375205e-05
1727580353,1727581047,694,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.06849961863685758 n_clusters 1,100,0.25,0.06849961863685758,1,0.26567776169802215,0,None,i7186,686,4.416771781819168e-05
1727580427,1727581052,625,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.2 n_clusters 4,100,0.25,0.2,4,0.26490472744814275,0,None,i7181,618,4.269102195499108e-05
1727580427,1727581052,625,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.2 n_clusters 3,100,0.25,0.2,3,0.2653895320791124,0,None,i7181,619,4.2715040821033016e-05
1727580487,1727581068,581,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.14558547748436398 n_clusters 1,100,0.25,0.14558547748436398,1,0.26614085865894843,0,None,i7180,575,4.302539077375205e-05
1727580427,1727581070,643,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.1578751092774113 n_clusters 4,100,0.25,0.1578751092774113,4,0.26490472744814275,0,None,i7181,637,4.269102195499108e-05
1727580453,1727581132,679,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.12790225269847663 n_clusters 2,100,0.25,0.12790225269847663,2,0.26707428847081527,0,None,i7186,672,4.271274382776673e-05
1727580353,1727581156,803,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.001 feature_proportion 0.2 n_clusters 1,100,0.001,0.2,1,0.27960202604920403,0,None,i7181,797,5.525105371762164e-05
1727580367,1727581171,804,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.05 feature_proportion 0.17996828835506634 n_clusters 4,100,0.05,0.17996828835506634,4,0.266441148094549,0,None,i7186,797,4.520554667198688e-05
1727580413,1727581205,792,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 274 confidence 0.025 feature_proportion 0.06381984178367374 n_clusters 3,274,0.025,0.06381984178367374,3,0.29282923299565844,0,None,i7186,784,0.00011678528951877174
1727580533,1727581263,730,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.1 feature_proportion 0.1780170967337713 n_clusters 4,100,0.1,0.1780170967337713,4,0.26531114327062233,0,None,i7186,722,4.3558341865772804e-05
1727580368,1727581310,942,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.025 feature_proportion 0.19953557106265557 n_clusters 4,100,0.025,0.19953557106265557,4,0.2700361794500724,0,None,i7186,934,4.761506768384379e-05
1727580898,1727581480,582,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.0630381195450128 n_clusters 1,100,0.25,0.0630381195450128,1,0.26567776169802215,0,None,i7181,576,4.416771781819168e-05
1727580918,1727581491,573,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.2 n_clusters 1,100,0.25,0.2,1,0.26614085865894843,0,None,i7181,567,4.302539077375205e-05
1727581000,1727581575,575,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.2 n_clusters 1,100,0.25,0.2,1,0.26614085865894843,0,None,i7181,568,4.302539077375205e-05
1727580473,1727581592,1119,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 118 confidence 0.001 feature_proportion 0.1951734126510648 n_clusters 2,118,0.001,0.1951734126510648,2,0.27977930535455864,0,None,i7186,1112,7.202985594491168e-05
1727580988,1727581662,674,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.25 feature_proportion 0.2 n_clusters 1,100,0.25,0.2,1,0.26614085865894843,0,None,i7186,665,4.302539077375205e-05
1727581148,1727581733,585,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 220 confidence 0.025 feature_proportion 0.17197808724540015 n_clusters 1,220,0.025,0.17197808724540015,1,0.2848456343463579,0,None,i7181,579,9.071727796012011e-05
1727581148,1727581757,609,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.1 feature_proportion 0.2 n_clusters 1,100,0.1,0.2,1,0.2667378195851423,0,None,i7181,603,4.416771371111377e-05
1727581068,1727581784,716,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.1 feature_proportion 0.2 n_clusters 2,100,0.1,0.2,2,0.26587795465508923,0,None,i7186,709,4.410943677785389e-05
1727581148,1727581805,657,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 173 confidence 0.25 feature_proportion 0.2 n_clusters 4,173,0.25,0.2,4,0.2775699469368066,0,None,i7186,649,7.113678831329412e-05
