start_time,end_time,run_time,program_string,n_samples,threshold,outlier_detector_kwargs,result,exit_code,signal,hostname
1727681819,1727681824,5,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 325 threshold 0.5415263175964355 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",325,0.5415263175964355,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727681840,1727681843,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 891 threshold 0.3391696752980352 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",891,0.3391696752980352,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727681840,1727681843,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 593 threshold 0.5894902536645532 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",593,0.5894902536645532,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727681840,1727681843,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 697 threshold 0.7296047253534199 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",697,0.7296047253534199,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727681840,1727681843,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 727 threshold 0.7881361089646817 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",727,0.7881361089646817,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727681840,1727681843,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 165 threshold 0.4973925111815334 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",165,0.4973925111815334,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727681840,1727681843,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 843 threshold 0.42473604101687673 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",843,0.42473604101687673,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727681840,1727681843,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 707 threshold 0.4011624870821834 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",707,0.4011624870821834,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727681840,1727681843,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 694 threshold 0.48311710637062794 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",694,0.48311710637062794,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
1727681840,1727681843,3,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py PokerHand 1000 OneClassDriftDetector n_samples 760 threshold 0.45983404237777 outlier_detector_kwargs {'nu':0.5,'kernel':'rbf','gamma':'auto'}",760,0.45983404237777,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}",None,1,None,i7186
