trial_index,arm_name,trial_status,generation_method,generation_node,VAL_LOSS,RAM_USAGE,RUNTIME,lr,epochs,width_height,val_split
10,10_0,COMPLETED,Sobol,GenerationStep_0,1.526000000000000023092638912203,638.090000000000031832314562052488,107.000000000000000000000000000000,0.093947181943804025650024414062,41,10.000000000000000000000000000000,0.2
11,11_0,COMPLETED,Sobol,GenerationStep_0,1.527199999999999890931690060825,658.929999999999949977791402488947,71.000000000000000000000000000000,0.040177930984646087475553599688,31,20.000000000000000000000000000000,0.2
12,12_0,COMPLETED,Sobol,GenerationStep_0,1.524999999999999911182158029987,650.409999999999968167685437947512,97.000000000000000000000000000000,0.025234841275960206985473632812,43,15.000000000000000000000000000000,0.2
13,13_0,COMPLETED,Sobol,GenerationStep_0,1.525099999999999900168745625706,641.419999999999959072738420218229,55.000000000000000000000000000000,0.083892608899623161144987193438,32,5.000000000000000000000000000000,0.2
14,14_0,COMPLETED,Sobol,GenerationStep_0,1.528899999999999925748284113070,660.820000000000050022208597511053,86.000000000000000000000000000000,0.064392383024096486177079157187,49,20.000000000000000000000000000000,0.2
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.887900000000000022559731860383,637.200000000000045474735088646412,70.000000000000000000000000000000,0.019729678705334666166670842813,39,10.000000000000000000000000000000,0.2
16,16_0,COMPLETED,Sobol,GenerationStep_0,1.524100000000000010302869668521,652.649999999999977262632455676794,83.000000000000000000000000000000,0.024899935908615590529624483906,48,15.000000000000000000000000000000,0.2
17,17_0,COMPLETED,Sobol,GenerationStep_0,1.176099999999999923261384537909,645.659999999999968167685437947512,68.000000000000000000000000000000,0.066364049352705484219328013751,38,5.000000000000000000000000000000,0.2
18,18_0,COMPLETED,Sobol,GenerationStep_0,1.526399999999999979038989295077,671.070000000000050022208597511053,79.000000000000000000000000000000,0.085937088262289768048063365313,43,20.000000000000000000000000000000,0.2
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.852700000000000013500311979442,636.679999999999949977791402488947,65.000000000000000000000000000000,0.030330664198845627699263616250,33,10.000000000000000000000000000000,0.2
20,20_0,COMPLETED,BoTorch,GenerationStep_1,0.158700000000000007727152251391,636.169999999999959072738420218229,82.000000000000000000000000000000,0.005792793135061219227111006802,36,10.000000000000000000000000000000,0.2
21,21_0,COMPLETED,BoTorch,GenerationStep_1,0.189299999999999996047606032334,637.789999999999963620211929082870,110.000000000000000000000000000000,0.004713134104393848500258457079,42,10.000000000000000000000000000000,0.2
22,22_0,COMPLETED,BoTorch,GenerationStep_1,1.126900000000000012789769243682,638.090000000000031832314562052488,153.000000000000000000000000000000,0.032199458259964813811038197855,36,10.000000000000000000000000000000,0.2
23,23_0,COMPLETED,BoTorch,GenerationStep_1,0.406600000000000016964207816272,637.039999999999963620211929082870,110.000000000000000000000000000000,0.014212330854082841358199118531,33,10.000000000000000000000000000000,0.2
24,24_0,COMPLETED,BoTorch,GenerationStep_1,1.539700000000000068567374000850,641.659999999999968167685437947512,183.000000000000000000000000000000,0.100000000000000005551115123126,50,5.000000000000000000000000000000,0.2
25,25_0,COMPLETED,BoTorch,GenerationStep_1,1.893299999999999982946974341758,637.500000000000000000000000000000,119.000000000000000000000000000000,0.000000000000000000000000000000,37,10.000000000000000000000000000000,0.2
26,26_0,COMPLETED,BoTorch,GenerationStep_1,0.392400000000000026556534749034,636.379999999999995452526491135359,97.000000000000000000000000000000,0.005441942967590185017967563397,35,10.000000000000000000000000000000,0.2
27,27_0,COMPLETED,BoTorch,GenerationStep_1,0.351200000000000012168044349892,637.039999999999963620211929082870,89.000000000000000000000000000000,0.009143547036989581669463866831,39,10.000000000000000000000000000000,0.2
28,28_0,COMPLETED,BoTorch,GenerationStep_1,0.494300000000000017141843500212,637.669999999999959072738420218229,78.000000000000000000000000000000,0.006371476588599343793273277470,44,10.000000000000000000000000000000,0.2
29,29_0,COMPLETED,BoTorch,GenerationStep_1,0.333399999999999974154007986726,636.639999999999986357579473406076,76.000000000000000000000000000000,0.011882431009654472256475976621,40,10.000000000000000000000000000000,0.2
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.243999999999999994670929481799,636.230000000000018189894035458565,94.000000000000000000000000000000,0.009529147775856694826956960753,30,10.000000000000000000000000000000,0.2
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.922300000000000008704148513061,636.590000000000031832314562052488,58.000000000000000000000000000000,0.028665115308932689885956790476,32,10.000000000000000000000000000000,0.2
32,32_0,COMPLETED,BoTorch,GenerationStep_1,1.523600000000000065369931689929,637.090000000000031832314562052488,69.000000000000000000000000000000,0.035017137645536364209952751025,30,10.000000000000000000000000000000,0.2
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.701300000000000034461322684365,638.019999999999981810105964541435,109.000000000000000000000000000000,0.012029684711212801015434159524,37,10.000000000000000000000000000000,0.2
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.185400000000000009237055564881,636.259999999999990905052982270718,70.000000000000000000000000000000,0.007726438101753794161774546723,30,5.000000000000000000000000000000,0.2
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.155599999999999988320453780943,634.820000000000050022208597511053,56.000000000000000000000000000000,0.008778450304583762867083329695,31,5.000000000000000000000000000000,0.2
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.153700000000000003286260152890,634.419999999999959072738420218229,78.000000000000000000000000000000,0.014003262132151785002154298354,31,5.000000000000000000000000000000,0.2
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.165599999999999997202237977945,636.129999999999995452526491135359,66.000000000000000000000000000000,0.004160633538227659009023362557,31,5.000000000000000000000000000000,0.2
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.536900000000000043876013933186,634.879999999999995452526491135359,64.000000000000000000000000000000,0.008017105624711194297726812863,32,5.000000000000000000000000000000,0.2
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.292999999999999982680520815848,638.879999999999995452526491135359,59.000000000000000000000000000000,0.011087022197856640989832577304,31,5.000000000000000000000000000000,0.2
40,40_0,COMPLETED,BoTorch,GenerationStep_1,1.525099999999999900168745625706,636.289999999999963620211929082870,76.000000000000000000000000000000,0.032846100119809651385338611362,32,10.000000000000000000000000000000,0.2
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.331699999999999994848565165739,635.870000000000004547473508864641,76.000000000000000000000000000000,0.025055703270237681540288932069,33,10.000000000000000000000000000000,0.2
42,42_0,COMPLETED,BoTorch,GenerationStep_1,1.523900000000000032329694477085,634.799999999999954525264911353588,61.000000000000000000000000000000,0.026997201645043104184518156785,30,10.000000000000000000000000000000,0.2
43,43_0,RUNNING,BoTorch,GenerationStep_1,,,,0.024455448365289719769855025788,31,10.000000000000000000000000000000,0.2
