trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
475,475_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,3540,95,370,0.001000000000000000020816681712
476,476_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,3567,84,1000,0.001000000000000000020816681712
477,477_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,820,58,507,0.593189696068336713707935814455
478,478_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1144,1748,11,1000,0.001000000000000000020816681712
479,479_0,FAILED,GenerationStep_1,,,711,1,62,536,0.651810026473683246095447429980
480,480_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2926,2707,24,729,0.861723092302013271570615415840
481,481_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2607,4168,1,727,0.862457255689112800567386329931
482,482_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,774,761,1,86,0.380987521725492828128523115083
483,483_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3021,4339,1,567,0.001000000000000000020816681712
484,484_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,291,2461,1,86,0.384794577061491616110089353242
485,485_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,139,2124,1,533,0.620179293264402575758253988170
486,486_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2205,4379,100,116,0.222007122478707463741898209264
487,487_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4229,1382,1,87,0.377045183780718162758205380669
488,488_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2923,4453,1,593,0.998999999999999999111821580300
489,489_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4107,4902,1,88,0.375084045860591797083571918847
490,490_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4654,1488,100,567,0.001000000000000000020816681712
491,491_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1319,2903,1,567,0.001000000000000000020816681712
492,492_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4730,4104,1,533,0.619860698385293562573394865467
493,493_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,941,2010,100,166,0.820677568005068858170147905184
494,494_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,604,3845,100,85,0.376839906179715522505091485073
495,495_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,286,4675,53,84,0.383074473956848904343530648475
496,496_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3278,2183,1,123,0.222254072849108336162871069064
497,497_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3894,1373,100,88,0.372568277188317087400548643927
498,498_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3874,3217,100,165,0.819650491842839223899375156179
499,499_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,730,2214,100,730,0.862713792461646589160295661713
500,500_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4692,1478,100,85,0.383262926953016946907126794031
501,501_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2931,1057,100,567,0.001000000000000000020816681712
502,502_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4984,1906,100,592,0.998999999999999999111821580300
503,503_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,908,2350,1,567,0.001000000000000000020816681712
504,504_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3,1353,1,568,0.001000000000000000020816681712
505,505_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,4051,100,566,0.001000000000000000020816681712
506,506_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,326,4756,100,281,0.413428153900234407469582720296
507,507_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2318,3663,1,143,0.690203078843899531236161237757
508,508_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4878,1592,1,904,0.488774817727055166383109963135
509,509_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3242,909,1,730,0.866430570742928840566321468941
510,510_0,COMPLETED,SOBOL,0.910000000000000031086244689504,94.000000000000000000000000000000,2006,365,82,288,0.392602615356445305838661852249
511,511_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3920,2784,26,863,0.578131944574415634896524807118
512,512_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3174,1438,56,216,0.783650065226480396773922620923
513,513_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,244,4175,13,633,0.222171393265947703099527643644
514,514_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1056,2223,42,609,0.008572475489228964171117830517
515,515_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2971,4647,98,58,0.942601440358907027849966198119
516,516_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4742,840,22,895,0.676408623510971640513389502303
517,517_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1813,3571,65,439,0.364430308463051910727870108531
518,518_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1429,1747,18,91,0.516872807692736357942919767083
519,519_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4516,3853,75,510,0.453870314422994858283288976963
520,520_0,RUNNING,SOBOL,,,2773,46,44,415,0.160393669793382293020655993132
521,521_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,703,3096,89,988,0.845434439914301005813968004077
522,522_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,500,1134,60,771,0.881334804594516740827714329498
523,523_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3586,3246,3,313,0.069832430295646188977976009937
524,524_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4323,1900,80,734,0.302644848166033653136253178673
525,525_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2252,4943,35,184,0.738185499316081350507090519386
526,526_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2435,2078,72,909,0.217802461290732024545846456931
527,527_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4114,4811,15,492,0.780289760859683156901667189231
528,528_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3603,965,93,588,0.605956284906715159088719246938
529,529_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,440,3388,48,13,0.419425949651747953517144651414
530,530_0,FAILED,SOBOL,,,862,177,6,230,0.321129999293014389838418765066
531,531_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2542,2913,62,686,0.634117417832836482993741356040
532,532_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4547,1606,32,267,0.993869879379868481628079734946
533,533_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1383,4026,77,819,0.058839425154030323972254024056
534,534_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1625,658,30,712,0.842037020353600396127546900971
535,535_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4945,3702,86,139,0.156048520838841797697682522994
536,536_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2969,2395,9,785,0.480715520769357695929357987552
537,537_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1133,4506,52,366,0.544658129297196813567438766768
538,538_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,71,1305,95,393,0.695872414151206597487941962754
539,539_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,664,0.001000000000000000020816681712
540,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
541,541_0,FAILED,BOTORCH_MODULAR,,,2036,1,61,1000,0.998999999999999999111821580300
542,542_0,FAILED,BOTORCH_MODULAR,,,4726,1,65,1,0.001000000000000000020816681712
543,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
544,544_0,COMPLETED,BOTORCH_MODULAR,0.910000000000000031086244689504,10.000000000000000000000000000000,5000,209,68,1,0.998999999999999999111821580300
545,545_0,FAILED,BOTORCH_MODULAR,,,5000,1,65,1000,0.998999999999999999111821580300
546,546_0,FAILED,BOTORCH_MODULAR,,,567,1,68,1,0.001000000000000000020816681712
547,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
548,548_0,FAILED,BOTORCH_MODULAR,,,4082,1,67,1,0.001000000000000000020816681712
549,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
550,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
551,551_0,FAILED,BOTORCH_MODULAR,,,4947,1,67,1,0.001000000000000000020816681712
552,552_0,FAILED,BOTORCH_MODULAR,,,5000,1,70,1,0.463873175958442685029581298295
553,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
554,554_0,FAILED,BOTORCH_MODULAR,,,4983,1,66,1,0.001000000000000000020816681712
555,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
556,556_0,FAILED,BOTORCH_MODULAR,,,4891,1,66,1,0.001000000000000000020816681712
557,557_0,FAILED,BOTORCH_MODULAR,,,5000,1,69,1,0.457310628502254290506101597202
558,558_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1,0.001000000000000000020816681712
559,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
560,560_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1,0.001000000000000000020816681712
561,561_0,FAILED,BOTORCH_MODULAR,,,5000,1,70,1,0.449756309652886987482389713477
562,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
563,558_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1,0.001000000000000000020816681712
564,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
565,565_0,FAILED,BOTORCH_MODULAR,,,1509,1,65,1000,0.998999999999999999111821580300
566,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
567,567_0,FAILED,BOTORCH_MODULAR,,,4545,1,66,571,0.001000000000000000020816681712
568,568_0,FAILED,BOTORCH_MODULAR,,,1,1,64,1,0.001000000000000000020816681712
569,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
570,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
571,560_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1,0.001000000000000000020816681712
572,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
573,573_0,FAILED,BOTORCH_MODULAR,,,4957,1,66,1,0.001000000000000000020816681712
574,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
575,575_0,FAILED,BOTORCH_MODULAR,,,3700,1,68,523,0.001000000000000000020816681712
576,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
577,577_0,FAILED,BOTORCH_MODULAR,,,4822,1,69,1,0.001000000000000000020816681712
578,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
579,560_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1,0.001000000000000000020816681712
580,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
581,581_0,FAILED,BOTORCH_MODULAR,,,1,1,65,1,0.001000000000000000020816681712
582,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
583,583_0,FAILED,BOTORCH_MODULAR,,,1,1,66,1,0.001000000000000000020816681712
584,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
585,585_0,FAILED,BOTORCH_MODULAR,,,4985,1,67,1,0.001000000000000000020816681712
586,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
587,560_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1,0.001000000000000000020816681712
588,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
589,589_0,FAILED,BOTORCH_MODULAR,,,1580,1,65,1000,0.998999999999999999111821580300
590,590_0,FAILED,BOTORCH_MODULAR,,,5000,1,69,1,0.001000000000000000020816681712
591,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
592,592_0,FAILED,BOTORCH_MODULAR,,,4718,1,67,1,0.001000000000000000020816681712
593,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
594,594_0,FAILED,BOTORCH_MODULAR,,,4615,1,67,1,0.001000000000000000020816681712
595,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
596,596_0,FAILED,BOTORCH_MODULAR,,,3981,1,68,1,0.001000000000000000020816681712
597,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
598,598_0,FAILED,BOTORCH_MODULAR,,,4881,1,66,1,0.001000000000000000020816681712
599,599_0,FAILED,BOTORCH_MODULAR,,,1,1,63,1,0.001000000000000000020816681712
600,590_0,FAILED,BOTORCH_MODULAR,,,5000,1,69,1,0.001000000000000000020816681712
601,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
602,602_0,FAILED,BOTORCH_MODULAR,,,4787,1,66,1,0.001000000000000000020816681712
603,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
604,604_0,FAILED,BOTORCH_MODULAR,,,4429,1,67,545,0.001000000000000000020816681712
605,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
606,606_0,FAILED,BOTORCH_MODULAR,,,3672,1,69,453,0.001000000000000000020816681712
607,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
608,608_0,FAILED,BOTORCH_MODULAR,,,4984,1,67,1,0.001000000000000000020816681712
609,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
610,590_0,FAILED,BOTORCH_MODULAR,,,5000,1,69,1,0.001000000000000000020816681712
611,611_0,FAILED,BOTORCH_MODULAR,,,5000,1,69,1,0.496935486134387816026247719492
612,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
613,613_0,FAILED,BOTORCH_MODULAR,,,4881,1,67,1,0.001000000000000000020816681712
614,614_0,FAILED,BOTORCH_MODULAR,,,5000,1,70,1,0.459526798038863981687995874381
615,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
616,616_0,FAILED,BOTORCH_MODULAR,,,4922,1,66,1,0.001000000000000000020816681712
617,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
618,618_0,FAILED,BOTORCH_MODULAR,,,4311,1,67,581,0.001000000000000000020816681712
619,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
620,620_0,FAILED,BOTORCH_MODULAR,,,3714,1,67,1,0.001000000000000000020816681712
621,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
622,558_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1,0.001000000000000000020816681712
623,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
624,624_0,FAILED,BOTORCH_MODULAR,,,744,1,69,1,0.001000000000000000020816681712
625,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
626,626_0,FAILED,BOTORCH_MODULAR,,,4729,1,67,593,0.001000000000000000020816681712
627,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
628,628_0,FAILED,BOTORCH_MODULAR,,,1502,1,65,1000,0.998999999999999999111821580300
629,599_0,FAILED,BOTORCH_MODULAR,,,1,1,63,1,0.001000000000000000020816681712
630,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
631,631_0,FAILED,BOTORCH_MODULAR,,,4998,1,66,1,0.001000000000000000020816681712
632,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
633,633_0,FAILED,BOTORCH_MODULAR,,,4818,1,67,1,0.001000000000000000020816681712
634,634_0,FAILED,BOTORCH_MODULAR,,,1407,1,65,1,0.001000000000000000020816681712
635,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
636,558_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1,0.001000000000000000020816681712
637,568_0,FAILED,BOTORCH_MODULAR,,,1,1,64,1,0.001000000000000000020816681712
638,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
639,639_0,FAILED,BOTORCH_MODULAR,,,4754,1,66,1,0.001000000000000000020816681712
640,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
641,558_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1,0.001000000000000000020816681712
642,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
643,643_0,FAILED,BOTORCH_MODULAR,,,1513,1,65,1000,0.998999999999999999111821580300
644,644_0,FAILED,BOTORCH_MODULAR,,,5000,1,70,557,0.001000000000000000020816681712
645,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
646,568_0,FAILED,BOTORCH_MODULAR,,,1,1,64,1,0.001000000000000000020816681712
647,647_0,FAILED,BOTORCH_MODULAR,,,5000,1,70,1,0.001000000000000000020816681712
648,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
649,581_0,FAILED,BOTORCH_MODULAR,,,1,1,65,1,0.001000000000000000020816681712
650,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
651,651_0,FAILED,BOTORCH_MODULAR,,,4564,1,67,1,0.001000000000000000020816681712
652,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
653,653_0,FAILED,BOTORCH_MODULAR,,,4922,1,67,1,0.001000000000000000020816681712
654,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
655,655_0,FAILED,BOTORCH_MODULAR,,,4897,1,66,1,0.001000000000000000020816681712
656,656_0,FAILED,BOTORCH_MODULAR,,,5000,1,70,1,0.456550015967591205079401106559
657,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
658,560_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1,0.001000000000000000020816681712
659,568_0,FAILED,BOTORCH_MODULAR,,,1,1,64,1,0.001000000000000000020816681712
660,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
661,661_0,FAILED,BOTORCH_MODULAR,,,4684,1,67,1,0.001000000000000000020816681712
662,662_0,FAILED,BOTORCH_MODULAR,,,5000,1,70,1,0.426979690553262292151970314080
663,663_0,FAILED,BOTORCH_MODULAR,,,4992,1,66,1,0.001000000000000000020816681712
664,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
665,665_0,FAILED,BOTORCH_MODULAR,,,4968,1,67,1,0.001000000000000000020816681712
666,568_0,FAILED,BOTORCH_MODULAR,,,1,1,64,1,0.001000000000000000020816681712
667,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
668,668_0,FAILED,BOTORCH_MODULAR,,,4871,1,66,1,0.001000000000000000020816681712
669,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
670,670_0,FAILED,BOTORCH_MODULAR,,,5000,1,69,652,0.001000000000000000020816681712
671,671_0,FAILED,BOTORCH_MODULAR,,,1893,1,65,447,0.001000000000000000020816681712
672,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
673,673_0,FAILED,BOTORCH_MODULAR,,,104,1,67,1,0.001000000000000000020816681712
674,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
675,675_0,FAILED,BOTORCH_MODULAR,,,4672,1,66,1,0.001000000000000000020816681712
676,568_0,FAILED,BOTORCH_MODULAR,,,1,1,64,1,0.001000000000000000020816681712
677,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
678,678_0,FAILED,BOTORCH_MODULAR,,,4862,1,66,1,0.001000000000000000020816681712
679,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
680,558_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1,0.001000000000000000020816681712
681,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
682,560_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1,0.001000000000000000020816681712
683,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
684,684_0,FAILED,BOTORCH_MODULAR,,,4934,1,66,1,0.001000000000000000020816681712
685,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
686,686_0,FAILED,BOTORCH_MODULAR,,,4378,1,68,1,0.001000000000000000020816681712
687,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
688,688_0,FAILED,BOTORCH_MODULAR,,,4868,1,67,612,0.001000000000000000020816681712
689,581_0,FAILED,BOTORCH_MODULAR,,,1,1,65,1,0.001000000000000000020816681712
690,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
691,691_0,FAILED,BOTORCH_MODULAR,,,4982,1,66,1,0.001000000000000000020816681712
692,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
693,560_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1,0.001000000000000000020816681712
694,559_0,FAILED,BOTORCH_MODULAR,,,5000,1,68,1000,0.998999999999999999111821580300
695,695_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,578,0.001000000000000000020816681712
696,696_0,FAILED,BOTORCH_MODULAR,,,5000,1,77,1,0.001000000000000000020816681712
697,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
698,560_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1,0.001000000000000000020816681712
699,599_0,FAILED,BOTORCH_MODULAR,,,1,1,63,1,0.001000000000000000020816681712
700,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
701,701_0,FAILED,BOTORCH_MODULAR,,,4997,1,66,1,0.001000000000000000020816681712
702,702_0,FAILED,BOTORCH_MODULAR,,,2194,1,69,926,0.998999999999999999111821580300
703,558_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1,0.001000000000000000020816681712
704,704_0,COMPLETED,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,699,79,567,0.998999999999999999111821580300
705,705_0,FAILED,BOTORCH_MODULAR,,,5000,1,69,673,0.001000000000000000020816681712
706,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
707,707_0,FAILED,BOTORCH_MODULAR,,,1,1,67,1,0.001000000000000000020816681712
708,708_0,FAILED,BOTORCH_MODULAR,,,3857,1,67,1000,0.998999999999999999111821580300
709,709_0,FAILED,BOTORCH_MODULAR,,,2916,1,68,519,0.001000000000000000020816681712
710,590_0,FAILED,BOTORCH_MODULAR,,,5000,1,69,1,0.001000000000000000020816681712
711,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
712,712_0,FAILED,BOTORCH_MODULAR,,,3874,1,67,1,0.001000000000000000020816681712
713,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
714,714_0,FAILED,BOTORCH_MODULAR,,,3670,1,67,1,0.001000000000000000020816681712
715,599_0,FAILED,BOTORCH_MODULAR,,,1,1,63,1,0.001000000000000000020816681712
716,716_0,FAILED,BOTORCH_MODULAR,,,4099,1,66,1000,0.998999999999999999111821580300
717,717_0,FAILED,BOTORCH_MODULAR,,,3099,1,67,1,0.001000000000000000020816681712
718,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
719,719_0,FAILED,BOTORCH_MODULAR,,,4315,1,67,1,0.001000000000000000020816681712
720,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
721,721_0,FAILED,BOTORCH_MODULAR,,,4325,1,67,1,0.001000000000000000020816681712
722,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
723,723_0,FAILED,BOTORCH_MODULAR,,,2186,1,69,504,0.001000000000000000020816681712
724,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
725,725_0,FAILED,BOTORCH_MODULAR,,,3995,1,67,1,0.001000000000000000020816681712
726,726_0,FAILED,BOTORCH_MODULAR,,,1,1,62,1,0.001000000000000000020816681712
727,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
728,728_0,FAILED,BOTORCH_MODULAR,,,3345,1,68,1,0.001000000000000000020816681712
729,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
730,547_0,FAILED,BOTORCH_MODULAR,,,5000,1,66,1000,0.998999999999999999111821580300
731,731_0,FAILED,BOTORCH_MODULAR,,,3385,1,67,579,0.001000000000000000020816681712
732,540_0,FAILED,BOTORCH_MODULAR,,,5000,1,67,1000,0.998999999999999999111821580300
733,733_0,FAILED,BOTORCH_MODULAR,,,3071,1,68,1,0.001000000000000000020816681712
734,734_0,FAILED,BOTORCH_MODULAR,,,4986,1,67,1000,0.998999999999999999111821580300
735,735_0,FAILED,BOTORCH_MODULAR,,,4233,1,67,574,0.001000000000000000020816681712
