trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
20,20_0,COMPLETED,GenerationStep_0,0.560000000000000053290705182008,7.000000000000000000000000000000,3164,1419,31,0.004385498294420540725535584414
21,21_0,COMPLETED,GenerationStep_0,0.550000000000000044408920985006,24.000000000000000000000000000000,2478,4192,3978,0.563291919112019257021017892839
22,22_0,COMPLETED,GenerationStep_0,0.520000000000000017763568394003,4.000000000000000000000000000000,353,744,1644,0.495950343527831127854454962289
23,23_0,COMPLETED,GenerationStep_0,0.520000000000000017763568394003,12.000000000000000000000000000000,4008,3596,3088,0.930212906730733757321161192522
24,24_0,COMPLETED,GenerationStep_0,0.520000000000000017763568394003,8.000000000000000000000000000000,4122,2216,1258,0.509045727804675718353166757879
25,25_0,COMPLETED,GenerationStep_0,0.540000000000000035527136788005,8.000000000000000000000000000000,238,4677,2704,0.074757905147224662512073223297
26,26_0,COMPLETED,GenerationStep_0,0.579999999999999960031971113494,32.000000000000000000000000000000,1894,625,429,0.984916622374579331378185997892
27,27_0,COMPLETED,GenerationStep_0,0.520000000000000017763568394003,5.000000000000000000000000000000,3748,2539,4372,0.426035401472449282156418348677
28,28_0,COMPLETED,GenerationStep_0,0.520000000000000017763568394003,5.000000000000000000000000000000,2929,1039,3464,0.283049030726030437232765279987
29,29_0,COMPLETED,GenerationStep_0,0.520000000000000017763568394003,9.000000000000000000000000000000,1463,3343,2412,0.849979927756637332336708823277
30,30_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,10.000000000000000000000000000000,4273,2256,521,0.005242942632490100660080933892
31,31_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,19.000000000000000000000000000000,840,28,1,0.998999999999999999111821580300
32,32_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,10.000000000000000000000000000000,2642,2299,1616,0.000100000000000000004792173602
33,33_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,4326,1280,1951,0.000100000000000000004792173602
34,34_0,FAILED,GenerationStep_1,,,2874,1,1,0.998999999999999999111821580300
35,35_0,COMPLETED,GenerationStep_1,0.510000000000000008881784197001,8.000000000000000000000000000000,5000,1013,1,0.011597348545160899441208712801
36,36_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,3587,3739,1,0.000100000000000000004792173602
37,37_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,1664,1679,1,0.000100000000000000004792173602
38,38_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,5000,3236,3797,0.023569085003626435992352128324
39,39_0,FAILED,GenerationStep_1,,,3283,1,1,0.000100000000000000004792173602
40,40_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,5000,3425,1,0.000100000000000000004792173602
41,41_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,3614,2614,1176,0.000100000000000000004792173602
42,42_0,FAILED,GenerationStep_1,,,1,1,1003,0.998999999999999999111821580300
43,43_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,2051,3240,1,0.000100000000000000004792173602
44,44_0,FAILED,GenerationStep_1,,,4222,1,1,0.998999999999999999111821580300
45,45_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,177,90,3536,0.931299505203598720903812591132
46,46_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,4759,388,2919,0.000100000000000000004792173602
47,47_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,3255,214,1899,0.000100000000000000004792173602
48,48_0,FAILED,GenerationStep_1,,,1381,1,1,0.998999999999999999111821580300
49,49_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,4991,2618,5000,0.584451014167930105180914779339
50,50_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,3601,2542,1,0.089203579588721423898611817549
51,51_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,4990,2503,5000,0.115090550776358407913946280132
52,52_0,COMPLETED,GenerationStep_1,0.489999999999999991118215802999,8.000000000000000000000000000000,636,1010,1,0.998999999999999999111821580300
53,53_0,FAILED,GenerationStep_1,,,1716,1,1,0.000100000000000000004792173602
54,54_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,766,2919,1,0.000100000000000000004792173602
55,55_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,3398,728,1,0.998999999999999999111821580300
56,56_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,10.000000000000000000000000000000,5000,2209,1706,0.000100000000000000004792173602
57,57_0,COMPLETED,GenerationStep_1,0.479999999999999982236431605997,8.000000000000000000000000000000,2628,1118,1,0.998999999999999999111821580300
58,58_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,3509,2103,2576,0.000100000000000000004792173602
59,59_0,FAILED,GenerationStep_1,,,1298,1,1567,0.998999999999999999111821580300
60,60_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,3524,5000,1319,0.000100000000000000004792173602
61,61_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,812,240,4026,0.000100000000000000004792173602
62,62_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,4084,1,0.000100000000000000004792173602
63,63_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,4666,5000,5000,0.998999999999999999111821580300
64,64_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,3140,5000,1,0.998999999999999999111821580300
65,65_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,5000,3988,5000,0.000100000000000000004792173602
66,66_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,3616,5000,5000,0.000100000000000000004792173602
67,67_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,5000,4133,1,0.000100000000000000004792173602
68,68_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,117.000000000000000000000000000000,1,1237,1221,0.000100000000000000004792173602
69,69_0,COMPLETED,GenerationStep_1,0.530000000000000026645352591004,14.000000000000000000000000000000,5000,5000,4354,0.000100000000000000004792173602
70,70_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,3829,1664,4075,0.000100000000000000004792173602
71,71_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,150,854,3455,0.000100000000000000004792173602
72,72_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,4041,5000,0.000100000000000000004792173602
73,73_0,FAILED,GenerationStep_1,,,4105,1,1,0.000100000000000000004792173602
74,74_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,3791,5000,2509,0.000100000000000000004792173602
75,75_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,5000,5000,1,0.000100000000000000004792173602
76,76_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,5000,4656,2764,0.998999999999999999111821580300
77,77_0,FAILED,GenerationStep_1,,,1146,1,5000,0.998999999999999999111821580300
78,78_0,FAILED,GenerationStep_1,,,749,1,4995,0.000100000000000000004792173602
79,79_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,1,4435,1,0.998999999999999999111821580300
80,80_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,1469,3858,1,0.000100000000000000004792173602
81,81_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,4903,993,5000,0.000100000000000000004792173602
82,82_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,1,5000,5000,0.000100000000000000004792173602
83,83_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1135,466,4870,0.000100000000000000004792173602
84,84_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,2986,5000,0.000100000000000000004792173602
85,85_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,9.000000000000000000000000000000,1,3734,2873,0.000100000000000000004792173602
86,86_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,3454,5000,1,0.000100000000000000004792173602
87,87_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,2912,4499,1,0.000100000000000000004792173602
88,88_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,3488,4463,1,0.895920913325440437802171800286
89,89_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,630,5000,1,0.000100000000000000004792173602
90,90_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1735,383,1231,0.467437550070890883713303765035
91,91_0,FAILED,GenerationStep_1,,,1,1,1,0.000100000000000000004792173602
92,92_0,FAILED,GenerationStep_1,,,1,1,5000,0.998999999999999999111821580300
93,93_0,FAILED,GenerationStep_1,,,5000,1,1,0.000100000000000000004792173602
94,94_0,FAILED,GenerationStep_1,,,5000,1,1,0.998999999999999999111821580300
95,95_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,5000,5000,0.998999999999999999111821580300
96,96_0,FAILED,GenerationStep_1,,,3577,1,3410,0.000100000000000000004792173602
97,97_0,FAILED,GenerationStep_1,,,5000,1,5000,0.998999999999999999111821580300
98,98_0,FAILED,GenerationStep_1,,,1,1,979,0.575337269495326486534736432077
99,99_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1986,5000,1205,0.434256712735044902995440452287
100,100_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,1,5000,2848,0.998999999999999999111821580300
101,101_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,360,159,5000,0.389445813539588403529023707961
102,102_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,5000,1,0.304047022137542477526750417383
103,103_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,2560,5000,3454,0.000100000000000000004792173602
104,104_0,FAILED,GenerationStep_1,,,1,1,1,0.716167142974124426579862756626
105,105_0,FAILED,GenerationStep_1,,,1,1,5000,0.000100000000000000004792173602
106,106_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,5000,5000,1,0.998999999999999999111821580300
107,107_0,FAILED,GenerationStep_1,,,5000,1,3617,0.291759232270979163015311996787
108,108_0,FAILED,GenerationStep_1,,,4815,1,1,0.417986442398484869809038855237
109,109_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,1,5000,1043,0.586411193382160189635499136784
110,110_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,5000,5000,0.371834233519464374406737761092
111,111_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,2906,5000,5000,0.998999999999999999111821580300
112,112_0,FAILED,GenerationStep_1,,,5000,1,5000,0.000100000000000000004792173602
113,113_0,FAILED,GenerationStep_1,,,1,1,4307,0.998999999999999999111821580300
114,114_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,1760,2067,0.998999999999999999111821580300
115,115_0,FAILED,GenerationStep_1,,,2060,1,3303,0.000100000000000000004792173602
116,116_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,1703,4412,0.000100000000000000004792173602
117,117_0,FAILED,GenerationStep_1,,,1567,1,5000,0.998999999999999999111821580300
118,118_0,FAILED,GenerationStep_1,,,5000,1,1954,0.998999999999999999111821580300
119,119_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,979,4123,0.232640378380315954176538184583
120,120_0,FAILED,GenerationStep_1,,,1,1,1,0.680203462031723549152673058416
121,121_0,COMPLETED,GenerationStep_1,0.550000000000000044408920985006,10.000000000000000000000000000000,4883,628,233,0.358284605017570145779615131687
122,122_0,FAILED,GenerationStep_1,,,4501,1,3597,0.202084725108149371175514374954
123,123_0,FAILED,GenerationStep_1,,,4271,1,3468,0.000100000000000000004792173602
124,124_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,5000,695,1,0.578205634375514865297418509726
125,125_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,103,3066,0.277456195510936753922948128093
126,126_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,2451,5000,5000,0.279314928863557077054480259903
127,127_0,FAILED,GenerationStep_1,,,627,1,4314,0.998999999999999999111821580300
128,128_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,12.000000000000000000000000000000,1,5000,4396,0.857038237489031295979202695889
129,129_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,15,4905,3203,0.254532235513289017969640326555
130,130_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,3892,5000,1,0.400874609908188184181909718973
131,131_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,5000,4948,3415,0.264813976794680439041940189782
132,132_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,773,2134,0.694472871703237459861668412486
133,133_0,FAILED,GenerationStep_1,,,1828,1,1,0.180498699180736438263394916248
134,134_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,5000,1183,4181,0.998999999999999999111821580300
135,135_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,9.000000000000000000000000000000,1669,5000,2699,0.000100000000000000004792173602
136,136_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,634,3615,0.674781331961310071321236137010
137,137_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,5000,5000,1804,0.741114858849822200070889266499
138,138_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,12.000000000000000000000000000000,3623,4723,4034,0.164363405444472754357576604889
139,139_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,226,188,1,0.513882996561040084060323351878
140,140_0,FAILED,GenerationStep_1,,,3042,1,1,0.538308352915000898342157142906
141,141_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,4816,136,3162,0.248906193361886102222158001496
142,142_0,FAILED,GenerationStep_1,,,5000,1,205,0.480940819319274959209309372454
143,143_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,307,1107,0.998999999999999999111821580300
144,144_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,13.000000000000000000000000000000,932,5000,4363,0.998999999999999999111821580300
145,145_0,FAILED,GenerationStep_1,,,2676,1,4959,0.283780106420359667929176339385
146,146_0,FAILED,GenerationStep_1,,,5000,1,880,0.763801983163168607404713839060
147,147_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,2373,5000,2363,0.433314403210729504056786254296
148,148_0,COMPLETED,GenerationStep_1,0.530000000000000026645352591004,8.000000000000000000000000000000,366,4047,2509,0.321416808836386680425789563742
149,149_0,FAILED,GenerationStep_1,,,1,1,3085,0.727826580022045921403162083152
150,150_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,169,636,0.729525376682704229658327221841
151,151_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,3699,5000,5000,0.475787039646958898053696884745
152,152_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,311,4792,3099,0.754385338795949267343132760288
153,153_0,FAILED,GenerationStep_1,,,2794,1,1390,0.264398879113046492150829180900
154,154_0,FAILED,GenerationStep_1,,,2733,1,410,0.229499798520399117540691236172
155,155_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,2236,1729,2950,0.250175247151266766376664918425
156,156_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,3054,3698,5000,0.584789085480444059683691193641
157,157_0,COMPLETED,GenerationStep_1,0.589999999999999968913755310496,15.000000000000000000000000000000,4190,4836,3452,0.000100000000000000004792173602
158,158_0,FAILED,GenerationStep_1,,,2975,1,1,0.600932905629432023708602628176
159,159_0,COMPLETED,GenerationStep_1,0.589999999999999968913755310496,8.000000000000000000000000000000,1548,1612,1,0.184884087705021599168375701083
160,160_0,FAILED,GenerationStep_1,,,2070,1,1,0.181749543933472812451412892187
161,161_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,10.000000000000000000000000000000,1,71,1,0.774957334609936765446036588401
162,162_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,16.000000000000000000000000000000,5000,5000,4477,0.534714826518242425379412452457
163,163_0,FAILED,GenerationStep_1,,,1,1,1700,0.773589052271552057860048989824
164,164_0,FAILED,GenerationStep_1,,,1,1,2994,0.726139990689433134640751177358
165,165_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1598,2127,3264,0.998999999999999999111821580300
166,166_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,11.000000000000000000000000000000,5000,3126,2606,0.186526839384840326108161434604
167,167_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,203,224,628,0.468550188658458377499727021132
168,168_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,3115,5000,2901,0.212469029766693850991288172736
169,169_0,FAILED,GenerationStep_1,,,2730,1,728,0.329508195258398806082311693899
170,170_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,1,5000,2886,0.663941925157894186071416697814
171,171_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,1,3420,1817,0.998999999999999999111821580300
172,172_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,356,4262,4862,0.179504683775280615698477504338
173,173_0,FAILED,GenerationStep_1,,,3440,1,1694,0.998999999999999999111821580300
174,174_0,FAILED,GenerationStep_1,,,5000,1,571,0.998999999999999999111821580300
175,175_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,1669,4274,2980,0.226607234730680257017709777756
176,176_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,3645,2724,4377,0.998999999999999999111821580300
177,177_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,1309,2030,0.769305197204433355295805085916
178,178_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,280,3932,0.656575044218945524931996260420
179,179_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,6.000000000000000000000000000000,1,411,1,0.137237475389851648621686308616
180,180_0,FAILED,GenerationStep_1,,,750,1,756,0.521580828914358751724478224787
181,181_0,FAILED,GenerationStep_1,,,2326,1,478,0.056616824154991793327518223577
182,182_0,FAILED,GenerationStep_1,,,2857,1,1,0.294134205877000676210286655987
183,183_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,29.000000000000000000000000000000,3905,5000,4596,0.000100000000000000004792173602
184,184_0,FAILED,GenerationStep_1,,,927,1,1366,0.553602445064467318935896855692
185,185_0,FAILED,GenerationStep_1,,,1989,1,594,0.156683993730717480152847542740
186,186_0,FAILED,GenerationStep_1,,,805,1,441,0.415631094801584888287493413372
187,187_0,FAILED,GenerationStep_1,,,4414,1,1,0.000100000000000000004792173602
188,188_0,FAILED,GenerationStep_1,,,3053,1,1,0.591759984765947266716068497772
189,189_0,FAILED,GenerationStep_1,,,2807,1,664,0.000100000000000000004792173602
190,190_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,2698,1525,461,0.186479304636402248851467788882
191,191_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,3046,213,637,0.208029223962610254616834026820
192,192_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,864,2840,1493,0.552571389605700957758926961105
193,193_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,9.000000000000000000000000000000,5000,5000,3598,0.806529569659896305999779997364
194,194_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,2071,1234,475,0.000100000000000000004792173602
195,195_0,FAILED,GenerationStep_1,,,2343,1,234,0.000100000000000000004792173602
196,196_0,COMPLETED,GenerationStep_1,0.489999999999999991118215802999,13.000000000000000000000000000000,2673,5000,4504,0.000100000000000000004792173602
197,197_0,FAILED,GenerationStep_1,,,1008,1,668,0.434645359903313044380723795257
198,198_0,FAILED,GenerationStep_1,,,1026,1,1674,0.547544563805208217566189432546
199,199_0,FAILED,GenerationStep_1,,,2472,1,1,0.138557082079414362052460774066
200,200_0,FAILED,GenerationStep_1,,,3570,1,432,0.288364809402754884715136540763
201,201_0,FAILED,GenerationStep_1,,,2285,1,1,0.000100000000000000004792173602
202,202_0,FAILED,GenerationStep_1,,,694,1,973,0.582080032085457110824222581869
203,203_0,FAILED,GenerationStep_1,,,3201,1,1789,0.327682624425433277615127281024
204,204_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,295,967,0.000100000000000000004792173602
205,205_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,7.000000000000000000000000000000,1034,5000,3489,0.000100000000000000004792173602
206,206_0,FAILED,GenerationStep_1,,,4340,1,1,0.711751915816791091984327977116
207,207_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,2900,397,901,0.260036187057084033913412213224
208,208_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,5000,5000,3191,0.587231314555008099276278699108
209,209_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,3703,3354,2177,0.286765162575220722285251895300
210,210_0,FAILED,GenerationStep_1,,,1555,1,797,0.407055848023425592696611374777
211,211_0,FAILED,GenerationStep_1,,,1,1,245,0.000100000000000000004792173602
212,212_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,5000,5000,4009,0.000100000000000000004792173602
213,213_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,20.000000000000000000000000000000,3065,5000,4626,0.361785102680823977827628823434
214,214_0,FAILED,GenerationStep_1,,,3364,1,1,0.602006561541138074389323264768
215,215_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,4532,104,732,0.411273609318415167557247968944
216,216_0,FAILED,GenerationStep_1,,,1,1,346,0.233538009366906995634138866080
217,217_0,FAILED,GenerationStep_1,,,1,1,2232,0.000100000000000000004792173602
218,218_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,4119,5000,3005,0.400318022102957082886121042975
219,219_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,21.000000000000000000000000000000,1331,5000,4560,0.332021002024292799514881835421
220,220_0,COMPLETED,GenerationStep_1,0.570000000000000062172489379009,22.000000000000000000000000000000,5000,5000,4639,0.998999999999999999111821580300
221,221_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,9.000000000000000000000000000000,1674,601,216,0.000100000000000000004792173602
222,222_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,5000,5000,5000,0.796106976380024478068264670583
223,223_0,FAILED,GenerationStep_1,,,5000,1,756,0.203154893142740017308867095380
224,224_0,FAILED,GenerationStep_1,,,5000,1,1026,0.733924725383529708011565162451
225,225_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,5000,5000,2223,0.000100000000000000004792173602
226,226_0,FAILED,GenerationStep_1,,,5000,1,1,0.194534778913346639850345809464
227,227_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,12,1199,0.000100000000000000004792173602
