trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
17,17_0,FAILED,GenerationStep_0,,,3878,4922,1459,0.307853460747748608472562636962,0.285172488627955300621863443666,3.525778813036158698679400913534,str\(\'ks-test\'\),str\(\'full\'\),1002
18,18_0,FAILED,GenerationStep_0,,,3120,1679,4601,0.541562415217980763770810881397,0.127221611117944111146726982042,0.437661456845700791440378907282,str\(\'t-test\'\),str\(\'full\'\),1892
19,19_0,FAILED,GenerationStep_0,,,2448,2535,242,0.178495430782437319860989077824,0.758148479647934414593635210622,5.437342897590250245798415562604,str\(\'ks-test\'\),str\(\'bounded\'\),3969
20,20_0,FAILED,GenerationStep_0,,,1715,2081,2244,0.083928418822586531300444789849,0.951298944370821075722233217675,9.807046568290330057493520143908,str\(\'t-test\'\),str\(\'full\'\),1806
21,21_0,FAILED,GenerationStep_0,,,3538,3726,2911,0.696556881455704601791012464673,0.069539979446679348051851832224,4.807270812627860046006844640942,str\(\'ks-test\'\),str\(\'bounded\'\),4835
22,22_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,166.000000000000000000000000000000,4612,327,1020,0.462784567561000559354766892284,0.472964875247329497032211520491,1.646071240286342884928671992384,str\(\'t-test\'\),str\(\'bounded\'\),3206
23,23_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,24.000000000000000000000000000000,293,3839,4137,0.817155673610046484611757477978,0.606352574089542017965470677154,6.645368940002285285117977764457,str\(\'ks-test\'\),str\(\'full\'\),311
24,24_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,42.000000000000000000000000000000,369,1269,729,0.657675883777439573840695175022,0.316697153935208919328658794257,6.152029274061322716704580670921,str\(\'t-test\'\),str\(\'full\'\),1418
25,25_0,FAILED,GenerationStep_0,,,4692,2906,3802,0.060889599053189157051857449687,0.697566993411630420496294391342,1.152271025512367375043254469347,str\(\'ks-test\'\),str\(\'bounded\'\),4442
26,26_0,FAILED,GenerationStep_0,,,3302,1149,1944,0.793414462830871358711704033340,0.851495644230395587470638929517,2.985630684992298444768721310538,str\(\'t-test\'\),str\(\'bounded\'\),3457
27,27_0,FAILED,GenerationStep_0,,,1483,4668,2587,0.423696071671322005425253109934,0.221239295529201629442184184882,7.984951553696767234669096069410,str\(\'ks-test\'\),str\(\'full\'\),528
28,28_0,FAILED,GenerationStep_0,,,1904,112,4901,0.331137853125110293017741014410,0.038201860465109351017165550957,7.355096780437045289602338016266,str\(\'t-test\'\),str\(\'bounded\'\),2742
29,29_0,FAILED,GenerationStep_0,,,2571,4093,567,0.950294766087084963324116415606,0.920509519046172508538461443095,2.355874696551822022883015961270,str\(\'ks-test\'\),str\(\'full\'\),775
30,30_0,FAILED,GenerationStep_0,,,4271,2492,3675,0.217833246862515816921757050295,0.513062515525147366801661519276,4.272081369617023227647223393433,str\(\'t-test\'\),str\(\'full\'\),2270
31,31_0,FAILED,GenerationStep_0,,,1100,3355,1794,0.565058112874627149757600363955,0.379369775369763351235974369047,9.271781360452063580623871530406,str\(\'ks-test\'\),str\(\'bounded\'\),4371
32,32_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,209.000000000000000000000000000000,1213,165,5,0.834616759728640356108542164293,0.970778235614299767064494517399,7.916156103286892786741191230249,str\(\'t-test\'\),str\(\'bounded\'\),1050
33,33_0,FAILED,GenerationStep_0,,,4316,4304,4528,0.449252375485375499142293165278,0.104636935694143173858350337468,2.916839257493615278349352593068,str\(\'ks-test\'\),str\(\'full\'\),3092
34,34_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,32.000000000000000000000000000000,2614,2234,1386,0.714002739302813993482743626373,0.445695337912067779395641764495,1.083134856874123252978847631312,str\(\'t-test\'\),str\(\'full\'\),4020
35,35_0,FAILED,GenerationStep_0,,,2015,3250,3147,0.070350541932508350861930068731,0.563452047012746315424180920672,6.082891466459259710575224744389,str\(\'ks-test\'\),str\(\'bounded\'\),1996
36,36_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,107.000000000000000000000000000000,1519,1508,4368,0.160958143820986165906106180046,0.631371408404782452628012379137,9.202692535518668393024199758656,str\(\'t-test\'\),str\(\'full\'\),4717
37,37_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,31.000000000000000000000000000000,3425,2991,1103,0.555170808136463134196958435496,0.265690221253782499211126832961,4.202992097693496020838210824877,str\(\'ks-test\'\),str\(\'bounded\'\),1769
38,38_0,FAILED,GenerationStep_0,,,4814,1076,2995,0.290361858600750588621508541110,0.170124872665852300279709652386,2.287050974016077820039072321379,str\(\'t-test\'\),str\(\'bounded\'\),179
39,39_0,FAILED,GenerationStep_0,,,401,4437,2476,0.925286769274622167280597295758,0.785419089579954765589775433909,7.286275888838805947500532056438,str\(\'ks-test\'\),str\(\'full\'\),3182
40,40_0,FAILED,GenerationStep_0,,,169,2019,2660,0.578936809470877000727284666937,0.010923820430412890108984313997,5.542744306894020311915483034682,str\(\'t-test\'\),str\(\'full\'\),4484
41,41_0,FAILED,GenerationStep_0,,,4577,3504,2185,0.200086569309234629798766036402,0.877613814007490833368763105682,0.543063313139602543699879788619,str\(\'ks-test\'\),str\(\'bounded\'\),1532
42,42_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,68.000000000000000000000000000000,3506,575,4043,0.964127777868881818967849994806,0.532536992166191325281943136360,3.631524814482778307223043157137,str\(\'t-test\'\),str\(\'bounded\'\),586
43,43_0,FAILED,GenerationStep_0,,,1594,3933,803,0.313375947300344681600847707159,0.414475241752341405643278449134,8.630765895448625713015644578263,str\(\'ks-test\'\),str\(\'full\'\),3555
44,44_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,93.000000000000000000000000000000,2403,666,1711,0.409893575917929409158091402787,0.359589882843196373407579358172,6.751087265309878127084175503114,str\(\'t-test\'\),str\(\'bounded\'\),652
45,45_0,FAILED,GenerationStep_0,,,3007,4808,3448,0.811084939541295124598718757625,0.724844202509149937441179645248,1.751785542682744445386333609349,str\(\'ks-test\'\),str\(\'full\'\),2708
46,46_0,FAILED,GenerationStep_0,,,3767,1723,339,0.047102331571280957323022420269,0.816391250444576166422905316722,4.912718969649636058250052883523,str\(\'t-test\'\),str\(\'full\'\),4243
47,47_0,FAILED,GenerationStep_0,,,669,2737,4819,0.675392045302316557098265548120,0.201767553359270102042444250401,9.912496364275924065623257774860,str\(\'ks-test\'\),str\(\'bounded\'\),2243
48,48_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,69.000000000000000000000000000000,801,1594,1971,0.276639680268242982297266507885,0.615208264745771837844756646518,1.463585200000554253918494396203,str\(\'ks-test\'\),str\(\'full\'\),1315
49,49_0,FAILED,GenerationStep_0,,,3984,2611,2560,0.880499779652804126506282500486,0.499423482960090037163780607443,6.462905994206667337209637480555,str\(\'t-test\'\),str\(\'bounded\'\),4545
50,50_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,176.000000000000000000000000000000,2868,853,668,0.147269255025312295614980939717,0.092101160911843185652436716282,9.546446171442045880439764005132,str\(\'ks-test\'\),str\(\'bounded\'\),3657
51,51_0,FAILED,GenerationStep_0,,,2193,4992,3863,0.510415264002978763535622874770,0.956255305245518716361630140455,4.546687848394737052615255379351,str\(\'t-test\'\),str\(\'full\'\),328
52,52_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,150.000000000000000000000000000000,1,239,5000,0.757513709263604839705408267037,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'bounded\'\),336
53,53_0,FAILED,GenerationStep_1,,,1,1,1,0.717619647697159468435756934923,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),1291
54,54_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,23.000000000000000000000000000000,1,5000,2926,0.723826245977760684979784855386,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),5000
55,55_0,FAILED,GenerationStep_1,,,3453,5000,1,0.794857719601497980654869479622,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'bounded\'\),1
56,56_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,23.000000000000000000000000000000,1889,5000,1,0.737349687949602428105322360352,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),1887
57,57_0,FAILED,GenerationStep_1,,,5000,5000,1,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),1
58,58_0,FAILED,GenerationStep_1,,,1,1,5000,0.749370683135436532751327831647,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),1
59,59_0,FAILED,GenerationStep_1,,,1,1,1,0.731310593312775591989804979676,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
60,60_0,RUNNING,GenerationStep_1,,,4870,4798,4000,0.613470683775513947466606623493,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'bounded\'\),1590
61,61_0,FAILED,GenerationStep_1,,,5000,1,4635,0.733304195149803050846060159529,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),1
62,62_0,RUNNING,GenerationStep_1,,,1,5000,2930,0.577575346103038289591324883077,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),5000
63,63_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,47.000000000000000000000000000000,4063,1067,2412,0.805391625912954545185584720457,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'bounded\'\),5000
64,64_0,FAILED,GenerationStep_1,,,1,1,1181,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'full\'\),5000
65,65_0,RUNNING,GenerationStep_1,,,5000,5000,1,0.001000000000000000020816681712,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),1
66,66_0,FAILED,GenerationStep_1,,,1,1,209,0.998999999999999999111821580300,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
67,67_0,RUNNING,GenerationStep_1,,,3732,4700,1369,0.889192762809288272940477781958,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),5000
68,68_0,RUNNING,GenerationStep_1,,,5000,5000,5000,0.001000000000000000020816681712,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),3384
69,69_0,RUNNING,GenerationStep_1,,,5000,5000,1,0.001000000000000000020816681712,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),1
70,70_0,FAILED,GenerationStep_1,,,5000,1,4636,0.998999999999999999111821580300,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
71,71_0,RUNNING,GenerationStep_1,,,5000,5000,2040,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'full\'\),1
72,72_0,RUNNING,GenerationStep_1,,,5000,5000,5000,0.001000000000000000020816681712,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),1
73,73_0,RUNNING,GenerationStep_1,,,5000,4792,5000,0.628317530453827211012196585216,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),1
74,74_0,RUNNING,GenerationStep_1,,,1,4913,3214,0.355597646218304586085423579789,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),464
75,75_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,39.000000000000000000000000000000,1278,5000,499,0.385038696389645218598474230021,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),1
76,76_0,RUNNING,GenerationStep_1,,,1,3992,1525,0.862573885258993144908856720576,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),1
77,77_0,FAILED,GenerationStep_1,,,5000,1,4635,0.685054673660229318521430741384,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'full\'\),1
78,78_0,RUNNING,GenerationStep_1,,,5000,5000,2425,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'bounded\'\),1
79,79_0,RUNNING,GenerationStep_1,,,5000,5000,2864,0.034907773645474600432425660301,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),1
80,80_0,FAILED,GenerationStep_1,,,1,1,1267,0.866337286201682599262596795597,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),5000
81,81_0,FAILED,GenerationStep_1,,,409,1,1,0.620763170210805848014956609404,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),33
82,82_0,RUNNING,GenerationStep_1,,,5000,5000,1,0.484130031792981196936409560294,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'bounded\'\),1
83,83_0,FAILED,GenerationStep_1,,,1,1,1,0.001000000000000000020816681712,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),5000
84,84_0,FAILED,GenerationStep_1,,,1,1,1,0.998999999999999999111821580300,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'full\'\),5000
85,85_0,RUNNING,GenerationStep_1,,,1,5000,1309,0.001000000000000000020816681712,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),3133
86,86_0,FAILED,GenerationStep_1,,,1,1,4102,0.559539788177288888171290182072,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
87,87_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,23.000000000000000000000000000000,5000,5000,4552,0.740833800132196684806729081174,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'full\'\),1
88,88_0,RUNNING,GenerationStep_1,,,1,5000,5000,0.001000000000000000020816681712,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
89,89_0,FAILED,GenerationStep_1,,,5000,1,5000,0.001000000000000000020816681712,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),5000
90,90_0,FAILED,GenerationStep_1,,,1,1,1,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
91,91_0,FAILED,GenerationStep_1,,,5000,1,1,0.998999999999999999111821580300,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'full\'\),2925
92,92_0,RUNNING,GenerationStep_1,,,1,5000,2603,0.874752236459207188623565798480,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'bounded\'\),4244
93,93_0,FAILED,GenerationStep_1,,,5000,1,1,0.998999999999999999111821580300,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),3452
94,94_0,RUNNING,GenerationStep_1,,,5000,5000,5000,0.849296835481164302805723309575,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),2844
95,95_0,RUNNING,GenerationStep_1,,,31,4925,3211,0.550047999922946728723616161005,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),1
96,96_0,FAILED,GenerationStep_1,,,1,1,5000,0.964759987078959713180381640996,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),5000
97,97_0,RUNNING,GenerationStep_1,,,3631,3010,4662,0.260145589613954453245270315165,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),4863
98,98_0,RUNNING,GenerationStep_1,,,4268,4722,26,0.850600286861837751040127386659,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),4736
99,99_0,RUNNING,GenerationStep_1,,,1,5000,5000,0.254806268154053883190357510102,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),5000
100,100_0,FAILED,GenerationStep_1,,,5000,1,5000,0.937011694369584979824594483944,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
101,101_0,RUNNING,GenerationStep_1,,,1,5000,5000,0.921557152644827959342421763722,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),753
102,102_0,RUNNING,GenerationStep_1,,,5000,5000,5000,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),5000
103,103_0,RUNNING,GenerationStep_1,,,1,5000,2603,0.850705232800297084239105060988,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),4244
104,104_0,FAILED,GenerationStep_1,,,5000,1,5000,0.991331468887248323795802207314,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'bounded\'\),5000
105,105_0,RUNNING,GenerationStep_1,,,5000,5000,1,0.998999999999999999111821580300,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),3777
106,106_0,RUNNING,GenerationStep_1,,,5000,5000,1,0.302057933455858129700999370471,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),1
107,107_0,RUNNING,GenerationStep_1,,,1,5000,1,0.001000000000000000020816681712,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'bounded\'\),5000
108,108_0,RUNNING,GenerationStep_1,,,5000,5000,1,0.631241273638799227363449517725,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),1
109,109_0,FAILED,GenerationStep_1,,,1,1,1,0.998999999999999999111821580300,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),5000
110,110_0,FAILED,GenerationStep_1,,,1,1,1,0.998999999999999999111821580300,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),3902
111,111_0,RUNNING,GenerationStep_1,,,1,4981,3912,0.955526275691656823418895783107,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),2432
112,112_0,RUNNING,GenerationStep_1,,,5000,5000,5000,0.831248908227466887232992576173,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
113,113_0,RUNNING,GenerationStep_1,,,5000,5000,1,0.619109557781939767728829338012,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),1
114,114_0,RUNNING,GenerationStep_1,,,5000,5000,5000,0.641357394875214925633599705179,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),5000
115,115_0,FAILED,GenerationStep_1,,,1,1,5000,0.998999999999999999111821580300,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
116,116_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,22.000000000000000000000000000000,5000,3603,5000,0.998999999999999999111821580300,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),1752
117,117_0,RUNNING,GenerationStep_1,,,1,5000,5000,0.994685923525466253458660048636,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'bounded\'\),5000
118,118_0,RUNNING,GenerationStep_1,,,4391,4274,5000,0.001000000000000000020816681712,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),5000
119,119_0,FAILED,GenerationStep_1,,,387,5000,5000,0.824830948820975184965220705635,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),3137
120,120_0,FAILED,GenerationStep_1,,,1,3571,5000,0.001000000000000000020816681712,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),1
121,121_0,FAILED,GenerationStep_1,,,1,2056,1,0.998999999999999999111821580300,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),1
122,122_0,FAILED,GenerationStep_1,,,1,3177,5000,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'bounded\'\),5000
123,123_0,FAILED,GenerationStep_1,,,5000,3086,1,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),1169
124,124_0,FAILED,GenerationStep_1,,,130,2461,5000,0.001000000000000000020816681712,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'bounded\'\),1
125,125_0,FAILED,GenerationStep_1,,,1,2453,1,0.001000000000000000020816681712,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
126,126_0,FAILED,GenerationStep_1,,,1,3063,5000,0.001000000000000000020816681712,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),1
127,127_0,FAILED,GenerationStep_1,,,5000,3049,1,0.998999999999999999111821580300,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),5000
128,128_0,FAILED,GenerationStep_1,,,1,3881,1,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),5000
129,129_0,FAILED,GenerationStep_1,,,5000,3617,5000,0.001000000000000000020816681712,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),1
130,130_0,FAILED,GenerationStep_1,,,1,3802,5000,0.001000000000000000020816681712,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'bounded\'\),5000
131,131_0,FAILED,GenerationStep_1,,,5000,2650,1,0.998999999999999999111821580300,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'ks-test\'\),str\(\'full\'\),25
132,132_0,FAILED,GenerationStep_1,,,5000,3805,1,0.001000000000000000020816681712,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),1
133,133_0,FAILED,GenerationStep_1,,,5000,4451,1,0.001000000000000000020816681712,0.998999999999999999111821580300,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'bounded\'\),5000
134,134_0,FAILED,GenerationStep_1,,,1,3503,1,0.998999999999999999111821580300,0.001000000000000000020816681712,10.000000000000000000000000000000,str\(\'t-test\'\),str\(\'full\'\),5000
135,135_0,FAILED,GenerationStep_1,,,5000,2749,5000,0.998999999999999999111821580300,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),5000
136,136_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,49.000000000000000000000000000000,1,891,3962,0.998999999999999999111821580300,0.001000000000000000020816681712,0.001000000000000000020816681712,str\(\'t-test\'\),str\(\'full\'\),1
137,137_0,FAILED,GenerationStep_1,,,5000,2356,5000,0.001000000000000000020816681712,0.998999999999999999111821580300,0.001000000000000000020816681712,str\(\'ks-test\'\),str\(\'full\'\),5000
