trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
0,0_0,COMPLETED,SOBOL,0.760000000000000008881784197001,60.000000000000000000000000000000,58,1607,566,49,5
1,1_0,COMPLETED,SOBOL,0.739999999999999991118215802999,144.000000000000000000000000000000,3720,3771,240,196,8
2,2_0,COMPLETED,SOBOL,0.729999999999999982236431605997,306.000000000000000000000000000000,4283,294,925,93,7
3,3_0,COMPLETED,SOBOL,0.690000000000000057731597280508,81.000000000000000000000000000000,2028,3053,256,167,1
4,4_0,COMPLETED,SOBOL,0.739999999999999991118215802999,88.000000000000000000000000000000,1460,838,6,157,2
5,5_0,COMPLETED,SOBOL,0.729999999999999982236431605997,401.000000000000000000000000000000,4808,3625,675,103,7
6,6_0,COMPLETED,SOBOL,0.729999999999999982236431605997,82.000000000000000000000000000000,2872,2337,490,236,10
7,7_0,COMPLETED,SOBOL,0.750000000000000000000000000000,934.000000000000000000000000000000,930,4470,816,8,4
8,8_0,COMPLETED,SOBOL,0.719999999999999973354647408996,142.000000000000000000000000000000,1248,391,398,118,9
9,9_0,COMPLETED,SOBOL,0.729999999999999982236431605997,129.000000000000000000000000000000,2565,2514,783,141,5
10,10_0,COMPLETED,SOBOL,0.750000000000000000000000000000,1850.000000000000000000000000000000,4500,1539,101,23,1
11,11_0,COMPLETED,SOBOL,0.729999999999999982236431605997,157.000000000000000000000000000000,1778,4335,704,221,8
12,12_0,COMPLETED,SOBOL,0.729999999999999982236431605997,63.000000000000000000000000000000,2336,2098,954,211,6
13,13_0,COMPLETED,SOBOL,0.750000000000000000000000000000,1147.000000000000000000000000000000,3966,4847,351,33,2
14,14_0,COMPLETED,SOBOL,0.709999999999999964472863211995,62.000000000000000000000000000000,3402,1058,532,182,4
15,15_0,COMPLETED,SOBOL,0.729999999999999982236431605997,154.000000000000000000000000000000,366,3232,148,78,9
16,16_0,COMPLETED,SOBOL,0.729999999999999982236431605997,51.000000000000000000000000000000,567,1213,762,247,2
17,17_0,COMPLETED,SOBOL,0.739999999999999991118215802999,803.000000000000000000000000000000,3133,3386,436,13,7
18,18_0,COMPLETED,SOBOL,0.729999999999999982236431605997,200.000000000000000000000000000000,3853,1941,746,144,8
19,19_0,COMPLETED,SOBOL,0.739999999999999991118215802999,162.000000000000000000000000000000,2380,4690,77,101,5
20,20_0,COMPLETED,SOBOL,0.729999999999999982236431605997,422.000000000000000000000000000000,1655,1378,327,82,3
21,21_0,COMPLETED,SOBOL,0.739999999999999991118215802999,188.000000000000000000000000000000,4535,4176,996,162,10
