trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,13.000000000000000000000000000000,4733,6,1297,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.439810822069644946630262438703,71
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,15.000000000000000000000000000000,2048,1,3429,str\(\'H\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.941648453939706087112426757812,25
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,15.000000000000000000000000000000,1108,5,1050,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.042030555009841923108648842344,38
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,12.000000000000000000000000000000,3167,2,4225,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.543860738188028380868388467206,83
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,15.000000000000000000000000000000,2784,4,2866,str\(\'H\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.143860749796032916236754317652,40
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.650000000000000022204460492503,34.000000000000000000000000000000,393,3,2488,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.645751756832003587227575280849,92
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,17.000000000000000000000000000000,1337,7,4481,str\(\'H\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.370081866327673203453940686813,54
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,13.000000000000000000000000000000,4354,0,167,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.871980428013950592536218664463,3
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.640000000000000013322676295502,14.000000000000000000000000000000,3862,5,4732,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.232989004671573629590142218149,48
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,13.000000000000000000000000000000,1858,2,619,str\(\'H\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.727151574701070835260452440707,96
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,14.000000000000000000000000000000,299,6,2609,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.256527434248477237410668294615,59
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,12.000000000000000000000000000000,2927,1,2041,str\(\'H\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.750682568598538657589358535915,10
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,37.000000000000000000000000000000,3622,7,676,str\(\'H\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.436297811154276127254547645862,69
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,14.000000000000000000000000000000,702,0,4052,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.930513769362121823114364360663,14
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,13.000000000000000000000000000000,2257,4,1666,str\(\'H\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.085319853797554967567151607000,27
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.660000000000000031086244689504,20.000000000000000000000000000000,4553,3,3607,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.579543366655707381518425336253,82
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,15.000000000000000000000000000000,4400,4,342,str\(\'H\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.995044785510748597268104731484,30
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.660000000000000031086244689504,15.000000000000000000000000000000,2419,3,4930,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.496987436335533883102755225991,78
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,19.000000000000000000000000000000,855,7,1999,str\(\'H\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.519333372540771942560411389422,66
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,14.000000000000000000000000000000,3461,0,2729,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.021283815957605839441768580400,18
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,14.000000000000000000000000000000,3077,6,3776,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.667001125507056702446107010473,62
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,15.000000000000000000000000000000,139,1,874,str\(\'H\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.168890566609799869235430946901,7
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.630000000000000004440892098501,14.000000000000000000000000000000,1709,5,3565,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.815275865998119075861438886932,45
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,55.000000000000000000000000000000,4022,2,1785,str\(\'H\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.317157633479684564203893160084,100
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,18.000000000000000000000000000000,4195,7,3157,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.710299912221729723427188218920,51
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,15.000000000000000000000000000000,1488,0,1490,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.204567514218389978619683233774,6
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,16.000000000000000000000000000000,553,4,4189,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.811753294657915791532332150382,43
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.640000000000000013322676295502,38.000000000000000000000000000000,2634,3,1164,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.306028689246624685527109477334,89
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,15.000000000000000000000000000000,3330,5,2216,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.881484672572463767714623372740,35
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,12.000000000000000000000000000000,956,2,3059,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.375699064847081876106216213884,86
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.660000000000000031086244689504,4.000000000000000000000000000000,1836,3,2682,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,85
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.650000000000000022204460492503,8.000000000000000000000000000000,4457,3,5000,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.526338655829148183151744433417,58
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.650000000000000022204460492503,5.000000000000000000000000000000,1,3,5000,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,20
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.660000000000000031086244689504,3277.000000000000000000000000000000,1,3,1,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,45
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,15.000000000000000000000000000000,1,5,2534,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,1
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,4.000000000000000000000000000000,1,3,5000,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,100
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.670000000000000039968028886506,7.000000000000000000000000000000,1,3,5000,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,1
