trial_index,arm_name,trial_status,generation_node,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
345,345_0,RUNNING,SOBOL,1622,2902,43,592,0.250985193884000090669417204481
346,346_0,RUNNING,SOBOL,1631,1583,4,37,0.146527555296197542489267107158
347,347_0,RUNNING,SOBOL,4117,2895,72,951,0.880983580276370026318488726247
348,348_0,RUNNING,SOBOL,2641,783,30,459,0.578034804858267303728780461824
349,349_0,RUNNING,SOBOL,119,4633,95,560,0.316439563410356616834917531378
350,350_0,RUNNING,SOBOL,699,36,60,696,0.389581502519547928642396072973
351,351_0,RUNNING,SOBOL,3183,3847,15,282,0.653064690859988306037564598228
352,352_0,RUNNING,SOBOL,4834,2361,87,806,0.823526708746328939270142655005
353,353_0,RUNNING,SOBOL,2311,3710,38,204,0.087061133772134785546725765926
354,354_0,RUNNING,SOBOL,1921,1187,78,375,0.992589657073840503365147469594
355,355_0,RUNNING,SOBOL,4442,4881,48,648,0.229870092201977960222336605511
356,356_0,RUNNING,SOBOL,3573,1363,52,141,0.309147086795419467897261256439
357,357_0,RUNNING,SOBOL,1091,2518,25,851,0.546377199826762027790039155661
358,358_0,RUNNING,SOBOL,354,2112,34,893,0.720786634963005767851029759186
359,359_0,RUNNING,SOBOL,2874,3306,93,121,0.485567254198715103630235034871
360,360_0,RUNNING,SOBOL,3881,413,8,597,0.039775351544842123263645561337
361,361_0,RUNNING,SOBOL,1398,4067,69,386,0.800606263134628570732331809268
362,362_0,RUNNING,SOBOL,1494,563,45,758,0.360629671525210138138817228537
363,363_0,RUNNING,SOBOL,4010,4257,80,234,0.596755273861810597857413540623
364,364_0,RUNNING,SOBOL,2984,1989,21,742,0.926632540812715843614455479837
365,365_0,RUNNING,SOBOL,508,3143,54,282,0.162809387270361177746380576536
366,366_0,RUNNING,SOBOL,1177,1486,88,480,0.105383645212277776703757581345
367,367_0,RUNNING,SOBOL,3692,2681,37,503,0.867075444895774150033673777216
368,368_0,RUNNING,SOBOL,4542,1037,65,26,0.669926981713622859970769241045
369,369_0,RUNNING,SOBOL,2065,4692,11,987,0.435567507533356546023384225919
370,370_0,RUNNING,SOBOL,2454,2208,75,592,0.528028157882392434885332477279
371,371_0,RUNNING,SOBOL,4934,3519,2,428,0.265588238121941710989659668485
372,372_0,RUNNING,SOBOL,3303,157,99,919,0.212988409096375119755606419858
373,373_0,RUNNING,SOBOL,785,4007,29,69,0.946598774254322039567455249198
374,374_0,RUNNING,SOBOL,272,662,19,173,0.756474331775680131073613665649
375,375_0,RUNNING,SOBOL,2751,4473,58,837,0.021097117200493814559436600575
376,376_0,RUNNING,SOBOL,4246,1736,42,313,0.439966476865112754435216402271
377,377_0,RUNNING,SOBOL,1727,3086,84,665,0.704538947628810974244117915077
378,378_0,RUNNING,SOBOL,1851,872,52,980,0.066151829389855268392928167032
379,379_0,RUNNING,SOBOL,4366,4561,22,4,0.828810616876930028595893418242
380,380_0,RUNNING,SOBOL,2697,1673,76,528,0.632157050210982562887807034713
381,381_0,RUNNING,SOBOL,528,1352,96,527,0.227150077909231196127137764051
382,382_0,RUNNING,SOBOL,4726,3518,18,224,0.724975773138925472238724978524
383,383_0,RUNNING,SOBOL,3087,804,64,752,0.919428450260311391772916067566
384,384_0,RUNNING,SOBOL,2287,4221,48,499,0.406949343359097825967296557792
385,385_0,RUNNING,SOBOL,1490,397,12,360,0.295220963576808548278762600603
386,386_0,RUNNING,SOBOL,3266,4482,77,890,0.783848779112100602084467482200
387,387_0,RUNNING,SOBOL,3922,2350,30,105,0.604963206233456785021473933739
388,388_0,RUNNING,SOBOL,699,2686,58,647,0.099854588307440275696258424887
389,389_0,FAILED,SOBOL,1094,1148,37,996,0.641038683023303801356007625145
390,390_0,FAILED,SOBOL,4316,3984,53,255,0.155391916884109387853030170845
391,391_0,FAILED,SOBOL,3497,1696,4,721,0.459944996837526542954321939760
392,392_0,FAILED,SOBOL,1720,3281,82,30,0.960237551217898777089487794001
393,393_0,FAILED,SOBOL,1900,2103,72,141,0.832703147659078268816301715560
394,394_0,FAILED,SOBOL,2700,3020,44,609,0.339685888826847082189175353051
395,395_0,FAILED,SOBOL,4488,150,89,386,0.019573326202109456173339196994
396,396_0,FAILED,SOBOL,289,4816,23,865,0.529063762135803750119578126032
397,397_0,RUNNING,SOBOL,112,169,56,70,0.405821857344359160357782911888
398,398_0,RUNNING,SOBOL,4662,4875,34,682,0.891316227374598368804470283067
399,399_0,FAILED,SOBOL,2526,1967,86,340,0.711543605823069857940765814419
400,400_0,FAILED,SOBOL,2078,2922,1,910,0.211342530747875567698201848543
401,401_0,FAILED,SOBOL,1630,1754,40,795,0.089408353770151730022242020368
402,402_0,FAILED,SOBOL,3602,3301,74,456,0.582273197904229156129929378949
403,403_0,FAILED,SOBOL,4211,1051,20,555,0.777666222648695115715611336782
404,404_0,FAILED,SOBOL,1184,3847,92,197,0.268267277173697971104360249228
405,405_0,FAILED,SOBOL,795,2331,15,413,0.975496875029057242123542437184
406,406_0,FAILED,SOBOL,3822,2627,100,838,0.477823819426819673683581868318
407,407_0,FAILED,SOBOL,3366,533,45,184,0.158590687621384868188911809739
408,408_0,FAILED,SOBOL,1394,4580,67,566,0.670978058686479972294591789250
409,409_0,FAILED,SOBOL,2470,746,81,701,0.533175041312351827293980477407
410,410_0,FAILED,SOBOL,2918,4201,9,49,0.044699852392077445151219450281
411,411_0,FAILED,SOBOL,4895,1449,60,961,0.348304974304512127147859246179
412,412_0,FAILED,SOBOL,345,3655,26,290,0.853321867547929269193218715372
413,413_0,FAILED,SOBOL,426,861,7,217,0.124766870265826584907031815419
414,414_0,FAILED,SOBOL,4977,4321,85,534,0.609283063653856538088859906566
415,415_0,FAILED,SOBOL,2837,1251,35,445,0.804738856686279202534706200822
416,416_0,FAILED,SOBOL,2387,3462,51,806,0.303559129085391787850056743991
417,417_0,FAILED,SOBOL,1309,2450,91,928,0.432834292121231534178349420472
418,418_0,FAILED,SOBOL,3282,2741,25,322,0.926670182080939430768751208234
419,419_0,FAILED,SOBOL,3906,340,70,669,0.746842398941516827370890041493
420,420_0,FAILED,SOBOL,879,4383,41,82,0.238414023408666242431763748755
421,421_0,FAILED,SOBOL,1109,1639,65,311,0.506098834430798838468490430387
422,422_0,FAILED,SOBOL,4137,3181,49,941,0.009396345052868126934697556862
423,423_0,FAILED,SOBOL,3677,1249,96,39,0.312942409081384542712811480669
424,424_0,FAILED,SOBOL,1704,4040,18,712,0.826300822254270261879582903930
425,425_0,FAILED,SOBOL,2149,50,30,585,0.940194509066641370687023027131
426,426_0,RUNNING,SOBOL,2599,4761,59,166,0.450740671338513476662512857729
427,427_0,RUNNING,SOBOL,4590,2160,11,825,0.131574204117059695429148291623
428,428_0,RUNNING,SOBOL,39,3119,77,426,0.635612924436107284975605580257
429,429_0,RUNNING,SOBOL,207,1905,47,626,0.259915734877809889713518032295
430,430_0,FAILED,SOBOL,4407,2827,69,125,0.756770397294312724412179704814
431,431_0,RUNNING,SOBOL,2782,265,13,901,0.577943874863907747219116117776
432,432_0,RUNNING,SOBOL,1981,4936,98,349,0.064494205456227068906649435576
433,433_0,RUNNING,SOBOL,1804,955,63,480,0.200069114051759255890061695027
434,434_0,RUNNING,SOBOL,3582,3787,29,770,0.689675113664940053759266902489
435,435_0,RUNNING,SOBOL,4232,1815,79,237,0.884061118766665487989087068854
436,436_0,RUNNING,SOBOL,1009,3395,7,515,0.379931160802021605782385904604
437,437_0,RUNNING,SOBOL,773,595,87,845,0.859710816165432323288086990942
438,438_0,RUNNING,SOBOL,3997,4675,2,407,0.375042706269770875771030205215
439,439_0,RUNNING,SOBOL,3192,2235,55,620,0.054867367921397090790858186438
440,440_0,RUNNING,SOBOL,1415,2566,33,131,0.556138102661818289895734324091
441,441_0,RUNNING,SOBOL,2214,1544,21,11,0.676394351653754721809264083277
442,442_0,RUNNING,SOBOL,3016,3715,93,739,0.182406534032896167074611071257
443,443_0,RUNNING,SOBOL,4799,684,39,268,0.487014768138527842644691645546
444,444_0,RUNNING,SOBOL,599,4107,74,983,0.995534169400110857672814290709
445,445_0,RUNNING,SOBOL,557,386,43,393,0.623233043320477020365899534227
446,446_0,RUNNING,SOBOL,4833,4425,71,859,0.110814972193911676079380868032
447,447_0,RUNNING,SOBOL,2979,2495,24,136,0.305206673026084895905540861349
448,448_0,FAILED,SOBOL,2257,2785,89,614,0.803093171665444915952036808449
449,449_0,FAILED,SOBOL,1460,1306,52,745,0.932337900465354363355174882599
450,450_0,FAILED,SOBOL,3159,3514,36,5,0.427168492142111055898112681461
451,451_0,FAILED,SOBOL,4029,915,83,970,0.248343888117000449744509182892
452,452_0,FAILED,SOBOL,729,4374,5,282,0.736910675313323770829754266742
453,453_0,FAILED,SOBOL,967,2117,78,112,0.007630778290331363504506168027
454,454_0,FAILED,SOBOL,4267,3075,13,640,0.507862542273476713639013269130
455,455_0,ABANDONED,SOBOL,3546,7,57,355,0.812476472109556202561009286001
456,456_0,FAILED,SOBOL,1847,4715,29,895,0.326768677631393056337572033954
457,457_0,FAILED,SOBOL,2027,1196,19,776,0.440692783808335653006338361592
458,458_0,FAILED,SOBOL,2749,3986,97,474,0.950244255516678126838314710767
459,459_0,FAILED,SOBOL,4439,1587,48,501,0.630070835573598775347647915623
460,460_0,FAILED,SOBOL,163,3126,63,250,0.137114374574273834017645867789
461,461_0,FAILED,SOBOL,63,1841,8,950,0.758414015196263835427714639081
462,462_0,FAILED,SOBOL,4535,3419,80,301,0.258273975895717766704251516785
463,463_0,FAILED,SOBOL,2653,981,27,710,0.078440497025847433221201754350
464,464_0,FAILED,SOBOL,2127,3809,61,41,0.563995664888992886965013440204
465,465_0,RUNNING,SOBOL,1678,300,99,164,0.699601052334532180765336306649
466,466_0,RUNNING,SOBOL,3729,4969,15,587,0.190141316462308168633299487738
467,467_0,RUNNING,SOBOL,4084,1941,67,436,0.385595191089436406528534462268
468,468_0,RUNNING,SOBOL,1135,2860,46,816,0.878399006884545086037974215287
469,469_0,FAILED,SOBOL,902,662,75,544,0.361214430086314652879053710421
470,470_0,FAILED,SOBOL,3851,4080,41,207,0.873541010754182889463947958575
471,471_0,FAILED,SOBOL,3337,1521,91,804,0.554368847802281350389819181146
472,472_0,FAILED,SOBOL,1287,3690,19,447,0.056634763861075042290504910625
473,473_0,FAILED,SOBOL,2362,2202,35,320,0.176860519131645549384401761017
474,474_0,FAILED,SOBOL,2889,2530,56,931,0.681938448149710940704437689419
475,475_0,FAILED,SOBOL,4924,561,1,92,0.985482593772932902176364677871
476,476_0,RUNNING,SOBOL,452,4640,85,659,0.497068202685564730636258445884
477,477_0,RUNNING,SOBOL,377,2395,59,836,0.726623231569305083610288420459
478,478_0,RUNNING,SOBOL,4850,2728,31,415,0.225504532307386401646098761375
479,479_0,FAILED,SOBOL,2964,442,76,576,0.420899475457146787782392038935
480,480_0,FAILED,SOBOL,2436,4526,11,174,0.905476459242403497462703398924
481,481_0,RUNNING,SOBOL,1358,860,50,59,0.793778498824685763146646877431
482,482_0,RUNNING,SOBOL,3409,4273,66,691,0.285289325458928932910396270017
483,483_0,RUNNING,SOBOL,3780,1406,17,289,0.105522399637848138254092589250
484,484_0,RUNNING,SOBOL,830,3571,95,963,0.599297253822907771692030109989
485,485_0,RUNNING,SOBOL,1217,107,25,680,0.141567421743646254528314898380
486,486_0,RUNNING,SOBOL,4166,4772,90,72,0.654865037083625756153537622595
487,487_0,RUNNING,SOBOL,3647,2061,42,920,0.958472077401354871639682642126
488,488_0,RUNNING,SOBOL,1596,2974,70,331,0.461708552248775938586788925022
489,489_0,RUNNING,SOBOL,2042,1642,84,465,0.334143714454025020366145781736
490,490_0,RUNNING,SOBOL,2570,3226,6,785,0.838243463112041342633062868117
491,491_0,RUNNING,SOBOL,4620,1097,51,195,0.519016027037054294979157020862
492,492_0,RUNNING,SOBOL,146,3929,36,557,0.029622979706153275414326486725
493,493_0,RUNNING,SOBOL,236,1076,94,261,0.905262433433905222557314118603
494,494_0,FAILED,SOBOL,4514,3871,22,990,0.391873792365193374109821888851
495,495_0,FAILED,SOBOL,2675,1780,73,16,0.212986301081255074985065789406
496,496_0,FAILED,SOBOL,1952,3323,39,734,0.709901753894984777204513193283
497,497_0,FAILED,SOBOL,1775,2001,3,596,0.587937083195894993892238744593
498,498_0,FAILED,SOBOL,3474,2955,88,155,0.083746327398344880266201073482
499,499_0,FAILED,SOBOL,4340,205,32,871,0.278193308789283055837415759015
500,500_0,FAILED,SOBOL,1038,4908,54,380,0.767738272627815576676368891640
501,501_0,FAILED,SOBOL,646,1426,28,230,0.476054419571533826704978764610
502,502_0,FAILED,SOBOL,3948,3629,62,522,0.977264356479048745818261068052
503,503_0,FAILED,SOBOL,3241,722,8,485,0.657149875449016707129601400084
504,504_0,FAILED,SOBOL,1542,4176,80,766,0.172420729778707038093443770777
505,505_0,FAILED,SOBOL,2341,501,68,877,0.034648191254585979093061354206
506,506_0,FAILED,SOBOL,3064,4544,47,374,0.543228620855137678269386469765
507,507_0,FAILED,SOBOL,4750,2297,98,653,0.847776005078107131041065258614
508,508_0,FAILED,SOBOL,472,2592,14,99,0.353848977854475388316046746695
509,509_0,FAILED,SOBOL,505,1228,67,726,0.799654457129538087656328571029
510,510_0,FAILED,SOBOL,4743,4061,45,24,0.310600361527875068468063091132
511,511_0,RUNNING,SOBOL,3070,1618,99,999,0.115175021320581438821761821600
512,512_0,RUNNING,SOBOL,2309,3202,15,253,0.620831745484843877669334233360
513,513_0,RUNNING,SOBOL,1546,2183,26,388,0.740357000267133136262032166997
514,514_0,FAILED,SOBOL,3205,3097,61,864,0.242957817468792192094895199261
515,515_0,FAILED,SOBOL,3983,73,9,147,0.422816053433343774781150159470
516,516_0,FAILED,SOBOL,643,4738,81,603,0.934746816154569337697921582730
517,517_0,FAILED,SOBOL,1033,1274,1,758,0.324365455813705905185884148523
518,518_0,FAILED,SOBOL,4372,3439,85,493,0.816834608407691065146138953423
519,519_0,FAILED,SOBOL,3441,884,34,530,0.513258084118366264547717037203
520,520_0,FAILED,SOBOL,1781,4297,56,222,0.004193928251042962004890846117
521,521_0,RUNNING,SOBOL,1917,319,92,107,0.139525206809863439039176569167
522,522_0,RUNNING,SOBOL,2678,4403,20,645,0.625720317129045744408699647465
523,523_0,RUNNING,SOBOL,4510,2430,75,366,0.944856324089691002043878143013
524,524_0,RUNNING,SOBOL,272,2762,40,884,0.444137251701205992837628855341
525,525_0,RUNNING,SOBOL,129,2253,83,183,0.566406495265662668359141207475
526,526_0,RUNNING,SOBOL,4640,2548,5,568,0.074089980440214281420807651557
527,527_0,RUNNING,SOBOL,2548,613,53,407,0.252886042609810846037987630552
528,528_0,RUNNING,SOBOL,2061,4656,37,844,0.761858484948053971130832451308
529,529_0,FAILED,SOBOL,1569,668,23,955,0.875995786925777841780416110851
530,530_0,FAILED,SOBOL,3658,4122,89,296,0.389953325528651473241836811212
531,531_0,RUNNING,SOBOL,4155,1529,43,699,0.195536860166117543169406189918
532,532_0,RUNNING,SOBOL,1246,3731,71,52,0.696164200436323876708399893687
533,533_0,RUNNING,SOBOL,851,249,48,339,0.060081086955964563278698165050
534,534_0,RUNNING,SOBOL,3761,4952,64,912,0.548982779012992971878759362880
535,535_0,RUNNING,SOBOL,3427,1889,19,64,0.869188570186495756964006886847
536,536_0,RUNNING,SOBOL,1338,2843,97,688,0.363623347634449589627081422805
537,537_0,RUNNING,SOBOL,2447,1834,57,549,0.493629490008577698212377526943
538,538_0,RUNNING,SOBOL,2935,3377,29,202,0.990876280415803223355908357917
539,539_0,RUNNING,SOBOL,4878,974,78,793,0.686298499135300499318645961466
540,540_0,RUNNING,SOBOL,366,3768,12,458,0.174459219437092555304857910414
541,541_0,RUNNING,SOBOL,448,1719,32,33,0.910803479442372942997963036760
542,542_0,RUNNING,SOBOL,4960,3258,54,717,0.417515918791294071699127243846
543,543_0,RUNNING,SOBOL,2854,1172,4,309,0.223032788844779145120966745708
544,544_0,RUNNING,SOBOL,2365,3961,88,943,0.731034661240875682786111156020
545,545_0,RUNNING,SOBOL,1253,130,73,824,0.593962623205035900042503271834
546,546_0,RUNNING,SOBOL,3344,4838,38,428,0.108898338450118897791085714744
547,547_0,RUNNING,SOBOL,3846,2082,94,579,0.287753458503633763321261085366
548,548_0,RUNNING,SOBOL,935,3041,22,172,0.789359451299533221302340280090
549,549_0,RUNNING,SOBOL,1170,783,99,439,0.466121905902400601728885476405
550,550_0,RUNNING,SOBOL,4081,4242,14,811,0.956002246767282515271801912604
551,551_0,RUNNING,SOBOL,3733,1330,68,215,0.651479627074673772746393751731
552,552_0,RUNNING,SOBOL,1642,3538,46,537,0.146892577446997157908370468249
553,553_0,RUNNING,SOBOL,2132,2373,8,667,0.025202015634626151463493215488
554,554_0,RUNNING,SOBOL,2621,2662,80,84,0.521478239817544819700856351119
555,555_0,RUNNING,SOBOL,4568,420,27,922,0.841621262703090899925939538662
556,556_0,RUNNING,SOBOL,56,4459,62,328,0.328810940897092229828757581345
557,557_0,RUNNING,SOBOL,190,517,17,622,0.705480791682377428308825528802
558,558_0,RUNNING,SOBOL,4429,4596,94,129,0.215448512002825748323786569927
559,559_0,RUNNING,SOBOL,2760,2314,50,851,0.395251593815162782785677109132
560,560_0,RUNNING,SOBOL,1998,2642,66,400,0.899929658018052580636947368475
561,561_0,RUNNING,SOBOL,1865,1467,76,274,0.772151624422520388435486893286
562,562_0,RUNNING,SOBOL,3526,3636,10,978,0.275723480014130495341362347972
563,563_0,RUNNING,SOBOL,4288,764,60,13,0.080360915530472989964927421624
564,564_0,RUNNING,SOBOL,948,4183,32,737,0.593262240758165693144121632940
565,565_0,RUNNING,SOBOL,717,1985,52,903,0.167086101019755017826895482358
566,566_0,RUNNING,SOBOL,4058,2904,36,347,0.660525812402367629161403783655
567,567_0,FAILED,SOBOL,3132,188,84,632,0.979728491382673372100953201880
568,568_0,RUNNING,SOBOL,1471,4857,5,119,0.471635370187461377966542386275
569,569_0,RUNNING,SOBOL,2236,1035,43,242,0.359175996195524926957176603537
570,570_0,RUNNING,SOBOL,2998,3863,71,509,0.844392450271174266340779013262
571,571_0,RUNNING,SOBOL,4816,1738,24,482,0.540756875533610625872427135619
572,572_0,RUNNING,SOBOL,577,3317,90,768,0.039059622785076499040801678575
573,573_0,RUNNING,SOBOL,613,2038,20,357,0.411360806491225972081338113640
574,574_0,RUNNING,SOBOL,4772,2998,92,893,0.916956732822582165631786210724
575,575_0,RUNNING,SOBOL,3041,84,40,117,0.721592249933630247582527772465
576,576_0,RUNNING,SOBOL,2201,4795,74,634,0.232477118557319034630737064617
577,577_0,RUNNING,SOBOL,1438,1117,86,507,0.095435514757409689590161860906
578,578_0,FAILED,SOBOL,3176,3908,2,244,0.607427305817604068494119928801
579,579_0,FAILED,SOBOL,4012,1663,55,778,0.787224691899493289604095025425
580,580_0,FAILED,SOBOL,751,3206,33,473,0.289886299498379240713319404676
581,581_0,RUNNING,SOBOL,984,462,60,139,0.965562680896371650085541205044
582,582_0,RUNNING,SOBOL,4245,4505,26,612,0.456559553368017068120110479867
583,583_0,RUNNING,SOBOL,3568,2416,81,399,0.152922060225158917834420435611
584,584_0,RUNNING,SOBOL,1830,2707,10,853,0.645452003216370973071036587498
585,585_0,RUNNING,SOBOL,1966,1383,44,976,0.523731022039428339986955052154
586,586_0,RUNNING,SOBOL,2805,3594,66,276,0.022951151818037033441877170503
587,587_0,RUNNING,SOBOL,4383,836,16,747,0.342148135067895042826791041080
588,588_0,RUNNING,SOBOL,223,4296,100,4,0.828282209612429154432788891427
589,589_0,RUNNING,SOBOL,1,738,30,798,0.206009788792580361693751456187
590,590_0,RUNNING,SOBOL,4591,4160,58,453,0.714921433297917241489471962268
591,591_0,RUNNING,SOBOL,2597,1442,11,542,0.893778471756726533570258652617
592,592_0,RUNNING,SOBOL,2187,3613,77,209,0.401400921156629897357248637491
593,593_0,RUNNING,SOBOL,1696,2279,64,90,0.273592408711090695483392210008
594,594_0,RUNNING,SOBOL,3707,2610,49,662,0.774280777320265789498421327153
595,595_0,RUNNING,SOBOL,4106,482,96,314,0.579803343104198565249873809080
596,596_0,RUNNING,SOBOL,1119,4562,18,936,0.093821672104299064232080240799
597,597_0,RUNNING,SOBOL,881,1762,88,704,0.666558983277529493172153252090
598,598_0,RUNNING,SOBOL,3868,3342,22,47,0.161054789064452058555687585795
599,599_0,RUNNING,SOBOL,3320,1058,72,949,0.481199730355292565331382093063
600,600_0,RUNNING,SOBOL,1309,3889,44,303,0.970162212809547730429926559736
601,601_0,RUNNING,SOBOL,2418,221,4,434,0.857733332538977211179087589699
602,602_0,RUNNING,SOBOL,2828,4892,82,818,0.345833255007863049623750839601
603,603_0,RUNNING,SOBOL,4985,2018,38,158,0.041316331045702099633576409587
604,604_0,RUNNING,SOBOL,396,2940,53,592,0.538502085678279396319112493074
605,605_0,ABANDONED,SOBOL,321,28,79,918,0.301157797789201153726423854096
606,606_0,RUNNING,SOBOL,4911,4695,7,333,0.809098879788070934893084995565
607,607_0,RUNNING,SOBOL,2903,2137,63,674,0.614676718695089219224314547318
608,608_0,FAILED,SOBOL,2492,3054,28,77,0.121328129705041642960594572287
609,609_0,FAILED,SOBOL,1380,1564,14,189,0.240822965122759330425239454598
610,610_0,FAILED,SOBOL,3393,3149,98,563,0.742489993693307037680995108531
611,611_0,FAILED,SOBOL,3797,1173,47,464,0.921284137457609175747563767800
612,612_0,FAILED,SOBOL,808,4009,69,787,0.436280650535598391037694909755
613,613_0,FAILED,SOBOL,1200,2471,39,574,0.822863998239859895100778430788
614,614_0,FAILED,SOBOL,4189,2808,73,177,0.318337984386831529537431606514
615,615_0,FAILED,SOBOL,3626,363,22,830,0.013754507375881075414980614369
616,616_0,FAILED,SOBOL,1613,4448,93,421,0.503695646073669234255021365243
617,617_0,FAILED,SOBOL,2103,936,55,282,0.639057358868420077868677253718
618,618_0,RUNNING,SOBOL,2513,4353,33,969,0.126186246665194623517436411930
619,619_0,RUNNING,SOBOL,4676,1327,87,57,0.446390119433403009807648231799
620,620_0,RUNNING,SOBOL,85,3493,3,693,0.942605315277352917568975954055
621,621_0,RUNNING,SOBOL,297,1502,70,491,0.067938641747459768693850890031
622,622_0,RUNNING,SOBOL,4458,3708,42,759,0.572555915553122796168850072718
623,623_0,RUNNING,SOBOL,2731,644,91,232,0.752419847248122053429142397363
624,624_0,RUNNING,SOBOL,1891,4099,25,520,0.262326539229601640723643640740
625,625_0,RUNNING,SOBOL,1758,577,35,655,0.376494334928691387620602881725
626,626_0,RUNNING,SOBOL,3497,4624,51,97,0.889456695931032270685534513177
627,627_0,RUNNING,SOBOL,4318,2218,6,882,0.694033274129033039834268947743
628,628_0,RUNNING,SOBOL,1055,2514,84,368,0.197665927553549419792844332733
629,629_0,RUNNING,SOBOL,668,998,11,22,0.558547046234831201516612964042
630,630_0,FAILED,SOBOL,3931,3794,77,728,0.050514960814267401145727376388
631,631_0,FAILED,SOBOL,3258,1856,31,263,0.369656663505360472132821314517
632,632_0,FAILED,SOBOL,1519,3403,59,989,0.863157172720879328764453930489
633,633_0,FAILED,SOBOL,2285,1923,95,873,0.993132836245000372166202851076
634,634_0,FAILED,SOBOL,3125,2878,17,378,0.491374793099239481897200221283
635,635_0,FAILED,SOBOL,4689,282,65,601,0.187800187215208996827087162274
636,636_0,FAILED,SOBOL,528,4988,50,149,0.672955612951889659001381005510
637,637_0,FAILED,SOBOL,541,286,7,788,0.932841087764128995551971001987
638,638_0,FAILED,SOBOL,4700,4993,79,463,0.424721320811659086569278542811
639,639_0,FAILED,SOBOL,3113,1926,28,560,0.244950660420581695086994500343
640,640_0,FAILED,SOBOL,2273,2885,62,191,0.738363726045936363817645542440
641,641_0,FAILED,SOBOL,1513,1875,98,76,0.618866039045155025277722415922
642,642_0,FAILED,SOBOL,3250,3414,13,675,0.117142140539363032170072642657
643,643_0,FAILED,SOBOL,3937,1015,69,336,0.312533196687698355820117512849
644,644_0,FAILED,SOBOL,676,3805,47,915,0.797723005006089835866589510260
645,645_0,FAILED,SOBOL,1068,2216,73,694,0.442140837764367466977688536645
646,646_0,FAILED,SOBOL,4329,2506,39,56,0.946853169295936769600530169555
647,647_0,FAILED,SOBOL,3484,577,93,966,0.627621998650953138998431768414
648,648_0,FAILED,SOBOL,1746,4615,21,285,0.137623986300081019296115414363
649,649_0,FAILED,SOBOL,1884,627,33,420,0.002257518388330936442293106481
650,650_0,FAILED,SOBOL,2723,4086,54,831,0.515193110944703214215678599430
651,651_0,FAILED,SOBOL,4465,1487,3,180,0.818796264261007267215575211594
652,652_0,FAILED,SOBOL,305,3694,87,571,0.322402387181296934404173271105
653,653_0,FAILED,SOBOL,98,1310,42,371,0.698130988767370563863323695841
654,654_0,FAILED,SOBOL,4687,3480,70,879,0.193570592332631352672223101763
655,655_0,FAILED,SOBOL,2501,921,25,96,0.388021304575726366792309818265
656,656_0,FAILED,SOBOL,2091,4339,90,656,0.877928298633545600715422096982
657,657_0,FAILED,SOBOL,1607,361,51,517,0.763763361953198938181230914779
658,658_0,FAILED,SOBOL,3618,4440,35,235,0.250979693340137588464244799979
659,659_0,FAILED,SOBOL,4195,2471,84,760,0.072096077904105188016714578225
660,660_0,FAILED,SOBOL,1208,2798,6,490,0.568398955279961204389849172003
661,661_0,FAILED,SOBOL,821,1192,76,152,0.176394807657226926345117590245
662,662_0,FAILED,SOBOL,3808,4020,11,598,0.684362420160323337015029210306
663,663_0,FAILED,SOBOL,3379,1581,59,377,0.988913535235449669968943453568
664,664_0,FAILED,SOBOL,1369,3161,31,874,0.495591714691370699430450486034
665,665_0,FAILED,SOBOL,2485,2141,17,986,0.365620813719928272611525699176
666,666_0,FAILED,SOBOL,2895,3060,95,266,0.867192546622827631352947719279
667,667_0,FAILED,SOBOL,4918,31,50,729,0.547081941440701435830362697743
668,668_0,FAILED,SOBOL,329,4701,65,21,0.061983396792784334339287966031
669,669_0,FAILED,SOBOL,403,2027,93,470,0.791322166737169041539345926140
670,670_0,FAILED,SOBOL,4993,2941,21,781,0.285791204078122973442077636719
671,671_0,FAILED,SOBOL,2821,229,74,245,0.106962720487266779723078968800
672,672_0,FAILED,SOBOL,2410,4894,40,506,0.595898672437295329196160764695
673,673_0,FAILED,SOBOL,1296,1072,2,637,0.732935528555884951984467079455
674,674_0,FAILED,SOBOL,3308,3905,86,114,0.221130508750677107210336203025
675,675_0,FAILED,SOBOL,3881,1775,34,892,0.415518482448533177375793457031
676,676_0,FAILED,SOBOL,892,3358,56,358,0.912799532748758801758981462626
677,677_0,FAILED,SOBOL,1125,476,26,1,0.330742991592735069428243832590
678,678_0,FAILED,SOBOL,4114,4559,60,750,0.839688780738040763118590348313
679,679_0,FAILED,SOBOL,3700,2273,10,277,0.519511481229215865695891807263
680,680_0,FAILED,SOBOL,1688,2606,82,975,0.027168313210830092457870321709
681,681_0,FAILED,SOBOL,2175,1430,66,856,0.148886450240388518162504283282
682,682_0,FAILED,SOBOL,2585,3595,45,396,0.649487137317657503565726528905
683,683_0,FAILED,SOBOL,4604,727,100,611,0.954097340019419815071444190835
684,684_0,FAILED,SOBOL,13,4141,16,140,0.468028225429356070641517817421
685,685_0,FAILED,SOBOL,230,825,58,935,0.591360529493540565404430253693
686,686_0,FAILED,SOBOL,4391,4279,30,315,0.082262106297537690435817125945
687,687_0,FAILED,SOBOL,2798,1372,77,665,0.277719864208251232540192177112
688,688_0,FAILED,SOBOL,1958,3575,12,87,0.770154749473556887728875608445
689,689_0,FAILED,SOBOL,1817,2410,49,210,0.897968031907454111717470368603
690,690_0,FAILED,SOBOL,3556,2704,65,541,0.397214692190289486717347244848
691,691_0,FAILED,SOBOL,4258,457,18,450,0.217384951608255494459598367030
