trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0_0,COMPLETED,SOBOL,0.709999999999999964472863211995,43.000000000000000000000000000000,2803,3988,0.442729891359806060346926415150,0.920192564845085159142001884902,str\(\'intersection\'\),0.036665816605091099134039467344,True
1,1_0,COMPLETED,SOBOL,0.709999999999999964472863211995,61.000000000000000000000000000000,1692,62,0.960592711798846754511771450780,0.158022351687774065265301715044,str\(\'kl\'\),0.086906224880367519136648013500,False
2,2_0,COMPLETED,SOBOL,0.709999999999999964472863211995,108.000000000000000000000000000000,78,3350,0.059197026496753096802549976019,0.564191617349162677363949569553,str\(\'kl\'\),0.061614389372989540605285441188,True
3,3_0,COMPLETED,SOBOL,0.709999999999999964472863211995,32.000000000000000000000000000000,4260,1960,0.537148906344547816260615036299,0.328356168236583478847734340889,str\(\'intersection\'\),0.011329863369464874406356003078,False
4,4_0,COMPLETED,SOBOL,0.709999999999999964472863211995,52.000000000000000000000000000000,4807,2849,0.842407152675092252280819593580,0.399035277403891108782829633128,str\(\'intersection\'\),0.047172998934984215757548753345,True
5,5_0,COMPLETED,SOBOL,0.709999999999999964472863211995,48.000000000000000000000000000000,937,1855,0.315770983364433044382479920387,0.646529983406886499253118927300,str\(\'kl\'\),0.097413568897172814198270884845,False
6,6_0,COMPLETED,SOBOL,0.709999999999999964472863211995,631.000000000000000000000000000000,2394,4816,0.657740770304575561588933396706,0.116587122837081558213156995407,str\(\'kl\'\),0.072124309483915571838963387563,True
7,7_0,COMPLETED,SOBOL,0.709999999999999964472863211995,31.000000000000000000000000000000,3193,1129,0.184663811122998594571598118819,0.867086877252906562674183987838,str\(\'intersection\'\),0.021839966038241984819245899985,False
8,8_0,COMPLETED,SOBOL,0.709999999999999964472863211995,523.000000000000000000000000000000,3495,3583,0.688481423148885385288053839759,0.717639866579323992823447042610,str\(\'kl\'\),0.019009588528424502945624041672,True
9,9_0,COMPLETED,SOBOL,0.709999999999999964472863211995,30.000000000000000000000000000000,2092,2351,0.216202981581911451991473427370,0.454620095806196333754201077682,str\(\'intersection\'\),0.058065904462710031530559007251,False
10,10_0,COMPLETED,SOBOL,0.709999999999999964472863211995,47.000000000000000000000000000000,1220,4068,0.811807420827448389388791838428,0.797932704178616392098888354667,str\(\'intersection\'\),0.077732874080538749694824218750,True
11,11_0,COMPLETED,SOBOL,0.709999999999999964472863211995,44.000000000000000000000000000000,4523,607,0.283900538515299560859972416438,0.062943128302693357456476519474,str\(\'kl\'\),0.038720331965014342934239266469,False
12,12_0,COMPLETED,SOBOL,0.709999999999999964472863211995,162.000000000000000000000000000000,3976,4583,0.089733004828914997297317768243,0.227152381110936413266543354439,str\(\'kl\'\),0.031013306109234695107090828969,True
13,13_0,COMPLETED,SOBOL,0.709999999999999964472863211995,31.000000000000000000000000000000,360,737,0.568831838229671093998263131652,0.973858319895341995042770122382,str\(\'intersection\'\),0.070069804266095173095330039814,False
14,14_0,COMPLETED,SOBOL,0.709999999999999964472863211995,46.000000000000000000000000000000,1388,2770,0.411801734846085287777839312184,0.257283530382439507011582691121,str\(\'intersection\'\),0.089733854467049248282428663970,True
15,15_0,COMPLETED,SOBOL,0.709999999999999964472863211995,45.000000000000000000000000000000,3104,1309,0.928989787824451962450211794931,0.508568125978112184348844948545,str\(\'kl\'\),0.050721473116427669147743273470,False
16,16_0,COMPLETED,SOBOL,0.709999999999999964472863211995,31.000000000000000000000000000000,2955,2562,0.244723440928384661230410301869,0.068957134643569589771416872281,str\(\'intersection\'\),0.066749272085726271686034749564,False
17,17_0,COMPLETED,SOBOL,0.709999999999999964472863211995,195.000000000000000000000000000000,1536,1489,0.725842392282560422422932333575,0.823102156545966856526774790836,str\(\'kl\'\),0.027033765902742742937014952531,True
18,18_0,COMPLETED,SOBOL,0.709999999999999964472863211995,110.000000000000000000000000000000,543,4459,0.254980344478040910072280667009,0.417420321978628661163668311929,str\(\'kl\'\),0.052322817277163272131623728001,False
19,19_0,COMPLETED,SOBOL,0.709999999999999964472863211995,48.000000000000000000000000000000,3792,850,0.774061930403113329646203055745,0.661281181698665010415538745292,str\(\'intersection\'\),0.092082440601661805223976386969,True
20,20_0,COMPLETED,SOBOL,0.709999999999999964472863211995,28.000000000000000000000000000000,4652,4355,0.594040616976097224366526461381,0.612073823789134663364563948562,str\(\'intersection\'\),0.056074547665193687218110341064,False
21,21_0,COMPLETED,SOBOL,0.709999999999999964472863211995,73.000000000000000000000000000000,1090,350,0.123644302023574709226139134444,0.372086767163127662971788822688,str\(\'kl\'\),0.016358880382031204536730228938,True
22,22_0,COMPLETED,SOBOL,0.709999999999999964472863211995,88.000000000000000000000000000000,1927,3628,0.904432010248303441812822711654,0.901541973568499077629212479223,str\(\'kl\'\),0.041650848826393492563280318564,False
23,23_0,COMPLETED,SOBOL,0.709999999999999964472863211995,42.000000000000000000000000000000,3658,2316,0.378526225421577711127696375115,0.143534792846068737226516986993,str\(\'intersection\'\),0.081410289593040946476421027000,True
24,24_0,COMPLETED,SOBOL,0.709999999999999964472863211995,306.000000000000000000000000000000,3338,4850,0.997332504272460895755614274094,0.302971438078209753808067716818,str\(\'kl\'\),0.095454999422654521201714317158,False
25,25_0,COMPLETED,SOBOL,0.709999999999999964472863211995,47.000000000000000000000000000000,2251,1084,0.472594641614705324172973632812,0.558392412915825864239138809353,str\(\'intersection\'\),0.044467530809342868669542525595,True
26,26_0,COMPLETED,SOBOL,0.709999999999999964472863211995,29.000000000000000000000000000000,750,3107,0.500732707204297189385044930532,0.214592626262456176444715083562,str\(\'intersection\'\),0.024803270222619175355838194719,False
27,27_0,COMPLETED,SOBOL,0.709999999999999964472863211995,57.000000000000000000000000000000,4995,1568,0.029671122012659909006337954906,0.957181221144273841616723075276,str\(\'kl\'\),0.075746965017169723410894732751,True
28,28_0,COMPLETED,SOBOL,0.709999999999999964472863211995,78.000000000000000000000000000000,4136,3236,0.348102674562484004638918122509,0.752007806507870579793006982072,str\(\'kl\'\),0.083640796002000569742129698625,False
29,29_0,COMPLETED,SOBOL,0.709999999999999964472863211995,56.000000000000000000000000000000,203,2083,0.867969423621892888220941131294,0.013357734873890875909596687166,str\(\'intersection\'\),0.032653145166113978214994517657,True
30,30_0,COMPLETED,SOBOL,0.709999999999999964472863211995,31.000000000000000000000000000000,1861,3809,0.151757260112091896253616596368,0.730419479597359866396288907708,str\(\'intersection\'\),0.012986310832202434609183860914,False
31,31_0,COMPLETED,SOBOL,0.709999999999999964472863211995,56.000000000000000000000000000000,2635,271,0.631588396402075868962811000529,0.471079239921644354893714989885,str\(\'kl\'\),0.063929844861850146364723457282,True
32,32_0,COMPLETED,SOBOL,0.709999999999999964472863211995,29.000000000000000000000000000000,2517,3426,0.783222570355981639877995803545,0.136336768878623837419894471168,str\(\'intersection\'\),0.076947285989299424313614395032,False
33,33_0,COMPLETED,SOBOL,0.709999999999999964472863211995,111.000000000000000000000000000000,1743,1883,0.312092904083430766615236962025,0.879014887481927909007595189905,str\(\'kl\'\),0.026684915367513897810347600625,True
34,34_0,COMPLETED,SOBOL,0.709999999999999964472863211995,96.000000000000000000000000000000,241,3911,0.714488643294200254096892876987,0.348091468993574404411361911116,str\(\'kl\'\),0.046348960204049952094074171782,False
35,35_0,COMPLETED,SOBOL,0.709999999999999964472863211995,48.000000000000000000000000000000,4175,139,0.189803514475002876871201351605,0.603419232012703976586465159926,str\(\'intersection\'\),0.096655447632074356634213074813,True
36,36_0,COMPLETED,SOBOL,0.709999999999999964472863211995,28.000000000000000000000000000000,4877,4738,0.430767879627645011719749845724,0.684782877160236225222433859017,str\(\'intersection\'\),0.064855420291423798717644899625,False
37,37_0,COMPLETED,SOBOL,0.709999999999999964472863211995,401.000000000000000000000000000000,632,1206,0.910667156483978001979551208933,0.425592955321073551644417420903,str\(\'kl\'\),0.014592867447063328015244287883,True
38,38_0,COMPLETED,SOBOL,0.709999999999999964472863211995,71.000000000000000000000000000000,2289,2926,0.069697319352999331787401615657,0.830782138947397497119595755066,str\(\'kl\'\),0.034259831700474023541413970406,False
39,39_0,COMPLETED,SOBOL,0.709999999999999964472863211995,53.000000000000000000000000000000,3376,1778,0.589511275088414499201405760687,0.091977823438122871535504998519,str\(\'intersection\'\),0.084566158363595614333441119470,True
40,40_0,COMPLETED,SOBOL,0.709999999999999964472863211995,125.000000000000000000000000000000,3698,4145,0.038771086821332574612331001163,0.494823160076513890448524080057,str\(\'kl\'\),0.092996772546321160302085218063,False
41,41_0,COMPLETED,SOBOL,0.709999999999999964472863211995,59.000000000000000000000000000000,1967,530,0.557906417837366497280982002849,0.738350840013474174483576462080,str\(\'intersection\'\),0.053962418371811517181502182439,True
42,42_0,COMPLETED,SOBOL,0.709999999999999964472863211995,62.000000000000000000000000000000,973,3506,0.461302043654024607199914953526,0.020791685514152051517111630119,str\(\'intersection\'\),0.028673153594136240041034824344,False
43,43_0,COMPLETED,SOBOL,0.709999999999999964472863211995,371.000000000000000000000000000000,4535,2428,0.942351902674883556976226373081,0.775273575296625439001729773736,str\(\'kl\'\),0.067663734285160898052069455844,True
44,44_0,COMPLETED,SOBOL,0.709999999999999964472863211995,81.000000000000000000000000000000,3832,2694,0.683890725752338779486194653146,0.950224470103159579714713345311,str\(\'kl\'\),0.082577909408137209479328078032,False
45,45_0,COMPLETED,SOBOL,0.719999999999999973354647408996,46.000000000000000000000000000000,582,1386,0.157931255320087088334091163233,0.191823315482586631564032586539,str\(\'intersection\'\),0.043543394133448605487490823407,True
46,46_0,COMPLETED,SOBOL,0.709999999999999964472863211995,30.000000000000000000000000000000,1420,4660,0.813961289923638142695949682093,0.534152034752070958845138193283,str\(\'intersection\'\),0.018251553261652592174968390282,False
47,47_0,COMPLETED,SOBOL,0.709999999999999964472863211995,57.000000000000000000000000000000,2838,660,0.343634007818996889405127603823,0.294562878062948563240297517041,str\(\'kl\'\),0.057241951394826177945684975157,True
48,48_0,COMPLETED,SOBOL,0.709999999999999964472863211995,47.000000000000000000000000000000,2986,4383,0.528962875766679663236402575421,0.843325713757425599048644926370,str\(\'intersection\'\),0.039838168807327753451197338563,True
49,49_0,COMPLETED,SOBOL,0.709999999999999964472863211995,45.000000000000000000000000000000,1270,927,0.001109857516363263246414461172,0.108673005761578678196599412331,str\(\'kl\'\),0.079531692108139401264921275470,False
50,50_0,COMPLETED,SOBOL,0.709999999999999964472863211995,350.000000000000000000000000000000,399,2638,0.970971851412206876652533082961,0.639109245968982553343096242315,str\(\'kl\'\),0.059864852409809835021015089751,True
51,51_0,COMPLETED,SOBOL,0.709999999999999964472863211995,38.000000000000000000000000000000,4014,1411,0.498624436482787147806305938502,0.375756295412778829057032226046,str\(\'intersection\'\),0.020127212302759291823184284453,False
52,52_0,COMPLETED,SOBOL,0.709999999999999964472863211995,36.000000000000000000000000000000,4405,3705,0.133396766291931284653671241358,0.335295675937086368190165330816,str\(\'intersection\'\),0.051740520345047120998049905438,True
53,53_0,COMPLETED,SOBOL,0.709999999999999964472863211995,54.000000000000000000000000000000,1102,2239,0.650531014693900955236927075021,0.586978171469643705826513269130,str\(\'kl\'\),0.091434225868433721684525039564,False
54,54_0,COMPLETED,SOBOL,0.709999999999999964472863211995,314.000000000000000000000000000000,2130,4278,0.368743356660008403391515230396,0.182275943053886307909650099646,str\(\'kl\'\),0.071769959917292000528554751781,True
55,55_0,COMPLETED,SOBOL,0.709999999999999964472863211995,34.000000000000000000000000000000,3534,426,0.847911103937774912608915656165,0.928587907940149337449042832304,str\(\'intersection\'\),0.032032480575144295364964364126,False
56,56_0,COMPLETED,SOBOL,0.709999999999999964472863211995,212.000000000000000000000000000000,3232,3030,0.275775183081626906744787675052,0.515752713672816720524849642970,str\(\'kl\'\),0.012338182097300887454793816289,True
57,57_0,COMPLETED,SOBOL,0.709999999999999964472863211995,31.000000000000000000000000000000,2434,1645,0.753659100819379035307576941705,0.279824052741751094774969033097,str\(\'intersection\'\),0.063347633592784405309750184188,False
58,58_0,COMPLETED,SOBOL,0.709999999999999964472863211995,53.000000000000000000000000000000,820,4928,0.226520970167592178290405513508,0.997870638335123683049232568010,str\(\'intersection\'\),0.088639596672728665494034316907,True
59,59_0,COMPLETED,SOBOL,0.709999999999999964472863211995,46.000000000000000000000000000000,4690,1007,0.744436634121462659230417102663,0.235789952617138615087455377761,str\(\'kl\'\),0.037673918660730124075008973250,False
60,60_0,COMPLETED,SOBOL,0.709999999999999964472863211995,675.000000000000000000000000000000,4300,3885,0.877662067849188987089803504205,0.039427996568381785957857488256,str\(\'kl\'\),0.022924586739391090289830188453,True
61,61_0,COMPLETED,SOBOL,0.709999999999999964472863211995,35.000000000000000000000000000000,117,194,0.404653130263090132778813767800,0.789773507108911920759908298351,str\(\'intersection\'\),0.073934199335053560342423395468,False
62,62_0,COMPLETED,SOBOL,0.709999999999999964472863211995,57.000000000000000000000000000000,1575,3159,0.621865362552925904360279218963,0.446957133674994122607415647508,str\(\'intersection\'\),0.099223245345056068633660117939,True
63,63_0,COMPLETED,SOBOL,0.709999999999999964472863211995,63.000000000000000000000000000000,2686,2160,0.095176280947402117083022687893,0.694602157514542351002262421389,str\(\'kl\'\),0.048257749890908606393846724814,False
64,64_0,COMPLETED,SOBOL,0.709999999999999964472863211995,94.000000000000000000000000000000,2719,2932,0.573567626180127243529227598628,0.269082493465393757237080762934,str\(\'kl\'\),0.030010640555992722233735747750,False
65,65_0,COMPLETED,SOBOL,0.709999999999999964472863211995,48.000000000000000000000000000000,1618,1743,0.085610273776575929183252355870,0.528439926290884653958812577912,str\(\'intersection\'\),0.069748280663043268901013505001,True
66,66_0,COMPLETED,SOBOL,0.709999999999999964472863211995,34.000000000000000000000000000000,150,4713,0.926823703765869089110651657393,0.248488285293802624309478233045,str\(\'intersection\'\),0.089412324158474804081109255094,False
67,67_0,COMPLETED,SOBOL,0.709999999999999964472863211995,99.000000000000000000000000000000,4342,1222,0.414580637861043210801170744162,0.987125089816749068383217036171,str\(\'kl\'\),0.049718800857663163206279222095,True
68,68_0,COMPLETED,SOBOL,0.709999999999999964472863211995,118.000000000000000000000000000000,4733,3983,0.204772583751007902774787794442,0.784909882169216865932526161487,str\(\'kl\'\),0.019336602613329888222803987219,False
