trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,feature_id,batch_size,divergence,statistic,significance,subsets,detect_batch
0,0_0,COMPLETED,SOBOL,0.500000000000000000000000000000,1287.000000000000000000000000000000,0.410000000000000031086244689504,1852,6,4687,str\(\'KL\'\),str\(\'stdev\'\),0.810041004538536113521729475906,3,2
1,1_0,COMPLETED,SOBOL,0.500000000000000000000000000000,1024.000000000000000000000000000000,0.000000000000000000000000000000,3594,0,668,str\(\'H\'\),str\(\'tstat\'\),0.371487568512558929967326548649,72,1
2,2_0,COMPLETED,SOBOL,0.479999999999999982236431605997,1159.000000000000000000000000000000,0.160000000000000003330669073875,3880,8,2933,str\(\'KL\'\),str\(\'tstat\'\),0.037950371844694019696220266269,83,3
3,3_0,COMPLETED,SOBOL,0.450000000000000011102230246252,223.000000000000000000000000000000,0.130000000000000004440892098501,932,3,1793,str\(\'H\'\),str\(\'stdev\'\),0.601192920809611730526000883401,39,2
4,4_0,COMPLETED,SOBOL,0.500000000000000000000000000000,1465.000000000000000000000000000000,0.220000000000000001110223024625,502,8,540,str\(\'H\'\),str\(\'tstat\'\),0.220252460038289438193359615070,58,2
5,5_0,COMPLETED,SOBOL,0.479999999999999982236431605997,225.000000000000000000000000000000,0.160000000000000003330669073875,4699,3,4190,str\(\'KL\'\),str\(\'stdev\'\),0.658659967137500634848379377217,14,1
6,6_0,COMPLETED,SOBOL,0.550000000000000044408920985006,575.000000000000000000000000000000,0.170000000000000012212453270877,2539,5,1920,str\(\'H\'\),str\(\'stdev\'\),0.994131124541163480046179756755,28,3
7,7_0,COMPLETED,SOBOL,0.500000000000000000000000000000,1231.000000000000000000000000000000,0.110000000000000000555111512313,2046,1,3430,str\(\'KL\'\),str\(\'tstat\'\),0.431034567706286897426082305174,97,2
8,8_0,COMPLETED,SOBOL,0.560000000000000053290705182008,1166.000000000000000000000000000000,0.280000000000000026645352591004,2496,7,2194,str\(\'KL\'\),str\(\'tstat\'\),0.168716092109680165789242778374,47,1
9,9_0,COMPLETED,SOBOL,0.510000000000000008881784197001,840.000000000000000000000000000000,0.140000000000000013322676295502,2949,4,3703,str\(\'H\'\),str\(\'stdev\'\),0.732109756387770205243725740729,78,3
