trial_index,arm_name,trial_status,generation_node,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type
267,267_0,FAILED,SOBOL,4561,1312,1089,0.208088627235963941064511573131,0.571238182103261382671632873098,6.896584304095246586996381665813,str\(\'ks-test\'\),6,str\(\'bounded\'\)
268,268_0,FAILED,SOBOL,4064,3420,2051,0.036594546338543296193357434731,0.677389431454241242036573567020,9.006304124326444338066721684299,str\(\'t-test\'\),34,str\(\'bounded\'\)
269,269_0,FAILED,SOBOL,1423,2071,4912,0.860915891636162999844827936613,0.232640869878232486867020156751,4.253991148160770841002431552624,str\(\'ks-test\'\),9,str\(\'bounded\'\)
270,270_0,FAILED,SOBOL,423,4969,202,0.354312452118843768111844383384,0.360187178889289472127899216503,0.194758051197044562696802927348,str\(\'t-test\'\),25,str\(\'bounded\'\)
271,271_0,FAILED,SOBOL,2760,1159,3005,0.558782203314825864914894282265,0.791550060087814921772064735705,5.570787927683443108151095657377,str\(\'ks-test\'\),50,str\(\'bounded\'\)
272,272_0,FAILED,SOBOL,2506,4815,1739,0.183517768440768114235339680818,0.089327816996723416465009393050,3.894467653807252904840652263374,str\(\'ks-test\'\),22,str\(\'bounded\'\)
273,273_0,FAILED,SOBOL,481,1005,3975,0.981037348490208405138446323690,0.501032516587525567075545041007,9.131390047828666922669071936980,str\(\'t-test\'\),48,str\(\'bounded\'\)
274,274_0,FAILED,SOBOL,1364,3266,1140,0.489538473058491963030292026815,0.901694034142419664767942322214,5.071928259538487360202907439088,str\(\'ks-test\'\),33,str\(\'bounded\'\)
275,275_0,FAILED,SOBOL,4318,1917,3317,0.659409584006294569036299435538,0.444959365515038396399205566922,0.458722803086973773822876410122,str\(\'t-test\'\),7,str\(\'bounded\'\)
276,276_0,FAILED,SOBOL,4464,2776,4817,0.581312533216550963999225132284,0.305673313960433012947959241501,3.662201849699951772265649196925,str\(\'ks-test\'\),29,str\(\'bounded\'\)
277,277_0,FAILED,SOBOL,2429,1466,1975,0.256082563124597095693957271578,0.846178124040365187141787828295,8.430382360951975684315584658179,str\(\'t-test\'\),5,str\(\'bounded\'\)
278,278_0,FAILED,SOBOL,647,4363,2895,0.778188375577330559984545743646,0.747634063648059954410030059080,7.491488443980925282517091545742,str\(\'ks-test\'\),15,str\(\'bounded\'\)
279,279_0,FAILED,SOBOL,3629,514,151,0.074810003304854030825588040443,0.162525676133111113275120374055,2.097149833049625211600641705445,str\(\'t-test\'\),39,str\(\'bounded\'\)
280,280_0,FAILED,SOBOL,3406,3453,2502,0.337514104390516878062555861106,0.604156213803216823876596208720,0.696360441481694625309728508000,str\(\'ks-test\'\),28,str\(\'bounded\'\)
281,281_0,FAILED,SOBOL,1065,2299,383,0.515182564362883566033701754350,0.049184441713616251778962151775,6.079751966078766223233742493903,str\(\'t-test\'\),3,str\(\'bounded\'\)
282,282_0,FAILED,SOBOL,2106,4414,4429,0.023683198176324367356659905681,0.418464300666004429540834053114,9.520226568385957932605379028246,str\(\'ks-test\'\),18,str\(\'bounded\'\)
283,283_0,FAILED,SOBOL,4748,721,2212,0.813406380968168418732489044487,0.991177038777619645593119912519,4.760551981358789319642710324842,str\(\'t-test\'\),44,str\(\'bounded\'\)
284,284_0,FAILED,SOBOL,3958,3923,908,0.922418726405128786005604979437,0.758164651321247218263010836381,1.870802792905829736724854228669,str\(\'ks-test\'\),22,str\(\'bounded\'\)
285,285_0,FAILED,SOBOL,1607,269,3710,0.226836751390248531068394299837,0.331688691975548843871024473628,6.472984876707196910672337253345,str\(\'t-test\'\),46,str\(\'bounded\'\)
286,286_0,FAILED,SOBOL,294,3000,1502,0.748943024855107108983531816193,0.202174128875136388527877784327,8.033307141770608339470527425874,str\(\'ks-test\'\),37,str\(\'bounded\'\)
287,287_0,FAILED,SOBOL,2966,1808,4363,0.415915705738589158713125470967,0.645964662641286824218411766196,2.804966958289965894834949722281,str\(\'t-test\'\),13,str\(\'bounded\'\)
288,288_0,FAILED,SOBOL,2815,3842,3132,0.088629370614886279766686527637,0.259274322016164682214167669372,4.847078431467526371534404461272,str\(\'ks-test\'\),3,str\(\'bounded\'\)
289,289_0,FAILED,SOBOL,171,35,1014,0.764353720510378531471928909014,0.830082440583035374714881982072,9.628685334321112065936176804826,str\(\'t-test\'\),27,str\(\'bounded\'\)
290,290_0,FAILED,SOBOL,1672,2928,3808,0.273800403254106650141608270133,0.702265833470970379792674975761,6.188210732013919468386120570358,str\(\'ks-test\'\),43,str\(\'bounded\'\)
291,291_0,FAILED,SOBOL,4011,1582,1592,0.563579405330121518957753323775,0.145391613055020574307718561613,0.782886891590431344134515256883,str\(\'t-test\'\),19,str\(\'bounded\'\)
292,292_0,FAILED,SOBOL,4783,3687,279,0.673244696367532036163083830616,0.105518916951492430778003495107,2.578993667082861040995567236678,str\(\'ks-test\'\),47,str\(\'bounded\'\)
293,293_0,FAILED,SOBOL,2110,2380,3081,0.475718529483303453897491408497,0.547344185771420632669048700336,7.829342452705838617532663192833,str\(\'t-test\'\),21,str\(\'bounded\'\)
294,294_0,FAILED,SOBOL,963,4640,2121,0.998770866749808194917648052069,0.918794069692492443302000992844,6.269020187642426300556053320179,str\(\'ks-test\'\),12,str\(\'bounded\'\)
295,295_0,FAILED,SOBOL,3313,793,4982,0.165799418967217199183394882311,0.490354481250047657958646141196,1.644829501698724882885471743066,str\(\'t-test\'\),38,str\(\'bounded\'\)
296,296_0,FAILED,SOBOL,3712,2548,2358,0.433649248164147127493350808436,0.805536594484001389204763654561,0.565093454618938340061617964238,str\(\'ks-test\'\),48,str\(\'bounded\'\)
297,297_0,FAILED,SOBOL,760,1397,4594,0.731224651215597987174987792969,0.346808107901364570668789610863,5.161172633146867916309474821901,str\(\'t-test\'\),24,str\(\'bounded\'\)
298,298_0,FAILED,SOBOL,2414,4124,511,0.240671824714168897108024225417,0.250464529020711756945871684366,9.220634421437047478775639319792,str\(\'ks-test\'\),8,str\(\'bounded\'\)
299,299_0,FAILED,SOBOL,4440,434,2688,0.908598821867257377959958830616,0.660173239437863212941692836466,4.000838305339217804146301205037,str\(\'t-test\'\),32,str\(\'bounded\'\)
300,300_0,FAILED,SOBOL,4274,4884,4196,0.831124193213880091413159334479,0.588941857263445833758908065647,1.891001671686768581537307909457,str\(\'ks-test\'\),4,str\(\'bounded\'\)
301,301_0,FAILED,SOBOL,1292,1233,1355,0.005950098173692822296765303491,0.001900297194719314467642456989,7.268290291010402803806300653378,str\(\'t-test\'\),30,str\(\'bounded\'\)
302,302_0,FAILED,SOBOL,612,3346,3525,0.529001974428072618827911810513,0.404290227280929670428122335579,8.207184207981452317426374065690,str\(\'ks-test\'\),39,str\(\'bounded\'\)
303,303_0,FAILED,SOBOL,2648,2156,781,0.323679406568407990185676226247,0.942860228957608348387964269932,3.456053688337095142202315400937,str\(\'t-test\'\),13,str\(\'bounded\'\)
304,304_0,FAILED,SOBOL,2706,3192,4509,0.948321836814284280237075108744,0.180212204616516824540184416037,7.080726470758207824474084191024,str\(\'t-test\'\),40,str\(\'bounded\'\)
305,305_0,FAILED,SOBOL,359,2002,2292,0.151898725772276532719473607358,0.730311346229165825327811489842,2.468779719894751867315108029288,str\(\'ks-test\'\),16,str\(\'bounded\'\)
306,306_0,FAILED,SOBOL,1545,4730,2588,0.626705512123182373329655092675,0.860027680208906519787603883742,3.407749755560420368283303105272,str\(\'t-test\'\),6,str\(\'bounded\'\)
307,307_0,FAILED,SOBOL,4215,1079,469,0.457930803261697272343866416122,0.292187572574242937495370142642,8.645854568853973631803455646150,str\(\'ks-test\'\),30,str\(\'bounded\'\)
308,308_0,FAILED,SOBOL,4655,4278,1421,0.285753387141972792218069798764,0.458932590045034893844189127776,5.442492335662246105698613973800,str\(\'t-test\'\),9,str\(\'bounded\'\)
309,309_0,FAILED,SOBOL,2316,588,4282,0.612079759320244165543556391640,0.888332080088555797736660224473,0.049336181252263487662101937303,str\(\'ks-test\'\),35,str\(\'bounded\'\)
310,310_0,FAILED,SOBOL,857,2702,823,0.104469357786700134393953476319,0.518842836121097161772297567950,4.108569278215989939440078160260,str\(\'t-test\'\),50,str\(\'bounded\'\)
311,311_0,FAILED,SOBOL,3497,1551,3626,0.808944199066609193060628513194,0.072128771657124168825703236507,8.878008532305248223792659700848,str\(\'ks-test\'\),24,str\(\'bounded\'\)
312,312_0,FAILED,SOBOL,3215,4486,1216,0.544841000538319297774592087080,0.632174430182203650474548339844,7.778702251504175713137101411121,str\(\'t-test\'\),11,str\(\'bounded\'\)
313,313_0,FAILED,SOBOL,1178,640,3394,0.368268942652270225845967388523,0.215597219085320840337161030220,3.020286370065063508150160487276,str\(\'ks-test\'\),35,str\(\'bounded\'\)
314,314_0,FAILED,SOBOL,1895,3533,1809,0.843076219758018829963930329541,0.313939508598297833952273094837,1.460193168819881925912795850309,str\(\'t-test\'\),45,str\(\'bounded\'\)
315,315_0,FAILED,SOBOL,4880,2226,4045,0.054449505973607301156924620500,0.775546688731759803481224935240,6.844767112689093657706962403608,str\(\'ks-test\'\),21,str\(\'bounded\'\)
316,316_0,FAILED,SOBOL,3757,3082,2820,0.194131694279611105580229946099,0.973307994106784479804161946959,9.734480541931464614435753901489,str\(\'t-test\'\),42,str\(\'bounded\'\)
317,317_0,FAILED,SOBOL,1730,1735,76,0.890810138301923903902945767186,0.435726357812061926289004532009,4.507322814972140712086456915131,str\(\'ks-test\'\),16,str\(\'bounded\'\)
318,318_0,FAILED,SOBOL,113,3995,4746,0.383199275756254786884369423205,0.035274225272238252104628486450,1.066771721478551482320540344517,str\(\'t-test\'\),1,str\(\'bounded\'\)
319,319_0,FAILED,SOBOL,3069,188,1904,0.717322996959090186663843269343,0.617459439001977417049715768371,5.670212548117153694704484223621,str\(\'ks-test\'\),27,str\(\'bounded\'\)
320,320_0,FAILED,SOBOL,3089,4655,4862,0.365985041182488202160527634987,0.836891356375068395934135878633,8.908642237416469100708127371036,str\(\'ks-test\'\),31,str\(\'bounded\'\)
321,321_0,FAILED,SOBOL,133,847,2098,0.531836371777579142161584968562,0.252468969773501139552962513335,4.312525493092835837671827903250,str\(\'t-test\'\),6,str\(\'bounded\'\)
322,322_0,FAILED,SOBOL,1789,3731,3014,0.056064010402187704207310758875,0.156094964092597376925652952195,0.253063574430532789438785812308,str\(\'ks-test\'\),15,str\(\'bounded\'\)
323,323_0,FAILED,SOBOL,3815,2385,192,0.857360685098916275315161783510,0.691558428129181224086607926438,5.472897219074890351464546256466,str\(\'t-test\'\),40,str\(\'bounded\'\)
324,324_0,FAILED,SOBOL,4900,2933,1690,0.903815633319318245675333400868,0.558074251346290073350075999770,8.520091827793047301042861363385,str\(\'ks-test\'\),25,str\(\'bounded\'\)
325,325_0,FAILED,SOBOL,1915,1625,3849,0.196416514055803431704205763708,0.094777194090187547037551496487,3.142840774265117875785335854744,str\(\'t-test\'\),50,str\(\'bounded\'\)
326,326_0,FAILED,SOBOL,1237,3895,1019,0.703039464795962021348429971113,0.497197610462084438331942237710,2.203946987666189460952637091395,str\(\'ks-test\'\),34,str\(\'bounded\'\)
327,327_0,FAILED,SOBOL,3274,49,3276,0.381585622712969807501792729454,0.911962136754766117263670821558,6.955039978764020247581356670707,str\(\'t-test\'\),9,str\(\'bounded\'\)
328,328_0,FAILED,SOBOL,3438,3293,626,0.145715639516711237266832768000,0.353643477981910092644568521791,5.876524140247144423199188167928,str\(\'ks-test\'\),20,str\(\'bounded\'\)
329,329_0,FAILED,SOBOL,799,2141,3507,0.939214965188875816615166058909,0.798697170099243569652003316151,1.094878479624167066930340297404,str\(\'t-test\'\),44,str\(\'bounded\'\)
330,330_0,FAILED,SOBOL,2297,4879,1302,0.463443064825609318813093295830,0.670911049272865045445257692336,4.535353249552660059862319030799,str\(\'ks-test\'\),35,str\(\'bounded\'\)
331,331_0,FAILED,SOBOL,4635,1189,4085,0.637090792678296602424836692080,0.239730282735079514022658031536,9.940715810496360660408754483797,str\(\'t-test\'\),11,str\(\'bounded\'\)
332,332_0,FAILED,SOBOL,4156,4081,2782,0.621185660589486321470076291007,0.012611407363787293517409793253,6.582232505727559690456018870464,str\(\'ks-test\'\),27,str\(\'bounded\'\)
333,333_0,FAILED,SOBOL,1487,429,585,0.291935421248897930546206680447,0.578241943368688171567271183449,1.331922477873973553741393516248,str\(\'t-test\'\),1,str\(\'bounded\'\)
334,334_0,FAILED,SOBOL,339,2533,4625,0.798557881234213673415922585264,0.949661400489509088806983072573,2.892244575316086585559105515131,str\(\'ks-test\'\),17,str\(\'bounded\'\)
335,335_0,FAILED,SOBOL,2687,1343,2486,0.098956110995262858143206585737,0.397477398462593556338617872825,7.516396540739574305689529865049,str\(\'t-test\'\),42,str\(\'bounded\'\)
336,336_0,FAILED,SOBOL,2589,2687,3720,0.721813264351338190749629575294,0.725417266605421939829057009774,1.773100192644633255056874077127,str\(\'t-test\'\),19,str\(\'bounded\'\)
337,337_0,FAILED,SOBOL,554,1497,897,0.427161665258929124089348761117,0.185094630671665066889985951093,6.531554794603959379628577153198,str\(\'ks-test\'\),43,str\(\'bounded\'\)
338,338_0,FAILED,SOBOL,1272,4234,4313,0.918679590901359865995345899137,0.283406433898955589789636633213,8.091648163470440024980234738905,str\(\'t-test\'\),28,str\(\'bounded\'\)
339,339_0,FAILED,SOBOL,4254,583,1549,0.245879585910588505104357182063,0.868820011440664563551194987667,2.707035461831837963586622208823,str\(\'ks-test\'\),3,str\(\'bounded\'\)
340,340_0,FAILED,SOBOL,4381,4725,314,0.012436762772500515455975644841,0.879577525826170991685160061024,0.754780133444815870547017766512,str\(\'t-test\'\),38,str\(\'bounded\'\)
341,341_0,FAILED,SOBOL,2355,1035,2570,0.840534713821485590656834574474,0.467690711574628936730846362479,5.981899139883928739891416626051,str\(\'ks-test\'\),12,str\(\'bounded\'\)
342,342_0,FAILED,SOBOL,740,3139,2239,0.318470793986693034849366767958,0.067269005835056308595376606263,9.422450065756216019963176222518,str\(\'t-test\'\),21,str\(\'bounded\'\)
343,343_0,FAILED,SOBOL,3692,1987,4398,0.518920272216200850756706586253,0.523698543921113035537473479053,4.819047996887006135580122645479,str\(\'ks-test\'\),47,str\(\'bounded\'\)
344,344_0,FAILED,SOBOL,3332,4049,2003,0.751044576510787043055472622655,0.210744974453002220649011633213,3.720962669632397634700282651465,str\(\'t-test\'\),32,str\(\'bounded\'\)
345,345_0,FAILED,SOBOL,983,203,4786,0.086040972495451575885461181770,0.637037867370992882953828484460,8.332946949042380424543807748705,str\(\'ks-test\'\),8,str\(\'bounded\'\)
346,346_0,FAILED,SOBOL,2169,3087,82,0.577559359150007334271492709377,0.766784628150984692851466206776,7.393976783004590380699028173694,str\(\'t-test\'\),23,str\(\'bounded\'\)
347,347_0,FAILED,SOBOL,4841,1779,2963,0.275110407315194593902418773723,0.322689915610477329188654493919,2.155834403915330987899778847350,str\(\'ks-test\'\),47,str\(\'bounded\'\)
348,348_0,FAILED,SOBOL,4030,3577,3924,0.478307979751378287147645096411,0.426937697947025296407730365900,3.796882090462371905914551462047,str\(\'t-test\'\),14,str\(\'bounded\'\)
349,349_0,FAILED,SOBOL,1691,2231,1785,0.686554810723289832274929267442,0.982092595949769053831346354855,9.190000716325826601860171649605,str\(\'ks-test\'\),40,str\(\'bounded\'\)
350,350_0,FAILED,SOBOL,230,4501,3327,0.164490400133654485204104389595,0.612572865696623947151522315835,5.130767749734223670543542539235,str\(\'t-test\'\),30,str\(\'bounded\'\)
351,351_0,FAILED,SOBOL,2874,693,1129,0.984791950207203670153432994994,0.040164365844801069860281472756,0.361366061440669017468252377512,str\(\'ks-test\'\),4,str\(\'bounded\'\)
352,352_0,FAILED,SOBOL,2907,3660,1383,0.501202407920733117308031978610,0.925826383966952604076539046218,1.988475226754322644495687200106,str\(\'t-test\'\),7,str\(\'bounded\'\)
353,353_0,FAILED,SOBOL,236,2467,4167,0.336203827068209670780873921103,0.483697174314409505946343870164,7.209491327919997694095854967600,str\(\'ks-test\'\),33,str\(\'bounded\'\)
354,354_0,FAILED,SOBOL,1588,4572,711,0.826715251706540588116922663176,0.112479488072916869456641109082,8.148461493957787737940634542610,str\(\'t-test\'\),49,str\(\'bounded\'\)
355,355_0,FAILED,SOBOL,3938,919,3592,0.026271393673494458642636573131,0.540735772145912063635364575021,3.553603492471389735385400854284,str\(\'ks-test\'\),23,str\(\'bounded\'\)
356,356_0,FAILED,SOBOL,4689,3813,4545,0.228145976563915608981147897794,0.709384390473365766816016275698,0.506444642963819191550101095345,str\(\'t-test\'\),38,str\(\'bounded\'\)
357,357_0,FAILED,SOBOL,2048,120,2406,0.936397912491112927035885604710,0.138880272224545492365521681677,5.258796339649707718422178004403,str\(\'ks-test\'\),14,str\(\'bounded\'\)
358,358_0,FAILED,SOBOL,1045,2861,2696,0.413326525013893830706734888736,0.266457008035853482041943607328,9.318029306241310649738807114772,str\(\'t-test\'\),5,str\(\'bounded\'\)
359,359_0,FAILED,SOBOL,3386,1708,499,0.735633116839453538027271406463,0.823514592306688442135964578483,3.941960671985521802440644023591,str\(\'ks-test\'\),29,str\(\'bounded\'\)
360,360_0,RUNNING,SOBOL,3649,4954,3089,0.970956785796210142258644282265,0.379712572274729598387210671717,2.520461892344057375225929717999,str\(\'t-test\'\),44,str\(\'bounded\'\)
361,361_0,RUNNING,SOBOL,666,1105,267,0.178310276787728066993921061112,0.967059084428474324823810093221,7.927006909809075629880226188106,str\(\'ks-test\'\),18,str\(\'bounded\'\)
362,362_0,RUNNING,SOBOL,2488,3376,4933,0.668821240413933981727723221411,0.564436897177249208290561455215,6.366913540942594984528568602400,str\(\'t-test\'\),2,str\(\'bounded\'\)
363,363_0,FAILED,SOBOL,4523,2066,2169,0.496026262303814302612181563745,0.026049307588487863318604809137,1.586526623156852888740786511335,str\(\'ks-test\'\),28,str\(\'bounded\'\)
364,364_0,FAILED,SOBOL,4338,2617,943,0.261290973084047417618336339729,0.225805375250056394875741716533,4.944893114504404607600918097887,str\(\'t-test\'\),13,str\(\'bounded\'\)
365,365_0,FAILED,SOBOL,1384,1268,3199,0.591393962167203413038407688873,0.684228969233110495551386520674,9.570303785515948291617860377301,str\(\'ks-test\'\),37,str\(\'bounded\'\)
366,366_0,FAILED,SOBOL,540,4155,1620,0.068323065444827080217038428600,0.780812359929084820464595395606,6.129752859643661011546100780834,str\(\'t-test\'\),46,str\(\'bounded\'\)
367,367_0,FAILED,SOBOL,2564,346,3778,0.768777652347460427328940113512,0.370921296909451470025231856198,0.880625251062214453590115681436,str\(\'ks-test\'\),22,str\(\'bounded\'\)
368,368_0,FAILED,SOBOL,2779,4309,6,0.395542622590437542573482687658,0.509786946302279830867121290794,9.831913756139575966130905726459,str\(\'ks-test\'\),46,str\(\'bounded\'\)
369,369_0,FAILED,SOBOL,442,500,2887,0.689097752675414065848258360347,0.080569808861240752029253542332,4.448559797338210941575198376086,str\(\'t-test\'\),20,str\(\'bounded\'\)
370,370_0,FAILED,SOBOL,1481,2771,1932,0.214271916113793842173507186999,0.449819241013377890681113058235,1.008085027409717282509404867596,str\(\'ks-test\'\),10,str\(\'bounded\'\)
371,371_0,FAILED,SOBOL,4123,1421,4716,0.885975519018247670288701556274,0.896838198076933656999187860492,5.767722085890360617099759110715,str\(\'t-test\'\),36,str\(\'bounded\'\)
372,372_0,FAILED,SOBOL,4581,3222,3402,0.871301939925178903223468296346,0.851072331929579428688725784014,7.720094227698631961231967579806,str\(\'ks-test\'\),2,str\(\'bounded\'\)
373,373_0,FAILED,SOBOL,2234,1913,1204,0.042107586789876222388429027887,0.300790778229013067157637806304,3.117874578101560434362227169913,str\(\'t-test\'\),26,str\(\'bounded\'\)
374,374_0,FAILED,SOBOL,920,4800,3996,0.549676095705479372810486893286,0.171306701414287082529952499499,1.557552480659447624589120096061,str\(\'ks-test\'\),41,str\(\'bounded\'\)
375,375_0,FAILED,SOBOL,3590,951,1857,0.348130148468539124539944396020,0.738841856963932563928665331332,6.785930192686618234176876285346,str\(\'t-test\'\),17,str\(\'bounded\'\)
376,376_0,FAILED,SOBOL,3133,3015,4232,0.116795810757204895913297093557,0.057973211254924536528498890675,5.383919847572222749931825092062,str\(\'ks-test\'\),5,str\(\'bounded\'\)
377,377_0,FAILED,SOBOL,1104,1862,1469,0.780703012686222774796362955385,0.595371483694762004823530787689,0.147036211320199089458427010868,str\(\'t-test\'\),31,str\(\'bounded\'\)
378,378_0,FAILED,SOBOL,1989,3967,3634,0.305876715112477548519365200264,0.996063487535342573231389451394,4.206498129982501943402439792408,str\(\'ks-test\'\),41,str\(\'bounded\'\)
379,379_0,FAILED,SOBOL,4943,274,811,0.607229197939857856525236456946,0.413574273487552990236082450792,8.819664865913800610996986506507,str\(\'t-test\'\),15,str\(\'bounded\'\)
380,380_0,FAILED,SOBOL,3840,4418,2321,0.654946222620084839149967592675,0.336540823213756057352696871021,7.178581420156174175417618243955,str\(\'ks-test\'\),49,str\(\'bounded\'\)
381,381_0,FAILED,SOBOL,1803,765,4479,0.445602922640740861659480742674,0.753301338680088528043654605426,2.410362151134759045589817105792,str\(\'t-test\'\),25,str\(\'bounded\'\)
382,382_0,FAILED,SOBOL,21,3506,399,0.953171922311186747833744448144,0.654726851487532290896353970311,3.349255937733687460422515869141,str\(\'ks-test\'\),10,str\(\'bounded\'\)
383,383_0,FAILED,SOBOL,3005,2313,2655,0.131773970151320113375348341833,0.193423612186685217606552100733,8.743633269185199452522283536382,str\(\'t-test\'\),34,str\(\'bounded\'\)
384,384_0,FAILED,SOBOL,2972,4102,2258,0.881403777956962564132936677197,0.687753933003172224225352238136,0.851580567934550392017456488247,str\(\'ks-test\'\),30,str\(\'bounded\'\)
385,385_0,RUNNING,SOBOL,19,451,4377,0.205192166129127134821530376030,0.152106391286477460322856813946,6.237375688845292032169709273148,str\(\'t-test\'\),4,str\(\'bounded\'\)
386,386_0,RUNNING,SOBOL,1831,2565,337,0.696227070035412953785680656438,0.256517146985977884110496916037,9.677163881930523459118376194965,str\(\'ks-test\'\),13,str\(\'bounded\'\)
387,387_0,RUNNING,SOBOL,3856,1374,2554,0.405960735388100124598764750772,0.840636247094720623351804533741,4.915085661340505396310618380085,str\(\'t-test\'\),39,str\(\'bounded\'\)
388,388_0,RUNNING,SOBOL,4941,3329,4336,0.359155759993940615348861911116,0.907966931322589543285062063660,1.712917189795523764672680044896,str\(\'ks-test\'\),24,str\(\'bounded\'\)
389,389_0,RUNNING,SOBOL,1957,2178,1533,0.556194583153352128945812182792,0.493384519690647727063748106957,6.317578001501970241804428951582,str\(\'t-test\'\),48,str\(\'bounded\'\)
390,390_0,FAILED,SOBOL,1123,4906,3738,0.033639075679704547039428064181,0.098528776921331884253163480025,7.878434103155509404814438312314,str\(\'ks-test\'\),32,str\(\'bounded\'\)
391,391_0,FAILED,SOBOL,3157,1215,876,0.866123242940753712559853738640,0.562130964718759007503479097068,2.647615229018963844964673626237,str\(\'t-test\'\),8,str\(\'bounded\'\)
392,392_0,FAILED,SOBOL,3559,2906,3350,0.598759766664356041232508687244,0.235738408487290135306935212611,4.049318044922315174005689186743,str\(\'ks-test\'\),21,str\(\'bounded\'\)
393,393_0,FAILED,SOBOL,917,1599,1113,0.300697034759446979457209181419,0.667102241452783295549977538030,9.288642843283712480229041830171,str\(\'t-test\'\),47,str\(\'bounded\'\)
394,394_0,FAILED,SOBOL,2259,3859,3943,0.791731447910890007158002390497,0.802445421746000642215790321643,5.229867501464672940869604644831,str\(\'ks-test\'\),37,str\(\'bounded\'\)
395,395_0,FAILED,SOBOL,4600,12,1765,0.123317185107618576545007726963,0.357695908403024065425057642642,0.614259603423997768700814958720,str\(\'t-test\'\),12,str\(\'bounded\'\)
396,396_0,FAILED,SOBOL,4121,4623,100,0.138902300424873836881545230426,0.393675282754003985630220086023,3.505144146813079952806901928852,str\(\'ks-test\'\),28,str\(\'bounded\'\)
397,397_0,FAILED,SOBOL,1449,816,2942,0.963589118661358989825771459437,0.945678062401711927442704563873,8.275804577943869588807501713745,str\(\'t-test\'\),4,str\(\'bounded\'\)
398,398_0,FAILED,SOBOL,457,3709,2026,0.441034072199836368888270499156,0.582287741163745486971947684651,7.336376787133515264827110513579,str\(\'ks-test\'\),19,str\(\'bounded\'\)
399,399_0,FAILED,SOBOL,2808,2363,4770,0.645869292616844226095906833507,0.016351063365116717124303491460,1.939558293572626990197704799357,str\(\'t-test\'\),43,str\(\'bounded\'\)
400,400_0,FAILED,SOBOL,2554,3551,1038,0.019270088970661163746411759234,0.872559667441993980219194781967,8.616904293767175815332848287653,str\(\'t-test\'\),17,str\(\'bounded\'\)
401,401_0,FAILED,SOBOL,516,2204,3255,0.816180547455325755556998501561,0.287452231694012905194313134416,3.398329354710877048262318567140,str\(\'ks-test\'\),42,str\(\'bounded\'\)
402,402_0,FAILED,SOBOL,1391,4464,1713,0.340892159583047027471280898681,0.181111292583867905525707442393,2.458672611829824550255807480426,str\(\'t-test\'\),26,str\(\'bounded\'\)
403,403_0,FAILED,SOBOL,4374,657,3833,0.510154145248234325293879010133,0.721615150896832369120659222972,7.051089451206848934816662222147,str\(\'ks-test\'\),1,str\(\'bounded\'\)
404,404_0,FAILED,SOBOL,4502,4018,3037,0.744221074704080831629937620164,0.527750974342226952806811368646,8.848447203082963952169848198537,str\(\'t-test\'\),36,str\(\'bounded\'\)
405,405_0,FAILED,SOBOL,2474,171,176,0.418381968175992380309935469995,0.071017257481813436670314843013,4.098536668506451263738199486397,str\(\'ks-test\'\),11,str\(\'bounded\'\)
406,406_0,FAILED,SOBOL,702,3065,4880,0.925495554788038132798533297318,0.463881903754547242346717439432,0.039837706126272680318134433719,str\(\'t-test\'\),20,str\(\'bounded\'\)
407,407_0,FAILED,SOBOL,3657,1757,2077,0.221508042361587276225520781736,0.875585651578381640725012857729,5.413465178272687694516207557172,str\(\'ks-test\'\),45,str\(\'bounded\'\)
408,408_0,FAILED,SOBOL,3372,4747,4648,0.485124887969344831262219486234,0.326746628982946263342057591217,6.834661196597852317324850446312,str\(\'t-test\'\),34,str\(\'bounded\'\)
409,409_0,FAILED,SOBOL,1026,1057,2470,0.662184226376935858304761950421,0.770536210982128988433714766870,1.430557341242209012932562472997,str\(\'ks-test\'\),8,str\(\'bounded\'\)
410,410_0,FAILED,SOBOL,2055,3170,2800,0.186895347749814394466838507469,0.633224776599556227196785584965,2.991337286951951668356741720345,str\(\'t-test\'\),24,str\(\'bounded\'\)
411,411_0,FAILED,SOBOL,4726,2019,564,0.976009405259043005820274174766,0.206749769020825618914827259687,7.769283042628319257971725164680,str\(\'ks-test\'\),50,str\(\'bounded\'\)
412,412_0,FAILED,SOBOL,3915,2724,1320,0.773466901309788235074904605426,0.043909256564453241766798896606,5.660712881017476938438903744100,str\(\'t-test\'\),16,str\(\'bounded\'\)
413,413_0,FAILED,SOBOL,1577,1533,4065,0.077275789858773355489596212919,0.616621042909100691709056718537,1.037743372115306428327130561229,str\(\'ks-test\'\),40,str\(\'bounded\'\)
414,414_0,FAILED,SOBOL,273,4261,650,0.584389837482944152213804045459,0.978104023143649081717398985347,4.477760293776169575608037121128,str\(\'t-test\'\),31,str\(\'bounded\'\)
415,415_0,FAILED,SOBOL,2914,610,3492,0.250753378212451916162706311297,0.423133202821016296546474677598,9.724446740248239962056686636060,str\(\'ks-test\'\),7,str\(\'bounded\'\)
416,416_0,FAILED,SOBOL,2869,2638,4019,0.234977168722078216811510742446,0.544732048315927364079414019216,7.623901699788869557039561186684,str\(\'t-test\'\),10,str\(\'bounded\'\)
417,417_0,FAILED,SOBOL,201,1290,1841,0.912041597213596122450951497740,0.116291508106514812626031130094,2.863005935720168260161244688788,str\(\'ks-test\'\),34,str\(\'bounded\'\)
