trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,delta
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.599999999999999977795539507497,203.000000000000000000000000000000,2185,0.243304493010044087242249588598
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.640000000000000013322676295502,245.000000000000000000000000000000,2578,0.610595700874924651735398128949
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.640000000000000013322676295502,290.000000000000000000000000000000,4721,0.458341428434476283459986234448
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,262.000000000000000000000000000000,578,0.839797906769439550522804438515
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,347.000000000000000000000000000000,1249,0.290674751061946179397921241616
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,303.000000000000000000000000000000,4138,0.906287474375218171651624743390
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.650000000000000022204460492503,530.000000000000000000000000000000,3155,0.005769433470442891266627416513
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.640000000000000013322676295502,261.000000000000000000000000000000,1517,0.637431929567828792215777866659
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.630000000000000004440892098501,307.000000000000000000000000000000,1609,0.435481091925874364001458616258
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.630000000000000004440892098501,246.000000000000000000000000000000,3721,0.800344160081818745133830361738
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.630000000000000004440892098501,403.000000000000000000000000000000,3988,0.141407401274889710229842876288
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.630000000000000004440892098501,223.000000000000000000000000000000,627,0.525306886959820973359569507011
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.589999999999999968913755310496,134.000000000000000000000000000000,49,0.106659559471532702779050794106
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,257.000000000000000000000000000000,4655,0.723727712934836731051291280892
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.650000000000000022204460492503,257.000000000000000000000000000000,3048,0.314542057022452359316133652101
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.599999999999999977795539507497,188.000000000000000000000000000000,2191,0.944734251610934716580914027872
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.630000000000000004440892098501,249.000000000000000000000000000000,2382,0.357920619282871499411413651615
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.589999999999999968913755310496,304.000000000000000000000000000000,2926,0.975487394537776664193984288431
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.670000000000000039968028886506,594.000000000000000000000000000000,4524,0.067168716179206972016757504207
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,231.000000000000000000000000000000,230,0.696884685242548540529128331400
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,336.000000000000000000000000000000,816,0.187749063201248650445407406551
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.630000000000000004440892098501,282.000000000000000000000000000000,3866,0.553095971018075949210413000401
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.640000000000000013322676295502,264.000000000000000000000000000000,3589,0.393040971895679824843483629593
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,328.000000000000000000000000000000,1789,0.776449449924752066465316602262
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,541.000000000000000000000000000000,1337,0.043308663723990323268786539757
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,303.000000000000000000000000000000,3287,0.658430647065862961753168747236
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.630000000000000004440892098501,360.000000000000000000000000000000,4260,0.257037984728813173607164799250
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,257.000000000000000000000000000000,1060,0.889184112288057826312126508128
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,234.000000000000000000000000000000,396,0.494930575901642466618568505510
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,297.000000000000000000000000000000,4852,0.861745762722566754909792052786
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,287.000000000000000000000000000000,2823,0.492012040727731136957601165705
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.640000000000000013322676295502,297.000000000000000000000000000000,3885,0.321918945705835679582662578468
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,144.000000000000000000000000000000,176,0.594461290855972213087454747438
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.670000000000000039968028886506,544.000000000000000000000000000000,3681,0.062376074867744379925937892040
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,395.000000000000000000000000000000,1782,0.568901578591655021632789157593
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,110.000000000000000000000000000000,21,0.056825333312059009283068178320
