trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,GenerationStep_0,0.690000000000000057731597280508,4.000000000000000000000000000000,3474,4326,0.329248366117477431203042215202,0.044876646824181083694771388082
1,1_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,73.000000000000000000000000000000,1414,116,0.765504553629085426891265342420,0.827312604449689348307117597869
2,2_0,COMPLETED,GenerationStep_0,0.690000000000000057731597280508,4.000000000000000000000000000000,719,2999,0.074419844839721915885633052312,0.388072050299495485692347074291
3,3_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,5.000000000000000000000000000000,4323,1288,0.511642073964700072608025038789,0.733860641401261060146055115183
4,4_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,5.000000000000000000000000000000,4460,3237,0.903299120353534767957626172574,0.605945283818990043656071975420
5,5_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,4.000000000000000000000000000000,583,2444,0.466290083311498182450094418527,0.264538137082010516021313151214
6,6_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,3.000000000000000000000000000000,2213,4409,0.630931547069922049608692304901,0.948892956480383853445914610347
7,7_0,COMPLETED,GenerationStep_0,0.690000000000000057731597280508,6.000000000000000000000000000000,2672,1117,0.194888546064496043230818145275,0.170847009122371662481754128748
8,8_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,4.000000000000000000000000000000,3073,2672,0.733580913929268718653986525169,0.321209377029910703171822206059
9,9_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,9.000000000000000000000000000000,1970,1569,0.171608677368611101110573713413,0.541294788384810043879724617000
10,10_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,2.000000000000000000000000000000,162,4000,0.987500402947887767624024490942,0.227778795277699841470564479096
11,11_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,4.000000000000000000000000000000,4722,398,0.426494217295199651296400134015,0.884468743642792154524556735851
12,12_0,COMPLETED,GenerationStep_0,0.670000000000000039968028886506,4.000000000000000000000000000000,3923,4689,0.034776733703911308359657539313,0.758502530453726619974474942865
13,13_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,8.000000000000000000000000000000,965,794,0.595569727273657867350209471624,0.106194056196138267300632662682
14,14_0,COMPLETED,GenerationStep_0,0.690000000000000057731597280508,5.000000000000000000000000000000,1833,3517,0.306243072897195822701377210251,0.664824284808710253003027901286
15,15_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,5.000000000000000000000000000000,3209,2122,0.868002117374911952296656636463,0.449128913464024670521013149482
16,16_0,COMPLETED,GenerationStep_0,0.640000000000000013322676295502,4.000000000000000000000000000000,3294,3612,0.132877135917544353382879762648,0.988220679555088299395038120565
17,17_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,7.000000000000000000000000000000,1584,1885,0.694888398641720361759155366599,0.147326243001967671641949664263
18,18_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,3.000000000000000000000000000000,1203,4940,0.403307960085570793573594983172,0.582668144017457922956282345694
19,19_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,15.000000000000000000000000000000,3830,713,0.964336040096357427486850610876,0.303134906843304630097435392599
20,20_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,5.000000000000000000000000000000,4943,3753,0.572435222392901787991092987795,0.427151834361255144933977589972
21,21_0,COMPLETED,GenerationStep_0,0.660000000000000031086244689504,6.000000000000000000000000000000,90,483,0.011681254986673592077828232050,0.710100502170622371878039302828
22,22_0,COMPLETED,GenerationStep_0,0.680000000000000048849813083507,2.000000000000000000000000000000,2032,2581,0.829217633886262794895571914822,0.021847446035593749702474752894
23,23_0,COMPLETED,GenerationStep_0,0.640000000000000013322676295502,3.000000000000000000000000000000,2843,1811,0.267480483766645182885923759386,0.866148747321218270833753649640
24,24_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,3.000000000000000000000000000000,2580,4636,0.804285021850839276780220643559,0.641777970803901531837709626416
25,25_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,4.000000000000000000000000000000,2453,1051,0.368006934404373153846279365098,0.487982176987454274730282577366
26,26_0,COMPLETED,GenerationStep_0,0.690000000000000057731597280508,3.000000000000000000000000000000,333,3308,0.534780356170609594279596876731,0.797599457474425399539086356526
27,27_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,7.000000000000000000000000000000,4542,2222,0.097519100882112977335403058987,0.082416766570881011544358329957
28,28_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,6.000000000000000000000000000000,4094,2923,0.489480355788022292173877758614,0.204484549695625905663121102407
29,29_0,COMPLETED,GenerationStep_0,0.670000000000000039968028886506,3.000000000000000000000000000000,784,1505,0.926467498471960415606929473142,0.923082641491666411326377783553
30,30_0,COMPLETED,GenerationStep_1,0.579999999999999960031971113494,3.000000000000000000000000000000,943,2884,0.722395007657855248162093175779,0.887276520853968353463869789266
31,31_0,FAILED,GenerationStep_1,,,5000,537,0.002694192604282583374669668430,0.001000000000000000020816681712
32,32_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,16.000000000000000000000000000000,4189,705,0.177496304312532354741094309247,0.502925484118818211243251425913
33,33_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,1,1107,0.716107859568929971949557966582,0.876163619038201391120423977554
34,34_0,COMPLETED,GenerationStep_1,0.680000000000000048849813083507,3.000000000000000000000000000000,3201,1727,0.722441074332294097537499055761,0.889139091315160001727235794533
35,35_0,COMPLETED,GenerationStep_1,0.670000000000000039968028886506,3.000000000000000000000000000000,5000,740,0.503130810561561614413506049459,0.975715707850621227770204768603
36,36_0,COMPLETED,GenerationStep_1,0.680000000000000048849813083507,3.000000000000000000000000000000,5000,5000,0.730734301741510883232422202127,0.902265620933031864403517374740
37,37_0,COMPLETED,GenerationStep_1,0.660000000000000031086244689504,3.000000000000000000000000000000,1353,4572,0.203964420679936864200243462619,0.501187370998333325822216011147
38,38_0,COMPLETED,GenerationStep_1,0.660000000000000031086244689504,4.000000000000000000000000000000,323,961,0.204506117022601713317797589298,0.511644786426773912069165817229
39,39_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,9.000000000000000000000000000000,4799,1621,0.607964931117885298839098595636,0.203848575225025224755270869537
40,40_0,COMPLETED,GenerationStep_1,0.680000000000000048849813083507,2.000000000000000000000000000000,1,3948,0.213819222829708305289031500251,0.500210036288333603771150137618
41,41_0,COMPLETED,GenerationStep_1,0.690000000000000057731597280508,3.000000000000000000000000000000,3044,3796,0.998999999999999999111821580300,0.411940470779585732330474456830
42,42_0,COMPLETED,GenerationStep_1,0.680000000000000048849813083507,4.000000000000000000000000000000,4348,5000,0.186250557808953609573165977054,0.504624451013762742590529342124
43,43_0,COMPLETED,GenerationStep_1,0.690000000000000057731597280508,5.000000000000000000000000000000,5000,4357,0.998999999999999999111821580300,0.339090377030245526679408385462
44,44_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,19.000000000000000000000000000000,5000,674,0.162495793889929768250013353281,0.501640579235861805429408377677
45,45_0,FAILED,GenerationStep_1,,,5000,1,0.131162755222041182978642837043,0.488160258556666726281747514804
46,46_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,9.000000000000000000000000000000,4864,1633,0.998999999999999999111821580300,0.414988281311477136270582377620
47,47_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,21,1073,0.644836036146039570660093431798,0.337619689119026455959016175257
48,48_0,FAILED,GenerationStep_1,,,1,864,0.001000000000000000020816681712,0.001000000000000000020816681712
49,49_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,1,2841,0.728389462155720535108116564516,0.988442691717357435621238437307
50,50_0,COMPLETED,GenerationStep_1,0.680000000000000048849813083507,4.000000000000000000000000000000,4997,4843,0.612453774871874911944757968740,0.194835038248149322592794874254
51,51_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,9.000000000000000000000000000000,5000,1665,0.998999999999999999111821580300,0.169213822419990500556252754905
52,52_0,COMPLETED,GenerationStep_1,0.630000000000000004440892098501,2.000000000000000000000000000000,5,4465,0.723555733773979303791179518157,0.838276501721715416870495118928
53,53_0,COMPLETED,GenerationStep_1,0.640000000000000013322676295502,2.000000000000000000000000000000,23,4708,0.765125376959366887419378144841,0.937563656792037014575669218175
54,54_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,15.000000000000000000000000000000,5000,738,0.585524362563261124847713290364,0.126075609103139335553933619849
