trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
328,328_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,1,1057,1000,128,1
329,329_0,FAILED,BoTorch,BOTORCH_MODULAR,,,642,1,2,148,5
330,330_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2070,1,2,188,10
331,331_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4423,2720,1000,170,1
332,332_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1,2,118,10
333,333_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3194,1,2,184,10
334,334_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1303,1,2,234,10
335,335_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2888,4227,1000,250,1
336,336_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1075,3521,2,66,10
337,337_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1,2,168,10
338,338_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1960,2,84,10
339,339_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1444,3819,2,237,1
340,340_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4629,2,131,1
341,341_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,2,154,1
342,342_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,3219,894,1000,176,1
343,343_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4258,2,47,1
344,344_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1868,4346,1000,52,1
345,345_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1,2,210,10
346,346_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2828,3808,2,146,10
347,347_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4598,1,2,166,10
348,348_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2063,1,2,250,8
349,349_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,3.000000000000000000000000000000,2588,831,1000,194,9
350,350_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,1000,2,1
351,351_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4145,560,2,180,10
352,352_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3958,1000,74,1
353,353_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2763,1000,96,1
354,354_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1181,4628,1000,165,1
355,355_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2083,3781,1000,174,10
356,356_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,3.000000000000000000000000000000,3498,668,526,181,1
357,357_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3304,4639,2,46,10
358,358_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4875,4396,739,2,10
359,359_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2397,1000,66,10
360,360_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3780,371,2,170,9
361,361_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,5.000000000000000000000000000000,5000,825,454,142,1
362,362_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2441,2843,2,121,1
363,363_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1071,1,2,250,7
364,364_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1,2,172,10
365,365_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1705,1,2,198,10
366,366_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,784,658,1000,250,1
367,367_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,1961,609,474,250,1
368,368_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,1412,824,556,163,1
369,369_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2766,2,75,10
370,370_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2954,1,2,181,10
371,371_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,2986,745,508,188,1
372,372_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,2,168,1
373,373_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,1,598,716,126,1
374,374_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1996,1,2,250,8
375,375_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,1264,609,383,219,1
376,376_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,3972,706,789,185,1
377,377_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4116,517,201,1
378,378_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,1,797,481,168,1
379,379_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3350,190,250,1
380,380_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,1,816,2,120,1
381,381_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2139,4377,2,186,1
382,382_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3379,1000,250,10
383,383_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3637,2,41,10
384,384_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1051,3914,2,250,10
385,385_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,3473,777,2,171,1
386,386_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2362,2,250,1
387,387_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,3.000000000000000000000000000000,5000,921,283,169,1
388,388_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,5000,555,760,177,1
389,389_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,3393,499,1000,171,5
390,390_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,4.000000000000000000000000000000,4683,689,731,188,1
391,391_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,4.000000000000000000000000000000,4647,891,586,199,1
392,392_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2337,1,2,190,10
393,393_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,6.000000000000000000000000000000,787,1,410,250,1
394,394_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,906,5000,897,162,1
395,395_0,FAILED,BoTorch,BOTORCH_MODULAR,,,981,1,2,213,10
396,396_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3675,1000,206,1
397,397_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3304,1,2,183,10
398,398_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,4.000000000000000000000000000000,5000,784,693,171,1
399,399_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,5.000000000000000000000000000000,3919,1064,395,168,1
400,400_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3311,3234,601,53,1
401,401_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1,2,145,10
402,402_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1529,5000,466,41,1
403,403_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,5000,1018,686,187,1
404,404_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4872,3455,1000,30,1
405,405_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,3.000000000000000000000000000000,3087,710,761,220,1
406,406_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,68,2,182,10
407,407_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,1724,1093,574,250,1
408,408_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,1052,1,274,250,10
409,409_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,4.000000000000000000000000000000,3710,1235,714,194,1
410,410_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,3593,485,556,177,8
411,411_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,3650,1103,674,208,1
412,412_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3871,5000,439,176,10
413,413_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,5000,1269,336,181,1
414,414_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2040,2,69,10
415,415_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,3559,988,654,250,1
416,416_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,126,96,10
417,417_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2652,579,250,10
418,418_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,1982,669,772,211,1
419,419_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1826,3799,2,2,1
420,420_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,1.000000000000000000000000000000,2256,1,292,188,10
421,421_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,662,1,331,198,10
422,422_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,5000,986,555,168,5
423,423_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,3308,1,278,182,10
424,424_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,5000,666,701,205,1
425,251_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1,2,152,10
426,426_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,1262,1,268,165,10
427,427_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,498,42,1
428,428_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,1729,1,145,213,10
429,429_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,5000,1103,412,172,7
430,430_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2402,470,180,3
431,431_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,5000,1355,495,128,1
432,432_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,3479,877,706,184,1
433,433_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,3.000000000000000000000000000000,3542,703,748,250,1
434,434_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,1,839,652,100,1
435,435_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,3181,1195,557,150,1
436,436_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3763,3387,745,194,10
437,437_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,2400,947,711,250,1
438,438_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,369,138,1
439,439_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,336,4715,412,219,10
440,440_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,5000,1071,570,157,1
441,441_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,1905,930,611,196,1
442,442_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2637,555,71,1
443,443_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3131,2,83,1
444,444_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2628,3171,509,250,1
445,445_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,198,198,10
446,446_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2644,4602,487,22,1
447,447_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4037,1000,84,10
448,448_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3890,4157,472,55,10
449,449_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,2621,705,721,250,1
450,450_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1436,4576,1000,2,10
451,451_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3285,4789,599,118,1
452,452_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3585,2081,2,169,10
453,453_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,190,2,156,10
454,454_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,535,102,1
455,455_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2651,5000,416,99,10
456,456_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3665,2,2,10
457,457_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2756,1,2,198,10
458,458_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1921,2,2,10
459,459_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,124,746,1000,200,1
460,460_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4596,1000,202,1
461,461_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,2655,823,357,186,4
462,462_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,2313,1,258,167,4
463,463_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1,2,128,10
464,464_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,4.000000000000000000000000000000,4169,657,726,192,1
465,465_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4490,2,200,1
466,466_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2545,5000,2,163,10
467,467_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,3719,534,247,143,10
468,468_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,1,1168,378,115,1
469,469_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,10.000000000000000000000000000000,1288,1,511,187,1
470,470_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2537,1000,250,10
471,471_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1395,4725,1000,250,1
472,472_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4321,1000,188,10
473,473_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3102,3726,929,41,1
474,474_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,5.000000000000000000000000000000,3576,687,714,198,1
475,475_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,312,49,1
476,476_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1681,3825,193,205,10
477,477_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2219,5000,1000,250,10
478,478_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4267,3574,2,188,1
479,479_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,4.000000000000000000000000000000,1744,1095,536,200,1
480,480_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2720,1,2,172,10
481,481_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2717,5000,1000,166,1
482,482_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,6.000000000000000000000000000000,723,1,389,189,1
483,483_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,223,150,9
484,484_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,1482,1,675,216,10
485,485_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,347,701,680,179,1
486,486_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,2,105,1
487,487_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,2513,1078,486,250,1
488,488_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3591,4162,585,2,10
489,489_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3837,1000,250,1
490,490_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,4.000000000000000000000000000000,3715,909,457,165,1
491,491_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,4.000000000000000000000000000000,3627,995,242,183,1
492,492_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4320,696,117,1
493,493_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3212,5000,1000,93,1
494,494_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3393,2985,1000,139,10
495,495_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2255,2825,56,96,10
496,496_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,5000,1125,487,190,1
497,497_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3997,3931,617,58,1
498,498_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,4.000000000000000000000000000000,5000,1,186,168,10
499,499_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,3204,768,1000,208,8
500,500_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2301,327,90,10
501,501_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3244,525,34,10
502,502_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2593,32,3,10
503,503_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2856,495,250,10
504,504_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,1000,250,1
505,505_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,3276,1019,1000,250,1
506,506_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2584,611,196,10
507,507_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4596,5000,1000,62,10
508,508_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2170,461,34,10
509,509_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,5000,1123,292,154,1
510,510_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3617,4647,1000,207,10
511,511_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,225,638,714,250,1
512,512_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,1135,432,638,250,1
513,513_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1140,5000,1000,57,1
514,514_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3549,2,250,1
515,515_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2510,287,250,1
516,516_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3226,4124,366,250,10
517,517_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,415,250,4
518,518_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3655,4435,1000,2,10
519,519_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4654,5000,2,2,1
520,520_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3479,1,2,169,10
521,521_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,517,42,10
522,522_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2362,2,250,10
523,523_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,4.000000000000000000000000000000,5000,1339,283,158,1
524,524_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,2,168,10
525,525_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2019,3246,389,250,10
526,526_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,2762,1053,752,250,6
527,527_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4693,2,122,10
528,528_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2618,3201,2,18,10
529,529_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,84,250,10
530,530_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,566,5000,2,156,1
531,531_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1538,3949,1000,120,9
532,532_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4295,664,53,1
533,533_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,1593,832,547,250,1
534,534_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,3798,1218,233,147,1
535,535_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2346,3252,1000,176,1
536,536_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1994,1,2,156,10
537,537_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3824,576,186,10
538,538_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,9.000000000000000000000000000000,1618,1,387,250,7
