trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
32,32_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.540000000000000035527136788005,12.000000000000000000000000000000,916,3532,0.443742922119548965920188265954,1,0.01
33,33_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.530000000000000026645352591004,9.000000000000000000000000000000,2786,5000,0.918477310362536325527571534622,33,0.05
34,34_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.570000000000000062172489379009,16.000000000000000000000000000000,4233,2430,0.998999999999999999111821580300,21,0.1
35,35_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4310,1,0.487340737447229166434681246756,38,0.005
36,36_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.570000000000000062172489379009,27.000000000000000000000000000000,4351,1927,0.718063690657683606488603800244,1,0.005
37,37_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,568.000000000000000000000000000000,3903,118,0.816752916735850043039590673288,50,0.005
38,38_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.650000000000000022204460492503,40.000000000000000000000000000000,754,493,0.857790076206529139568601749488,50,0.05
39,39_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.446233201460746131683521298328,1,0.005
40,40_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,15.000000000000000000000000000000,2083,446,0.445826700434618694579569364578,1,0.01
41,41_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.570000000000000062172489379009,20.000000000000000000000000000000,4357,2236,0.438669591054342333791282726452,1,0.01
42,42_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,27.000000000000000000000000000000,2245,646,0.996445657240502047358177151182,27,0.05
43,43_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,10.000000000000000000000000000000,4965,4228,0.441017994958551096118526402279,1,0.01
44,44_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.987710754596244688841011338809,27,0.05
45,45_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,10.000000000000000000000000000000,3279,3546,0.489887556753561659306228648347,50,0.005
46,46_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,10.000000000000000000000000000000,49,1215,0.439477134569160599042447756801,1,0.01
47,47_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.600000000000000088817841970013,30.000000000000000000000000000000,1562,1613,0.446471442543899643684568445678,1,0.005
48,48_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,9.000000000000000000000000000000,1016,4233,0.846408076593980762680757834460,50,0.05
49,49_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.540000000000000035527136788005,9.000000000000000000000000000000,2449,4465,0.998999999999999999111821580300,21,0.1
50,50_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.530000000000000026645352591004,8.000000000000000000000000000000,2728,4493,0.001000000000000000020816681712,1,0.01
51,51_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,14.000000000000000000000000000000,1812,3459,0.998999999999999999111821580300,30,0.025
52,52_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.670000000000000039968028886506,71.000000000000000000000000000000,5000,480,0.926471207169053512231471358973,27,0.1
53,53_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.520000000000000017763568394003,8.000000000000000000000000000000,2334,4853,0.001000000000000000020816681712,50,0.05
54,54_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.520000000000000017763568394003,6.000000000000000000000000000000,258,4538,0.436095917191475723750926363209,1,0.01
55,55_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.609999999999999986677323704498,14.000000000000000000000000000000,584,2089,0.998999999999999999111821580300,10,0.1
56,56_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.609999999999999986677323704498,44.000000000000000000000000000000,3289,698,0.998999999999999999111821580300,10,0.1
57,57_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,12.000000000000000000000000000000,4778,4488,0.998999999999999999111821580300,28,0.025
58,58_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.640000000000000013322676295502,33.000000000000000000000000000000,1521,1131,0.001000000000000000020816681712,50,0.05
59,59_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,14.000000000000000000000000000000,3090,2621,0.998999999999999999111821580300,30,0.001
60,60_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,94.000000000000000000000000000000,1456,243,0.001000000000000000020816681712,4,0.005
61,61_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.630000000000000004440892098501,35.000000000000000000000000000000,2432,455,0.142860297926850843275303759583,50,0.1
62,62_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1837,1,0.001000000000000000020816681712,7,0.005
63,63_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.609999999999999986677323704498,24.000000000000000000000000000000,2994,1294,0.998999999999999999111821580300,50,0.05
64,64_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.660000000000000031086244689504,40.000000000000000000000000000000,2531,380,0.087141906291451465271791221312,25,0.005
65,65_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.570000000000000062172489379009,17.000000000000000000000000000000,733,1817,0.998999999999999999111821580300,50,0.1
66,66_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,75.000000000000000000000000000000,5000,460,0.143445362121734115712357038319,50,0.05
67,67_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.520000000000000017763568394003,8.000000000000000000000000000000,2163,2824,0.001000000000000000020816681712,50,0.01
68,68_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.520000000000000017763568394003,9.000000000000000000000000000000,2306,1,0.001000000000000000020816681712,1,0.005
69,69_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.609999999999999986677323704498,21.000000000000000000000000000000,1086,1490,0.998999999999999999111821580300,50,0.1
70,70_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.609999999999999986677323704498,29.000000000000000000000000000000,5000,1399,0.001000000000000000020816681712,50,0.25
71,71_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.660000000000000031086244689504,52.000000000000000000000000000000,797,405,0.172199224349244173204454000370,27,0.005
72,72_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.650000000000000022204460492503,46.000000000000000000000000000000,2481,304,0.001000000000000000020816681712,15,0.005
73,73_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,20.000000000000000000000000000000,4573,3092,0.998999999999999999111821580300,1,0.01
74,74_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2911,1,0.001000000000000000020816681712,15,0.005
75,75_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,20.000000000000000000000000000000,4025,3015,0.998999999999999999111821580300,50,0.025
76,76_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.640000000000000013322676295502,61.000000000000000000000000000000,1577,532,0.274156586789945644344612674104,50,0.01
77,77_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.589999999999999968913755310496,19.000000000000000000000000000000,3833,2484,0.001000000000000000020816681712,50,0.01
78,78_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.609999999999999986677323704498,41.000000000000000000000000000000,3629,1172,0.743970621854020963681364264630,50,0.01
79,79_0,FAILED,BoTorch,BOTORCH_MODULAR,,,857,1,0.001000000000000000020816681712,14,0.005
80,80_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,80.000000000000000000000000000000,1882,439,0.031038054589708412994708552901,50,0.025
81,81_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.570000000000000062172489379009,19.000000000000000000000000000000,2039,398,0.001000000000000000020816681712,50,0.01
82,82_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,83.000000000000000000000000000000,1339,239,0.001000000000000000020816681712,2,0.005
83,83_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.520000000000000017763568394003,9.000000000000000000000000000000,992,1,0.001000000000000000020816681712,1,0.005
84,84_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,167.000000000000000000000000000000,1905,94,0.001000000000000000020816681712,1,0.005
85,85_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.650000000000000022204460492503,26.000000000000000000000000000000,2201,407,0.001000000000000000020816681712,35,0.005
86,86_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.660000000000000031086244689504,49.000000000000000000000000000000,1326,519,0.044818429927027544912299106272,50,0.25
87,87_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.650000000000000022204460492503,50.000000000000000000000000000000,3205,479,0.001000000000000000020816681712,50,0.01
88,88_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,24.000000000000000000000000000000,1727,1936,0.998999999999999999111821580300,50,0.01
89,89_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.600000000000000088817841970013,20.000000000000000000000000000000,5000,2951,0.001000000000000000020816681712,50,0.05
90,90_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,50,0.005
91,91_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,50,0.025
92,92_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,37,0.25
93,93_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4673,1,0.998999999999999999111821580300,50,0.1
94,94_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,1,0.025
95,95_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4965,1,0.998999999999999999111821580300,50,0.25
96,96_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,6,0.025
97,97_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,31,0.025
98,98_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.253111364035714991871373058530,1,0.25
99,99_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,26,0.005
100,100_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3229,1,0.998999999999999999111821580300,1,0.005
101,101_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4875,1,0.001000000000000000020816681712,50,0.1
102,102_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.520000000000000017763568394003,10.000000000000000000000000000000,1252,1,0.001000000000000000020816681712,1,0.25
103,103_0,FAILED,BoTorch,BOTORCH_MODULAR,,,503,1,0.001000000000000000020816681712,50,0.025
104,104_0,FAILED,BoTorch,BOTORCH_MODULAR,,,748,1,0.001000000000000000020816681712,50,0.005
105,105_0,FAILED,BoTorch,BOTORCH_MODULAR,,,296,1,0.273290558679639139505468392599,1,0.1
106,106_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,50,0.25
107,107_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.520000000000000017763568394003,9.000000000000000000000000000000,5000,1,0.001000000000000000020816681712,1,0.1
108,108_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.600000000000000088817841970013,30.000000000000000000000000000000,5000,1577,0.998999999999999999111821580300,26,0.005
109,109_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,31,0.1
110,110_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,26,0.25
111,111_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,32,0.025
112,112_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.540000000000000035527136788005,16.000000000000000000000000000000,5000,5000,0.308806066192821970783910501268,50,0.25
113,113_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,43,0.25
114,114_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,10.000000000000000000000000000000,4156,4898,0.301172713537491643087662396283,50,0.005
115,115_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,9.000000000000000000000000000000,2759,3802,0.001000000000000000020816681712,25,0.1
116,116_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.589999999999999968913755310496,17.000000000000000000000000000000,4517,2444,0.001000000000000000020816681712,30,0.1
117,117_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.540000000000000035527136788005,11.000000000000000000000000000000,5000,5000,0.998999999999999999111821580300,13,0.01
118,118_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4773,1,0.442924070417642090635723661762,1,0.025
119,119_0,FAILED,BoTorch,BOTORCH_MODULAR,,,946,1,0.001000000000000000020816681712,28,0.025
120,120_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.113335864886713461041622963421,50,0.025
121,121_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1,0.998999999999999999111821580300,1,0.005
122,122_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.276522620095258686578887363794,38,0.005
123,99_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,26,0.005
124,124_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.650000000000000022204460492503,27.000000000000000000000000000000,4032,1341,0.250733504048135991126855515176,36,0.1
125,125_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3124,1,0.028145005294337183815445158075,50,0.005
126,126_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.271282642581465560649434110019,37,0.05
127,127_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.095253218836932621038648960621,50,0.005
128,128_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3457,1,0.998999999999999999111821580300,27,0.005
129,129_0,FAILED,BoTorch,BOTORCH_MODULAR,,,604,1,0.998999999999999999111821580300,1,0.025
130,130_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.208348883769248149899766531234,50,0.05
131,131_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,27,0.025
132,132_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2712,1,0.161663113111669032306849658198,50,0.025
133,133_0,FAILED,BoTorch,BOTORCH_MODULAR,,,91,1,0.339249860473375686176211729617,1,0.025
134,134_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,1,0.005
135,135_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.540000000000000035527136788005,12.000000000000000000000000000000,458,1593,0.001000000000000000020816681712,31,0.025
136,136_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.195983830555307325660407968826,50,0.1
137,137_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.268538840826823277385670962758,1,0.025
138,138_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1385,1,0.191330399972682863030115640868,50,0.005
139,139_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1004,1,0.029658971334747097348127908845,50,0.005
140,140_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.186715595054269573038752128014,50,0.025
141,141_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.540000000000000035527136788005,8.000000000000000000000000000000,2280,5000,0.998999999999999999111821580300,1,0.1
142,142_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.233362799423346395366607453070,50,0.025
143,143_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,50,0.025
144,144_0,FAILED,BoTorch,BOTORCH_MODULAR,,,883,1,0.001000000000000000020816681712,30,0.05
145,145_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2377,1,0.998999999999999999111821580300,27,0.005
146,146_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3233,1,0.001000000000000000020816681712,32,0.025
147,147_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.248947246049982168214498301495,37,0.025
148,148_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1642,1,0.145286931832466464920017301665,50,0.1
149,149_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.822552228691618925182638122351,1,0.005
150,134_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,1,0.005
151,151_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.289965961183082765462160068637,36,0.025
152,152_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.114825648074856012659239468121,50,0.1
153,153_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,42,0.025
154,154_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.098188627286701940510837971487,50,0.025
155,155_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.348588048702766939435093718203,1,0.025
156,156_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1416,1,0.001000000000000000020816681712,30,0.005
157,94_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,1,0.025
158,158_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1665,1,0.001000000000000000020816681712,30,0.1
159,159_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.609999999999999986677323704498,25.000000000000000000000000000000,5000,1819,0.695448041489832524675307467987,41,0.05
160,160_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.266841962692209000440612953753,36,0.1
161,161_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.114224136351688071444598904236,50,0.05
162,162_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,1,0.01
163,163_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1022,1,0.998999999999999999111821580300,1,0.025
164,164_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.600000000000000088817841970013,27.000000000000000000000000000000,5000,1839,0.170040366932561193280548650364,50,0.1
165,165_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.540000000000000035527136788005,13.000000000000000000000000000000,5000,5000,0.998999999999999999111821580300,45,0.25
166,166_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,10.000000000000000000000000000000,836,3780,0.392258246585099834558008069507,38,0.005
167,167_0,FAILED,BoTorch,BOTORCH_MODULAR,,,484,1,0.217084614163311429013702991142,36,0.05
168,168_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.540000000000000035527136788005,12.000000000000000000000000000000,4643,5000,0.738459225252670825589973446768,5,0.1
169,169_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.301067270888499105563340663139,1,0.01
170,170_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.540000000000000035527136788005,11.000000000000000000000000000000,5000,5000,0.001000000000000000020816681712,20,0.05
171,171_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.251412286421860697860353184296,36,0.05
172,172_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,30,0.005
173,173_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,1,0.25
174,174_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4845,1,0.998999999999999999111821580300,26,0.1
175,110_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,26,0.25
176,176_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2281,1,0.285439497743309456012639202527,1,0.1
177,177_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3039,1,0.065003177129561356961673368460,50,0.05
178,178_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2540,1,0.217318685260329214070651460133,35,0.025
179,179_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1403,1,0.998999999999999999111821580300,1,0.005
180,180_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4646,1,0.260055930848144045697267756623,36,0.1
181,181_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.084872849538524045009957319508,50,0.1
182,182_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,42,0.1
183,183_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4763,1,0.998999999999999999111821580300,1,0.005
184,184_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.131483389424008001444832416382,50,0.005
185,185_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,31,0.05
186,186_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.255849218149392820809140403071,37,0.025
187,134_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,1,0.005
188,188_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.282041010806244440978218790406,36,0.025
189,189_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.110889929126939817960462164592,50,0.1
190,190_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.111990700439837248536534275445,50,0.005
191,191_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.001000000000000000020816681712,29,0.005
192,192_0,FAILED,BoTorch,BOTORCH_MODULAR,,,4999,1,0.998999999999999999111821580300,1,0.005
193,193_0,FAILED,BoTorch,BOTORCH_MODULAR,,,3177,1,0.998999999999999999111821580300,50,0.1
194,194_0,FAILED,BoTorch,BOTORCH_MODULAR,,,487,1,0.200321641420118629062230297677,35,0.1
195,134_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,1,0.005
196,196_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.114776489365879363901967735728,50,0.1
197,134_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,1,0.005
198,198_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.096878537615130766447180121759,50,0.025
199,199_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.303258738123585724899555771117,35,0.1
200,200_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.076192883471740802114879897999,50,0.005
201,182_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.998999999999999999111821580300,42,0.1
202,202_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.246650248324724430393217744495,36,0.025
203,203_0,FAILED,BoTorch,BOTORCH_MODULAR,,,5000,1,0.087937226629645856568195938507,50,0.025
