trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
0,0_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,4.000000000000000000000000000000,765,2404,1407,0.738723662918806089905388034822
1,1_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,4.000000000000000000000000000000,4577,3906,2656,0.213689664568379511511153623360
2,2_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,3354,324,383,0.911412561333831416909845302143
3,3_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,2008,3369,4133,0.384366690966580049071410485340
4,4_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,1490,769,3521,0.314876584432367212507131171151
5,5_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,5.000000000000000000000000000000,2523,3040,2272,0.856051822642888926573334629211
6,6_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,3765,1502,4379,0.017382107238098978840845632021
7,7_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,267,4691,628,0.560447294454462840995745409600
8,8_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,620,295,4819,0.778959888285957302578310645913
9,9_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,4118,3514,1068,0.298311177935451254938925558235
10,10_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,2875,1966,3180,0.575114178318064661610264920455
11,11_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,3.000000000000000000000000000000,1843,4227,1930,0.096355416973400859204090806998
12,12_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,2283,1627,99,0.165868624670524128505988414872
13,13_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,5.000000000000000000000000000000,3628,4682,3850,0.630467534163128617841209688777
14,14_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,4851,1110,1592,0.494641360116004957792057439292
15,15_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,1040,2582,2842,0.957228384567610945943272326986
16,16_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,1114,956,1146,0.033357757754065096855722316604
17,17_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,4775,2736,4896,0.513016299718990875788904304500
18,18_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,3546,1786,2165,0.360112909152265625589706132814
19,19_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,4.000000000000000000000000000000,2362,4524,3414,0.841783336158189898768000603013
20,20_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,1610,2124,3928,0.895197161828819698570214313804
21,21_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,3106,4068,178,0.431557996252086017996418831899
22,22_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,1.000000000000000000000000000000,4354,142,3076,0.693239508640393631289100540016
23,23_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,3.000000000000000000000000000000,382,3668,1826,0.227710394057817760993245315149
24,24_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,32,1348,2734,0.446231085204146782352552236262
25,25_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,4003,4845,1485,0.974175724027305789398667457135
26,26_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,2756,928,4368,0.150628449242096396076817654830
27,27_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,1260,2882,617,0.676683139059413241156448748370
28,28_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,2090,482,2350,0.623277172547299418425836847746
29,29_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,3274,3210,3600,0.079160737292002888998432297285
30,30_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1734,1272,2149,0.000100000000000000004792173602
31,31_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1653,1429,2307,0.998999999999999999111821580300
32,32_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,2981,2764,3810,0.998999999999999999111821580300
33,33_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,2950,1804,5000,0.000100000000000000004792173602
34,34_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,5000,515,745,0.000100000000000000004792173602
35,35_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,2839,3725,0.675412297535936234638143105258
36,36_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,3393,2801,4283,0.998999999999999999111821580300
37,37_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,10.000000000000000000000000000000,5000,934,734,0.998999999999999999111821580300
38,38_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,3054,1507,5000,0.968506065847686281600203983544
39,39_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,2953,2509,4370,0.000100000000000000004792173602
