trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,const,max_depth,threshold
18,18_0,COMPLETED,GenerationStep_0,0.790000000000000035527136788005,70.000000000000000000000000000000,4829,3773,2.611133812750689564552430965705,2,0.207455954086035482264449569811
19,19_0,RUNNING,GenerationStep_0,,,594,14,7.243853554658592486248380737379,18,0.775860245756804900452152651269
20,20_0,RUNNING,GenerationStep_0,,,634,4826,9.400127276112325347412479459308,19,0.945359370110556485045094632369
21,21_0,COMPLETED,GenerationStep_0,0.900000000000000022204460492503,191.000000000000000000000000000000,3927,1067,0.434420163774862921890473899111,3,0.001182281034067273178117529753
22,22_0,RUNNING,GenerationStep_0,,,2840,2861,5.628716237806715483316111203749,12,0.255212125759571806238312774440
23,23_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,633.000000000000000000000000000000,2344,1641,4.206133963396773367549030808732,6,0.698866387687623547009252433782
24,24_0,COMPLETED,GenerationStep_0,0.650000000000000022204460492503,32.000000000000000000000000000000,2170,4185,5.485284749735147791227518609958,4,0.386893728403374548285853506968
25,25_0,FAILED,GenerationStep_0,,,2626,463,4.681565845041536277904015150853,20,0.565465657817199818246933773480
26,26_0,COMPLETED,GenerationStep_0,0.810000000000000053290705182008,2462.000000000000000000000000000000,4337,3504,9.251839538246393601639283588156,7,0.819494967173785004987962565792
27,27_0,FAILED,GenerationStep_0,,,1082,2243,0.914703527319245091042887452204,13,0.140400210611522191506139733974
28,28_0,FAILED,GenerationStep_0,,,183,2606,3.699266262160614271436998024001,14,0.091587013421580196204097035206
29,29_0,COMPLETED,GenerationStep_0,0.900000000000000022204460492503,4235.000000000000000000000000000000,4380,1346,6.448658211675473594937102461699,8,0.893908972578123184327125727577
30,30_0,RUNNING,GenerationStep_0,,,3601,4376,2.427264244882390009649952844484,16,0.641141644876450311762994260789
31,31_0,COMPLETED,GenerationStep_0,0.910000000000000031086244689504,247.000000000000000000000000000000,1587,655,7.720357467637398052318076224765,1,0.336296858571469792220653971526
32,32_0,COMPLETED,GenerationStep_0,0.810000000000000053290705182008,423.000000000000000000000000000000,1656,2704,7.033979413924739354513349098852,6,0.979263224190101033705957433995
33,33_0,RUNNING,GenerationStep_0,,,3709,1483,3.113945059911348067771541536786,11,0.035501083204522727865271036762
34,34_0,COMPLETED,GenerationStep_0,0.770000000000000017763568394003,73.000000000000000000000000000000,4487,4670,8.310531790750101066578281461261,3,0.289104536328464722938491604509
35,35_0,RUNNING,GenerationStep_1,,,3854,1,4.648202570461259952594446076546,4,0.998999999999999999111821580300
36,36_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,430.000000000000000000000000000000,4357,351,0.001000000000000000020816681712,13,0.170506014169993974638472877814
37,37_0,RUNNING,GenerationStep_1,,,1215,1,0.001000000000000000020816681712,14,0.001000000000000000020816681712
38,38_0,RUNNING,GenerationStep_1,,,4962,1,6.357601833293084148124307830585,3,0.998999999999999999111821580300
39,39_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,203.000000000000000000000000000000,4954,1076,0.001000000000000000020816681712,13,0.998999999999999999111821580300
40,40_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1727.000000000000000000000000000000,993,72,0.001000000000000000020816681712,19,0.998999999999999999111821580300
41,41_0,RUNNING,GenerationStep_1,,,4509,1,10.000000000000000000000000000000,20,0.205856639988450051959034681204
42,42_0,RUNNING,GenerationStep_1,,,1258,1,3.922575243317854454261350838351,4,0.998999999999999999111821580300
43,43_0,RUNNING,GenerationStep_1,,,3942,1,10.000000000000000000000000000000,1,0.171112750589746148710545980975
44,44_0,RUNNING,GenerationStep_1,,,3780,972,10.000000000000000000000000000000,20,0.998999999999999999111821580300
45,45_0,FAILED,GenerationStep_1,,,3947,1,0.001000000000000000020816681712,11,0.998999999999999999111821580300
46,46_0,FAILED,GenerationStep_1,,,5000,1,5.860655799327283865807203255827,2,0.001000000000000000020816681712
47,47_0,FAILED,GenerationStep_1,,,4516,1,0.001000000000000000020816681712,6,0.998999999999999999111821580300
48,48_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,504.000000000000000000000000000000,3503,272,0.001000000000000000020816681712,15,0.998999999999999999111821580300
49,49_0,FAILED,GenerationStep_1,,,3855,1,10.000000000000000000000000000000,18,0.001000000000000000020816681712
50,50_0,FAILED,GenerationStep_1,,,1314,1,0.001000000000000000020816681712,13,0.998999999999999999111821580300
51,51_0,COMPLETED,GenerationStep_1,0.890000000000000013322676295502,140.000000000000000000000000000000,5000,1609,0.001000000000000000020816681712,18,0.471919430779644766271729849905
52,52_0,COMPLETED,GenerationStep_1,0.849999999999999977795539507497,130.000000000000000000000000000000,3837,1901,0.001000000000000000020816681712,12,0.001000000000000000020816681712
53,53_0,FAILED,GenerationStep_1,,,5000,1,5.211998669695190322670441673836,20,0.998999999999999999111821580300
54,54_0,FAILED,GenerationStep_1,,,3980,1386,2.625708464822882337585951972869,20,0.001000000000000000020816681712
55,55_0,FAILED,GenerationStep_1,,,3277,1,0.001000000000000000020816681712,20,0.001000000000000000020816681712
56,56_0,FAILED,GenerationStep_1,,,4170,1,2.815482671748464227334807219449,19,0.998999999999999999111821580300
57,57_0,FAILED,GenerationStep_1,,,4385,1,10.000000000000000000000000000000,5,0.001000000000000000020816681712
58,58_0,COMPLETED,GenerationStep_1,0.770000000000000017763568394003,47.000000000000000000000000000000,1382,5000,0.001000000000000000020816681712,11,0.998999999999999999111821580300
59,59_0,FAILED,GenerationStep_1,,,671,1,0.001000000000000000020816681712,20,0.001000000000000000020816681712
60,60_0,RUNNING,GenerationStep_1,,,1663,1,0.001000000000000000020816681712,1,0.277331648595640745114110359282
61,61_0,RUNNING,GenerationStep_1,,,1304,1,3.760893887000039459422850995907,1,0.254022839295631963629773508728
62,62_0,RUNNING,GenerationStep_1,,,3352,246,4.161817623107850749875069595873,18,0.339808525714247910975984723336
63,63_0,RUNNING,GenerationStep_1,,,5000,1,10.000000000000000000000000000000,18,0.789027837706946288953702151048
64,64_0,RUNNING,GenerationStep_1,,,1,1,3.004578869992003298250438092509,3,0.180892231858901381125193097432
65,65_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,329.000000000000000000000000000000,5000,477,0.001000000000000000020816681712,5,0.981784453437218429527888474695
66,66_0,RUNNING,GenerationStep_1,,,5000,1,7.242462008179368027072086988483,4,0.851193329108736684851521658857
67,67_0,RUNNING,GenerationStep_1,,,3854,45,7.260473066544061104821139451815,20,0.942910031838217199684493152745
68,68_0,RUNNING,GenerationStep_1,,,5000,1,3.844224348862277373939377866918,2,0.001000000000000000020816681712
69,69_0,RUNNING,GenerationStep_1,,,5000,1,3.734809593211779965571395223378,1,0.998999999999999999111821580300
70,70_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,1441.000000000000000000000000000000,1,1,5.979936232566909204422245238675,4,0.998999999999999999111821580300
71,71_0,FAILED,GenerationStep_1,,,5000,1,10.000000000000000000000000000000,1,0.848337549097933907304991407727
72,72_0,COMPLETED,GenerationStep_1,0.770000000000000017763568394003,66.000000000000000000000000000000,5000,5000,0.001000000000000000020816681712,20,0.633434259053593073929278034484
73,73_0,RUNNING,GenerationStep_1,,,706,1,0.001000000000000000020816681712,5,0.295207508710428834231009886935
74,74_0,COMPLETED,GenerationStep_1,0.770000000000000017763568394003,57.000000000000000000000000000000,5000,5000,0.001000000000000000020816681712,16,0.001000000000000000020816681712
75,75_0,RUNNING,GenerationStep_1,,,4038,731,4.556850174158129540558093140135,20,0.965977415817204088099856562621
76,76_0,RUNNING,GenerationStep_1,,,3195,1,0.001000000000000000020816681712,6,0.382049918005002764331834441691
77,77_0,COMPLETED,GenerationStep_1,0.230000000000000009992007221626,23.000000000000000000000000000000,1,5000,10.000000000000000000000000000000,1,0.998999999999999999111821580300
78,78_0,RUNNING,GenerationStep_1,,,4465,1,5.815048742624189692662639572518,20,0.416686722110643892325043680103
79,79_0,RUNNING,GenerationStep_1,,,5000,5000,2.201993759082775170554668875411,18,0.633492049310501736947287554358
80,80_0,RUNNING,GenerationStep_1,,,5000,1,3.833697838751569886284187305137,17,0.001000000000000000020816681712
81,81_0,COMPLETED,GenerationStep_1,0.429999999999999993338661852249,27.000000000000000000000000000000,1,1273,0.001000000000000000020816681712,1,0.203691485448781878231372388655
82,82_0,RUNNING,GenerationStep_1,,,3583,959,6.871276710746322180511924671009,18,0.998999999999999999111821580300
83,83_0,FAILED,GenerationStep_1,,,5000,1,2.743095324733096695979384094244,17,0.826166671049067713461511175410
84,84_0,COMPLETED,GenerationStep_1,0.770000000000000017763568394003,65.000000000000000000000000000000,4927,5000,0.001000000000000000020816681712,16,0.539662741239186338759736827342
85,85_0,FAILED,GenerationStep_1,,,5000,5000,10.000000000000000000000000000000,20,0.998999999999999999111821580300
86,86_0,FAILED,GenerationStep_1,,,4438,8,5.617887236167857345492393505992,3,0.391443272692344856888979620635
87,87_0,COMPLETED,GenerationStep_1,0.800000000000000044408920985006,63.000000000000000000000000000000,5000,4019,0.001000000000000000020816681712,3,0.620744332948231170021813341009
88,88_0,FAILED,GenerationStep_1,,,1517,1,10.000000000000000000000000000000,1,0.998999999999999999111821580300
89,89_0,FAILED,GenerationStep_1,,,2021,1,6.477912217578063902578833221924,18,0.226802975039240073407142972428
90,90_0,FAILED,GenerationStep_1,,,802,4106,2.127105929223263913740993302781,18,0.998999999999999999111821580300
91,91_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,50.000000000000000000000000000000,907,4089,0.001000000000000000020816681712,18,0.001000000000000000020816681712
92,92_0,COMPLETED,GenerationStep_1,0.859999999999999986677323704498,123.000000000000000000000000000000,5000,1861,10.000000000000000000000000000000,1,0.001000000000000000020816681712
93,93_0,FAILED,GenerationStep_1,,,723,2872,3.548660805366087078738246418652,17,0.001000000000000000020816681712
94,94_0,FAILED,GenerationStep_1,,,761,5000,3.483799729319383864378778525861,19,0.998999999999999999111821580300
95,95_0,FAILED,GenerationStep_1,,,760,2005,4.455933285509148689129688136745,19,0.001000000000000000020816681712
96,96_0,FAILED,GenerationStep_1,,,940,3099,3.133219471020212143486105560442,20,0.998999999999999999111821580300
97,97_0,FAILED,GenerationStep_1,,,303,5000,3.371862870657673649787966496660,20,0.001000000000000000020816681712
98,98_0,FAILED,GenerationStep_1,,,1769,3339,10.000000000000000000000000000000,20,0.001000000000000000020816681712
99,99_0,FAILED,GenerationStep_1,,,988,4179,5.857076404791595969356876594247,19,0.998999999999999999111821580300
100,100_0,COMPLETED,GenerationStep_1,0.849999999999999977795539507497,96.000000000000000000000000000000,5000,2451,0.001000000000000000020816681712,1,0.998999999999999999111821580300
101,101_0,FAILED,GenerationStep_1,,,3985,1,1.942079882292441661562065746693,1,0.998999999999999999111821580300
102,102_0,COMPLETED,GenerationStep_1,0.869999999999999995559107901499,7078.000000000000000000000000000000,2033,1,10.000000000000000000000000000000,1,0.998999999999999999111821580300
103,103_0,FAILED,GenerationStep_1,,,1081,5000,4.085720311716175778826709574787,18,0.001000000000000000020816681712
104,104_0,FAILED,GenerationStep_1,,,5000,3314,10.000000000000000000000000000000,18,0.998999999999999999111821580300
105,105_0,FAILED,GenerationStep_1,,,825,1,4.669170992011544285560376010835,17,0.001000000000000000020816681712
106,106_0,FAILED,GenerationStep_1,,,4169,1766,2.383698562722247338285797013668,16,0.001000000000000000020816681712
107,107_0,FAILED,GenerationStep_1,,,971,1,5.770781492966008840994618367404,20,0.001000000000000000020816681712
108,108_0,FAILED,GenerationStep_1,,,851,1809,5.435380510536649723007940337993,18,0.998999999999999999111821580300
109,109_0,FAILED,GenerationStep_1,,,2950,1,8.212613701102025487443825113587,19,0.001000000000000000020816681712
110,110_0,FAILED,GenerationStep_1,,,4918,5000,8.963323456700948099751258268952,20,0.836317762172532286335524531751
111,111_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,123.000000000000000000000000000000,4108,1524,4.479347915959726478263291937765,1,0.001000000000000000020816681712
112,112_0,FAILED,GenerationStep_1,,,1553,1,8.945131596527676975938447867520,20,0.998999999999999999111821580300
113,113_0,FAILED,GenerationStep_1,,,4361,1,10.000000000000000000000000000000,2,0.998999999999999999111821580300
114,114_0,FAILED,GenerationStep_1,,,216,856,4.880903049062470522301282471744,20,0.998999999999999999111821580300
115,115_0,COMPLETED,GenerationStep_1,0.660000000000000031086244689504,38.000000000000000000000000000000,417,5000,0.001000000000000000020816681712,18,0.998999999999999999111821580300
116,116_0,COMPLETED,GenerationStep_1,0.790000000000000035527136788005,59.000000000000000000000000000000,3815,4162,0.001000000000000000020816681712,1,0.998999999999999999111821580300
117,117_0,FAILED,GenerationStep_1,,,522,5000,1.950770897877404319586958081345,18,0.001000000000000000020816681712
118,118_0,FAILED,GenerationStep_1,,,934,4165,4.615350219716916946310902858386,20,0.998999999999999999111821580300
119,119_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,42.000000000000000000000000000000,2676,4294,0.001000000000000000020816681712,18,0.998999999999999999111821580300
120,120_0,RUNNING,GenerationStep_1,,,736,1,7.314267128845033383299778506625,3,0.001000000000000000020816681712
121,121_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1307.000000000000000000000000000000,1105,120,5.334382637665028070728112652432,3,0.184228598175396801606140684271
122,122_0,COMPLETED,GenerationStep_1,0.890000000000000013322676295502,112.000000000000000000000000000000,1483,1340,7.185556583438343913883272762178,3,0.060702576358417248414411915292
123,123_0,COMPLETED,GenerationStep_1,0.890000000000000013322676295502,105.000000000000000000000000000000,1293,1214,7.357143530843515577544167172164,1,0.001000000000000000020816681712
124,124_0,RUNNING,GenerationStep_1,,,873,1,6.437660481623398212036590848584,17,0.001000000000000000020816681712
125,125_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,751.000000000000000000000000000000,4746,310,7.399943843156425948848209372954,3,0.001000000000000000020816681712
126,126_0,RUNNING,GenerationStep_1,,,4098,1,8.234343443145084151524315529969,3,0.001000000000000000020816681712
127,127_0,RUNNING,GenerationStep_1,,,298,1,10.000000000000000000000000000000,19,0.001000000000000000020816681712
128,128_0,RUNNING,GenerationStep_1,,,1401,528,1.822068038642230103363317539333,16,0.109295058180409826453782784483
129,129_0,COMPLETED,GenerationStep_1,0.849999999999999977795539507497,97.000000000000000000000000000000,4795,2446,0.001000000000000000020816681712,14,0.388808749289688559969135894789
130,130_0,RUNNING,GenerationStep_1,,,1228,1,3.520609210357078744380032730987,20,0.001000000000000000020816681712
131,131_0,RUNNING,GenerationStep_1,,,3535,5000,5.899790961627156882229883194668,20,0.998999999999999999111821580300
132,132_0,COMPLETED,GenerationStep_1,0.770000000000000017763568394003,52.000000000000000000000000000000,1502,5000,10.000000000000000000000000000000,1,0.204260773722720057055113329625
133,133_0,RUNNING,GenerationStep_1,,,3514,3541,10.000000000000000000000000000000,20,0.001000000000000000020816681712
134,134_0,FAILED,GenerationStep_1,,,1,1,9.463995647585745629726261540782,4,0.001000000000000000020816681712
135,135_0,FAILED,GenerationStep_1,,,3997,1,3.906338266445831042261715992936,16,0.317599763842539573044376766120
136,136_0,COMPLETED,GenerationStep_1,0.890000000000000013322676295502,196.000000000000000000000000000000,1454,912,0.001000000000000000020816681712,9,0.998999999999999999111821580300
137,137_0,COMPLETED,GenerationStep_1,0.760000000000000008881784197001,54.000000000000000000000000000000,3429,5000,10.000000000000000000000000000000,1,0.394713849564326035856964836057
138,138_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,229.000000000000000000000000000000,1081,431,7.163226523587227667633214878151,1,0.001000000000000000020816681712
139,139_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,210.000000000000000000000000000000,5000,944,5.499449807721282112993321788963,3,0.305404295514482393425481632221
140,140_0,FAILED,GenerationStep_1,,,3452,4855,9.561426900472321577240109036211,17,0.001000000000000000020816681712
141,141_0,FAILED,GenerationStep_1,,,1441,1044,3.361463111245060808585094491718,20,0.439270999992847965831543888271
142,142_0,FAILED,GenerationStep_1,,,4008,870,10.000000000000000000000000000000,17,0.628177296574899735048802540405
143,143_0,FAILED,GenerationStep_1,,,3496,5000,3.895376280182394790330135947443,18,0.133371732699543082967252871640
144,144_0,FAILED,GenerationStep_1,,,820,1,10.000000000000000000000000000000,18,0.998999999999999999111821580300
145,145_0,FAILED,GenerationStep_1,,,645,1,8.294083063067388295053206093144,2,0.001000000000000000020816681712
146,146_0,FAILED,GenerationStep_1,,,3935,1699,4.624062428345895092718365049222,18,0.034639940124005626220782261271
147,147_0,FAILED,GenerationStep_1,,,1335,1,2.448999090665851419146292755613,3,0.358468461641064217726437846068
148,148_0,FAILED,GenerationStep_1,,,761,1,5.680600161549875792843522503972,17,0.998999999999999999111821580300
149,149_0,FAILED,GenerationStep_1,,,3671,1932,8.967457919181052616863780713174,18,0.001000000000000000020816681712
150,150_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,643.000000000000000000000000000000,4503,304,3.645915119676754301281107473187,1,0.483706678757414798575098302535
151,151_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,279.000000000000000000000000000000,4014,438,0.001000000000000000020816681712,3,0.609126124248011047157547181996
152,152_0,RUNNING,GenerationStep_1,,,834,1,9.993126629886504019850690383464,20,0.998999999999999999111821580300
153,153_0,RUNNING,GenerationStep_1,,,1393,1,10.000000000000000000000000000000,5,0.001000000000000000020816681712
154,154_0,RUNNING,GenerationStep_1,,,844,490,4.778270583848569508234049862949,18,0.998999999999999999111821580300
155,155_0,RUNNING,GenerationStep_1,,,3946,1,3.760404650345099852870589529630,17,0.001000000000000000020816681712
156,156_0,RUNNING,GenerationStep_1,,,852,1,10.000000000000000000000000000000,18,0.998999999999999999111821580300
157,157_0,RUNNING,GenerationStep_1,,,1523,1,6.758980837453553824900609470205,20,0.001000000000000000020816681712
158,158_0,RUNNING,GenerationStep_1,,,4074,79,2.232454361745475512890379832243,15,0.572330205710837813803948392888
159,159_0,COMPLETED,GenerationStep_1,0.890000000000000013322676295502,434.000000000000000000000000000000,3819,1277,10.000000000000000000000000000000,4,0.001000000000000000020816681712
160,160_0,RUNNING,GenerationStep_1,,,1122,1,10.000000000000000000000000000000,17,0.399884121571000616945923411549
161,161_0,RUNNING,GenerationStep_1,,,4071,129,3.538350074977444137402926571667,20,0.327352600982792840689228341944
162,162_0,RUNNING,GenerationStep_1,,,824,1,6.711586113646233364704585255822,19,0.998999999999999999111821580300
163,163_0,RUNNING,GenerationStep_1,,,1230,203,5.973352306173033809955086326227,20,0.654690256950333338004099914542
164,164_0,RUNNING,GenerationStep_1,,,837,1,4.409325608702426180229849705938,16,0.998999999999999999111821580300
165,165_0,RUNNING,GenerationStep_1,,,1130,1,9.876691233057611540857578802388,20,0.429192842355025472311780276868
166,166_0,FAILED,GenerationStep_1,,,759,1,7.866607109804951925013938307529,17,0.998999999999999999111821580300
167,167_0,FAILED,GenerationStep_1,,,4369,1,5.171351701112031129525803407887,17,0.419253106942260644895981158697
168,168_0,COMPLETED,GenerationStep_1,0.890000000000000013322676295502,194.000000000000000000000000000000,4034,1298,7.350318523098461120923730049981,4,0.401200545179459633349239311428
169,169_0,FAILED,GenerationStep_1,,,2614,1,0.001000000000000000020816681712,16,0.001000000000000000020816681712
170,170_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,243.000000000000000000000000000000,4094,1001,3.889507849316515386561832201551,1,0.487824046390179844046031121252
171,171_0,FAILED,GenerationStep_1,,,4154,1,0.911681510810972040026456397754,1,0.001000000000000000020816681712
172,172_0,FAILED,GenerationStep_1,,,3969,1,10.000000000000000000000000000000,18,0.001000000000000000020816681712
173,173_0,FAILED,GenerationStep_1,,,3878,1,2.291876033255234812457956650178,20,0.001000000000000000020816681712
174,174_0,FAILED,GenerationStep_1,,,4715,1,1.324454025497134646016661463364,1,0.635344986218430052282712949818
175,175_0,RUNNING,GenerationStep_1,,,961,816,7.298914724148628074829048273386,18,0.998999999999999999111821580300
176,176_0,RUNNING,GenerationStep_1,,,1294,1,10.000000000000000000000000000000,20,0.001000000000000000020816681712
177,177_0,RUNNING,GenerationStep_1,,,3265,10,9.198740622288811508155959018040,19,0.998999999999999999111821580300
178,178_0,RUNNING,GenerationStep_1,,,1021,1,10.000000000000000000000000000000,5,0.297943411528363399920493748141
179,179_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1580.000000000000000000000000000000,1012,143,7.287609384181839899952137784567,5,0.635944483512656089096992673149
180,180_0,COMPLETED,GenerationStep_1,0.839999999999999968913755310496,83.000000000000000000000000000000,4120,2815,10.000000000000000000000000000000,3,0.001000000000000000020816681712
181,181_0,COMPLETED,GenerationStep_1,0.859999999999999986677323704498,136.000000000000000000000000000000,4297,2054,4.669846540112368771247020049486,4,0.979898898274811136488438023662
182,182_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,94.000000000000000000000000000000,3767,3084,10.000000000000000000000000000000,2,0.001000000000000000020816681712
183,183_0,COMPLETED,GenerationStep_1,0.839999999999999968913755310496,76.000000000000000000000000000000,4149,3108,9.506930564655084126002293487545,1,0.998999999999999999111821580300
184,184_0,COMPLETED,GenerationStep_1,0.890000000000000013322676295502,156.000000000000000000000000000000,4387,1557,3.796869652024213337426772341132,3,0.001000000000000000020816681712
185,185_0,RUNNING,GenerationStep_1,,,3751,1,1.257001476915462268024725744908,1,0.001000000000000000020816681712
186,186_0,RUNNING,GenerationStep_1,,,4915,2590,1.916410033584308170162557871663,17,0.998999999999999999111821580300
187,187_0,COMPLETED,GenerationStep_1,0.810000000000000053290705182008,100.000000000000000000000000000000,3288,2386,10.000000000000000000000000000000,3,0.001000000000000000020816681712
188,188_0,COMPLETED,GenerationStep_1,0.849999999999999977795539507497,85.000000000000000000000000000000,4242,2508,5.159259117046646636595141899306,4,0.998999999999999999111821580300
189,189_0,RUNNING,GenerationStep_1,,,4804,447,2.074355342746164954093046617345,18,0.998999999999999999111821580300
190,190_0,RUNNING,GenerationStep_1,,,3197,1,2.306084692055149432121652353089,3,0.998999999999999999111821580300
191,191_0,RUNNING,GenerationStep_1,,,4242,1611,3.075002756374940915407023567241,20,0.001000000000000000020816681712
192,192_0,FAILED,GenerationStep_1,,,3370,1,2.925784642418814751607669677469,18,0.001000000000000000020816681712
193,193_0,FAILED,GenerationStep_1,,,4131,2940,6.808694848019028356134185742121,20,0.001000000000000000020816681712
194,194_0,COMPLETED,GenerationStep_1,0.849999999999999977795539507497,83.000000000000000000000000000000,5000,3016,10.000000000000000000000000000000,3,0.998999999999999999111821580300
195,195_0,FAILED,GenerationStep_1,,,237,1,8.701540353443091291296695999335,20,0.998999999999999999111821580300
196,196_0,FAILED,GenerationStep_1,,,4246,2926,2.440420103073706936669395872741,20,0.998999999999999999111821580300
197,197_0,FAILED,GenerationStep_1,,,4598,2022,4.690328360830541498671664157882,20,0.001000000000000000020816681712
198,198_0,FAILED,GenerationStep_1,,,3135,1,5.987856690693706518402450456051,18,0.001000000000000000020816681712
199,199_0,COMPLETED,GenerationStep_1,0.859999999999999986677323704498,89.000000000000000000000000000000,4310,2422,10.000000000000000000000000000000,3,0.001000000000000000020816681712
200,200_0,FAILED,GenerationStep_1,,,4364,1796,2.742321902536908773129198380047,17,0.001000000000000000020816681712
201,201_0,COMPLETED,GenerationStep_1,0.810000000000000053290705182008,79.000000000000000000000000000000,1474,3146,10.000000000000000000000000000000,1,0.001000000000000000020816681712
202,202_0,FAILED,GenerationStep_1,,,4145,1753,7.574629375245155671336760860868,19,0.998999999999999999111821580300
203,203_0,FAILED,GenerationStep_1,,,4364,1814,1.699944567388206984048792946851,20,0.998999999999999999111821580300
204,204_0,FAILED,GenerationStep_1,,,565,1,5.357817613641156384574060211889,18,0.998999999999999999111821580300
205,205_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,82.000000000000000000000000000000,3635,2601,10.000000000000000000000000000000,3,0.001000000000000000020816681712
206,206_0,FAILED,GenerationStep_1,,,1690,5000,3.254131936728811513859227488865,18,0.001000000000000000020816681712
207,207_0,FAILED,GenerationStep_1,,,4446,1702,6.439264344773976134206350252498,17,0.998999999999999999111821580300
208,208_0,FAILED,GenerationStep_1,,,3841,1,0.001000000000000000020816681712,8,0.001000000000000000020816681712
209,209_0,FAILED,GenerationStep_1,,,4144,5000,2.096257629592418680886112269945,17,0.001000000000000000020816681712
210,210_0,COMPLETED,GenerationStep_1,0.839999999999999968913755310496,72.000000000000000000000000000000,3859,3224,0.001000000000000000020816681712,9,0.998999999999999999111821580300
211,211_0,COMPLETED,GenerationStep_1,0.790000000000000035527136788005,63.000000000000000000000000000000,5000,4630,0.001000000000000000020816681712,11,0.220389034364128433285401342800
212,212_0,COMPLETED,GenerationStep_1,0.849999999999999977795539507497,111.000000000000000000000000000000,4162,2407,1.823205652700993661952111324354,4,0.386512543042317635588744906272
213,213_0,COMPLETED,GenerationStep_1,0.839999999999999968913755310496,92.000000000000000000000000000000,4584,2743,8.231168770024593683842795144301,1,0.427950073960324528510312802609
