trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
0,0_0,COMPLETED,SOBOL,0.810000000000000053290705182008,2193.000000000000000000000000000000,354,2865,147,118,6
1,1_0,COMPLETED,SOBOL,0.790000000000000035527136788005,3312.000000000000000000000000000000,3686,355,840,212,2
2,2_0,FAILED,SOBOL,,,4311,4607,289,17,5
3,3_0,COMPLETED,SOBOL,0.770000000000000017763568394003,1542.000000000000000000000000000000,2229,2097,728,188,9
4,4_0,COMPLETED,SOBOL,0.790000000000000035527136788005,4578.000000000000000000000000000000,1783,4338,908,150,10
5,5_0,FAILED,SOBOL,,,4805,1847,110,54,3
6,6_0,COMPLETED,SOBOL,0.790000000000000035527136788005,3079.000000000000000000000000000000,2930,3270,520,249,2
7,7_0,COMPLETED,SOBOL,0.830000000000000071054273576010,3268.000000000000000000000000000000,1159,780,467,81,7
8,8_0,COMPLETED,SOBOL,0.839999999999999968913755310496,5801.000000000000000000000000000000,771,4757,602,43,3
9,9_0,COMPLETED,SOBOL,0.810000000000000053290705182008,2810.000000000000000000000000000000,2692,2248,417,132,6
10,10_0,COMPLETED,SOBOL,0.820000000000000062172489379009,6241.000000000000000000000000000000,4567,2715,958,77,8
11,11_0,COMPLETED,SOBOL,0.780000000000000026645352591004,1319.000000000000000000000000000000,1397,205,28,221,4
12,12_0,FAILED,SOBOL,,,2152,3736,332,192,4
13,13_0,FAILED,SOBOL,,,3762,1246,654,106,10
14,14_0,FAILED,SOBOL,,,3138,3873,222,161,7
15,15_0,FAILED,SOBOL,,,278,1383,797,14,1
16,16_0,COMPLETED,SOBOL,0.719999999999999973354647408996,5285.000000000000000000000000000000,149,3915,398,236,9
17,17_0,FAILED,SOBOL,,,3305,1425,587,94,5
18,18_0,COMPLETED,SOBOL,0.800000000000000044408920985006,5085.000000000000000000000000000000,3929,3459,38,149,2
19,19_0,COMPLETED,SOBOL,0.729999999999999982236431605997,953.000000000000000000000000000000,2024,969,980,56,6
20,20_0,COMPLETED,SOBOL,0.830000000000000071054273576010,7079.000000000000000000000000000000,1540,2595,660,31,8
21,21_0,COMPLETED,SOBOL,0.790000000000000035527136788005,4012.000000000000000000000000000000,4385,86,358,174,1
22,22_0,COMPLETED,SOBOL,0.820000000000000062172489379009,4434.000000000000000000000000000000,2510,4955,767,120,3
23,23_0,COMPLETED,SOBOL,0.790000000000000035527136788005,2990.000000000000000000000000000000,915,2445,218,210,9
24,24_0,COMPLETED,SOBOL,0.800000000000000044408920985006,3816.000000000000000000000000000000,997,3306,848,170,5
25,25_0,FAILED,SOBOL,,,3053,816,167,4,8
26,26_0,COMPLETED,SOBOL,0.790000000000000035527136788005,4841.000000000000000000000000000000,4928,4067,711,198,7
27,27_0,COMPLETED,SOBOL,0.820000000000000062172489379009,5803.000000000000000000000000000000,1621,1577,276,100,2
28,28_0,COMPLETED,SOBOL,0.830000000000000071054273576010,4874.000000000000000000000000000000,2416,4492,81,67,1
29,29_0,COMPLETED,SOBOL,0.780000000000000026645352591004,3203.000000000000000000000000000000,4163,1982,906,231,7
30,30_0,COMPLETED,SOBOL,0.820000000000000062172489379009,6696.000000000000000000000000000000,3538,3058,472,37,10
31,31_0,COMPLETED,SOBOL,0.800000000000000044408920985006,1760.000000000000000000000000000000,541,548,544,137,4
32,32_0,COMPLETED,SOBOL,0.790000000000000035527136788005,4170.000000000000000000000000000000,594,4679,949,205,8
33,33_0,COMPLETED,SOBOL,0.810000000000000053290705182008,4742.000000000000000000000000000000,3456,2169,7,126,1
34,34_0,COMPLETED,SOBOL,0.790000000000000035527136788005,4234.000000000000000000000000000000,4081,2949,618,180,3
35,35_0,COMPLETED,SOBOL,0.839999999999999968913755310496,3138.000000000000000000000000000000,2469,440,429,25,10
36,36_0,COMPLETED,SOBOL,0.820000000000000062172489379009,5246.000000000000000000000000000000,1701,3188,249,62,9
37,37_0,COMPLETED,SOBOL,0.800000000000000044408920985006,4078.000000000000000000000000000000,4878,698,798,143,5
38,38_0,COMPLETED,SOBOL,0.830000000000000071054273576010,5255.000000000000000000000000000000,3003,4264,327,89,2
39,39_0,COMPLETED,SOBOL,0.780000000000000026645352591004,2090.000000000000000000000000000000,1075,1774,629,241,6
40,40_0,COMPLETED,SOBOL,0.810000000000000053290705182008,3189.000000000000000000000000000000,845,2787,307,139,1
41,41_0,COMPLETED,SOBOL,0.839999999999999968913755310496,3833.000000000000000000000000000000,2609,277,742,36,7
42,42_0,COMPLETED,SOBOL,0.780000000000000026645352591004,3959.000000000000000000000000000000,4484,4841,137,229,10
43,43_0,COMPLETED,SOBOL,0.830000000000000071054273576010,6490.000000000000000000000000000000,1470,2331,818,69,4
44,44_0,COMPLETED,SOBOL,0.810000000000000053290705182008,5478.000000000000000000000000000000,1923,3792,513,98,4
45,45_0,COMPLETED,SOBOL,0.780000000000000026645352591004,2314.000000000000000000000000000000,4002,1302,441,200,9
46,46_0,FAILED,SOBOL,,,3377,3661,937,6,6
47,47_0,COMPLETED,SOBOL,0.700000000000000066613381477509,716.000000000000000000000000000000,48,1171,112,169,3
48,48_0,FAILED,SOBOL,,,232,3542,697,87,9
49,49_0,COMPLETED,SOBOL,0.780000000000000026645352591004,3194.000000000000000000000000000000,3231,1051,258,243,4
50,50_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,444.000000000000000000000000000000,1,868,321,179,5
51,51_0,COMPLETED,BOTORCH_MODULAR,0.820000000000000062172489379009,1891.000000000000000000000000000000,2268,1027,758,45,8
52,52_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,638.000000000000000000000000000000,1,1295,818,181,6
53,53_0,COMPLETED,BOTORCH_MODULAR,0.820000000000000062172489379009,6889.000000000000000000000000000000,3946,1073,797,43,10
54,54_0,COMPLETED,BOTORCH_MODULAR,0.839999999999999968913755310496,3062.000000000000000000000000000000,2371,1080,784,16,7
55,55_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,1452.000000000000000000000000000000,2055,934,733,58,4
56,56_0,COMPLETED,BOTORCH_MODULAR,0.579999999999999960031971113494,404.000000000000000000000000000000,1,702,301,186,1
57,57_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,697.000000000000000000000000000000,1,1411,346,167,10
58,58_0,COMPLETED,BOTORCH_MODULAR,0.839999999999999968913755310496,4676.000000000000000000000000000000,841,1039,497,25,8
59,59_0,COMPLETED,BOTORCH_MODULAR,0.589999999999999968913755310496,351.000000000000000000000000000000,1,683,252,197,8
60,60_0,COMPLETED,BOTORCH_MODULAR,0.830000000000000071054273576010,4370.000000000000000000000000000000,991,1023,764,42,10
61,61_0,RUNNING,BOTORCH_MODULAR,,,133,1013,761,23,5
62,62_0,COMPLETED,BOTORCH_MODULAR,0.609999999999999986677323704498,482.000000000000000000000000000000,1,1021,579,186,4
63,63_0,COMPLETED,BOTORCH_MODULAR,0.820000000000000062172489379009,6312.000000000000000000000000000000,3997,1036,803,69,10
64,64_0,RUNNING,BOTORCH_MODULAR,,,5000,1128,1000,20,10
65,65_0,COMPLETED,BOTORCH_MODULAR,0.589999999999999968913755310496,711.000000000000000000000000000000,1,1569,573,187,1
66,66_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,838.000000000000000000000000000000,1,1584,1000,172,4
67,67_0,COMPLETED,BOTORCH_MODULAR,0.849999999999999977795539507497,6415.000000000000000000000000000000,2519,1074,768,16,2
68,68_0,RUNNING,BOTORCH_MODULAR,,,2317,1015,362,2,1
69,69_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,754.000000000000000000000000000000,1,1436,262,191,9
70,70_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,487.000000000000000000000000000000,1,1019,894,173,1
71,71_0,COMPLETED,BOTORCH_MODULAR,0.820000000000000062172489379009,2094.000000000000000000000000000000,2430,1047,739,66,10
72,72_0,RUNNING,BOTORCH_MODULAR,,,3875,949,784,63,4
73,73_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,430.000000000000000000000000000000,1,832,345,168,9
74,74_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,405.000000000000000000000000000000,1,827,1000,156,10
75,75_0,COMPLETED,BOTORCH_MODULAR,0.579999999999999960031971113494,344.000000000000000000000000000000,1,686,161,240,10
76,76_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,1318.000000000000000000000000000000,1,2390,426,143,10
77,77_0,RUNNING,BOTORCH_MODULAR,,,4753,1111,772,16,3
78,78_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,754.000000000000000000000000000000,1,1233,771,142,10
79,79_0,COMPLETED,BOTORCH_MODULAR,0.839999999999999968913755310496,6906.000000000000000000000000000000,2958,923,692,42,1
80,80_0,FAILED,BOTORCH_MODULAR,,,1368,1094,351,2,8
81,81_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,470.000000000000000000000000000000,1,1033,843,204,1
82,82_0,COMPLETED,BOTORCH_MODULAR,0.589999999999999968913755310496,379.000000000000000000000000000000,1,724,577,199,8
83,83_0,COMPLETED,BOTORCH_MODULAR,0.830000000000000071054273576010,1801.000000000000000000000000000000,134,819,503,32,1
84,84_0,RUNNING,BOTORCH_MODULAR,,,2810,1105,660,4,2
85,85_0,COMPLETED,BOTORCH_MODULAR,0.830000000000000071054273576010,5191.000000000000000000000000000000,1393,1096,817,13,10
86,86_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,772.000000000000000000000000000000,1,1790,299,156,10
87,87_0,FAILED,BOTORCH_MODULAR,,,1,662,2,191,5
88,88_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,675.000000000000000000000000000000,1,1457,856,192,10
89,89_0,FAILED,BOTORCH_MODULAR,,,1,1072,547,5,10
90,90_0,COMPLETED,BOTORCH_MODULAR,0.830000000000000071054273576010,6199.000000000000000000000000000000,3256,1129,342,34,10
91,91_0,COMPLETED,BOTORCH_MODULAR,0.589999999999999968913755310496,456.000000000000000000000000000000,1,965,265,204,4
92,92_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,344.000000000000000000000000000000,1,708,422,164,4
93,93_0,COMPLETED,BOTORCH_MODULAR,0.830000000000000071054273576010,5951.000000000000000000000000000000,3585,1107,688,39,10
94,94_0,RUNNING,BOTORCH_MODULAR,,,449,959,516,13,1
95,95_0,COMPLETED,BOTORCH_MODULAR,0.839999999999999968913755310496,3709.000000000000000000000000000000,765,814,710,68,4
96,96_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,1845.000000000000000000000000000000,1024,535,272,174,10
97,97_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,1232.000000000000000000000000000000,1,2540,720,140,10
98,98_0,FAILED,BOTORCH_MODULAR,,,4877,1244,850,51,7
99,99_0,COMPLETED,BOTORCH_MODULAR,0.589999999999999968913755310496,730.000000000000000000000000000000,1,1673,625,180,6
100,100_0,FAILED,BOTORCH_MODULAR,,,1995,46,2,105,10
101,101_0,FAILED,BOTORCH_MODULAR,,,236,237,2,2,1
102,102_0,FAILED,BOTORCH_MODULAR,,,2079,1976,2,2,10
103,103_0,COMPLETED,BOTORCH_MODULAR,0.770000000000000017763568394003,1155.000000000000000000000000000000,2639,136,1000,228,10
104,104_0,COMPLETED,BOTORCH_MODULAR,0.770000000000000017763568394003,1327.000000000000000000000000000000,1354,1,1000,239,10
105,105_0,FAILED,BOTORCH_MODULAR,,,1928,1,2,195,10
106,106_0,FAILED,BOTORCH_MODULAR,,,292,1,1000,2,10
107,107_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,1571.000000000000000000000000000000,1167,1,1000,222,1
108,108_0,FAILED,BOTORCH_MODULAR,,,233,1998,2,2,10
109,109_0,FAILED,BOTORCH_MODULAR,,,224,4582,2,2,1
110,110_0,FAILED,BOTORCH_MODULAR,,,1988,1,2,2,9
111,111_0,FAILED,BOTORCH_MODULAR,,,2182,4401,2,2,10
112,112_0,FAILED,BOTORCH_MODULAR,,,1817,1,2,147,10
113,113_0,FAILED,BOTORCH_MODULAR,,,3772,1,2,250,10
114,114_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,1891.000000000000000000000000000000,2616,2073,1000,250,10
