trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4565,4372,0.791020417571067779860527480196,0.259987540304660813550441389452
1,1_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2115,2009,0.043082589326426390385904596769,0.720053132141008966904394128505
2,2_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,442,3288,0.692437001986429101485498449620,0.177368780352175237080558645175
3,3_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2879,338,0.442272091448307036465337205300,0.839664820190519134435191972443
4,4_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3450,2879,0.163319235078990460108272486650,0.954115970114245981470446622552
5,5_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1044,828,0.912486815026029907116367212438,0.057068414544686675571316669675
6,6_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1557,4473,0.322031489914283153286334027143,0.605961794745177084742238093895
7,7_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3951,1836,0.570974389292299711051725807920,0.379931879274547079639035018772
8,8_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4295,3609,0.311070680335164051477647717547,0.080314634932205086759182677270
9,9_0,COMPLETED,SOBOL,0.910000000000000031086244689504,6.000000000000000000000000000000,1838,35,0.561955825654789853373927144276,0.929881354602053789015769780235
10,10_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,719,4051,0.205482966257259258568979021220,0.480672356650233278951844795301
11,11_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3149,2312,0.952677695006132085886463300994,0.504256716419011374874514785915
12,12_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2554,4775,0.673664669118821612947556332074,0.633703334139659957280343860475
13,13_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,141,1513,0.425471063157543516464187405290,0.345383185414597393414481985019
14,14_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2460,2577,0.840964955246075951400541725889,0.800566006366163485097331431461
15,15_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4847,1151,0.091086182303726670461685444025,0.215476314008235941832580806476
16,16_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4755,2682,0.506522546399384765436479938217,0.564377690579742186116618540836
17,17_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2315,944,0.257347713308408831967000196528,0.416652469106018552569281609976
18,18_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,242,4978,0.976919685782864699596927948733,0.998286991769447906719392449304
19,19_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2690,1404,0.228022229198366399582909025412,0.023604786148294806119585231841
20,20_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3327,3867,0.385632470797747373136843407337,0.151334600292146209676857893101
21,21_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,931,2441,0.635534515196457538976915202511,0.860808806698769357623746145691
22,22_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1670,3485,0.099733456442132592534299817544,0.288551510458812110471171763493
23,23_0,COMPLETED,SOBOL,0.910000000000000031086244689504,3.000000000000000000000000000000,4073,223,0.847911434825509791046727059438,0.702230797478929136268277488853
24,24_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3774,4656,0.018594109494239091651124340387,0.775645408529788249474279382412
25,25_0,COMPLETED,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1346,1707,0.768727658556774273712619560683,0.237490230396389973011039842277
