trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
0,0_0,RUNNING,SOBOL,,,1272,1337,4.289140831828118116675341298105,0.026513279676437379039910524625,True,True
1,1_0,COMPLETED,SOBOL,0.059999999999999997779553950750,107.000000000000000000000000000000,4489,4782,5.677920511145145177067661279580,0.017225337455980479356432155669,False,False
2,2_0,COMPLETED,SOBOL,0.110000000000000000555111512313,466.000000000000000000000000000000,2648,711,0.717716847771778798659170206520,0.042802352688740941122347294368,False,False
3,3_0,RUNNING,SOBOL,,,691,2906,9.327444818136282123077762662433,0.002471149311400949906414314938,True,True
4,4_0,RUNNING,SOBOL,,,111,272,6.939907109209337399136074964190,0.012545147513505073080808394081,True,True
5,5_0,COMPLETED,SOBOL,0.059999999999999997779553950750,136.000000000000000000000000000000,3154,3698,3.017239219708368391792419060948,0.046661842747591435187626274228,False,False
6,6_0,COMPLETED,SOBOL,0.059999999999999997779553950750,105.000000000000000000000000000000,3813,2146,8.055502855844794751760673534591,0.019453263651113959775695860799,False,False
7,7_0,RUNNING,SOBOL,,,2030,4322,1.979739316794089987183724588249,0.035101111431606116242143400541,True,True
8,8_0,FAILED,SOBOL,,,2496,1183,8.397733661573379748688239487819,0.049353165862616156511766263293,False,True
9,9_0,FAILED,SOBOL,,,4286,2737,1.656753373219631564339238138928,0.009068797609768808332120215709,True,False
10,10_0,FAILED,SOBOL,,,3617,1809,6.618120440159924733336538338335,0.031613903853576631741706393086,True,False
11,11_0,FAILED,SOBOL,,,586,4612,3.358228137852623973458321415819,0.022179425534792244351089962606,False,True
12,12_0,FAILED,SOBOL,,,1153,2286,0.414257966121658716129871891098,0.013724251055624336545490926653,False,True
13,13_0,FAILED,SOBOL,,,3122,3859,9.611085498289204664956741908100,0.029228584024123850648724243229,True,False
14,14_0,FAILED,SOBOL,,,4953,413,4.571544029111974438706056389492,0.005172574698459357286917104091,True,False
15,15_0,FAILED,SOBOL,,,1744,3236,5.375665373921394873946155712474,0.039339126297272743182364962422,False,True
16,16_0,FAILED,SOBOL,,,1569,568,1.275155308430083067605664837174,0.020635696522891523729814622357,True,False
17,17_0,FAILED,SOBOL,,,4778,3369,8.594090261967853194846611586399,0.036239745263475925396434718095,False,True
18,18_0,FAILED,SOBOL,,,2947,2441,3.713889451216906500974346272415,0.010636857895180583735705859283,False,True
19,19_0,FAILED,SOBOL,,,978,3992,6.389724183066748608439411327709,0.044703699807170781121978819783,True,False
20,20_0,FAILED,SOBOL,,,410,1671,9.880676775719038573697616811842,0.040888767417520288649512849588,True,False
21,21_0,FAILED,SOBOL,,,3441,4491,0.018012742429971695390378272350,0.000516792141366749979355943445,False,True
22,22_0,FAILED,SOBOL,,,4110,1045,5.132622330417857092754729819717,0.027702526243403555877842237010,False,True
23,23_0,FAILED,SOBOL,,,2319,2616,5.000440392003395295716927648755,0.018355649231467398990735873099,True,False
24,24_0,COMPLETED,SOBOL,0.059999999999999997779553950750,116.000000000000000000000000000000,2167,1957,6.081460464799777199118580028880,0.003990899626165628905072324528,False,False
25,25_0,FAILED,SOBOL,,,3950,4155,4.031745614972897406858010072028,0.038201244548428804626016841439,True,True
26,26_0,FAILED,SOBOL,,,3291,83,8.915665346375666544531668478157,0.015633287409320472532980872415,True,True
27,27_0,COMPLETED,SOBOL,0.089999999999999996669330926125,325.000000000000000000000000000000,248,3531,0.963210738170892089016206227825,0.031187491586897524847854512586,False,False
28,28_0,COMPLETED,SOBOL,0.050000000000000002775557561563,303.000000000000000000000000000000,827,893,2.803785097755491673154892851016,0.033526730403304103034223260238,False,False
29,29_0,FAILED,SOBOL,,,2784,3071,7.319035553517752035190824244637,0.024133030068594962802563941295,True,True
30,30_0,FAILED,SOBOL,,,4625,1518,2.200821474351920326029130592360,0.048163173159584404814381741744,True,True
31,31_0,COMPLETED,SOBOL,0.059999999999999997779553950750,101.000000000000000000000000000000,1409,4947,7.687664190305397937663656193763,0.007937722133938222845994658883,False,False
32,32_0,FAILED,SOBOL,,,1543,636,6.863382091248408478634246421279,0.017593559499830008913123791103,True,False
33,33_0,FAILED,SOBOL,,,4574,2831,3.250131517735309838457169462345,0.026905679248739034631343614024,False,True
34,34_0,FAILED,SOBOL,,,2665,1260,8.130348978868685350107625708915,0.001304587217047810561443288435,False,True
35,35_0,FAILED,SOBOL,,,874,4705,1.748829866994172421712505638425,0.041659956275019796589909049089,True,False
36,36_0,FAILED,SOBOL,,,201,2071,4.526762797631324275471342843957,0.043937076739966871019582583813,True,False
37,37_0,FAILED,SOBOL,,,3410,4247,5.596360614958220125458865368273,0.009844544236082584248714866249,False,True
38,38_0,FAILED,SOBOL,,,4001,196,0.481772519745863991857959263143,0.037029049484059217700604449419,False,True
39,39_0,FAILED,SOBOL,,,2032,3622,9.407020674122497538860443455633,0.021405376235488802333373214992,True,False
40,40_0,COMPLETED,SOBOL,0.100000000000000005551115123126,368.000000000000000000000000000000,2195,1732,0.802012081448920111093059404084,0.007128767773509025323930288209,False,False
41,41_0,FAILED,SOBOL,,,4152,4536,9.066925959737972107177483849227,0.047437313508708035814098735727,True,True
42,42_0,FAILED,SOBOL,,,3571,1108,4.183027646612376138079980592011,0.024867941638454797020907349747,True,True
43,43_0,COMPLETED,SOBOL,0.059999999999999997779553950750,93.000000000000000000000000000000,354,2662,5.920283226354979611016915441724,0.034326585637871179224056561452,False,False
44,44_0,COMPLETED,SOBOL,0.059999999999999997779553950750,186.000000000000000000000000000000,1033,336,7.848844390059822373473252810072,0.030383067611604929608715153222,False,False
45,45_0,FAILED,SOBOL,,,2817,3159,2.049542366772890034098963951692,0.014902897373307497780325903136,True,True
46,46_0,FAILED,SOBOL,,,4736,2211,7.167773170819506489692685136106,0.038934644022956495235110452313,True,True
47,47_0,COMPLETED,SOBOL,0.070000000000000006661338147751,133.000000000000000000000000000000,1693,3785,2.964982022390700855396516999463,0.004792266956064850438878899297,False,False
48,48_0,FAILED,SOBOL,,,1869,2362,8.863560554068534713678673142567,0.035846622144337744741982021424,True,True
