trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,theta,lambida
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2485,4902,0.302782391643524162461176274519,0.372255205750465389957781781050
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3486,2352,0.715963022610917709798172836599,0.669005282774567611170368763851
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3942,3346,0.209097566062025730371232157268,0.247942735999822611026033314374
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,89,818,0.809449194192513821199952417373,0.793256818061694457533405966387
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,857,2815,0.617995863609202222832550432940,0.875963283712044349371694806905
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4505,362,0.393208291742205617858019195410,0.079242336530238391412162002325
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3070,3783,0.898625285282172225898023043555,0.500301061365753363396891018056
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1571,1313,0.111831565310806041457780679593,0.454965457091107972065202602607
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1331,3571,0.940672028010804184283699669322,0.062855570388957851535316478930
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2683,1022,0.046575538563635200672852221260,0.982379616893827911638936711824
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4745,4521,0.534921453690994530560942621378,0.436629886738955974578857421875
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1244,1992,0.452554236867185655235346075642,0.608666198758408438784783811570
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,332,4301,0.135759477648232124158411693315,0.689412373932078437199777454225
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4330,1850,0.843413852927368146161768436286,0.269859068389981970881308370735
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3243,2765,0.354594955629948527242589761954,0.815612590741366161317671412689
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2096,295,0.625355270626675285861040265445,0.143597923623397960568581765983
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1956,2585,0.005367614949773997015669557697,0.555708181900903541716729705513
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3309,133,0.982378628628794103860855102539,0.477268217094242552800409384872
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4119,4179,0.473273043977003537996495197149,0.929459239445626694831048553169
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,617,1709,0.513696363459620664038141057972,0.103456231592223044102318851856
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,953,4663,0.821719468227680716054805998283,0.192052134575322275278352890382
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4953,2113,0.157960205008555204519993253598,0.770462959315627804457449201436
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2623,3732,0.665587795267906012774972168700,0.318275729160755860291942553886
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1474,1203,0.313863694445509433528229692456,0.644300262944772827999884157180
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1857,3915,0.740598704827576836962066408887,0.869080010196194074900688519847
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2857,1464,0.277669881404377538736127917218,0.167870841249823571361687868375
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4570,3005,0.772128405915200710651902227255,0.744867066085338591641118455300
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,718,534,0.246887544614262877118449068803,0.292144683575257635421706936540
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,233,3176,0.429553502429649236571407300289,0.382671372259035691421047431504
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3880,627,0.581181522185914234412962287024,0.583909796524792912286727641913
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,0.000100000000000000004792173602,0.001000000000000000020816681712
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4758,1,0.998999999999999999111821580300,0.998999999999999999111821580300
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,0.000100000000000000004792173602,0.001000000000000000020816681712
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,0.998999999999999999111821580300,0.001000000000000000020816681712
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,0.998999999999999999111821580300,0.998999999999999999111821580300
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,0.998999999999999999111821580300,0.001000000000000000020816681712
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,0.998999999999999999111821580300,0.998999999999999999111821580300
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1,0.000100000000000000004792173602,0.998999999999999999111821580300
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,0.000100000000000000004792173602,0.998999999999999999111821580300
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1,0.998999999999999999111821580300,0.001000000000000000020816681712
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1,0.000100000000000000004792173602,0.001000000000000000020816681712
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,0.998999999999999999111821580300,0.998999999999999999111821580300
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,0.000100000000000000004792173602,0.001000000000000000020816681712
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,0.000100000000000000004792173602,0.998999999999999999111821580300
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,0.000100000000000000004792173602,0.998999999999999999111821580300
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,0.998999999999999999111821580300,0.001000000000000000020816681712
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,2854,0.000100000000000000004792173602,0.998999999999999999111821580300
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1703,0.000100000000000000004792173602,0.001000000000000000020816681712
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,0.609168801497763756636061316385,0.001000000000000000020816681712
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,2436,0.998999999999999999111821580300,0.998999999999999999111821580300
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1914,4815,0.000100000000000000004792173602,0.001000000000000000020816681712
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2162,1,0.998999999999999999111821580300,0.998999999999999999111821580300
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1893,0.998999999999999999111821580300,0.001000000000000000020816681712
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,488,0.998999999999999999111821580300,0.569853310815169988856609961658
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1886,0.998999999999999999111821580300,0.998999999999999999111821580300
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2118,1,0.000100000000000000004792173602,0.001000000000000000020816681712
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4804,190,0.000100000000000000004792173602,0.506106082855341643522706363001
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1612,0.000100000000000000004792173602,0.001000000000000000020816681712
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3026,5000,0.998999999999999999111821580300,0.001000000000000000020816681712
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4825,4734,0.488449258289154086831729273399,0.001000000000000000020816681712
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2866,5000,0.000100000000000000004792173602,0.998999999999999999111821580300
61,61_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,0.000100000000000000004792173602,0.524979062054876433052186257555
62,62_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1514,1,0.000100000000000000004792173602,0.998999999999999999111821580300
63,63_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,0.000100000000000000004792173602,0.645663614334033186814565397071
64,64_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2029,5000,0.998999999999999999111821580300,0.998999999999999999111821580300
65,65_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3876,5000,0.998999999999999999111821580300,0.471603275502096130900042680878
66,66_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,4422,2307,0.000100000000000000004792173602,0.998999999999999999111821580300
67,67_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3562,5000,0.000100000000000000004792173602,0.001000000000000000020816681712
68,68_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,0.998999999999999999111821580300,0.477040131316736337740991302780
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,98,5000,0.446771481454209140604660888130,0.998999999999999999111821580300
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,3029,3481,0.998999999999999999111821580300,0.001000000000000000020816681712
71,71_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1,0.998999999999999999111821580300,0.998999999999999999111821580300
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1459,0.000100000000000000004792173602,0.998999999999999999111821580300
