trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
19,19_0,COMPLETED,SOBOL,0.579999999999999960031971113494,4743.000000000000000000000000000000,3362,3057,0.337591232834383858651960963471,0.184376384934410442184571365942,str\(\'kl\'\),0.032187165748327972725206791438,True
20,20_0,COMPLETED,SOBOL,0.579999999999999960031971113494,774.000000000000000000000000000000,2695,1771,0.182457125466316927298038308436,0.034603040879592303347145332282,str\(\'kl\'\),0.054426481435075411974278125626,False
21,21_0,COMPLETED,SOBOL,0.579999999999999960031971113494,923.000000000000000000000000000000,1132,3623,0.540527451362460831241207870335,0.899574636856093956538416023250,str\(\'intersection\'\),0.084620756823569537319329469938,True
22,22_0,COMPLETED,SOBOL,0.579999999999999960031971113494,464.000000000000000000000000000000,1455,817,0.480034136483445783571966103409,0.495769079811871071772344521378,str\(\'intersection\'\),0.071420759102329617329374400470,False
23,23_0,FAILED,SOBOL,,,4893,3954,0.866673889392986840363164446899,0.562553316887468124463111962541,str\(\'kl\'\),0.011640344820916652748832298414,True
24,24_0,COMPLETED,SOBOL,0.579999999999999960031971113494,501.000000000000000000000000000000,4386,2154,0.381676070317626014993805938502,0.988982780929654858859123578441,str\(\'intersection\'\),0.026150992326438429746993108438,False
25,25_0,FAILED,SOBOL,,,1573,2766,0.770140107691288045010935547907,0.077258257456123829998162477750,str\(\'kl\'\),0.057789873471483593769804087970,True
26,26_0,COMPLETED,SOBOL,0.579999999999999960031971113494,521.000000000000000000000000000000,685,575,0.210766641093418000130199629893,0.543286829212680455469808293856,str\(\'kl\'\),0.098983164001256229713732182063,False
27,27_0,COMPLETED,SOBOL,0.579999999999999960031971113494,1114.000000000000000000000000000000,2873,4972,0.566765193371102204977773908467,0.398565956836566315235614865742,str\(\'intersection\'\),0.040592616954818375174518507720,True
28,28_0,COMPLETED,SOBOL,0.600000000000000088817841970013,538.000000000000000000000000000000,3573,1102,0.913181553792208444697564573289,0.259946355005726215114947308393,str\(\'intersection\'\),0.017831268291920422675023161219,False
29,29_0,COMPLETED,SOBOL,0.579999999999999960031971113494,6281.000000000000000000000000000000,136,4288,0.301454876419156803102339381439,0.673690704220905933752305827511,str\(\'kl\'\),0.076217019381001588351765008156,True
30,30_0,COMPLETED,SOBOL,0.579999999999999960031971113494,815.000000000000000000000000000000,2293,1471,0.740113873997703231033540305361,0.204097839526832108836273960151,str\(\'kl\'\),0.079848096966743470348504274625,False
31,31_0,COMPLETED,SOBOL,0.579999999999999960031971113494,647.000000000000000000000000000000,3856,3293,0.100306977832689880880678856556,0.854658577781170603060445500887,str\(\'intersection\'\),0.048214012114331135372413683626,True
32,32_0,COMPLETED,SOBOL,0.579999999999999960031971113494,756.000000000000000000000000000000,3817,941,0.368777012404054416183640796589,0.592595847731456126794569172489,str\(\'kl\'\),0.038882913058623673474567539188,False
33,33_0,COMPLETED,SOBOL,0.579999999999999960031971113494,2508.000000000000000000000000000000,2254,4140,0.978418368350714495740305665095,0.473215068200603106163271149853,str\(\'intersection\'\),0.097265305854380132433156802563,True
