trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,feature_id,batch_size,divergence,statistic,significance,subsets,detect_batch
0,0_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,2708,50,4950,str\(\'KL\'\),str\(\'stdev\'\),0.956633877992629999553741981799,19,2
1,1_0,COMPLETED,SOBOL,0.959999999999999964472863211995,3.000000000000000000000000000000,0.000000000000000000000000000000,1622,3,1045,str\(\'H\'\),str\(\'tstat\'\),0.115882513206452125720247181562,80,1
2,2_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,57,54,3357,str\(\'KL\'\),str\(\'tstat\'\),0.369624915013089749837860154003,56,3
3,3_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,4284,35,1950,str\(\'H\'\),str\(\'stdev\'\),0.713796655729413087598800302658,42,2
4,4_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,4418,70,401,str\(\'H\'\),str\(\'tstat\'\),0.471115932211279841990148042896,89,3
5,5_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1163,19,4306,str\(\'KL\'\),str\(\'stdev\'\),0.565522247055545435046042257454,3,1
6,6_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,2079,38,1306,str\(\'H\'\),str\(\'stdev\'\),0.824426012348383641104021535284,26,1
7,7_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,3512,15,2712,str\(\'KL\'\),str\(\'tstat\'\),0.232497830642387270927429199219,65,2
8,8_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,3174,62,1579,str\(\'KL\'\),str\(\'tstat\'\),0.418183164132758966591296712068,49,2
9,9_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,2420,27,2986,str\(\'H\'\),str\(\'stdev\'\),0.513075792860239743298222947487,60,2
10,10_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,825,48,127,str\(\'KL\'\),str\(\'stdev\'\),0.752122942427173257762262892356,88,3
11,11_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,4758,5,4033,str\(\'H\'\),str\(\'tstat\'\),0.160681074604392043481126961524,23,1
12,12_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,3965,42,3630,str\(\'H\'\),str\(\'stdev\'\),0.900410437896847715144588164549,70,2
13,13_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,378,11,2224,str\(\'KL\'\),str\(\'tstat\'\),0.059172687659040094920737118400,34,3
14,14_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,1304,64,4677,str\(\'H\'\),str\(\'tstat\'\),0.301584264677017932498870322888,8,3
15,15_0,COMPLETED,SOBOL,0.959999999999999964472863211995,6.000000000000000000000000000000,0.000000000000000000000000000000,3029,25,771,str\(\'KL\'\),str\(\'stdev\'\),0.645269632024690453775406240311,97,1
16,16_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,2955,67,2919,str\(\'H\'\),str\(\'tstat\'\),0.552836380295455454003672457475,6,3
17,17_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1541,22,1825,str\(\'KL\'\),str\(\'stdev\'\),0.397977640302851820575114061285,92,2
18,18_0,COMPLETED,SOBOL,0.959999999999999964472863211995,2.000000000000000000000000000000,0.000000000000000000000000000000,607,43,3825,str\(\'H\'\),str\(\'stdev\'\),0.149672452677041295521220831688,68,1
19,19_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,3880,9,230,str\(\'KL\'\),str\(\'tstat\'\),0.805951500749215510310818899598,29,3
20,20_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,4996,47,2431,str\(\'KL\'\),str\(\'stdev\'\),0.001901517575606703931712093691,77,2
21,21_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,751,7,3524,str\(\'H\'\),str\(\'tstat\'\),0.906942851442843700482399071916,16,3
22,22_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,2335,59,836,str\(\'KL\'\),str\(\'tstat\'\),0.669890458585694403836896526627,38,1
23,23_0,COMPLETED,SOBOL,0.959999999999999964472863211995,0.000000000000000000000000000000,0.000000000000000000000000000000,3403,30,4430,str\(\'H\'\),str\(\'stdev\'\),0.265327194653451448047576377576,52,3
24,24_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,3743,37,1109,str\(\'H\'\),str\(\'stdev\'\),0.077739041052758695027335988925,37,1
25,25_0,COMPLETED,SOBOL,0.959999999999999964472863211995,1.000000000000000000000000000000,0.000000000000000000000000000000,1997,17,4704,str\(\'KL\'\),str\(\'tstat\'\),0.983266752006486055570633197931,73,3
