trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.300000000000000044408920985006,17.000000000000000000000000000000,1,1379,230,0.000100000000000000004792173602
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.489999999999999991118215802999,38.000000000000000000000000000000,659,5000,3008,0.998999999999999999111821580300
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,51.000000000000000000000000000000,1,2443,2128,0.000100000000000000004792173602
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,42.000000000000000000000000000000,3226,2431,1,0.998999999999999999111821580300
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,76.000000000000000000000000000000,5000,1657,1,0.000100000000000000004792173602
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,105.000000000000000000000000000000,5000,2654,1195,0.998999999999999999111821580300
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.300000000000000044408920985006,18.000000000000000000000000000000,1,2096,883,0.000100000000000000004792173602
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.380000000000000004440892098501,25.000000000000000000000000000000,74,5000,3028,0.000100000000000000004792173602
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,161.000000000000000000000000000000,5000,3028,2354,0.000100000000000000004792173602
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,74.000000000000000000000000000000,804,5000,3976,0.000100000000000000004792173602
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,158.000000000000000000000000000000,3922,5000,4134,0.563200045902939039343948479655
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,80.000000000000000000000000000000,5000,5000,3165,0.998999999999999999111821580300
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,184.000000000000000000000000000000,5000,821,296,0.000100000000000000004792173602
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,94.000000000000000000000000000000,5000,1494,278,0.998999999999999999111821580300
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,9.000000000000000000000000000000,5000,93,283,0.998999999999999999111821580300
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,49.000000000000000000000000000000,5000,3059,1,0.000100000000000000004792173602
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,20.000000000000000000000000000000,1,2498,1191,0.998999999999999999111821580300
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,15.000000000000000000000000000000,1,1742,302,0.998999999999999999111821580300
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,76.000000000000000000000000000000,3685,2549,839,0.998999999999999999111821580300
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,75.000000000000000000000000000000,5000,5000,2788,0.998999999999999999111821580300
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,18.000000000000000000000000000000,1,5000,2635,0.998999999999999999111821580300
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,71.000000000000000000000000000000,5000,3144,946,0.998999999999999999111821580300
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,13.000000000000000000000000000000,1,2925,1,0.998999999999999999111821580300
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.489999999999999991118215802999,37.000000000000000000000000000000,753,2144,1,0.369166423529924181412553707560
56,56_0,FAILED,BoTorch,GenerationStep_1,,,1,1,118,0.000100000000000000004792173602
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,126.000000000000000000000000000000,5000,1308,429,0.000100000000000000004792173602
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,1219.000000000000000000000000000000,5000,2231,2161,0.000100000000000000004792173602
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,17.000000000000000000000000000000,1,2807,1051,0.000100000000000000004792173602
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,75.000000000000000000000000000000,1180,3294,2110,0.284214752727492303563394671073
61,61_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,208.000000000000000000000000000000,1158,1716,1327,0.860199804892009312062839399005
62,62_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,9.000000000000000000000000000000,1105,667,1187,0.870263179893853155988381331554
63,63_0,COMPLETED,BoTorch,GenerationStep_1,0.359999999999999986677323704498,13.000000000000000000000000000000,4502,2667,2670,0.129505774014341323852050891219
64,64_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,8.000000000000000000000000000000,1126,150,869,0.866784830661215477398684470245
65,65_0,COMPLETED,BoTorch,GenerationStep_1,0.330000000000000015543122344752,11.000000000000000000000000000000,1126,2904,2998,0.259614691429178645609709974451
66,66_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,179.000000000000000000000000000000,4442,1765,1179,0.148979413516382719340214180193
67,67_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,95.000000000000000000000000000000,4406,2150,526,0.998999999999999999111821580300
68,68_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,104.000000000000000000000000000000,1480,4578,3618,0.035776090988940079107294423011
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.300000000000000044408920985006,9.000000000000000000000000000000,1023,329,3100,0.867894494205393551844451849320
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,10.000000000000000000000000000000,1278,778,3653,0.849375811058896368344051097665
71,71_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,83.000000000000000000000000000000,1194,2210,1022,0.873865229658612685526009045134
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.479999999999999982236431605997,34.000000000000000000000000000000,1500,4776,458,0.067731092062697617617317291661
73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,104.000000000000000000000000000000,3638,4617,3519,0.669308530324581041348608323460
74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,167.000000000000000000000000000000,4647,1539,879,0.150573059993165170311613110243
75,75_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,417.000000000000000000000000000000,1478,4168,3927,0.014684456345881972613720556353
76,76_0,COMPLETED,BoTorch,GenerationStep_1,0.350000000000000033306690738755,11.000000000000000000000000000000,916,931,4767,0.916783652813704774686698328878
77,77_0,COMPLETED,BoTorch,GenerationStep_1,0.359999999999999986677323704498,11.000000000000000000000000000000,1213,2103,4197,0.237837888715185130639184762913
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,77.000000000000000000000000000000,1229,2873,1629,0.180249633129403036280180572248
79,79_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,1473.000000000000000000000000000000,1370,2208,2177,0.972367224889477799187886830623
80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.489999999999999991118215802999,40.000000000000000000000000000000,3822,4722,399,0.652748051761090408717791433446
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.300000000000000044408920985006,12.000000000000000000000000000000,1370,3479,3488,0.998999999999999999111821580300
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.470000000000000028865798640254,36.000000000000000000000000000000,1505,4603,136,0.076167268302274965252607330513
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.359999999999999986677323704498,11.000000000000000000000000000000,1209,1916,4863,0.851281712977652538221207123570
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,8.000000000000000000000000000000,2120,4437,4491,0.000100000000000000004792173602
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.350000000000000033306690738755,10.000000000000000000000000000000,1452,953,2541,0.998999999999999999111821580300
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.280000000000000026645352591004,9.000000000000000000000000000000,4896,382,1766,0.097419502947052219465895461781
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,62.000000000000000000000000000000,1559,3164,845,0.005302388822059074351134011494
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,430.000000000000000000000000000000,1319,536,384,0.823433564630778658255394475418
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,80.000000000000000000000000000000,1289,3189,1990,0.247765668612890677113824722255
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,106.000000000000000000000000000000,1464,879,1,0.504311691217087743055458304298
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,127.000000000000000000000000000000,1311,616,1,0.316253905234846810490267898786
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,105.000000000000000000000000000000,232,4964,4579,0.453852378080846885488597308722
93,93_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,100.000000000000000000000000000000,4914,1484,1,0.590514487180873626215316107846
94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,117.000000000000000000000000000000,1544,828,1,0.708983628325765335986829995818
95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,85.000000000000000000000000000000,4202,5000,3203,0.669168605463512644604406887083
96,96_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,5000,0.647562033603843345552775190299
97,97_0,FAILED,BoTorch,GenerationStep_1,,,844,1,1,0.285902005789694213522267318695
98,98_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,55.000000000000000000000000000000,1296,4428,2302,0.501709220838377878415315080929
99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,7.000000000000000000000000000000,1,4234,5000,0.584839209875651633296911313664
100,100_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,1343.000000000000000000000000000000,5000,5000,4943,0.663717944719265706687849615264
101,101_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,111.000000000000000000000000000000,1420,1080,276,0.000100000000000000004792173602
102,102_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,131.000000000000000000000000000000,4185,5000,3808,0.998999999999999999111821580300
103,103_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,5000,0.998999999999999999111821580300
104,104_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,85.000000000000000000000000000000,5000,3676,1933,0.635016234778941535132901208272
105,105_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,63.000000000000000000000000000000,678,4990,3853,0.474799983967775729443161480958
106,106_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,116.000000000000000000000000000000,1753,1212,122,0.392699585152624597306214582204
107,107_0,FAILED,BoTorch,GenerationStep_1,,,1,1,5000,0.000100000000000000004792173602
108,108_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,49.000000000000000000000000000000,1002,3578,1552,0.505587116332562480636170221260
109,109_0,FAILED,BoTorch,GenerationStep_1,,,4112,1,5000,0.414009235711412237890272081131
110,110_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,9.000000000000000000000000000000,1,4984,4990,0.000100000000000000004792173602
111,111_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,15.000000000000000000000000000000,1,5000,1,0.466556078644323468651577968558
112,112_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,1060.000000000000000000000000000000,1526,75,1,0.501435649668367622311393461132
113,113_0,COMPLETED,BoTorch,GenerationStep_1,0.510000000000000008881784197001,47.000000000000000000000000000000,1265,4210,1541,0.640651413581227902049874955992
114,114_0,COMPLETED,BoTorch,GenerationStep_1,0.369999999999999995559107901499,19.000000000000000000000000000000,5000,2595,5000,0.959978077715817557091781964118
115,115_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,69.000000000000000000000000000000,5000,4584,2478,0.343039759808652366945835865408
116,116_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,13.000000000000000000000000000000,1,5000,1,0.000100000000000000004792173602
117,117_0,COMPLETED,BoTorch,GenerationStep_1,0.300000000000000044408920985006,11.000000000000000000000000000000,4494,5000,5000,0.998999999999999999111821580300
118,118_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,7.000000000000000000000000000000,1,2252,5000,0.584728489160129538682042493747
119,119_0,COMPLETED,BoTorch,GenerationStep_1,0.369999999999999995559107901499,22.000000000000000000000000000000,2017,845,1,0.593116318999922120802636982262
120,120_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,91.000000000000000000000000000000,1588,1302,262,0.655460268517770283658308017039
121,121_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,330.000000000000000000000000000000,5000,2988,2647,0.226893953287865046686277992194
122,122_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,88.000000000000000000000000000000,4506,2778,1005,0.225268371796081778857256949777
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,73.000000000000000000000000000000,1711,1925,424,0.064702949467100645541961512208
124,124_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,384.000000000000000000000000000000,495,4822,4699,0.794533854432848518634102674696
125,125_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,120.000000000000000000000000000000,1672,1632,779,0.598974362105273772094449213910
126,126_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,74.000000000000000000000000000000,1790,2470,317,0.000100000000000000004792173602
127,127_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,87.000000000000000000000000000000,4557,2721,1069,0.598295999816375712043736712076
128,128_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,100.000000000000000000000000000000,3768,5000,3721,0.359154739575039072541073892353
129,129_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,277.000000000000000000000000000000,5000,2788,2362,0.358809960298159924541039345058
130,130_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,77.000000000000000000000000000000,396,5000,4286,0.707989258052704961698964325478
131,131_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,83.000000000000000000000000000000,1237,2823,1798,0.608025754518884631316666400380
132,132_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,107.000000000000000000000000000000,4625,2203,1110,0.478019077197219921515625173924
133,133_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,65.000000000000000000000000000000,4305,3263,910,0.319613273577663281610483636541
134,134_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,119.000000000000000000000000000000,4766,2844,1718,0.397915309560387397969094536165
135,135_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,79.000000000000000000000000000000,4528,3072,1311,0.740478225909397380632981366944
136,136_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,82.000000000000000000000000000000,4711,2356,609,0.691930561482460571021135820047
137,137_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,99.000000000000000000000000000000,1149,3115,2134,0.611384765093361481902434206859
138,138_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,74.000000000000000000000000000000,1739,2331,335,0.594779560345398916609838124714
139,139_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,94.000000000000000000000000000000,1700,1941,815,0.280839836225520000922983854252
140,140_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,85.000000000000000000000000000000,4420,2583,1038,0.395203591143472920954593519127
141,141_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,150.000000000000000000000000000000,1730,1618,912,0.000100000000000000004792173602
142,142_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,89.000000000000000000000000000000,1624,1970,691,0.501215806379526784830602537113
143,143_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,76.000000000000000000000000000000,1713,2416,844,0.605238769974733692436075216392
144,144_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,235.000000000000000000000000000000,543,4576,4359,0.670738567411004793505924226338
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,46.000000000000000000000000000000,913,1590,1,0.721970750436217612033829027496
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,63.000000000000000000000000000000,4547,3085,862,0.137316864194894971973326391890
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.300000000000000044408920985006,12.000000000000000000000000000000,582,4517,4832,0.882592726153901607766272263689
148,148_0,COMPLETED,BoTorch,GenerationStep_1,0.350000000000000033306690738755,13.000000000000000000000000000000,1917,2642,3154,0.072798858958085743697807856734
149,149_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,95.000000000000000000000000000000,3715,5000,3779,0.176834881206809069187357863484
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.300000000000000044408920985006,10.000000000000000000000000000000,1191,3384,3554,0.000100000000000000004792173602
151,151_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,61.000000000000000000000000000000,1084,2381,639,0.355464066372605913546323108676
152,152_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,91.000000000000000000000000000000,1031,712,1,0.969710897141635608242893340503
153,153_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,164.000000000000000000000000000000,858,330,1,0.998999999999999999111821580300
154,154_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,114.000000000000000000000000000000,4201,1266,153,0.000100000000000000004792173602
155,155_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,61.000000000000000000000000000000,1219,4887,3215,0.000100000000000000004792173602
156,156_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,10.000000000000000000000000000000,726,4205,4635,0.000100000000000000004792173602
157,157_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,57.000000000000000000000000000000,1168,1970,337,0.843698266061835511209210380912
158,158_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,1253,3202,3835,0.000100000000000000004792173602
159,159_0,COMPLETED,BoTorch,GenerationStep_1,0.390000000000000013322676295502,32.000000000000000000000000000000,2059,4483,3225,0.000100000000000000004792173602
160,160_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,69.000000000000000000000000000000,3736,3249,1119,0.274732453482658012244854717210
161,161_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,78.000000000000000000000000000000,1722,4783,2988,0.000100000000000000004792173602
162,162_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,9.000000000000000000000000000000,987,3674,3779,0.000100000000000000004792173602
163,163_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,90.000000000000000000000000000000,5000,2100,547,0.000100000000000000004792173602
164,164_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,171.000000000000000000000000000000,1152,3458,3044,0.000100000000000000004792173602
165,165_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,94.000000000000000000000000000000,4461,4505,2642,0.998999999999999999111821580300
166,166_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,58.000000000000000000000000000000,3424,3086,1106,0.000100000000000000004792173602
167,167_0,COMPLETED,BoTorch,GenerationStep_1,0.300000000000000044408920985006,10.000000000000000000000000000000,1104,3438,4036,0.000100000000000000004792173602
168,168_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,61.000000000000000000000000000000,4475,4072,1670,0.855590171760663098510235613503
169,169_0,COMPLETED,BoTorch,GenerationStep_1,0.450000000000000011102230246252,32.000000000000000000000000000000,2226,2303,969,0.998999999999999999111821580300
170,170_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,79.000000000000000000000000000000,4013,1752,1,0.994299604470404108091940997838
171,171_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,61.000000000000000000000000000000,4259,4420,1899,0.215719487871599724382321028315
172,172_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,54.000000000000000000000000000000,3899,2901,174,0.690380687663743164428353793483
173,173_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,58.000000000000000000000000000000,2261,4167,3339,0.000100000000000000004792173602
174,174_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,76.000000000000000000000000000000,1086,4627,3294,0.000100000000000000004792173602
175,175_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,86.000000000000000000000000000000,1853,4386,2731,0.000100000000000000004792173602
176,176_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,56.000000000000000000000000000000,1209,2248,216,0.000100000000000000004792173602
177,177_0,COMPLETED,BoTorch,GenerationStep_1,0.530000000000000026645352591004,58.000000000000000000000000000000,3982,5000,1926,0.998999999999999999111821580300
178,178_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,54.000000000000000000000000000000,4241,5000,1762,0.000100000000000000004792173602
179,179_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,169.000000000000000000000000000000,898,4220,3822,0.000100000000000000004792173602
180,180_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,54.000000000000000000000000000000,3866,3910,784,0.000100000000000000004792173602
181,181_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,75.000000000000000000000000000000,4307,3538,572,0.000100000000000000004792173602
182,182_0,COMPLETED,BoTorch,GenerationStep_1,0.460000000000000019984014443253,52.000000000000000000000000000000,3652,3850,1,0.998999999999999999111821580300
183,183_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,105.000000000000000000000000000000,5000,4147,2876,0.998999999999999999111821580300
184,184_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,57.000000000000000000000000000000,4146,4405,929,0.000100000000000000004792173602
185,185_0,COMPLETED,BoTorch,GenerationStep_1,0.510000000000000008881784197001,53.000000000000000000000000000000,4402,4614,1144,0.998999999999999999111821580300
