trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,954.000000000000000000000000000000,2900,3772,2583,0.966246778267621952984711697354
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,94.000000000000000000000000000000,1544,431,478,0.350661487725842713203405764943
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,91.000000000000000000000000000000,1021,3439,4460,0.695608384421281478182663704501
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,93.000000000000000000000000000000,4673,2014,2346,0.111117303811293102744350846933
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.070000000000000006661338147751,708.000000000000000000000000000000,3888,2781,1215,0.230831102358084155889983435372
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,101.000000000000000000000000000000,556,1744,3172,0.583159306219033890528180563706
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,574.000000000000000000000000000000,2017,4986,1842,0.493785576084721844480895924789
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,95.000000000000000000000000000000,3678,788,3791,0.814775772367417827624080928217
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.070000000000000006661338147751,618.000000000000000000000000000000,3269,3294,1297,0.511594097165390837567144899367
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,93.000000000000000000000000000000,2426,2495,4340,0.177069000980351110019483940050
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.040000000000000000832667268469,779.000000000000000000000000000000,145,4253,665,0.775402067320235088843105586420
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,98.000000000000000000000000000000,4299,287,3717,0.409782835627254093946447710550
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,93.000000000000000000000000000000,4769,4530,4853,0.310990593362506451136084706377
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,94.000000000000000000000000000000,925,957,1958,0.881459029929526183266830230423
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,98.000000000000000000000000000000,1644,2949,2971,0.039254845902416860004002785445
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.070000000000000006661338147751,633.000000000000000000000000000000,2802,1287,85,0.641061349586769968489363691333
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,92.000000000000000000000000000000,2585,2970,4174,0.449967642487026753261858402766
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.270000000000000017763568394003,3170.000000000000000000000000000000,1859,1545,1444,0.862527992531564091649443071219
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,1162.000000000000000000000000000000,711,4554,3550,0.214446927237883194772294359609
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.130000000000000004440892098501,1274.000000000000000000000000000000,4983,1212,812,0.595670162790361779059367108857
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,650.000000000000000000000000000000,4202,4205,2183,0.749034496539179195373492348153
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,91.000000000000000000000000000000,241,7,4765,0.069307560110464697111787302219
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,679.000000000000000000000000000000,2327,3249,310,0.976871366092469495256978007092
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,93.000000000000000000000000000000,3368,2213,2884,0.328237612546421586579015183815
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,566.000000000000000000000000000000,3584,4722,390,0.030459227902255952419308115964
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,91.000000000000000000000000000000,2111,755,2808,0.661656128420960110148030253185
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,2101.000000000000000000000000000000,455,2514,2258,0.259149705519527207009389258019
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,98.000000000000000000000000000000,3989,1714,4685,0.921683660991210462753997489926
