trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type
22,22_0,FAILED,SOBOL,,,4318,3464,1285,0.275836032034829259362851416881,0.133625417152419684319042403331,9.413563864676282477716995344963,str\(\'ks-test\'\),48,str\(\'bounded\'\)
23,23_0,FAILED,SOBOL,,,1129,2037,4754,0.603043245952576412172163600189,0.990897160733118620434822787502,2.595149575990624679633356208797,str\(\'t-test\'\),16,str\(\'bounded\'\)
24,24_0,FAILED,SOBOL,,,798,3774,1769,0.877942483121529226863799522107,0.029869702056050301264278346025,4.774737576387822812762351532001,str\(\'ks-test\'\),1,str\(\'bounded\'\)
25,25_0,FAILED,SOBOL,,,3987,475,4538,0.238368129465728995075579632612,0.845149472147226354934446135303,7.839368087506853655099803290796,str\(\'t-test\'\),38,str\(\'bounded\'\)
26,26_0,FAILED,SOBOL,,,3097,2972,347,0.528075978595763495526682618220,0.544501669589430137286001354369,6.726658602717333401699306705268,str\(\'ks-test\'\),46,str\(\'bounded\'\)
27,27_0,FAILED,SOBOL,,,2389,1279,3192,0.356283194372430445096000539706,0.330487356651574359922562962311,1.198284040737897182538063134416,str\(\'t-test\'\),17,str\(\'bounded\'\)
28,28_0,FAILED,SOBOL,,,1731,3180,3777,0.459381311921402801790037528917,0.398114142647013058429195098142,3.623538534911349362488408587524,str\(\'ks-test\'\),41,str\(\'bounded\'\)
29,29_0,FAILED,SOBOL,,,3680,2415,2257,0.661868997253477586717451686127,0.726896323626860962896500950592,9.303341433987952768802642822266,str\(\'t-test\'\),22,str\(\'bounded\'\)
30,30_0,FAILED,SOBOL,,,4664,4922,2703,0.072473464660346514909505799551,0.912517269710078848810042018158,5.418996252794750390080480428878,str\(\'ks-test\'\),12,str\(\'bounded\'\)
31,31_0,FAILED,SOBOL,,,197,676,1109,0.805118671191856316582402541826,0.212462215805426235526454092906,2.193172756141051671363584318897,str\(\'t-test\'\),27,str\(\'bounded\'\)
32,32_0,FAILED,SOBOL,,,274,3390,1983,0.618432275896891980870861971198,0.648609494779258999308524380467,0.944716446947306498493901472102,str\(\'ks-test\'\),37,str\(\'bounded\'\)
33,33_0,FAILED,SOBOL,,,4586,2284,4207,0.260003237023949618222928847899,0.476366330523043890465828553715,6.670213657285087194281913980376,str\(\'t-test\'\),2,str\(\'bounded\'\)
34,34_0,FAILED,SOBOL,,,3601,4781,913,0.974162019997835137985475739697,0.165028448686003692547075161201,8.052066628514788604320528975222,str\(\'ks-test\'\),17,str\(\'bounded\'\)
35,35_0,FAILED,SOBOL,,,1809,896,3056,0.147950463643297558391509483045,0.959978476345539122327465975104,4.872090015754103831113752676174,str\(\'t-test\'\),47,str\(\'bounded\'\)
36,36_0,FAILED,SOBOL,,,2467,4032,4969,0.044004024298861625641432482325,0.767597647199407262519343930762,2.449196262715384264652129786555,str\(\'ks-test\'\),22,str\(\'bounded\'\)
37,37_0,FAILED,SOBOL,,,3019,450,1495,0.839511994671076511309593115584,0.107394979769364004584808469644,5.477897111010737951630744646536,str\(\'t-test\'\),42,str\(\'bounded\'\)
38,38_0,FAILED,SOBOL,,,3908,2956,3544,0.425048390325158842451003238239,0.284274946352466917343093655290,9.088224825360812886287931178231,str\(\'ks-test\'\),26,str\(\'bounded\'\)
39,39_0,FAILED,SOBOL,,,876,1528,151,0.690399794982746284333074981987,0.590747709607705506762442837498,3.523768027925863854932231333805,str\(\'t-test\'\),12,str\(\'bounded\'\)
40,40_0,FAILED,SOBOL,,,1208,4515,3406,0.789640234638005478196021158510,0.429021656785160299119041837912,3.843987949999980724413717325660,str\(\'ks-test\'\),23,str\(\'bounded\'\)
41,41_0,FAILED,SOBOL,,,4239,1217,558,0.088148206869140266483952927956,0.695497379858046715916941593605,8.162575952369719445300688676070,str\(\'t-test\'\),41,str\(\'bounded\'\)
42,42_0,FAILED,SOBOL,,,2727,3713,4481,0.677534281278029060224810109503,0.881172149106860147504960423248,7.047724416367710631448062486015,str\(\'ks-test\'\),31,str\(\'bounded\'\)
43,43_0,FAILED,SOBOL,,,2175,2021,1714,0.443885684076696651612081723215,0.243316955208778384900369928801,0.273938814467750479941798857908,str\(\'t-test\'\),8,str\(\'bounded\'\)
44,44_0,FAILED,SOBOL,,,1515,2594,1046,0.372039842449128632662080917726,0.061207595178857446271969422469,2.691874590207822492970990424510,str\(\'ks-test\'\),32,str\(\'bounded\'\)
45,45_0,FAILED,SOBOL,,,3306,1830,2644,0.512610805435106176020099155721,0.814302733534947087434829882113,9.626853177642448855522161466070,str\(\'t-test\'\),7,str\(\'bounded\'\)
46,46_0,FAILED,SOBOL,,,4920,4336,2475,0.222920147595927126138448670645,0.513586095174774492910785284039,5.739758187653497323310602951096,str\(\'ks-test\'\),15,str\(\'bounded\'\)
47,47_0,FAILED,SOBOL,,,608,91,3993,0.893708589382469664741392989527,0.361893468415364627510655282094,1.269741848186589638913801536546,str\(\'t-test\'\),48,str\(\'bounded\'\)
48,48_0,FAILED,SOBOL,,,403,4200,435,0.377584170380607264672079281809,0.969866513498127469361520525126,9.765103519279509924899684847333,str\(\'t-test\'\),13,str\(\'bounded\'\)
49,49_0,FAILED,SOBOL,,,4694,282,3216,0.735983717489987587789812550909,0.154624799214303498828826377576,2.946651087435893767718653180054,str\(\'ks-test\'\),50,str\(\'bounded\'\)
50,50_0,FAILED,SOBOL,,,3180,2778,1826,0.029637855712324381179945120834,0.455341430138796576798654314189,1.874215935057960358278705825796,str\(\'t-test\'\),34,str\(\'bounded\'\)
51,51_0,FAILED,SOBOL,,,1368,1706,4682,0.855880837107077185876846669998,0.669180632825940868713132658741,6.148365966431796891811245586723,str\(\'ks-test\'\),5,str\(\'bounded\'\)
52,52_0,FAILED,SOBOL,,,1970,3534,2767,0.960009153170511164709921558824,0.602277306837961101670941843622,8.729859603499994236130987701472,str\(\'t-test\'\),29,str\(\'bounded\'\)
53,53_0,FAILED,SOBOL,,,2502,2140,1236,0.164471661292016513300495716976,0.273198159692808972831556957317,4.294669159223325927143832814181,str\(\'ks-test\'\),9,str\(\'bounded\'\)
54,54_0,FAILED,SOBOL,,,4113,4646,3881,0.571120202966034384850502192421,0.087523383008316163467199544357,0.370040109829045837930294737816,str\(\'t-test\'\),24,str\(\'bounded\'\)
55,55_0,FAILED,SOBOL,,,1060,1031,2275,0.305800193605944514718686377819,0.787982000978663554846548322530,7.339768306137994358095966163091,str\(\'ks-test\'\),39,str\(\'bounded\'\)
56,56_0,FAILED,SOBOL,,,769,3080,4329,0.206452247038483610586112604324,0.201086233206093312197992872825,5.145574418927543192125995119568,str\(\'t-test\'\),28,str\(\'bounded\'\)
57,57_0,FAILED,SOBOL,,,3821,1344,2174,0.907914757018908891161856899998,0.923922781251370950350576549681,1.919789065431803498640306315792,str\(\'ks-test\'\),11,str\(\'bounded\'\)
58,58_0,FAILED,SOBOL,,,2833,3841,2943,0.326311414947733302582832948247,0.747042807232588534915862510388,3.350158941611647733793688530568,str\(\'t-test\'\),19,str\(\'bounded\'\)
59,59_0,FAILED,SOBOL,,,2301,586,713,0.559991403728723580179860164208,0.377936163362115606911828535885,9.029923697530291448742900684010,str\(\'ks-test\'\),44,str\(\'bounded\'\)
60,60_0,FAILED,SOBOL,,,1701,4967,1373,0.631897057961672503623162810982,0.320329697115346812008596089072,6.453236731600948239417903096182,str\(\'t-test\'\),18,str\(\'bounded\'\)
61,61_0,FAILED,SOBOL,,,3513,765,4778,0.491296606929972790034355512034,0.554688980756327554288986902975,0.924900312779471378554774219083,str\(\'ks-test\'\),45,str\(\'bounded\'\)
62,62_0,FAILED,SOBOL,,,4400,3271,263,0.773202866839244995489366374386,0.866026855157688291164674865286,4.501358094835654632959176524309,str\(\'t-test\'\),36,str\(\'bounded\'\)
63,63_0,FAILED,SOBOL,,,109,2463,3744,0.102445846375077961876165488775,0.008960708113387227946589064231,7.565950462796726228020816051867,str\(\'ks-test\'\),3,str\(\'bounded\'\)
64,64_0,FAILED,SOBOL,,,148,2922,64,0.916027426254004240036010742188,0.477314993094652917360320998341,7.470394243964926239698343124473,str\(\'ks-test\'\),5,str\(\'bounded\'\)
65,65_0,FAILED,SOBOL,,,4439,1503,3475,0.214047632785514002629057017657,0.647174947734922123565581841831,0.534804174029268386547641966899,str\(\'t-test\'\),34,str\(\'bounded\'\)
66,66_0,FAILED,SOBOL,,,3474,3998,1407,0.552487839328125174276351572189,0.960561206825077507076571237121,4.110347041782923760422363557154,str\(\'ks-test\'\),50,str\(\'bounded\'\)
67,67_0,FAILED,SOBOL,,,1662,426,4899,0.318350524660199862836407191935,0.163958896838128559414471396849,8.579751898748799732175029930659,str\(\'t-test\'\),13,str\(\'bounded\'\)
68,68_0,FAILED,SOBOL,,,2340,4815,2986,0.499295566037297244843529142599,0.096830593215301630216629291681,6.005505461692810520446528244065,str\(\'ks-test\'\),39,str\(\'bounded\'\)
69,69_0,FAILED,SOBOL,,,2872,921,825,0.639377781813964207735523359588,0.778649806888774054236534993834,1.687528941824100847668432834325,str\(\'t-test\'\),24,str\(\'bounded\'\)
70,70_0,FAILED,SOBOL,,,3782,3424,4138,0.094812391808256513137109777745,0.580305647416040293329331234418,3.113932600061409150526969824568,str\(\'ks-test\'\),10,str\(\'bounded\'\)
71,71_0,FAILED,SOBOL,,,730,2308,1896,0.765113038152456237384058113093,0.295205748317763194688012617917,9.888329684462398461164411855862,str\(\'t-test\'\),29,str\(\'bounded\'\)
72,72_0,FAILED,SOBOL,,,1021,4360,3924,0.744104355914518289516479399026,0.694854688059538649902435736294,7.713683755964972910135202255333,str\(\'ks-test\'\),44,str\(\'bounded\'\)
73,73_0,FAILED,SOBOL,,,4074,125,2388,0.385186569832265401913673485979,0.430153073485940673492677888134,4.683153228061274653271084389417,str\(\'t-test\'\),20,str\(\'bounded\'\)
74,74_0,FAILED,SOBOL,,,2541,2618,2575,0.848369296081364132611213335622,0.242551983661949632775645113725,0.762491588583216084451521510346,str\(\'ks-test\'\),11,str\(\'bounded\'\)
75,75_0,FAILED,SOBOL,,,2010,1864,958,0.021669944284483790702955374741,0.882424908660352280698191407282,6.325118706409820212854810961289,str\(\'t-test\'\),27,str\(\'bounded\'\)
76,76_0,FAILED,SOBOL,,,1329,3688,1626,0.172462416986003508334590605955,0.824563008235767447295927468076,8.904170548132620766068612283561,str\(\'ks-test\'\),3,str\(\'bounded\'\)
77,77_0,FAILED,SOBOL,,,3141,1987,4412,0.967482621658593444635698688217,0.050460484238341450635711993300,3.180503017403185417322220018832,str\(\'t-test\'\),35,str\(\'bounded\'\)
78,78_0,FAILED,SOBOL,,,4733,4490,470,0.298174949888139972919987030764,0.372519719822332284753230169372,2.108983971301466198156049358658,str\(\'ks-test\'\),46,str\(\'bounded\'\)
79,79_0,FAILED,SOBOL,,,442,1183,3337,0.563037637079134567485994011804,0.502473974166438019928193625674,5.290790263670497317605168063892,str\(\'t-test\'\),18,str\(\'bounded\'\)
80,80_0,FAILED,SOBOL,,,569,4670,2207,0.080172679446637626354821293262,0.144122768267989170842824364627,3.708118752734735679155164689291,str\(\'t-test\'\),47,str\(\'bounded\'\)
81,81_0,FAILED,SOBOL,,,4881,1065,3792,0.782121081335470091921990842820,0.980859172880649610171133190306,9.238284851164557665015308884904,str\(\'ks-test\'\),16,str\(\'bounded\'\)
82,82_0,FAILED,SOBOL,,,3345,3558,1168,0.451495699523016824628030008171,0.658799944732338160768847501458,5.347223494236358121156627021264,str\(\'t-test\'\),2,str\(\'bounded\'\)
83,83_0,FAILED,SOBOL,,,1554,2175,2678,0.685662531979381983937571476417,0.466211809772998087009199252861,2.284460805883631095980490499642,str\(\'ks-test\'\),37,str\(\'bounded\'\)
84,84_0,FAILED,SOBOL,,,2136,2753,4593,0.504535851825028691663987956417,0.274086399933323288102826609247,4.704837110497058105806900130119,str\(\'t-test\'\),13,str\(\'bounded\'\)
85,85_0,FAILED,SOBOL,,,2688,1672,1758,0.364422214725986126637735651457,0.600904133891686842439128213300,7.928792784384453007362481002929,str\(\'ks-test\'\),26,str\(\'bounded\'\)
86,86_0,FAILED,SOBOL,,,4278,4175,3127,0.901174445593729611658773137606,0.788505231151357288688075186656,6.813026483076625616774890659144,str\(\'t-test\'\),42,str\(\'bounded\'\)
87,87_0,FAILED,SOBOL,,,1247,248,367,0.230903287295252085398189478838,0.086516186768189076716772945019,1.131432047549635111494126249454,str\(\'ks-test\'\),21,str\(\'bounded\'\)
88,88_0,FAILED,SOBOL,,,916,3237,3655,0.252049962731078269762008403632,0.934245411559939342716063492844,1.432102893435396318011498806300,str\(\'t-test\'\),8,str\(\'bounded\'\)
89,89_0,FAILED,SOBOL,,,3947,2438,195,0.610936323773115907975750360492,0.190279621958732603204111910600,5.867904820213095007375159184448,str\(\'ks-test\'\),30,str\(\'bounded\'\)
90,90_0,FAILED,SOBOL,,,2980,4933,4689,0.155538233395665886904524199963,0.388623788867145769643229868961,9.479148491842671830909239361063,str\(\'t-test\'\),41,str\(\'bounded\'\)
91,91_0,FAILED,SOBOL,,,2428,740,1305,0.982267076956108264873535063089,0.735870263893157239287745596812,2.510031778034754079698132045451,str\(\'ks-test\'\),23,str\(\'bounded\'\)
92,92_0,FAILED,SOBOL,,,1849,3875,645,0.831414553707465531218190335494,0.553985866626724554606653327937,0.084696229650638998887046682285,str\(\'t-test\'\),49,str\(\'bounded\'\)
93,93_0,FAILED,SOBOL,,,3640,610,2855,0.036362953737378120311340978787,0.321522487914189691871058585093,6.902537178993226163470353640150,str\(\'ks-test\'\),15,str\(\'bounded\'\)
94,94_0,FAILED,SOBOL,,,4547,3114,2106,0.697888131111860321453832511907,0.008136236259713769403134620006,8.288357709135860673654860875104,str\(\'t-test\'\),6,str\(\'bounded\'\)
95,95_0,FAILED,SOBOL,,,235,1368,4240,0.433054965427145388545682180848,0.867341970318928345839992744004,4.013596195260994647924235323444,str\(\'ks-test\'\),32,str\(\'bounded\'\)
96,96_0,FAILED,SOBOL,,,157,3928,2582,0.246457865206524739942750557020,0.305485293511301270186208967061,2.762374022875912604746417855495,str\(\'t-test\'\),32,str\(\'bounded\'\)
97,97_0,FAILED,SOBOL,,,4625,322,1074,0.885575844742357731753656935325,0.569996569562703392364255705616,9.536809250434860274481252417900,str\(\'ks-test\'\),7,str\(\'bounded\'\)
98,98_0,FAILED,SOBOL,,,3719,2816,4046,0.348802615515887759478630414378,0.757650538221001590422076787945,5.653990466045216045642973767826,str\(\'t-test\'\),23,str\(\'bounded\'\)
99,99_0,FAILED,SOBOL,,,1770,1431,2457,0.520077164484187948190196948417,0.117861353844404215251984169299,1.335975803018547569678275976912,str\(\'ks-test\'\),40,str\(\'bounded\'\)
100,100_0,FAILED,SOBOL,,,2350,3340,625,0.669829742545261952457735787902,0.174969341436400999123534916180,3.758788501846604290790310187731,str\(\'t-test\'\),15,str\(\'bounded\'\)
101,101_0,FAILED,SOBOL,,,3057,2258,3382,0.466884731326252244709706928916,0.949521114313975012066748604411,8.228231501970439509818788792472,str\(\'ks-test\'\),48,str\(\'bounded\'\)
102,102_0,FAILED,SOBOL,,,4026,4762,1656,0.797523378390818882266444234119,0.627394002130255090676769214042,7.118879136569798760092453449033,str\(\'t-test\'\),33,str\(\'bounded\'\)
103,103_0,FAILED,SOBOL,,,837,834,4495,0.064360888371244068251186831731,0.497127553349360817858126893043,0.183250923476181937221696216511,str\(\'ks-test\'\),6,str\(\'bounded\'\)
104,104_0,FAILED,SOBOL,,,1168,2573,1562,0.417589794125407920422077268086,0.522651836339384279206399241957,2.382424727750942050619187284610,str\(\'t-test\'\),17,str\(\'bounded\'\)
105,105_0,FAILED,SOBOL,,,4357,1775,4945,0.713644784765318007657697307877,0.352373119104653576005858894860,5.564192876962014366881703608669,str\(\'ks-test\'\),46,str\(\'bounded\'\)
106,106_0,FAILED,SOBOL,,,2766,4269,93,0.052129065575078133154551807138,0.039055086091160776118336173113,9.177569064014591049271984957159,str\(\'t-test\'\),38,str\(\'bounded\'\)
107,107_0,FAILED,SOBOL,,,2058,77,3557,0.815966573696583541419613538892,0.835939104229211804586441303400,3.453939676443114947801404923666,str\(\'ks-test\'\),1,str\(\'bounded\'\)
108,108_0,FAILED,SOBOL,,,1475,4382,4144,0.997941813588142379032319695398,0.903333789208903947809403689462,1.035932382281869568174670348526,str\(\'t-test\'\),27,str\(\'bounded\'\)
109,109_0,FAILED,SOBOL,,,3424,1118,2011,0.140059794982895252646315498168,0.221674487257376318094514999757,6.598521356950514338279845105717,str\(\'ks-test\'\),12,str\(\'bounded\'\)
110,110_0,FAILED,SOBOL,,,4958,3621,3108,0.595440694069489850903664773796,0.419965879430994393217702054244,7.987082160099410188536239729729,str\(\'t-test\'\),22,str\(\'bounded\'\)
111,111_0,FAILED,SOBOL,,,491,1876,894,0.267715241178870189120431177798,0.705012464707717279033261092991,4.956589775353670290769514394924,str\(\'ks-test\'\),42,str\(\'bounded\'\)
112,112_0,FAILED,SOBOL,,,363,3508,4843,0.749727876620367217341822652088,0.065363683618605131209200465037,6.539646927026101508317879051901,str\(\'ks-test\'\),20,str\(\'bounded\'\)
113,113_0,FAILED,SOBOL,,,4812,2090,1352,0.110641318406909702765084091425,0.809626409642398403576635246282,0.858014348341152088828209798521,str\(\'t-test\'\),43,str\(\'bounded\'\)
114,114_0,FAILED,SOBOL,,,3219,4584,3689,0.655193443160504096489660241787,0.611335010033100867410382761591,4.431415313879028872179333120584,str\(\'ks-test\'\),28,str\(\'bounded\'\)
115,115_0,FAILED,SOBOL,,,1251,1012,274,0.483889406146481626525002184280,0.263685000684112325064489823490,7.655409130924382132832306524506,str\(\'t-test\'\),11,str\(\'bounded\'\)
116,116_0,FAILED,SOBOL,,,1931,4072,2114,0.333952988347038626226748192494,0.446277629686519516916121119721,5.073843975435011977026533713797,str\(\'ks-test\'\),36,str\(\'bounded\'\)
117,117_0,COMPLETED,SOBOL,0.320000000000000006661338147751,9699.000000000000000000000000000000,2620,178,4354,0.536929391145706147447924649896,0.678702922848984591119858578168,2.011043143924325704574584960938,str\(\'t-test\'\),3,str\(\'bounded\'\)
118,118_0,FAILED,SOBOL,,,4151,2681,762,0.198510182961821546321345977049,0.992020948426797999353254908783,3.434696844369172996636052630492,str\(\'ks-test\'\),19,str\(\'bounded\'\)
119,119_0,FAILED,SOBOL,,,944,1566,2927,0.931643155192956373689128213300,0.132990354361012586004164859332,8.964901085956952897504379507154,str\(\'t-test\'\),44,str\(\'bounded\'\)
120,120_0,FAILED,SOBOL,,,652,4868,1176,0.578519938327372029718276280619,0.856087903119623683245720258128,8.639853819450364014187471184414,str\(\'ks-test\'\),34,str\(\'bounded\'\)
121,121_0,FAILED,SOBOL,,,3859,632,2792,0.282496342984959458721760938715,0.019420010857284071559281102282,4.365130448733457235732657863991,str\(\'t-test\'\),4,str\(\'bounded\'\)
122,122_0,FAILED,SOBOL,,,2950,3126,2325,0.951821206046268297740198249812,0.341547115605324524967301158540,0.436235921503044687952410640719,str\(\'ks-test\'\),15,str\(\'bounded\'\)
123,123_0,FAILED,SOBOL,,,2261,2371,3865,0.187954176418483248633961579799,0.533929683770984375712487235432,7.254038727687672327704149211058,str\(\'t-test\'\),49,str\(\'bounded\'\)
124,124_0,FAILED,SOBOL,,,1584,3025,3280,0.005917160902172326729375750887,0.725834400786086963996979193325,9.830644639406353135768767970148,str\(\'ks-test\'\),25,str\(\'bounded\'\)
125,125_0,FAILED,SOBOL,,,3552,1323,415,0.863830604547634717249593450106,0.398689244119450447723096431218,2.861566068756394187744263035711,str\(\'t-test\'\),39,str\(\'bounded\'\)
126,126_0,FAILED,SOBOL,,,4518,3827,4627,0.400638420114293680729389279804,0.211035268025472760866634303056,1.783642473540268724718771409243,str\(\'ks-test\'\),29,str\(\'bounded\'\)
127,127_0,FAILED,SOBOL,,,69,519,1836,0.728334381241351414004725484119,0.913458333017304502376987329626,6.219406257160009054985039256280,str\(\'t-test\'\),9,str\(\'bounded\'\)
128,128_0,FAILED,SOBOL,,,56,3733,3153,0.469051541293039941926679148310,0.158601878318935629597064007612,4.894162109119818637736898381263,str\(\'ks-test\'\),6,str\(\'bounded\'\)
129,129_0,FAILED,SOBOL,,,4495,2002,385,0.640810047034174212754464861064,0.965917277295142429061058919615,8.118155926165171010211452085059,str\(\'t-test\'\),32,str\(\'bounded\'\)
130,130_0,FAILED,SOBOL,,,3526,4496,4578,0.124994741309434179155068989076,0.641817925497889518737792968750,6.692061063610949211977185768774,str\(\'ks-test\'\),49,str\(\'bounded\'\)
131,131_0,FAILED,SOBOL,,,1569,1237,1730,0.764595729568973148104760184651,0.482671059846878025556549118846,1.010428484926000125554423902940,str\(\'t-test\'\),15,str\(\'bounded\'\)
132,132_0,FAILED,SOBOL,,,2238,4316,1147,0.926534728167578536250914567063,0.292772557923570264648560623755,3.584669818844646194122560700634,str\(\'ks-test\'\),41,str\(\'bounded\'\)
133,133_0,FAILED,SOBOL,,,2937,109,2665,0.193855272896587854658534411101,0.582737889761105187780287906207,9.114874060432427427258517127484,str\(\'t-test\'\),23,str\(\'bounded\'\)
134,134_0,FAILED,SOBOL,,,3844,2613,2218,0.541553376220166637899922079669,0.776216612776741365919974668941,5.539031932785176692846107471269,str\(\'ks-test\'\),8,str\(\'bounded\'\)
135,135_0,FAILED,SOBOL,,,626,1810,3816,0.339092355234548448184028757169,0.099262831842526794146053248369,2.476231101274490420394158718409,str\(\'t-test\'\),30,str\(\'bounded\'\)
136,136_0,FAILED,SOBOL,,,960,4799,2085,0.173101670712232591498036526900,0.888755588505417137845654451667,0.276507834379561279192216716183,str\(\'ks-test\'\),42,str\(\'bounded\'\)
137,137_0,FAILED,SOBOL,,,4177,876,4228,0.937422217300161730868524045945,0.236220355767756712284111131339,7.094310640564189363033165136585,str\(\'t-test\'\),21,str\(\'bounded\'\)
138,138_0,FAILED,SOBOL,,,2643,3370,655,0.296864391868934041074368224145,0.436483749613165827874183833046,8.164910749452188198915791872423,str\(\'ks-test\'\),13,str\(\'bounded\'\)
139,139_0,FAILED,SOBOL,,,1944,2303,2879,0.593403369024395943576166700950,0.688523056447505998889369038807,3.890187378735281420460978552001,str\(\'t-test\'\),26,str\(\'bounded\'\)
140,140_0,FAILED,SOBOL,,,1277,2937,4716,0.723240818139165630995535138936,0.503931607136502868193872473057,1.311140565651468969932125219202,str\(\'ks-test\'\),2,str\(\'bounded\'\)
141,141_0,FAILED,SOBOL,,,3234,1548,1323,0.395999325739219809605629052385,0.371061138803139345387904768359,5.746904349271209078153788141208,str\(\'t-test\'\),37,str\(\'bounded\'\)
142,142_0,FAILED,SOBOL,,,4826,4052,3640,0.868439710827544342208739180933,0.051918113490566610013221549025,9.668475390173494332657355698757,str\(\'ks-test\'\),47,str\(\'bounded\'\)
143,143_0,FAILED,SOBOL,,,387,431,167,0.011040697228163479787221845640,0.823104423498734805164644967590,2.699396819523535828722060614382,str\(\'t-test\'\),16,str\(\'bounded\'\)
144,144_0,FAILED,SOBOL,,,475,3859,4115,0.527164671948179619498375814146,0.464752273268997651012313099272,6.116453571548686518610793427797,str\(\'t-test\'\),46,str\(\'bounded\'\)
145,145_0,FAILED,SOBOL,,,4932,566,1884,0.355376644700765631501582220153,0.660256622217595623425268058782,1.798438908522017376512280861789,str\(\'ks-test\'\),18,str\(\'bounded\'\)
