trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,theta,lambida
68,68_0,COMPLETED,BoTorch,GenerationStep_1,0.359999999999999986677323704498,18.000000000000000000000000000000,3496,5000,0.571017391938676621698789404036,0.389414414913696216302696484490
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,20.000000000000000000000000000000,1,1,0.495640751514059674232015595408,0.395429852659922531632474829166
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.500000000000000000000000000000,33.000000000000000000000000000000,3006,3143,0.000100000000000000004792173602,0.590336331030748118209316999128
71,71_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,2988,3649,0.000100000000000000004792173602,0.293821718741467730051653006740
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,3341,5000,0.054097282966601142883966701902,0.189676040195399187027192056121
73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.500000000000000000000000000000,30.000000000000000000000000000000,2190,3764,0.009370629774221034616332737244,0.998999999999999999111821580300
74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,21.000000000000000000000000000000,1,1,0.499998929889441667828720028410,0.512757410486233133894984348444
75,75_0,COMPLETED,BoTorch,GenerationStep_1,0.489999999999999991118215802999,32.000000000000000000000000000000,3399,4108,0.000100000000000000004792173602,0.450239011986118653485533513958
76,76_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4661,5000,0.592695184022581589289302428369,0.001000000000000000020816681712
77,77_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,3362,5000,0.000100000000000000004792173602,0.336078552409090181019024612397
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,713,2709,0.616917698948792447843914033001,0.001000000000000000020816681712
79,79_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,3233,2769,0.000100000000000000004792173602,0.176477445336931854091844229515
80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,3622,4800,0.000100000000000000004792173602,0.077063969633792472890831959376
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,14.000000000000000000000000000000,1435,1,0.371387102622714015964788814017,0.073306488586570725529689696032
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,608,1,0.491429510013004777757572583141,0.156516582408547211269222998453
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,905,5000,0.608376748464987793241220970231,0.001000000000000000020816681712
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,652,189,0.000100000000000000004792173602,0.001000000000000000020816681712
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.369999999999999995559107901499,21.000000000000000000000000000000,3781,831,0.998999999999999999111821580300,0.998999999999999999111821580300
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,20.000000000000000000000000000000,2557,1,0.988562396121325459574791238992,0.998999999999999999111821580300
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,21.000000000000000000000000000000,5000,1,0.956794252141454970583822614572,0.998999999999999999111821580300
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.440000000000000002220446049250,30.000000000000000000000000000000,1421,2058,0.000100000000000000004792173602,0.998999999999999999111821580300
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,3907,5000,0.504851900436259937166028066713,0.001000000000000000020816681712
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.510000000000000008881784197001,31.000000000000000000000000000000,5000,5000,0.000100000000000000004792173602,0.611556302670858364933792472584
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,21.000000000000000000000000000000,126,21,0.998999999999999999111821580300,0.647851434795586045289894627786
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.510000000000000008881784197001,32.000000000000000000000000000000,1734,5000,0.000100000000000000004792173602,0.827107228746765010818364771694
93,93_0,COMPLETED,BoTorch,GenerationStep_1,0.400000000000000022204460492503,22.000000000000000000000000000000,4900,4983,0.276770455788275915320895137484,0.612765946814561646149854823307
94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,3026,1878,0.356009138984829276441956835697,0.319069966352115597096883448103
95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.359999999999999986677323704498,21.000000000000000000000000000000,4714,5000,0.419388856904556406313133720687,0.616296402965211265190248468571
96,96_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4264,24,0.537835388266306613225253840938,0.339903623369287255506776546099
97,97_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,1428,4618,0.000100000000000000004792173602,0.348367699606778324916689371094
98,98_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,1,5000,0.998999999999999999111821580300,0.118419945158697248466239670961
99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.510000000000000008881784197001,31.000000000000000000000000000000,2287,5000,0.000100000000000000004792173602,0.695137588115815385769735712529
100,100_0,COMPLETED,BoTorch,GenerationStep_1,0.340000000000000024424906541753,21.000000000000000000000000000000,1,116,0.000100000000000000004792173602,0.672905138551958770243288654456
101,101_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,3418,56,0.329369226298776573980120474516,0.312401887030728908634102936048
102,102_0,COMPLETED,BoTorch,GenerationStep_1,0.440000000000000002220446049250,28.000000000000000000000000000000,1,1070,0.000100000000000000004792173602,0.677993416726212383416338980169
103,103_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4727,4626,0.998999999999999999111821580300,0.610231799121323748025247368787
104,104_0,COMPLETED,BoTorch,GenerationStep_1,0.419999999999999984456877655248,24.000000000000000000000000000000,4173,291,0.998999999999999999111821580300,0.831669208512667679222829519858
105,105_0,COMPLETED,BoTorch,GenerationStep_1,0.369999999999999995559107901499,20.000000000000000000000000000000,4560,364,0.998999999999999999111821580300,0.438939792653618099382839545797
106,106_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,325,4881,0.000100000000000000004792173602,0.328594919735493318224683889639
107,107_0,COMPLETED,BoTorch,GenerationStep_1,0.429999999999999993338661852249,28.000000000000000000000000000000,4397,5000,0.158666649391156044934803048818,0.613730127984156825782235955558
108,108_0,COMPLETED,BoTorch,GenerationStep_1,0.390000000000000013322676295502,22.000000000000000000000000000000,4636,188,0.752940737956887207182887777890,0.393983344962137327360807148580
109,109_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,1985,3605,0.000100000000000000004792173602,0.001000000000000000020816681712
110,110_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,1,4344,0.998999999999999999111821580300,0.234274792441787754748716565700
111,111_0,COMPLETED,BoTorch,GenerationStep_1,0.479999999999999982236431605997,31.000000000000000000000000000000,1386,2353,0.000100000000000000004792173602,0.839856161232433340302350188722
112,112_0,COMPLETED,BoTorch,GenerationStep_1,0.489999999999999991118215802999,31.000000000000000000000000000000,4998,4042,0.000100000000000000004792173602,0.599591093495981386496396225994
113,113_0,COMPLETED,BoTorch,GenerationStep_1,0.380000000000000004440892098501,22.000000000000000000000000000000,2593,620,0.998999999999999999111821580300,0.693095851551734143392025089270
114,114_0,COMPLETED,BoTorch,GenerationStep_1,0.510000000000000008881784197001,30.000000000000000000000000000000,1,5000,0.000100000000000000004792173602,0.848957891341747594715627656115
115,115_0,COMPLETED,BoTorch,GenerationStep_1,0.479999999999999982236431605997,31.000000000000000000000000000000,798,4596,0.000100000000000000004792173602,0.382166672158386566682253260296
116,116_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,2586,4858,0.096082155147923009597121790648,0.330324495023734565624096148895
117,117_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,2475,4997,0.000100000000000000004792173602,0.360995821422827656288490061343
118,118_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,21.000000000000000000000000000000,3736,1,0.998999999999999999111821580300,0.736526678084298391802064998046
119,119_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,5000,5000,0.998999999999999999111821580300,0.122420631141867408686607632262
120,120_0,COMPLETED,BoTorch,GenerationStep_1,0.390000000000000013322676295502,22.000000000000000000000000000000,2459,4673,0.387592904306949537218685009066,0.998999999999999999111821580300
121,121_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,3796,69,0.000100000000000000004792173602,0.140750210947463955113434508348
122,122_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4120,4949,0.998999999999999999111821580300,0.292937540726943279612015658131
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.409999999999999975575093458247,23.000000000000000000000000000000,4582,5000,0.242139229700149949398024773473,0.998999999999999999111821580300
124,124_0,COMPLETED,BoTorch,GenerationStep_1,0.369999999999999995559107901499,19.000000000000000000000000000000,5000,4608,0.501604625360570488545874923147,0.998999999999999999111821580300
125,125_0,COMPLETED,BoTorch,GenerationStep_1,0.479999999999999982236431605997,29.000000000000000000000000000000,262,4899,0.000100000000000000004792173602,0.396151193015542135711370974605
126,126_0,COMPLETED,BoTorch,GenerationStep_1,0.429999999999999993338661852249,28.000000000000000000000000000000,4590,5000,0.146708071452272326151700099217,0.998999999999999999111821580300
127,127_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4539,5000,0.998999999999999999111821580300,0.001000000000000000020816681712
128,128_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4938,4013,0.998999999999999999111821580300,0.547097445307054841556748669973
129,129_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,19.000000000000000000000000000000,3677,4974,0.597276066321132392822335077653,0.998999999999999999111821580300
130,130_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,187,4567,0.615969387911407872948643671407,0.217974386743819470435568064204
131,131_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,814,5000,0.000100000000000000004792173602,0.001000000000000000020816681712
132,132_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,1349,4879,0.756985976020081108295300964528,0.284324656592627955653540539060
133,133_0,COMPLETED,BoTorch,GenerationStep_1,0.369999999999999995559107901499,23.000000000000000000000000000000,4588,4822,0.428429154298013259438704380955,0.998999999999999999111821580300
134,134_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,3621,115,0.998999999999999999111821580300,0.109350709957189221044338012234
135,135_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,3925,5000,0.713626755726986083949725525599,0.998999999999999999111821580300
136,136_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,3709,57,0.000100000000000000004792173602,0.211035291471418362529988144161
137,137_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4450,5000,0.000100000000000000004792173602,0.001000000000000000020816681712
138,138_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4762,4753,0.487834576920497475782667606836,0.142038356740151222590284874059
139,139_0,COMPLETED,BoTorch,GenerationStep_1,0.359999999999999986677323704498,20.000000000000000000000000000000,4480,2502,0.998999999999999999111821580300,0.642030783673690708113213077013
140,140_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,2881,34,0.000100000000000000004792173602,0.376537332524304990677421756118
141,141_0,COMPLETED,BoTorch,GenerationStep_1,0.400000000000000022204460492503,24.000000000000000000000000000000,4598,4908,0.320475647467764745979224016992,0.998999999999999999111821580300
142,142_0,COMPLETED,BoTorch,GenerationStep_1,0.510000000000000008881784197001,29.000000000000000000000000000000,3762,4613,0.000100000000000000004792173602,0.929384252305915148362203126453
143,143_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,2338,3969,0.998999999999999999111821580300,0.639757798948377032210999004747
144,144_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,2973,80,0.998999999999999999111821580300,0.199976823106685824837924769781
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4752,1,0.998999999999999999111821580300,0.001000000000000000020816681712
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.390000000000000013322676295502,22.000000000000000000000000000000,4533,1547,0.998999999999999999111821580300,0.906876126536343307726895091037
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.450000000000000011102230246252,29.000000000000000000000000000000,705,4925,0.112606339280970149663296808740,0.929096717427593810079144986958
148,148_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,143,4992,0.582732594380674817635679119121,0.266401411690137424059798831877
149,149_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4936,2307,0.998999999999999999111821580300,0.306725020483188115516526295323
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,15.000000000000000000000000000000,2636,2770,0.998999999999999999111821580300,0.998999999999999999111821580300
151,151_0,COMPLETED,BoTorch,GenerationStep_1,0.440000000000000002220446049250,31.000000000000000000000000000000,2967,1414,0.000100000000000000004792173602,0.379657806049250923230431453703
152,152_0,COMPLETED,BoTorch,GenerationStep_1,0.469999999999999973354647408996,32.000000000000000000000000000000,3797,4993,0.082736063627626407757098547791,0.654235668329313679869585484994
153,153_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,440,4951,0.000100000000000000004792173602,0.372718147727058746188077975603
154,154_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,4200,128,0.000100000000000000004792173602,0.276876704557834918407621671577
155,155_0,COMPLETED,BoTorch,GenerationStep_1,0.489999999999999991118215802999,31.000000000000000000000000000000,4037,4723,0.000100000000000000004792173602,0.389457275168241301432914269753
156,156_0,COMPLETED,BoTorch,GenerationStep_1,0.450000000000000011102230246252,31.000000000000000000000000000000,4968,2533,0.000100000000000000004792173602,0.998999999999999999111821580300
157,157_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,12.000000000000000000000000000000,4910,37,0.745967098722161048307555120118,0.282859093787755644378023589525
158,158_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,1997,2716,0.000100000000000000004792173602,0.376509413487406630061116175057
159,159_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,11.000000000000000000000000000000,2597,18,0.998999999999999999111821580300,0.368729566889887838687656085312
160,160_0,COMPLETED,BoTorch,GenerationStep_1,0.419999999999999984456877655248,27.000000000000000000000000000000,4679,1113,0.000100000000000000004792173602,0.878572292311394775765620579477
161,161_0,COMPLETED,BoTorch,GenerationStep_1,0.500000000000000000000000000000,31.000000000000000000000000000000,99,4928,0.000100000000000000004792173602,0.910013196471289753652911258541
