trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,GenerationStep_0,0.600000000000000088817841970013,26.000000000000000000000000000000,3055,1075,0.840319388628005925490072058892,0.572886552333831788885731839400
1,1_0,COMPLETED,GenerationStep_0,0.570000000000000062172489379009,14.000000000000000000000000000000,1133,2550,0.097539753481745719576601061362,0.129558738110586990632810966417
2,2_0,COMPLETED,GenerationStep_0,0.589999999999999968913755310496,13.000000000000000000000000000000,2477,1787,0.598186225755140132953613374411,0.793682259755209118523566758086
3,3_0,COMPLETED,GenerationStep_0,0.570000000000000062172489379009,16.000000000000000000000000000000,4284,4668,0.338823931854218218795438133384,0.473153305588290107319693333920
4,4_0,COMPLETED,GenerationStep_0,0.560000000000000053290705182008,24.000000000000000000000000000000,4845,2087,0.147482052087783810367938031050,0.277682933976873769221782595196
5,5_0,COMPLETED,GenerationStep_0,0.560000000000000053290705182008,11.000000000000000000000000000000,1828,4363,0.913649939322844106825982635200,0.954919848853722164072621580999
6,6_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,63.000000000000000000000000000000,523,131,0.421900584664195776873896193138,0.122309802046045662526907449319
7,7_0,COMPLETED,GenerationStep_0,0.570000000000000062172489379009,15.000000000000000000000000000000,3734,3499,0.642280868111178238066827361763,0.676744032138958617750290613913
8,8_0,COMPLETED,GenerationStep_0,0.630000000000000004440892098501,23.000000000000000000000000000000,3290,1516,0.455919903691858030558847758584,0.889737133510410838077575590432
9,9_0,COMPLETED,GenerationStep_0,0.550000000000000044408920985006,6.000000000000000000000000000000,273,4846,0.730879591075703549662989644276,0.319463601257652052289870425739
10,10_0,COMPLETED,GenerationStep_0,0.650000000000000022204460492503,41.000000000000000000000000000000,1462,662,0.230354766517877590503715623527,0.726595679588615928068406901730
11,11_0,COMPLETED,GenerationStep_0,0.579999999999999960031971113494,20.000000000000000000000000000000,4674,2899,0.957537356728687893969720335008,0.033523269619792697704419026650
12,12_0,COMPLETED,GenerationStep_0,0.680000000000000048849813083507,84.000000000000000000000000000000,3985,319,0.524999792469665438332526719023,0.218151111934334035469262857987
13,13_0,COMPLETED,GenerationStep_0,0.530000000000000026645352591004,6.000000000000000000000000000000,2063,3238,0.289026844631880497349385450434,0.523328061193227722647236532794
14,14_0,COMPLETED,GenerationStep_0,0.530000000000000026645352591004,13.000000000000000000000000000000,913,2426,0.780898203918710342996689632855,0.431117566619068359745625684809
