trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_windows,disjoint_training_windows
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.660000000000000031086244689504,268.000000000000000000000000000000,2281,1555,4336,False
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,31.000000000000000000000000000000,3327,3162,1447,True
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,854.000000000000000000000000000000,4014,885,2551,False
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,29.000000000000000000000000000000,391,3810,420,True
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,29.000000000000000000000000000000,649,555,1877,True
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.670000000000000039968028886506,403.000000000000000000000000000000,4995,4730,4844,False
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,33.000000000000000000000000000000,2979,2475,1241,True
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.699999999999999955591079014994,386.000000000000000000000000000000,1368,2831,3293,False
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.750000000000000000000000000000,752.000000000000000000000000000000,1766,1087,659,False
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,29.000000000000000000000000000000,2597,4256,3562,True
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,585.000000000000000000000000000000,4450,1670,2478,False
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,33.000000000000000000000000000000,1199,3657,4556,True
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,29.000000000000000000000000000000,305,1961,3054,True
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,347.000000000000000000000000000000,4085,2698,229,False
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,49.000000000000000000000000000000,3558,129,3813,True
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.599999999999999977795539507497,96.000000000000000000000000000000,2045,4547,1658,False
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,29.000000000000000000000000000000,1876,225,3627,True
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.689999999999999946709294817992,243.000000000000000000000000000000,3722,4477,904,False
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,30.000000000000000000000000000000,4253,2064,4508,True
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.640000000000000013322676295502,176.000000000000000000000000000000,141,2655,2211,False
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.739999999999999991118215802999,312.000000000000000000000000000000,1055,1729,84,False
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,34.000000000000000000000000000000,4599,3570,2885,True
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.739999999999999991118215802999,327.000000000000000000000000000000,2741,1140,1781,False
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,34.000000000000000000000000000000,1617,4143,4000,True
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,31.000000000000000000000000000000,1537,2252,1366,True
