trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.690000000000000057731597280508,11.000000000000000000000000000000,2538,3037,0.046345966823399066536470769506,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.690000000000000057731597280508,22.000000000000000000000000000000,2231,872,0.795239883095026023340778920101,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,12.000000000000000000000000000000,545,3930,0.276461934069171522132535301353,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.700000000000000066613381477509,19.000000000000000000000000000000,4532,2478,0.526116229064762630507345875230,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.650000000000000022204460492503,57.000000000000000000000000000000,4361,4864,0.945355386445298817577054251160,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.690000000000000057731597280508,16.000000000000000000000000000000,871,1542,0.196522406496107582274390779276,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.680000000000000048849813083507,36.000000000000000000000000000000,1357,3346,0.746396015586331507130068985134,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,24.000000000000000000000000000000,3568,561,0.496802598357200642098518983403,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.680000000000000048849813083507,28.000000000000000000000000000000,3253,4077,0.683180581187829427669555570901,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.690000000000000057731597280508,15.000000000000000000000000000000,1667,2019,0.433343559946864853582582099989,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,38.000000000000000000000000000000,1186,2558,0.889685605181381067296797482413,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,20.000000000000000000000000000000,4051,1038,0.141096236679703002092622909913,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
