trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
525,525_0,RUNNING,GenerationStep_1,,,1,2098,58,397,0.063570528585741400973141423947
526,526_0,RUNNING,GenerationStep_1,,,1,874,92,394,0.036964566532065958048836051830
527,527_0,RUNNING,GenerationStep_1,,,4128,1757,76,663,0.078554291284660071603695996600
528,528_0,RUNNING,GenerationStep_1,,,5000,3635,55,1,0.194690010804215746231804473609
529,529_0,RUNNING,GenerationStep_1,,,93,1624,95,359,0.084192388574803975198612704389
530,530_0,RUNNING,GenerationStep_1,,,5000,3940,79,316,0.135854292436899726226329221390
531,531_0,RUNNING,GenerationStep_1,,,2098,4461,100,234,0.001000000000000000020816681712
532,532_0,FAILED,GenerationStep_1,,,3224,2255,100,227,0.001000000000000000020816681712
533,533_0,FAILED,GenerationStep_1,,,5000,5000,68,1000,0.143361757536361267284519271925
534,534_0,FAILED,GenerationStep_1,,,4587,1839,100,1,0.046491434272692130913462449371
535,535_0,FAILED,GenerationStep_1,,,4504,1528,100,7,0.001000000000000000020816681712
536,536_0,FAILED,GenerationStep_1,,,5000,3411,100,344,0.001000000000000000020816681712
537,537_0,FAILED,GenerationStep_1,,,98,4629,25,171,0.101464696002100576710525103863
538,538_0,FAILED,GenerationStep_1,,,4979,4944,27,227,0.001000000000000000020816681712
539,539_0,FAILED,GenerationStep_1,,,1746,3795,40,376,0.027348178650164967767866031068
540,540_0,RUNNING,GenerationStep_1,,,4940,4683,82,503,0.057692629408601370233355964956
541,541_0,FAILED,GenerationStep_1,,,4287,1,97,1,0.001000000000000000020816681712
542,542_0,RUNNING,GenerationStep_1,,,4488,5000,40,465,0.001000000000000000020816681712
543,543_0,RUNNING,GenerationStep_1,,,539,4605,66,801,0.001000000000000000020816681712
544,544_0,RUNNING,GenerationStep_1,,,5000,1700,75,1000,0.109169868062234734495952181987
545,545_0,RUNNING,GenerationStep_1,,,1,3699,81,978,0.001000000000000000020816681712
546,546_0,RUNNING,GenerationStep_1,,,456,1618,81,834,0.293165585768709380243279838396
547,547_0,RUNNING,GenerationStep_1,,,5000,1083,100,1,0.001000000000000000020816681712
548,548_0,RUNNING,GenerationStep_1,,,1123,4485,37,564,0.001000000000000000020816681712
549,549_0,RUNNING,GenerationStep_1,,,2428,1913,89,473,0.001000000000000000020816681712
550,550_0,FAILED,GenerationStep_1,,,1340,1,66,1,0.031816479713985088007000001653
551,551_0,RUNNING,GenerationStep_1,,,1,3396,84,174,0.218264500006314032809484615427
552,552_0,RUNNING,GenerationStep_1,,,1992,3968,80,982,0.081740850187086058764585061454
553,553_0,RUNNING,GenerationStep_1,,,1893,4702,62,1,0.001000000000000000020816681712
554,554_0,RUNNING,GenerationStep_1,,,1374,1853,62,1,0.082331240899862725979296840251
555,555_0,RUNNING,GenerationStep_1,,,1,1588,63,102,0.121827399156924059964168804981
556,556_0,RUNNING,GenerationStep_1,,,1078,1009,100,1000,0.137943252148277795132713663406
557,557_0,RUNNING,GenerationStep_1,,,2733,3910,86,21,0.089301604469921816442656847812
558,558_0,RUNNING,GenerationStep_1,,,1,4952,54,233,0.001000000000000000020816681712
559,559_0,RUNNING,GenerationStep_1,,,5000,3993,98,935,0.001000000000000000020816681712
560,560_0,RUNNING,GenerationStep_1,,,4347,3633,6,744,0.998999999999999999111821580300
561,561_0,RUNNING,GenerationStep_1,,,1,4775,90,1000,0.998999999999999999111821580300
562,562_0,RUNNING,GenerationStep_1,,,5000,1090,60,894,0.131726672681818257615304901265
563,563_0,RUNNING,GenerationStep_1,,,2520,3598,95,149,0.001000000000000000020816681712
564,564_0,FAILED,GenerationStep_1,,,1020,3143,1,895,0.998999999999999999111821580300
565,565_0,FAILED,GenerationStep_1,,,1,991,71,743,0.001000000000000000020816681712
566,566_0,FAILED,GenerationStep_1,,,2074,4480,73,982,0.006617483681507132370347434858
567,567_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,4415.000000000000000000000000000000,5000,386,100,1,0.040735706015410801106302329799
568,568_0,FAILED,GenerationStep_1,,,5000,792,58,1000,0.001000000000000000020816681712
569,569_0,FAILED,GenerationStep_1,,,3942,2440,88,1,0.001000000000000000020816681712
570,570_0,RUNNING,GenerationStep_1,,,2304,3790,100,345,0.001000000000000000020816681712
571,571_0,RUNNING,GenerationStep_1,,,2321,823,92,468,0.001000000000000000020816681712
572,572_0,FAILED,GenerationStep_1,,,5000,1,100,507,0.001000000000000000020816681712
573,573_0,RUNNING,GenerationStep_1,,,1,726,92,387,0.998999999999999999111821580300
574,574_0,FAILED,GenerationStep_1,,,5000,1,95,461,0.998999999999999999111821580300
575,575_0,RUNNING,GenerationStep_1,,,3659,1836,92,438,0.998999999999999999111821580300
576,576_0,RUNNING,GenerationStep_1,,,3246,1244,85,523,0.758579101143828538056368415710
577,577_0,RUNNING,GenerationStep_1,,,1,1291,88,451,0.998999999999999999111821580300
578,578_0,RUNNING,GenerationStep_1,,,3696,3652,100,657,0.998999999999999999111821580300
579,579_0,RUNNING,GenerationStep_1,,,1807,1660,100,494,0.124955793774550225072594855646
580,580_0,RUNNING,GenerationStep_1,,,5000,3199,37,311,0.998999999999999999111821580300
581,581_0,FAILED,GenerationStep_1,,,3145,3054,66,479,0.001000000000000000020816681712
582,582_0,FAILED,GenerationStep_1,,,1,2967,100,549,0.998999999999999999111821580300
583,583_0,FAILED,GenerationStep_1,,,1,3915,33,523,0.001000000000000000020816681712
584,584_0,FAILED,GenerationStep_1,,,3400,4341,100,292,0.998999999999999999111821580300
585,585_0,FAILED,GenerationStep_1,,,5000,2673,64,313,0.998999999999999999111821580300
586,586_0,FAILED,GenerationStep_1,,,5000,2425,99,717,0.594463693247424207477536128863
587,587_0,FAILED,GenerationStep_1,,,5000,3578,39,966,0.001000000000000000020816681712
588,588_0,FAILED,GenerationStep_1,,,1,4763,88,1000,0.001000000000000000020816681712
589,589_0,FAILED,GenerationStep_1,,,632,3296,95,374,0.998999999999999999111821580300
590,590_0,FAILED,GenerationStep_1,,,1548,4682,78,252,0.998999999999999999111821580300
591,591_0,FAILED,GenerationStep_1,,,187,4011,87,618,0.630174315226493808594909751264
592,592_0,FAILED,GenerationStep_1,,,5000,4209,57,331,0.998999999999999999111821580300
593,593_0,FAILED,GenerationStep_1,,,35,2591,88,245,0.888509022119834845909736031899
594,594_0,FAILED,GenerationStep_1,,,4933,3537,15,1000,0.998999999999999999111821580300
595,595_0,FAILED,GenerationStep_1,,,5000,1,86,529,0.001000000000000000020816681712
596,596_0,FAILED,GenerationStep_1,,,2592,4747,100,319,0.998999999999999999111821580300
597,597_0,FAILED,GenerationStep_1,,,2474,2699,88,553,0.001000000000000000020816681712
598,598_0,FAILED,GenerationStep_1,,,1760,4525,74,642,0.289088143939372099744389288389
599,599_0,FAILED,GenerationStep_1,,,4578,3005,78,298,0.998999999999999999111821580300
600,600_0,RUNNING,GenerationStep_1,,,4608,3169,68,291,0.001000000000000000020816681712
601,601_0,FAILED,GenerationStep_1,,,5000,1,96,486,0.998999999999999999111821580300
602,602_0,FAILED,GenerationStep_1,,,5000,1,100,496,0.001000000000000000020816681712
603,603_0,RUNNING,GenerationStep_1,,,3706,4256,85,448,0.001000000000000000020816681712
604,604_0,RUNNING,GenerationStep_1,,,1,1828,73,336,0.001000000000000000020816681712
605,605_0,RUNNING,GenerationStep_1,,,5000,2627,67,392,0.998999999999999999111821580300
606,606_0,RUNNING,GenerationStep_1,,,4679,4051,39,1000,0.441919157089933234416889717977
607,607_0,RUNNING,GenerationStep_1,,,3453,1505,100,300,0.998999999999999999111821580300
608,608_0,RUNNING,GenerationStep_1,,,3113,2549,93,674,0.998999999999999999111821580300
609,609_0,RUNNING,GenerationStep_1,,,1104,4916,79,573,0.001000000000000000020816681712
610,610_0,RUNNING,GenerationStep_1,,,3867,796,80,458,0.998999999999999999111821580300
611,611_0,RUNNING,GenerationStep_1,,,5000,1228,100,503,0.001000000000000000020816681712
612,612_0,RUNNING,GenerationStep_1,,,5000,3995,9,358,0.001000000000000000020816681712
613,613_0,RUNNING,GenerationStep_1,,,3349,3993,90,374,0.998999999999999999111821580300
614,614_0,RUNNING,GenerationStep_1,,,527,4450,80,482,0.998999999999999999111821580300
615,615_0,RUNNING,GenerationStep_1,,,4197,242,100,1000,0.951729996999122529466319519997
616,616_0,RUNNING,GenerationStep_1,,,3621,2264,68,543,0.998999999999999999111821580300
617,617_0,RUNNING,GenerationStep_1,,,1,539,100,435,0.001000000000000000020816681712
618,618_0,RUNNING,GenerationStep_1,,,5000,2359,43,415,0.589145265450279453922632910690
619,619_0,RUNNING,GenerationStep_1,,,2304,2391,100,813,0.001000000000000000020816681712
620,620_0,RUNNING,GenerationStep_1,,,4365,1378,65,424,0.735239166843853042543344145088
621,621_0,RUNNING,GenerationStep_1,,,882,3868,100,561,0.998999999999999999111821580300
622,622_0,RUNNING,GenerationStep_1,,,1,1311,73,774,0.904562162058423768762338568195
623,623_0,RUNNING,GenerationStep_1,,,2773,2524,96,344,0.998999999999999999111821580300
624,624_0,RUNNING,GenerationStep_1,,,1,2968,100,599,0.001000000000000000020816681712
625,625_0,RUNNING,GenerationStep_1,,,953,4412,40,187,0.001000000000000000020816681712
626,626_0,RUNNING,GenerationStep_1,,,5000,2591,100,646,0.998999999999999999111821580300
627,627_0,RUNNING,GenerationStep_1,,,4271,4574,1,754,0.743399381111418233736287675129
628,628_0,RUNNING,GenerationStep_1,,,5000,876,84,541,0.001000000000000000020816681712
629,629_0,RUNNING,GenerationStep_1,,,1,3169,81,397,0.001000000000000000020816681712
630,630_0,FAILED,GenerationStep_1,,,1,1,100,438,0.998999999999999999111821580300
631,631_0,FAILED,GenerationStep_1,,,5000,1,96,506,0.001000000000000000020816681712
632,632_0,RUNNING,GenerationStep_1,,,3569,846,100,410,0.001000000000000000020816681712
633,633_0,RUNNING,GenerationStep_1,,,5000,3742,68,574,0.182481933768702586640131357854
634,634_0,RUNNING,GenerationStep_1,,,3006,3241,24,362,0.379146866129648318910483340005
635,635_0,RUNNING,GenerationStep_1,,,867,3638,73,384,0.998999999999999999111821580300
636,636_0,RUNNING,GenerationStep_1,,,4424,1998,100,670,0.998999999999999999111821580300
637,637_0,RUNNING,GenerationStep_1,,,2464,4281,52,394,0.998999999999999999111821580300
638,638_0,RUNNING,GenerationStep_1,,,2332,1140,100,489,0.998999999999999999111821580300
639,639_0,RUNNING,GenerationStep_1,,,5000,715,88,577,0.998999999999999999111821580300
640,640_0,RUNNING,GenerationStep_1,,,2879,1472,100,598,0.998999999999999999111821580300
641,641_0,RUNNING,GenerationStep_1,,,644,2993,64,414,0.001000000000000000020816681712
642,642_0,RUNNING,GenerationStep_1,,,809,4192,100,610,0.998999999999999999111821580300
643,643_0,RUNNING,GenerationStep_1,,,1,3851,81,346,0.001000000000000000020816681712
644,644_0,FAILED,GenerationStep_1,,,5000,1188,100,565,0.998999999999999999111821580300
645,645_0,FAILED,GenerationStep_1,,,5000,1,84,444,0.998999999999999999111821580300
646,646_0,FAILED,GenerationStep_1,,,291,2896,100,459,0.998999999999999999111821580300
647,647_0,FAILED,GenerationStep_1,,,5000,1,100,541,0.998999999999999999111821580300
648,648_0,FAILED,GenerationStep_1,,,788,1397,100,438,0.703894294116060414978619519388
649,649_0,FAILED,GenerationStep_1,,,3649,2865,1,540,0.001000000000000000020816681712
650,650_0,FAILED,GenerationStep_1,,,4334,4671,19,260,0.001000000000000000020816681712
651,651_0,FAILED,GenerationStep_1,,,1788,4058,100,813,0.001000000000000000020816681712
652,652_0,FAILED,GenerationStep_1,,,2706,671,100,818,0.787468117968991410116075257974
653,653_0,FAILED,GenerationStep_1,,,2290,3171,100,602,0.718175771754588132544938616775
654,654_0,FAILED,GenerationStep_1,,,1,3430,100,717,0.001000000000000000020816681712
655,655_0,FAILED,GenerationStep_1,,,5000,4538,93,462,0.671236863006260953135040381312
656,656_0,FAILED,GenerationStep_1,,,5000,2908,5,1000,0.998999999999999999111821580300
657,657_0,FAILED,GenerationStep_1,,,3662,4692,100,133,0.998999999999999999111821580300
658,658_0,FAILED,GenerationStep_1,,,5000,3993,73,790,0.159170521641696899317608426827
659,659_0,FAILED,GenerationStep_1,,,3492,1997,59,283,0.001000000000000000020816681712
660,213_0,FAILED,GenerationStep_1,,,5000,1,100,526,0.001000000000000000020816681712
661,661_0,RUNNING,GenerationStep_1,,,256,4354,100,765,0.001000000000000000020816681712
662,662_0,RUNNING,GenerationStep_1,,,689,4389,84,582,0.001000000000000000020816681712
663,663_0,RUNNING,GenerationStep_1,,,1,4099,100,266,0.069213826655646612517891469452
664,664_0,FAILED,GenerationStep_1,,,5000,1,98,459,0.998999999999999999111821580300
665,665_0,RUNNING,GenerationStep_1,,,2922,2046,100,556,0.769833434217251921793945257377
666,666_0,RUNNING,GenerationStep_1,,,3987,4269,100,269,0.064143714548713273715385696505
667,667_0,RUNNING,GenerationStep_1,,,5000,4353,100,380,0.940201367450727576446922739706
668,668_0,RUNNING,GenerationStep_1,,,2370,4715,73,625,0.998999999999999999111821580300
669,669_0,RUNNING,GenerationStep_1,,,3171,3129,100,350,0.001000000000000000020816681712
670,670_0,RUNNING,GenerationStep_1,,,1,3988,97,671,0.001000000000000000020816681712
671,671_0,RUNNING,GenerationStep_1,,,161,1044,70,1000,0.779018924524187639235606184229
672,672_0,RUNNING,GenerationStep_1,,,1,4910,2,906,0.998999999999999999111821580300
673,673_0,RUNNING,GenerationStep_1,,,1811,2329,82,500,0.001000000000000000020816681712
674,674_0,RUNNING,GenerationStep_1,,,3629,4011,97,581,0.998999999999999999111821580300
675,675_0,RUNNING,GenerationStep_1,,,2932,1667,100,808,0.001000000000000000020816681712
676,676_0,RUNNING,GenerationStep_1,,,2741,3600,1,344,0.001000000000000000020816681712
677,677_0,RUNNING,GenerationStep_1,,,4293,5000,100,584,0.001000000000000000020816681712
678,678_0,RUNNING,GenerationStep_1,,,5000,3077,74,164,0.001000000000000000020816681712
679,679_0,FAILED,GenerationStep_1,,,5000,2145,79,319,0.998999999999999999111821580300
680,680_0,FAILED,GenerationStep_1,,,699,2129,73,490,0.001000000000000000020816681712
681,681_0,FAILED,GenerationStep_1,,,1145,3341,100,979,0.998999999999999999111821580300
682,682_0,FAILED,GenerationStep_1,,,4201,831,90,918,0.872285316125176679591390893620
683,683_0,FAILED,GenerationStep_1,,,384,4749,21,59,0.816899775607422884426966902538
684,684_0,FAILED,GenerationStep_1,,,3686,890,100,587,0.998999999999999999111821580300
685,685_0,FAILED,GenerationStep_1,,,4100,3247,96,301,0.985223478959907028595921474334
686,686_0,FAILED,GenerationStep_1,,,5000,72,100,683,0.001000000000000000020816681712
687,687_0,FAILED,GenerationStep_1,,,3512,2264,1,360,0.998999999999999999111821580300
688,688_0,FAILED,GenerationStep_1,,,1197,1542,47,295,0.998999999999999999111821580300
689,689_0,FAILED,GenerationStep_1,,,475,3907,89,771,0.952689603340640678297290833143
690,690_0,FAILED,GenerationStep_1,,,5000,1,96,541,0.001000000000000000020816681712
691,691_0,RUNNING,GenerationStep_1,,,5000,1373,70,411,0.001000000000000000020816681712
692,692_0,RUNNING,GenerationStep_1,,,3685,3400,100,554,0.001000000000000000020816681712
693,693_0,RUNNING,GenerationStep_1,,,4410,4255,100,828,0.998999999999999999111821580300
694,694_0,RUNNING,GenerationStep_1,,,2371,3080,74,555,0.001000000000000000020816681712
695,695_0,RUNNING,GenerationStep_1,,,2855,3737,79,502,0.156278578500944953511009316571
696,696_0,FAILED,GenerationStep_1,,,5000,1,100,507,0.998999999999999999111821580300
697,697_0,RUNNING,GenerationStep_1,,,1174,3783,49,291,0.960991459729210295570567268442
698,698_0,RUNNING,GenerationStep_1,,,1,895,100,598,0.001000000000000000020816681712
699,699_0,RUNNING,GenerationStep_1,,,16,4978,48,701,0.998999999999999999111821580300
700,700_0,RUNNING,GenerationStep_1,,,3104,1252,77,658,0.998999999999999999111821580300
701,701_0,RUNNING,GenerationStep_1,,,2342,5000,88,1000,0.001000000000000000020816681712
702,702_0,RUNNING,GenerationStep_1,,,1932,4697,76,250,0.898768940396957205507533217315
703,703_0,RUNNING,GenerationStep_1,,,3542,4433,99,954,0.765053063625825369165056599741
704,704_0,FAILED,GenerationStep_1,,,5000,936,81,1000,0.828179847454251549798698306404
705,705_0,FAILED,GenerationStep_1,,,131,4399,4,162,0.001000000000000000020816681712
706,706_0,FAILED,GenerationStep_1,,,5000,4096,1,337,0.998999999999999999111821580300
707,707_0,FAILED,GenerationStep_1,,,3606,2183,76,301,0.628737741264226768223011276859
708,708_0,FAILED,GenerationStep_1,,,3490,1,100,835,0.001000000000000000020816681712
709,709_0,FAILED,GenerationStep_1,,,5000,516,100,1000,0.790360176238873668452811216412
710,710_0,FAILED,GenerationStep_1,,,2119,1711,66,291,0.998999999999999999111821580300
711,711_0,FAILED,GenerationStep_1,,,5000,1,100,464,0.001000000000000000020816681712
712,712_0,FAILED,GenerationStep_1,,,4259,1,52,371,0.998999999999999999111821580300
713,713_0,FAILED,GenerationStep_1,,,1,1,79,417,0.001000000000000000020816681712
714,714_0,FAILED,GenerationStep_1,,,2054,4741,100,365,0.401873373325175031745004616823
715,715_0,FAILED,GenerationStep_1,,,1,3528,100,681,0.998999999999999999111821580300
716,716_0,FAILED,GenerationStep_1,,,5000,1747,81,501,0.001000000000000000020816681712
717,717_0,FAILED,GenerationStep_1,,,1721,3020,86,539,0.998999999999999999111821580300
718,718_0,FAILED,GenerationStep_1,,,1,1,100,414,0.998999999999999999111821580300
719,719_0,FAILED,GenerationStep_1,,,2274,2539,60,439,0.896955278920289034161328345363
720,720_0,FAILED,GenerationStep_1,,,5000,1,100,493,0.001000000000000000020816681712
721,721_0,FAILED,GenerationStep_1,,,5000,1,88,531,0.001000000000000000020816681712
722,722_0,RUNNING,GenerationStep_1,,,3641,2307,100,388,0.024488409812877021815014089157
723,723_0,RUNNING,GenerationStep_1,,,2018,2183,51,1000,0.998999999999999999111821580300
724,724_0,RUNNING,GenerationStep_1,,,3399,631,100,660,0.998999999999999999111821580300
725,725_0,RUNNING,GenerationStep_1,,,5000,4325,78,501,0.998999999999999999111821580300
726,726_0,RUNNING,GenerationStep_1,,,4047,5000,100,361,0.998999999999999999111821580300
727,727_0,RUNNING,GenerationStep_1,,,1,2681,100,392,0.714378742570374591913662243314
728,728_0,RUNNING,GenerationStep_1,,,1662,4019,100,224,0.001000000000000000020816681712
729,729_0,RUNNING,GenerationStep_1,,,5000,3947,69,818,0.450931555182945809079342325276
730,730_0,FAILED,GenerationStep_1,,,5000,1,87,470,0.998999999999999999111821580300
731,731_0,RUNNING,GenerationStep_1,,,854,4181,72,381,0.753690835141865522750492800697
732,732_0,RUNNING,GenerationStep_1,,,2149,3069,93,553,0.998999999999999999111821580300
733,733_0,RUNNING,GenerationStep_1,,,4364,5000,65,116,0.001000000000000000020816681712
734,734_0,RUNNING,GenerationStep_1,,,1,3325,100,792,0.001000000000000000020816681712
735,735_0,RUNNING,GenerationStep_1,,,5000,4049,100,583,0.278439348116155449552877598762
736,736_0,FAILED,GenerationStep_1,,,261,5000,30,919,0.001000000000000000020816681712
737,737_0,FAILED,GenerationStep_1,,,5000,1507,100,359,0.998999999999999999111821580300
738,738_0,FAILED,GenerationStep_1,,,5000,1,100,418,0.998999999999999999111821580300
739,739_0,FAILED,GenerationStep_1,,,5000,2790,100,489,0.998999999999999999111821580300
740,740_0,FAILED,GenerationStep_1,,,3479,1715,70,299,0.998999999999999999111821580300
741,741_0,FAILED,GenerationStep_1,,,730,3712,86,122,0.973879520654290842252009952063
742,742_0,FAILED,GenerationStep_1,,,2778,4134,40,535,0.001000000000000000020816681712
743,743_0,FAILED,GenerationStep_1,,,4593,3085,82,543,0.497328631964871037407505127703
744,744_0,FAILED,GenerationStep_1,,,1,2055,100,488,0.311252140931344345453624100628
745,745_0,FAILED,GenerationStep_1,,,3210,1179,61,394,0.335615536341522691099470421250
746,746_0,FAILED,GenerationStep_1,,,1,3275,46,315,0.998999999999999999111821580300
747,747_0,FAILED,GenerationStep_1,,,2779,4332,69,582,0.001000000000000000020816681712
748,748_0,FAILED,GenerationStep_1,,,3774,3003,100,721,0.001000000000000000020816681712
749,749_0,FAILED,GenerationStep_1,,,3620,2789,52,482,0.220397150976188171966896334197
750,750_0,FAILED,GenerationStep_1,,,5000,1,100,477,0.998999999999999999111821580300
751,751_0,RUNNING,GenerationStep_1,,,4663,4619,79,730,0.514162309044926213452697538742
752,752_0,FAILED,GenerationStep_1,,,5000,1,91,524,0.001000000000000000020816681712
753,753_0,RUNNING,GenerationStep_1,,,5000,4662,48,578,0.998999999999999999111821580300
754,754_0,RUNNING,GenerationStep_1,,,2587,1266,95,842,0.182939388437149796917680077968
755,755_0,FAILED,GenerationStep_1,,,5000,1,78,505,0.998999999999999999111821580300
756,756_0,RUNNING,GenerationStep_1,,,1,1919,79,493,0.623687025705954800613994848391
757,757_0,RUNNING,GenerationStep_1,,,1121,3495,100,255,0.001000000000000000020816681712
758,758_0,RUNNING,GenerationStep_1,,,2037,2089,100,997,0.001000000000000000020816681712
759,759_0,RUNNING,GenerationStep_1,,,5000,530,79,536,0.001000000000000000020816681712
760,760_0,RUNNING,GenerationStep_1,,,3225,4364,1,840,0.001000000000000000020816681712
761,761_0,RUNNING,GenerationStep_1,,,2004,3180,95,755,0.723566511712343207740616435331
762,762_0,RUNNING,GenerationStep_1,,,3854,1044,79,586,0.001000000000000000020816681712
763,763_0,RUNNING,GenerationStep_1,,,613,1749,97,799,0.998999999999999999111821580300
764,764_0,RUNNING,GenerationStep_1,,,748,1987,100,338,0.893643809143349288071078717621
765,765_0,RUNNING,GenerationStep_1,,,4513,2886,100,677,0.001000000000000000020816681712
766,766_0,RUNNING,GenerationStep_1,,,4122,2695,82,483,0.001000000000000000020816681712
767,767_0,RUNNING,GenerationStep_1,,,2927,3480,84,986,0.998999999999999999111821580300
768,768_0,RUNNING,GenerationStep_1,,,3172,1801,71,322,0.998999999999999999111821580300
769,769_0,RUNNING,GenerationStep_1,,,3123,1134,59,942,0.902911278026994779111191746779
770,770_0,RUNNING,GenerationStep_1,,,1754,2804,97,890,0.998999999999999999111821580300
771,771_0,RUNNING,GenerationStep_1,,,3068,2961,76,234,0.672587869486057088330710485025
772,772_0,RUNNING,GenerationStep_1,,,1261,3381,89,423,0.998999999999999999111821580300
773,773_0,FAILED,GenerationStep_1,,,5000,1,100,473,0.001000000000000000020816681712
774,774_0,RUNNING,GenerationStep_1,,,4800,3684,24,344,0.558027139856030696130062551674
775,775_0,RUNNING,GenerationStep_1,,,2105,1469,62,414,0.001000000000000000020816681712
776,776_0,RUNNING,GenerationStep_1,,,1853,2966,84,273,0.001000000000000000020816681712
777,777_0,FAILED,GenerationStep_1,,,3078,1790,77,248,0.001000000000000000020816681712
778,778_0,FAILED,GenerationStep_1,,,3617,3361,74,459,0.004266150691874493264266199333
779,779_0,FAILED,GenerationStep_1,,,2835,3222,60,505,0.998999999999999999111821580300
780,780_0,FAILED,GenerationStep_1,,,5000,1,99,497,0.001000000000000000020816681712
781,781_0,RUNNING,GenerationStep_1,,,3250,2006,57,425,0.201633700427849504865918106589
782,782_0,RUNNING,GenerationStep_1,,,849,4973,98,560,0.998999999999999999111821580300
783,783_0,RUNNING,GenerationStep_1,,,3129,4334,97,525,0.909321294295169613164375732595
784,784_0,RUNNING,GenerationStep_1,,,5000,1149,94,424,0.998999999999999999111821580300
785,785_0,RUNNING,GenerationStep_1,,,483,2633,74,1000,0.597630339017743206220245610893
786,786_0,FAILED,GenerationStep_1,,,5000,1,98,458,0.998999999999999999111821580300
787,787_0,RUNNING,GenerationStep_1,,,3102,3241,100,416,0.998999999999999999111821580300
788,788_0,FAILED,GenerationStep_1,,,1,1,91,380,0.998999999999999999111821580300
789,789_0,RUNNING,GenerationStep_1,,,1377,5000,60,530,0.998999999999999999111821580300
790,790_0,RUNNING,GenerationStep_1,,,1,3709,88,632,0.954872575080884966602923213941
791,791_0,RUNNING,GenerationStep_1,,,1488,792,100,531,0.998999999999999999111821580300
792,792_0,RUNNING,GenerationStep_1,,,3452,4171,78,581,0.001000000000000000020816681712
793,793_0,RUNNING,GenerationStep_1,,,5000,2682,100,810,0.998999999999999999111821580300
794,794_0,RUNNING,GenerationStep_1,,,5000,5000,19,73,0.001000000000000000020816681712
795,795_0,RUNNING,GenerationStep_1,,,2999,1604,100,316,0.001000000000000000020816681712
796,796_0,RUNNING,GenerationStep_1,,,4417,4324,1,55,0.998999999999999999111821580300
797,797_0,RUNNING,GenerationStep_1,,,278,3446,89,833,0.974922529718376118523792683845
798,798_0,RUNNING,GenerationStep_1,,,228,2744,100,231,0.998999999999999999111821580300
799,799_0,RUNNING,GenerationStep_1,,,4506,734,84,873,0.998999999999999999111821580300
800,800_0,RUNNING,GenerationStep_1,,,1722,4942,57,981,0.998999999999999999111821580300
801,801_0,FAILED,GenerationStep_1,,,3952,3014,85,715,0.353661020084427846210672896632
802,802_0,FAILED,GenerationStep_1,,,4499,4144,62,246,0.998999999999999999111821580300
803,803_0,FAILED,GenerationStep_1,,,5000,2664,100,261,0.001000000000000000020816681712
804,804_0,FAILED,GenerationStep_1,,,2025,1145,100,644,0.001000000000000000020816681712
805,805_0,FAILED,GenerationStep_1,,,5000,3975,38,257,0.699118164700980759818094156799
806,806_0,FAILED,GenerationStep_1,,,2341,2015,56,1000,0.217941426056524001353409403237
807,807_0,FAILED,GenerationStep_1,,,5000,415,100,830,0.001000000000000000020816681712
808,808_0,FAILED,GenerationStep_1,,,3141,4834,63,1000,0.432626693538162354624176941797
809,809_0,FAILED,GenerationStep_1,,,1876,2503,81,485,0.897176126551628150274098061345
810,810_0,RUNNING,SOBOL,,,4223,621,23,725,0.668805270433425858023213095294
811,811_0,RUNNING,SOBOL,,,1223,3786,76,241,0.481258462928235541955501730627
812,812_0,RUNNING,SOBOL,,,1619,1877,41,890,0.194780988961458206842891627275
813,813_0,RUNNING,SOBOL,,,3525,3712,57,403,0.881203755391761656134974600718
814,814_0,FAILED,SOBOL,,,3037,1387,89,273,0.871692574273794873462861687585
815,815_0,RUNNING,SOBOL,,,2458,2988,11,756,0.060051027292385698863608212150
816,816_0,RUNNING,SOBOL,,,344,1117,71,122,0.272457675697281964666274234332
817,817_0,RUNNING,SOBOL,,,4828,4516,30,610,0.585222186509519848307547817967
818,818_0,RUNNING,SOBOL,,,4658,2249,69,838,0.394667982207611178768758009028
819,819_0,RUNNING,SOBOL,,,173,3383,34,324,0.704768274206668099424177853507
820,820_0,RUNNING,SOBOL,,,1965,254,100,551,0.991245592024177279988350619533
821,821_0,FAILED,SOBOL,,,2544,4120,3,32,0.182269691506400710601099035557
822,822_0,FAILED,SOBOL,,,3383,823,46,167,0.067027086004614835901271874263
823,823_0,FAILED,SOBOL,,,1477,4767,56,682,0.751729280827566959111152300466
824,824_0,FAILED,SOBOL,,,779,1676,15,439,0.539322952156886414876169055788
825,825_0,FAILED,SOBOL,,,3779,2731,87,957,0.353497213520109654361078810325
826,826_0,FAILED,SOBOL,,,3919,1815,38,94,0.927463037425652170320233835810
827,827_0,FAILED,SOBOL,,,903,2559,66,575,0.242153778862208124422750188387
828,828_0,FAILED,SOBOL,,,1299,688,6,302,0.466371386889368300110447762563
829,829_0,FAILED,SOBOL,,,3221,4944,97,788,0.652557086767628802270735377533
830,830_0,RUNNING,SOBOL,,,2732,115,53,919,0.600181656323373280415012231970
831,831_0,RUNNING,SOBOL,,,2138,4293,49,437,0.288740042110905037464618771992
832,832_0,RUNNING,SOBOL,,,24,2384,84,694,0.013841296626254915441700532597
833,833_0,RUNNING,SOBOL,,,4524,3206,18,209,0.824407287448644665595054448204
