trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,theta,lambida
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,3511,376,0.594411531764268863398115172458,0.523433989882469141718956961995
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,1407,3076,0.457811993447784337796235831775,0.003157307168468832889868247449
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,3.000000000000000000000000000000,623,1674,0.949509756885655198388462849834,0.779406803669407954870962385030
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,4461,4296,0.118425386281497777019033890156,0.254955535333603600101071151585
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,3780,2412,0.364622459515556662790203290569,0.381614391356706605940019016998
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,1138,4790,0.688454829120263456232464704954,0.902248955180868450476339148736
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,2146,1210,0.212590646651294068458781794106,0.125884298594668514459371522207
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,3.000000000000000000000000000000,2938,3510,0.856442175733949984106629926828,0.650206109892576877840042470780
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.650000000000000022204460492503,3.000000000000000000000000000000,2526,1362,0.167316143426857882881009231824,0.965335351727902857277285875170
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,3.000000000000000000000000000000,2401,3984,0.779891139031015367955035344494,0.444723647041246283873050515467
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,880,64,0.256714818574953818064443566982,0.714237657511606838234285987710
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,4194,2764,0.674254971658159063530035837175,0.189999584976583729689636470539
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,4755,898,0.936548319722991462477068580483,0.067248858861625196436939688738
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,173,3198,0.011756165640335530103710581784,0.587487487627193383232793166826
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,3.000000000000000000000000000000,1860,2100,0.518573041091114239620196713076,0.318103872949257515667653706259
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,3214,4478,0.413250046486407507373428416031,0.842456140790134644369402394659
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,3282,1913,0.810967941224388755294683051034,0.171895380437374123427929362151
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,3.000000000000000000000000000000,1636,4681,0.135900191750936205625777120076,0.676789622148498914988579144847
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,85,770,0.643209129786212030488457003230,0.416168479802086932473059732729
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,4998,3304,0.288160777947027213485853280872,0.924692862968891859942743849388
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,3.000000000000000000000000000000,4263,189,0.042710570370685312091563190506,0.798063508003950095037737355597
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,655,2656,0.905010923209320750082440554252,0.293298723330721267110732242145
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,2313,1546,0.382325649452209481715669880941,0.554033129664137979908389297634
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,2771,3778,0.550141397926211306312893611903,0.045150865387171508491537252894
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,3026,1083,0.489223658309970055313442571787,0.353956270061433320162080917726
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,1901,3616,0.563331385149154817426619956677,0.858759142143651788003921865311
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,3.000000000000000000000000000000,1069,2226,0.086982761097885677448182661919,0.106753563189879066563925391620
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,4005,4994,0.980559885571338218923642671143,0.615734794501215265682958488469
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,4548,1858,0.719988891445472845020958629902,0.738452205054461963129597279476
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,3.000000000000000000000000000000,380,4090,0.333663767971470959228241781602,0.233535137666389336352779082517
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,4218,4136,0.344942644824243804801966462037,0.899693659163268266709678755433
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,4371,4779,0.032128988907303104860524456399,0.908012610149151355720675837802
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,3.000000000000000000000000000000,4292,4985,0.242622949818564165314072056390,0.916267686265152758728902426810
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,3.000000000000000000000000000000,4357,4073,0.463305828214621961969044150464,0.894921595067601827189207597257
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,3.000000000000000000000000000000,4366,4286,0.540221922201619131342908985971,0.902119162796105045210026673885
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,3.000000000000000000000000000000,3910,4876,0.577042044119402297575049942679,0.942544143701930403622668563912
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,3.000000000000000000000000000000,2530,4166,0.000100000000000000004792173602,0.893204397829750473825072276668
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,4488,1856,0.341324686552269385142466262550,0.862848826998658502418493299047
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,4622,4717,0.733285004922078487155090442684,0.942654302492386242384725392185
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,4193,1982,0.364552068712255539217892419401,0.825946321254790061239248188940
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,3842,4002,0.112517411779508733071786252822,0.888757608451715586106445243786
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,3.000000000000000000000000000000,4420,3043,0.649248579661110158944836712180,0.892571960584789048098741659487
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,4872,4466,0.379767104630112595220481352953,0.912764893352442041596361832489
