trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_windows,disjoint_training_windows
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,27.000000000000000000000000000000,4195,1368,1230,False
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,4851,1,2211,False
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1616,1,3850,True
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1464,1,5000,False
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,5000,3530,True
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,822,1741,5000,True
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,37.000000000000000000000000000000,4606,707,1625,False
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,4146,5000,True
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.599999999999999977795539507497,30.000000000000000000000000000000,4099,1270,607,False
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,11.000000000000000000000000000000,5000,605,4972,False
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,9.000000000000000000000000000000,5000,420,4480,False
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,13.000000000000000000000000000000,5000,801,5000,False
93,93_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,27.000000000000000000000000000000,5000,1688,1,False
94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,33.000000000000000000000000000000,5000,962,5000,False
95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,14.000000000000000000000000000000,1,494,5000,False
96,96_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,1,318,4026,False
97,97_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,1531,1,False
98,98_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,12.000000000000000000000000000000,5000,700,4864,False
99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,27.000000000000000000000000000000,5000,1490,1,False
100,100_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,24.000000000000000000000000000000,5000,2067,3512,False
101,101_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,10.000000000000000000000000000000,5000,515,4169,False
102,102_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,3527,2284,True
103,103_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,1854,1,False
104,104_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,8.000000000000000000000000000000,5000,4442,1,True
105,105_0,COMPLETED,BoTorch,GenerationStep_1,0.500000000000000000000000000000,11.000000000000000000000000000000,5000,4563,1,False
106,106_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,9.000000000000000000000000000000,5000,371,5000,False
107,107_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,11.000000000000000000000000000000,5000,3140,1,True
108,108_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,11.000000000000000000000000000000,1,865,5000,False
109,109_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,21.000000000000000000000000000000,5000,1969,2099,False
110,110_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,5000,292,3905,False
111,111_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,11.000000000000000000000000000000,1,666,5000,False
112,112_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,26.000000000000000000000000000000,5000,2185,5000,False
113,113_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,27.000000000000000000000000000000,5000,1412,1,True
114,114_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,27.000000000000000000000000000000,5000,1088,5000,False
115,115_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,3158,1,True
116,116_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,24.000000000000000000000000000000,5000,1618,2082,False
117,117_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,3393,5000,True
118,118_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,25.000000000000000000000000000000,5000,1845,1,False
119,119_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,496,5000,True
120,120_0,COMPLETED,BoTorch,GenerationStep_1,0.479999999999999982236431605997,6.000000000000000000000000000000,1,2260,353,False
121,121_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,1459,1281,True
122,122_0,COMPLETED,BoTorch,GenerationStep_1,0.530000000000000026645352591004,8.000000000000000000000000000000,2349,2157,976,False
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,1558,2777,True
124,124_0,COMPLETED,BoTorch,GenerationStep_1,0.599999999999999977795539507497,30.000000000000000000000000000000,5000,1152,3122,False
125,125_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,4391,1,True
126,126_0,COMPLETED,BoTorch,GenerationStep_1,0.479999999999999982236431605997,5.000000000000000000000000000000,1,894,1,False
127,127_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,8.000000000000000000000000000000,1,980,2011,False
128,128_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,4.000000000000000000000000000000,1,1344,1,True
129,129_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,3028,1,False
130,130_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,24.000000000000000000000000000000,5000,2173,1612,False
131,131_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,3305,1661,True
132,132_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,1803,5000,True
133,133_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,26.000000000000000000000000000000,5000,1349,5000,False
134,134_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,19.000000000000000000000000000000,2946,1064,2961,False
135,135_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,4.000000000000000000000000000000,1,324,1,True
136,136_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,4607,2044,True
137,137_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,1397,2134,True
138,138_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,19.000000000000000000000000000000,1570,2167,1,False
139,139_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,21.000000000000000000000000000000,5000,2152,1,False
140,140_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,2713,1509,True
141,141_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,17.000000000000000000000000000000,3214,2088,1814,False
142,142_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,2115,1,False
143,143_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,4501,4537,True
144,144_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,8.000000000000000000000000000000,1,2496,1873,False
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,4990,1745,True
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,2353,5000,True
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,38.000000000000000000000000000000,1796,861,1,False
148,148_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,24.000000000000000000000000000000,5000,1778,5000,False
149,149_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,1599,1817,True
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,11.000000000000000000000000000000,2528,1923,1082,False
151,151_0,COMPLETED,BoTorch,GenerationStep_1,0.599999999999999977795539507497,20.000000000000000000000000000000,3699,1800,1462,False
152,152_0,COMPLETED,BoTorch,GenerationStep_1,0.530000000000000026645352591004,5.000000000000000000000000000000,1,5000,1,False
153,153_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,11.000000000000000000000000000000,2894,607,3425,False
154,154_0,COMPLETED,BoTorch,GenerationStep_1,0.530000000000000026645352591004,4.000000000000000000000000000000,1,4135,1,False
155,155_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,2085,3087,True
156,156_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,6.000000000000000000000000000000,1287,1,1,True
157,157_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,21.000000000000000000000000000000,1741,1930,907,False
158,158_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,25.000000000000000000000000000000,4127,1663,1728,False
159,159_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,2474,5000,2232,True
160,160_0,COMPLETED,BoTorch,GenerationStep_1,0.599999999999999977795539507497,27.000000000000000000000000000000,2652,526,1,True
161,161_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,502,2430,True
162,162_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,5000,3206,5000,True
163,163_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,18.000000000000000000000000000000,2672,782,3185,False
164,164_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,22.000000000000000000000000000000,3542,1950,1314,False
165,165_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,19.000000000000000000000000000000,1102,1812,1043,False
166,166_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,14.000000000000000000000000000000,2880,1930,1097,False
167,167_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,2872,1878,2609,True
168,168_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,9.000000000000000000000000000000,2100,1872,1110,False
169,169_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,5000,5000,True
170,170_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,4508,1,False
171,171_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,585,3332,True
172,172_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,8.000000000000000000000000000000,3042,3474,1,True
173,173_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,1,1,True
174,174_0,COMPLETED,BoTorch,GenerationStep_1,0.489999999999999991118215802999,9.000000000000000000000000000000,1332,5000,1,False
175,175_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,2136,610,3134,True
176,176_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,8.000000000000000000000000000000,5000,5000,1,True
177,177_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,5000,3774,2910,True
178,178_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,5000,2022,1781,True
179,179_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,10.000000000000000000000000000000,2915,467,3430,False
180,180_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,14.000000000000000000000000000000,799,1844,899,False
181,181_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,19.000000000000000000000000000000,5000,2376,1,True
182,182_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,27.000000000000000000000000000000,1574,1965,719,False
183,183_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,2781,1,2675,True
184,184_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,1070,2196,True
185,185_0,COMPLETED,BoTorch,GenerationStep_1,0.510000000000000008881784197001,8.000000000000000000000000000000,2364,1911,1,False
186,186_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,15.000000000000000000000000000000,1,2424,5000,False
187,187_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,20.000000000000000000000000000000,3274,1789,2606,False
188,188_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,18.000000000000000000000000000000,1517,2420,1735,False
189,189_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,2498,1183,5000,True
190,190_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,20.000000000000000000000000000000,2714,4128,1,True
191,191_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,20.000000000000000000000000000000,5000,4461,2537,True
192,192_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,2484,3984,5000,True
193,193_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,1,3930,1,True
194,194_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,14.000000000000000000000000000000,990,2062,1,False
195,195_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,5000,1,3205,True
196,196_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,23.000000000000000000000000000000,3705,1679,594,False
197,197_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,24.000000000000000000000000000000,1888,1890,1,False
198,198_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,12.000000000000000000000000000000,1375,2652,1,True
199,199_0,COMPLETED,BoTorch,GenerationStep_1,0.599999999999999977795539507497,25.000000000000000000000000000000,3539,1860,1440,False
200,200_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,2993,1456,3368,True
201,201_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,10.000000000000000000000000000000,3257,2526,1,True
202,202_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,20.000000000000000000000000000000,1403,1817,1,False
203,203_0,COMPLETED,BoTorch,GenerationStep_1,0.599999999999999977795539507497,22.000000000000000000000000000000,1927,2091,2416,False
204,204_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,17.000000000000000000000000000000,1022,2278,1272,False
205,205_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,30.000000000000000000000000000000,1870,1871,1024,False
206,206_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,4.000000000000000000000000000000,3074,1338,2095,True
207,207_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,12.000000000000000000000000000000,5000,3968,1,True
208,208_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,1,2146,5000,True
209,209_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,5.000000000000000000000000000000,3096,1,1,True
210,210_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,20.000000000000000000000000000000,1329,1901,2366,False
211,211_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,7.000000000000000000000000000000,1811,5000,1,True
212,212_0,COMPLETED,BoTorch,GenerationStep_1,0.599999999999999977795539507497,20.000000000000000000000000000000,925,2534,338,False
213,213_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,16.000000000000000000000000000000,1221,2109,1888,False
