trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,const,max_depth,threshold
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.530000000000000026645352591004,8.000000000000000000000000000000,636,1737,9.306695657253264641894929809496,8,0.398141006827354426711451651499
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,9.000000000000000000000000000000,2713,4275,3.765424955029040621212743644719,16,0.502467967066913878682044014568
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.680000000000000048849813083507,119.000000000000000000000000000000,4566,183,7.233531723708846783438275451772,3,0.951462336920201767753724197973
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,11.000000000000000000000000000000,1326,2724,2.167105129729956392026224420988,11,0.089498481640592222885466355820
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.530000000000000026645352591004,6432.000000000000000000000000000000,2416,828,3.165366190123371836762089515105,14,0.241637729696929454137332982100
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.569999999999999951150186916493,9.000000000000000000000000000000,4098,3290,8.724946101719513791294957627542,4,0.846095326820388460298261179560
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.540000000000000035527136788005,13.000000000000000000000000000000,3488,2420,0.237814226697199065929666517150,19,0.670243320612236903599523429875
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.520000000000000017763568394003,6.000000000000000000000000000000,487,4880,5.324991573961452395735705067636,9,0.308341575924307109701771878463
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,10.000000000000000000000000000000,202,443,0.665858943014405735283389731194,5,0.586152234787121417802779888007
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,11.000000000000000000000000000000,3129,2903,6.225247691830620766495485440828,13,0.450847106583416479264059262277
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,18.000000000000000000000000000000,3818,1389,2.737783289111219264810870299698,10,0.001122196096926927639386706304
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.530000000000000026645352591004,8.000000000000000000000000000000,2052,3851,7.824845461918042310855980758788,19,0.895526257021352689591253692925
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.540000000000000035527136788005,20.000000000000000000000000000000,1590,1955,6.806711983849295322102079808246,17,0.805971901465207363202125634416
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,8.000000000000000000000000000000,4903,4496,1.265631038248538953183697230997,6,0.168655324948951607089142612494
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.599999999999999977795539507497,51.000000000000000000000000000000,2976,1049,9.733061990809627417320371023379,12,0.345726128244772556996622370207
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,5.000000000000000000000000000000,982,3587,4.666749379314483192615625739563,1,0.738050209917128108294548383128
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.589999999999999968913755310496,76.000000000000000000000000000000,1210,1126,5.913987072347664408766831911635,20,0.096959745390340690285313485219
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.520000000000000017763568394003,6.000000000000000000000000000000,2961,3666,0.986897322645410968178225630254,8,0.990720235247165015302073243220
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.599999999999999977795539507497,14.000000000000000000000000000000,4782,2034,7.518414570814930364406336593674,15,0.556710956700146253339767099533
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.530000000000000026645352591004,7.000000000000000000000000000000,1850,4572,3.053963332993909762791417961125,4,0.421805635685101154574994097857
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.569999999999999951150186916493,5.000000000000000000000000000000,2009,1468,1.576886014481075015680744400015,2,0.254281574644148355979211828526
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,7.000000000000000000000000000000,3999,3928,6.485667327731848175176310178358,11,0.646274387503042779812290064001
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.569999999999999951150186916493,30.000000000000000000000000000000,3436,520,4.973183566969820113001787831308,7,0.838817051423713544444638046116
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,7.000000000000000000000000000000,108,2983,9.416885802216828693644856684841,16,0.202075522471219293230149105511
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.510000000000000008881784197001,9.000000000000000000000000000000,454,2341,4.076742956870235801147828169633,13,0.918522012123838105246420582262
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.540000000000000035527136788005,8.000000000000000000000000000000,3699,4803,8.985638252604752906904650444631,1,0.056158230684697628409818292994
26,26_0,FAILED,Sobol,GenerationStep_0,,,4337,751,2.473478675724007036507146040094,18,0.489437087569385753660355931061
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.520000000000000017763568394003,4.000000000000000000000000000000,2274,3211,6.917370881777257451972218404990,6,0.594407495258375995206279185368
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,5581.000000000000000000000000000000,1486,106,8.413634376364759859256992058363,9,0.699764545265585180544576360262
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,16.000000000000000000000000000000,4501,2644,3.486429452205076717774545613793,19,0.337287871984764953126045838872
30,30_0,COMPLETED,Sobol,GenerationStep_0,0.510000000000000008881784197001,7.000000000000000000000000000000,2602,1657,5.018614172677509976949750125641,4,0.145963886180892593591451600332
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.699999999999999955591079014994,2291.000000000000000000000000000000,3477,75,9.801311143639589218423679994885,8,0.736207210124196431699772347201
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,247.000000000000000000000000000000,1,74,8.147569994878832488893749541603,3,0.785429994541641751659710735112
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,1241.000000000000000000000000000000,3997,57,7.646484058347822632129009434721,13,0.751605053215147589362743474339
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,228.000000000000000000000000000000,3312,64,8.921719985020454046775739698205,1,0.505004801898492505785043249489
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,23.000000000000000000000000000000,3680,1277,10.000000000000000000000000000000,10,0.126519516012718130637537683469
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.780000000000000026645352591004,707.000000000000000000000000000000,4072,27,1.872364254572326469627796541317,5,0.629972022465484227105037007277
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.680000000000000048849813083507,5503.000000000000000000000000000000,329,94,9.200519321242522252646267588716,20,0.771831994533098031396889382449
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,184.000000000000000000000000000000,3517,56,10.000000000000000000000000000000,14,0.998999999999999999111821580300
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,4172.000000000000000000000000000000,5000,116,10.000000000000000000000000000000,13,0.812730295482228748404907037184
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,1410.000000000000000000000000000000,3593,135,10.000000000000000000000000000000,6,0.209816472820440136359820826328
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,127.000000000000000000000000000000,3035,48,10.000000000000000000000000000000,3,0.916813417211694958730561211269
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,157.000000000000000000000000000000,1,61,6.947036934347275760615048056934,11,0.959772455250040734675565090583
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,150.000000000000000000000000000000,4713,91,5.956602381623052444581389863743,20,0.998999999999999999111821580300
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,186.000000000000000000000000000000,3377,38,1.853890004301192551139365605195,1,0.998999999999999999111821580300
45,45_0,FAILED,BoTorch,GenerationStep_1,,,1,123,10.000000000000000000000000000000,17,0.285913516030736392092848063839
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,3955.000000000000000000000000000000,3656,141,10.000000000000000000000000000000,19,0.588299834460296877658436187630
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,5886.000000000000000000000000000000,4252,36,3.454596902806915448280733471620,16,0.536236844494436759589461871656
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,132.000000000000000000000000000000,2859,46,6.338692930448747375749007915147,1,0.594421234251624186484264100727
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,14.000000000000000000000000000000,1207,2733,10.000000000000000000000000000000,20,0.001000000000000000020816681712
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,2315.000000000000000000000000000000,5000,1,10.000000000000000000000000000000,1,0.458551474372689171765671289904
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.810000000000000053290705182008,49.000000000000000000000000000000,23,9,3.529603495794255696438312952523,18,0.698691251481710629001042889286
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,171.000000000000000000000000000000,3791,61,10.000000000000000000000000000000,1,0.998999999999999999111821580300
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.680000000000000048849813083507,21.000000000000000000000000000000,180,146,10.000000000000000000000000000000,1,0.921962498627372117887546210113
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.680000000000000048849813083507,2989.000000000000000000000000000000,3025,133,10.000000000000000000000000000000,10,0.591337882355546851087524373725
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.520000000000000017763568394003,1959.000000000000000000000000000000,5000,1,10.000000000000000000000000000000,9,0.139771349627225455192203185106
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,414.000000000000000000000000000000,1172,64,0.001000000000000000020816681712,1,0.053224225100842501023912234359
