trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
0,0_0,COMPLETED,SOBOL,0.619999999999999995559107901499,382.000000000000000000000000000000,2920,3715,2920,0.180031415334343913858816677021
1,1_0,COMPLETED,SOBOL,0.579999999999999960031971113494,33.000000000000000000000000000000,1232,927,1416,0.896436941293813238651466690499
2,2_0,COMPLETED,SOBOL,0.579999999999999960031971113494,34.000000000000000000000000000000,1936,4801,4939,0.364056723832059669909710919455
3,3_0,COMPLETED,SOBOL,0.600000000000000088817841970013,200.000000000000000000000000000000,3938,1965,662,0.589012356845289408724397617334
4,4_0,COMPLETED,SOBOL,0.609999999999999986677323704498,324.000000000000000000000000000000,4939,3977,1886,0.727656562047917399027596729866
5,5_0,COMPLETED,SOBOL,0.579999999999999960031971113494,33.000000000000000000000000000000,1687,1774,3702,0.444409756848216042079968701728
6,6_0,COMPLETED,SOBOL,0.579999999999999960031971113494,101.000000000000000000000000000000,201,2509,180,0.785121800678875270129708496825
7,7_0,COMPLETED,SOBOL,0.579999999999999960031971113494,34.000000000000000000000000000000,3140,336,4145,0.009918301235325633138928402843
8,8_0,COMPLETED,SOBOL,0.609999999999999986677323704498,119.000000000000000000000000000000,3533,4544,397,0.388476435479614856660646182718
9,9_0,COMPLETED,SOBOL,0.579999999999999960031971113494,38.000000000000000000000000000000,595,2379,3932,0.656166615042462986195914709242
10,10_0,COMPLETED,SOBOL,0.619999999999999995559107901499,360.000000000000000000000000000000,1298,3194,2461,0.065745056954305616803146961047
11,11_0,COMPLETED,SOBOL,0.579999999999999960031971113494,34.000000000000000000000000000000,4551,980,3144,0.856474217992089670303812454222
12,12_0,COMPLETED,SOBOL,0.579999999999999960031971113494,33.000000000000000000000000000000,4331,3070,4408,0.967326503662299330699170241132
13,13_0,COMPLETED,SOBOL,0.579999999999999960031971113494,33.000000000000000000000000000000,2329,244,1185,0.235345771221630278846603800957
14,14_0,COMPLETED,SOBOL,0.630000000000000004440892098501,217.000000000000000000000000000000,844,4195,2657,0.518015990670863568645643226773
15,15_0,COMPLETED,SOBOL,0.579999999999999960031971113494,33.000000000000000000000000000000,2533,1399,1661,0.308605548069998625315690787829
16,16_0,COMPLETED,SOBOL,0.630000000000000004440892098501,739.000000000000000000000000000000,2685,4266,3810,0.774754099795036066389286588674
17,17_0,COMPLETED,SOBOL,0.619999999999999995559107901499,192.000000000000000000000000000000,701,1470,587,0.051501634561549873569941127016
18,18_0,COMPLETED,SOBOL,0.579999999999999960031971113494,33.000000000000000000000000000000,2500,2842,3334,0.709734602275118198200232200179
19,19_0,COMPLETED,SOBOL,0.579999999999999960031971113494,34.000000000000000000000000000000,4169,17,2338,0.493547349063400198065920676527
20,20_0,COMPLETED,SOBOL,0.589999999999999968913755310496,174.000000000000000000000000000000,4380,3436,1074,0.323702760865166749848498284337
21,21_0,COMPLETED,SOBOL,0.579999999999999960031971113494,33.000000000000000000000000000000,1460,1222,4609,0.598150702254567345761415708694
22,22_0,COMPLETED,SOBOL,0.589999999999999968913755310496,134.000000000000000000000000000000,443,4458,1863,0.131616392180882391116369944939
23,23_0,COMPLETED,SOBOL,0.579999999999999960031971113494,32.000000000000000000000000000000,3675,2293,2547,0.913636342238169141261039385427
24,24_0,COMPLETED,SOBOL,0.609999999999999986677323704498,201.000000000000000000000000000000,3283,2751,1292,0.542775476031005399413231771177
25,25_0,COMPLETED,SOBOL,0.579999999999999960031971113494,31.000000000000000000000000000000,50,578,3109,0.252630430267471839389514798313
26,26_0,COMPLETED,SOBOL,0.579999999999999960031971113494,110.000000000000000000000000000000,1848,3891,851,0.968904746049828791143454509438
