trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_windows,disjoint_training_windows
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.140000000000000013322676295502,541.000000000000000000000000000000,2826,2533,4425,False
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,600.000000000000000000000000000000,246,1348,1211,True
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,626.000000000000000000000000000000,2213,3889,2911,False
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,273.000000000000000000000000000000,4639,45,1454,True
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,2194.000000000000000000000000000000,4142,4748,316,True
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.230000000000000009992007221626,852.000000000000000000000000000000,1411,1061,4051,False
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,94.000000000000000000000000000000,1053,3549,2025,True
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,503.000000000000000000000000000000,3317,2207,3611,False
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.140000000000000013322676295502,428.000000000000000000000000000000,3440,4325,2334,False
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,340.000000000000000000000000000000,863,473,3282,True
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.179999999999999993338661852249,398.000000000000000000000000000000,1601,3045,20,False
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,89.000000000000000000000000000000,4019,1847,4366,True
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,91.000000000000000000000000000000,4780,3435,2614,True
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.029999999999999998889776975375,889.000000000000000000000000000000,2042,2082,1771,False
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,98.000000000000000000000000000000,418,4559,4733,True
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.239999999999999991118215802999,536.000000000000000000000000000000,2684,864,883,False
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,89.000000000000000000000000000000,2503,4399,3233,True
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,713.000000000000000000000000000000,549,712,2384,False
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,92.000000000000000000000000000000,1911,3273,4121,True
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.260000000000000008881784197001,457.000000000000000000000000000000,4961,1931,264,False
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.200000000000000011102230246252,441.000000000000000000000000000000,3839,2883,1716,False
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,91.000000000000000000000000000000,1734,1697,2670,True
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.089999999999999996669330926125,402.000000000000000000000000000000,731,4164,632,False
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,245.000000000000000000000000000000,3620,321,4984,True
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,97.000000000000000000000000000000,3137,3711,949,True
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.179999999999999993338661852249,584.000000000000000000000000000000,1186,2357,4687,False
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,90.000000000000000000000000000000,1279,4908,1388,True
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.280000000000000026645352591004,706.000000000000000000000000000000,4322,1213,2978,False
