trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,1567,664,2,0.757033354520797674425125478592
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4945,4532,7,0.063513462575152515587895152294
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3534,1323,4,0.607330754449591059263013903546
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,508,2701,9,0.291185783002525566676155222012
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,1112,2367,6,0.472388428846374164304933174208
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2930,3455,3,0.660041020974516889907590666553
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,4302,535,10,0.135686441566795101820730451436
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2210,4114,3,0.949962710021063694298959489970
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,1973,1598,9,0.712267619788646721978864206903
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3909,2973,4,0.404802928531542427492695424007
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2536,1008,7,0.921360632939264179164240431419
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,876,4892,2,0.242490213613957172889001867588
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,1.000000000000000000000000000000,271,178,5,0.061295183764770624912365803993
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3140,3768,8,0.868657978691160681528060649725
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4552,2097,1,0.332637561816722160390469298363
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,1330,3178,8,0.519345898872241362731472236192
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,1557,1986,4,0.177453755296766768623228927027
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4428,3367,10,0.985912879811599807133859485475
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.570000000000000062172489379009,3.000000000000000000000000000000,3350,155,2,0.465486238962039333699749477091
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,125,4026,6,0.651098194379359451744448961108
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,771,1201,8,0.579055637205019624325075255911
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2704,4776,5,0.272443612039089178011863623396
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3821,1861,8,0.804595099907368438429955403990
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2164,2945,1,0.124871947569772601127624511719
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,2395,422,7,0.355247762069106076676661132296
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4210,4306,1,0.543752986827865214536359417252
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3092,2341,9,0.003804623959586024388446201527
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,1003,3715,5,0.817228326704353080778275852936
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,357,1510,3,0.889278499873355054994306101435
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3738,2592,6,0.196854863159358489665962110848
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,5.000000000000000000000000000000,1940,100,10,0.752906673423314631854452727566
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,113,10,0.964626240039045734775413620810
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,6.000000000000000000000000000000,3911,100,10,0.632043740325051062178829397453
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,5.000000000000000000000000000000,3612,99,6,0.638637501557151487929786526365
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,4.000000000000000000000000000000,940,99,10,0.786366441741047306202005984233
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4457,3,0.001000000000000000020816681712
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,3.000000000000000000000000000000,2822,99,10,0.725862154018738103822272478283
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,1,0.998999999999999999111821580300
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,6.000000000000000000000000000000,4804,113,9,0.367645182758551347657061114660
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4002,5,0.001000000000000000020816681712
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,1.000000000000000000000000000000,538,820,10,0.998999999999999999111821580300
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,210,10,0.998999999999999999111821580300
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,4.000000000000000000000000000000,3743,102,8,0.976841373724350647833603034087
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,1.000000000000000000000000000000,1,110,10,0.001000000000000000020816681712
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4615,10,0.998999999999999999111821580300
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,5.000000000000000000000000000000,4779,106,6,0.513164994691976850127446141414
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,2.000000000000000000000000000000,2370,102,10,0.706916641545293877868516574381
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3622,9,0.001000000000000000020816681712
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,4.000000000000000000000000000000,1448,101,10,0.771462323731965216033756860270
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4321,10,0.001000000000000000020816681712
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,10,0.998999999999999999111821580300
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,2.000000000000000000000000000000,450,96,10,0.930962006194565927508222102915
