trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,delta
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,1189.000000000000000000000000000000,3283,0.488386242032051109962509372053
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.040000000000000000832667268469,1748.000000000000000000000000000000,2473,0.534129803000017999714543748269
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.040000000000000000832667268469,1069.000000000000000000000000000000,1021,0.189393427459523089328996547920
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,1385.000000000000000000000000000000,4430,0.771293962484225659181902301498
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,554.000000000000000000000000000000,4294,0.020079134577885269369312837284
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.040000000000000000832667268469,1411.000000000000000000000000000000,261,0.941019169600680438492190660327
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,1406.000000000000000000000000000000,1397,0.288310871424153458697503538133
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.040000000000000000832667268469,1462.000000000000000000000000000000,2834,0.735712583804503106321703853610
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,1529.000000000000000000000000000000,2736,0.142598755128681670134582759601
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,1382.000000000000000000000000000000,1768,0.818057923600077674386454873456
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.040000000000000000832667268469,1528.000000000000000000000000000000,320,0.410404100373387314970585748597
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,1363.000000000000000000000000000000,3884,0.612081293858587782708013946831
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,1553.000000000000000000000000000000,4997,0.366293071638792766542280787689
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.040000000000000000832667268469,1712.000000000000000000000000000000,806,0.657761031601577950134185357456
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.070000000000000006661338147751,1437.000000000000000000000000000000,1946,0.066873864535242313889007448324
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,1399.000000000000000000000000000000,3537,0.894255147140473161115892253292
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,1440.000000000000000000000000000000,3688,0.112245110809803011475693779175
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.040000000000000000832667268469,1005.000000000000000000000000000000,2078,0.910512682102620596324982216174
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,882.000000000000000000000000000000,636,0.320172900013625638671044271177
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,1346.000000000000000000000000000000,4806,0.640760043948888746712100328295
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,1043.000000000000000000000000000000,4045,0.396334536392241698621319301310
