trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0_0,COMPLETED,GenerationStep_0,0.110000000000000000555111512313,393.000000000000000000000000000000,1254,4781,0.768941624879837082318090324407,0.941929554224014253804853069596
1,1_0,COMPLETED,GenerationStep_0,0.540000000000000035527136788005,6699.000000000000000000000000000000,3018,84,0.204000099379569282964652643386,0.215027964845299734975014871452
2,2_0,COMPLETED,GenerationStep_0,0.200000000000000011102230246252,447.000000000000000000000000000000,4678,2874,0.625233908440917751647702971241,0.584038198625668858454673681990
3,3_0,COMPLETED,GenerationStep_0,0.200000000000000011102230246252,406.000000000000000000000000000000,1039,1946,0.316546073012053952311362081673,0.321469473378732828461323833835
4,4_0,COMPLETED,GenerationStep_0,0.080000000000000001665334536938,458.000000000000000000000000000000,485,3345,0.057202994765713811864404902963,0.420673897391185158678439393043
5,5_0,COMPLETED,GenerationStep_0,0.250000000000000000000000000000,477.000000000000000000000000000000,3797,1792,0.993219224898144625868212642672,0.671960321234539192936097151687
6,6_0,COMPLETED,GenerationStep_0,0.140000000000000013322676295502,431.000000000000000000000000000000,3583,4002,0.416333676433190691401620142642,0.061244523551315072085188262463
7,7_0,COMPLETED,GenerationStep_0,0.070000000000000006661338147751,580.000000000000000000000000000000,2145,1180,0.602928614730015355327452653000,0.783838331982493419225477282453
8,8_0,COMPLETED,GenerationStep_0,0.089999999999999996669330926125,483.000000000000000000000000000000,2441,2640,0.499028830556198954582214355469,0.702918762341141700744628906250
9,9_0,COMPLETED,GenerationStep_0,0.190000000000000002220446049250,429.000000000000000000000000000000,3249,2338,0.559191275360062745036771048035,0.452119617160409714706759132241
10,10_0,COMPLETED,GenerationStep_0,0.149999999999999994448884876874,438.000000000000000000000000000000,4128,4394,0.106795664006844162607912096519,0.815284663336351522744394060283
11,11_0,COMPLETED,GenerationStep_0,0.270000000000000017763568394003,554.000000000000000000000000000000,195,322,0.920262609874829662359729809396,0.092203516757115716595549770318
12,12_0,COMPLETED,GenerationStep_0,0.089999999999999996669330926125,460.000000000000000000000000000000,706,4235,0.707928973335772759867268177914,0.184099623369053000399020447730
13,13_0,COMPLETED,GenerationStep_0,0.190000000000000002220446049250,404.000000000000000000000000000000,4975,788,0.272808644413948087059651470554,0.910513913637027161307457845396
14,14_0,COMPLETED,GenerationStep_0,0.100000000000000005551115123126,452.000000000000000000000000000000,2729,3732,0.818534294120967342855976767169,0.290054431363940212751373337596
15,15_0,COMPLETED,GenerationStep_0,0.260000000000000008881784197001,583.000000000000000000000000000000,1585,1554,0.131043454613536586306210551811,0.553110494758933812775580918242
16,16_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,434.000000000000000000000000000000,1817,3569,0.506942408544942768600094495923,0.006898494919762015488429174326
17,17_0,COMPLETED,GenerationStep_0,0.179999999999999993338661852249,448.000000000000000000000000000000,2650,1371,0.442150922404602186865929525084,0.773768536152318109344605545630
18,18_0,COMPLETED,GenerationStep_0,0.160000000000000003330669073875,426.000000000000000000000000000000,4740,4091,0.894298724869266203896245315264,0.395984453450888396197626661888
19,19_0,COMPLETED,GenerationStep_0,0.250000000000000000000000000000,544.000000000000000000000000000000,782,664,0.085948823979124427951958864469,0.636131422728300144342483690707
20,20_0,COMPLETED,GenerationStep_0,0.029999999999999998889776975375,758.000000000000000000000000000000,116,4558,0.294631432238966206593744345810,0.607113685589283691435014134186
21,21_0,COMPLETED,GenerationStep_0,0.410000000000000031086244689504,1511.000000000000000000000000000000,4362,505,0.732918873563408901361526659457,0.362628499269485482514596697001
22,22_0,COMPLETED,GenerationStep_0,0.089999999999999996669330926125,220.000000000000000000000000000000,3327,2785,0.186946128793060772910195055374,0.997707256009802256890850458149
23,23_0,COMPLETED,GenerationStep_0,0.059999999999999997779553950750,602.000000000000000000000000000000,2205,2463,0.871756431888788929640554670186,0.219585369916632772158138209306
24,24_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,435.000000000000000000000000000000,1911,3854,0.230938623502850520763374220223,0.269293675126507869865832844880
25,25_0,COMPLETED,GenerationStep_0,0.320000000000000006661338147751,583.000000000000000000000000000000,3662,1051,0.788813915017992250966472056461,0.513291523298248675288846243348
26,26_0,COMPLETED,GenerationStep_0,0.190000000000000002220446049250,419.000000000000000000000000000000,4033,3176,0.367820300709456204923952782337,0.125763577550649596759058113093
27,27_0,COMPLETED,GenerationStep_0,0.100000000000000005551115123126,459.000000000000000000000000000000,407,1604,0.683086396224796721377003905218,0.904372742306441046444831499684
28,28_0,COMPLETED,GenerationStep_0,0.130000000000000004440892098501,433.000000000000000000000000000000,1118,3023,0.938291130350902724543971089588,0.867072308897972154895228413807
29,29_0,COMPLETED,GenerationStep_0,0.239999999999999991118215802999,443.000000000000000000000000000000,4446,2076,0.003006217880174517735614170277,0.100689605813473470607988247139
30,30_0,FAILED,GenerationStep_1,,,2929,1,0.001000000000000000020816681712,0.754832570206994235562092399050
31,31_0,COMPLETED,GenerationStep_1,0.280000000000000026645352591004,496.000000000000000000000000000000,2920,940,0.116824879116650098831442505798,0.001000000000000000020816681712
32,32_0,COMPLETED,GenerationStep_1,0.350000000000000033306690738755,777.000000000000000000000000000000,4449,909,0.998999999999999999111821580300,0.170154597359084613916735406747
33,33_0,FAILED,GenerationStep_1,,,3731,1,0.577704720390473269731046457309,0.001000000000000000020816681712
34,34_0,COMPLETED,GenerationStep_1,0.179999999999999993338661852249,562.000000000000000000000000000000,2628,1513,0.015993654379713274221730401337,0.001000000000000000020816681712
35,35_0,FAILED,GenerationStep_1,,,1167,662,0.001000000000000000020816681712,0.829224795848510498608163743484
36,36_0,FAILED,GenerationStep_1,,,4404,1,0.998999999999999999111821580300,0.521737451919089600949064333690
37,37_0,COMPLETED,GenerationStep_1,0.429999999999999993338661852249,1023.000000000000000000000000000000,3006,318,0.114838254761377808743638695432,0.001000000000000000020816681712
38,38_0,COMPLETED,GenerationStep_1,0.309999999999999997779553950750,578.000000000000000000000000000000,4828,1259,0.998999999999999999111821580300,0.001000000000000000020816681712
39,39_0,FAILED,GenerationStep_1,,,3021,1,0.039304945451945322298925589166,0.547145106168725026130061905860
40,40_0,FAILED,GenerationStep_1,,,3463,1,0.380642813789699607784910995179,0.001000000000000000020816681712
41,41_0,FAILED,GenerationStep_1,,,2803,5,0.001000000000000000020816681712,0.863219605490131325353786451160
42,42_0,COMPLETED,GenerationStep_1,0.089999999999999996669330926125,486.000000000000000000000000000000,2417,2631,0.001000000000000000020816681712,0.001000000000000000020816681712
43,43_0,FAILED,GenerationStep_1,,,2839,1,0.001000000000000000020816681712,0.640486287677586418887187846849
44,44_0,FAILED,GenerationStep_1,,,2592,580,0.001000000000000000020816681712,0.001000000000000000020816681712
45,45_0,FAILED,GenerationStep_1,,,4061,1,0.998999999999999999111821580300,0.001000000000000000020816681712
46,46_0,FAILED,GenerationStep_1,,,3885,1,0.747973096803236536800341127673,0.001000000000000000020816681712
47,47_0,FAILED,GenerationStep_1,,,4425,1,0.998999999999999999111821580300,0.998999999999999999111821580300
48,48_0,FAILED,GenerationStep_1,,,3439,1,0.260524173489758814614702941981,0.638249446755949079168601656420
49,49_0,COMPLETED,GenerationStep_1,0.220000000000000001110223024625,471.000000000000000000000000000000,2699,1212,0.028180601489090430916695240171,0.001000000000000000020816681712
50,50_0,FAILED,GenerationStep_1,,,2958,940,0.001000000000000000020816681712,0.783520817524876234116959494713
51,51_0,COMPLETED,GenerationStep_1,0.130000000000000004440892098501,428.000000000000000000000000000000,2543,1951,0.002271995355283172417226733586,0.001000000000000000020816681712
52,52_0,FAILED,GenerationStep_1,,,2499,1,0.001000000000000000020816681712,0.998999999999999999111821580300
53,53_0,COMPLETED,GenerationStep_1,0.140000000000000013322676295502,393.000000000000000000000000000000,1948,5000,0.001000000000000000020816681712,0.001000000000000000020816681712
54,54_0,RUNNING,GenerationStep_1,,,5000,5000,0.001000000000000000020816681712,0.998999999999999999111821580300
55,55_0,FAILED,GenerationStep_1,,,2671,1,0.001000000000000000020816681712,0.001000000000000000020816681712
56,56_0,FAILED,GenerationStep_1,,,2760,970,0.001000000000000000020816681712,0.001000000000000000020816681712
57,57_0,COMPLETED,GenerationStep_1,0.340000000000000024424906541753,661.000000000000000000000000000000,3328,717,0.217814222050007194608767235877,0.001000000000000000020816681712
58,58_0,COMPLETED,GenerationStep_1,0.050000000000000002775557561563,472.000000000000000000000000000000,1,1191,0.998999999999999999111821580300,0.001000000000000000020816681712
59,59_0,FAILED,GenerationStep_1,,,3401,1,0.235975262440887539883149770503,0.476322140877551036819426144575
60,60_0,FAILED,GenerationStep_1,,,2944,1,0.177343277854545150473697390225,0.424211061234393060903613559276
61,61_0,FAILED,GenerationStep_1,,,2356,1,0.579975588285882026617912288202,0.001000000000000000020816681712
62,62_0,FAILED,GenerationStep_1,,,3261,1,0.001000000000000000020816681712,0.554380835937008931146863233153
63,63_0,COMPLETED,GenerationStep_1,0.250000000000000000000000000000,479.000000000000000000000000000000,5000,2049,0.141013015566105681664055282454,0.002522988472086261022009345822
64,64_0,FAILED,GenerationStep_1,,,3168,1,0.173832363022967978372079755900,0.350112023037122410684673923242
65,65_0,FAILED,GenerationStep_1,,,182,1,0.299043624110166661456133851971,0.435690864167378733018409775468
66,66_0,FAILED,GenerationStep_1,,,2476,1,0.394262708148125196050415297577,0.069140074755778935244876493016
67,67_0,COMPLETED,GenerationStep_1,0.250000000000000000000000000000,560.000000000000000000000000000000,4582,1588,0.022463142918286299609675893407,0.699395993022539741446053085383
68,68_0,FAILED,GenerationStep_1,,,2503,1,0.998999999999999999111821580300,0.001000000000000000020816681712
69,69_0,FAILED,GenerationStep_1,,,3465,1,0.001000000000000000020816681712,0.668043930168421007387280496914
70,70_0,FAILED,GenerationStep_1,,,398,1,0.226677654760883862117282205872,0.001000000000000000020816681712
71,71_0,FAILED,GenerationStep_1,,,4151,1,0.001000000000000000020816681712,0.001000000000000000020816681712
72,72_0,COMPLETED,GenerationStep_1,0.270000000000000017763568394003,534.000000000000000000000000000000,5000,1858,0.998999999999999999111821580300,0.290143631200849683171583137664
73,73_0,FAILED,GenerationStep_1,,,2882,1,0.001000000000000000020816681712,0.480835588840491656714704049591
74,74_0,FAILED,GenerationStep_1,,,2015,1,0.717526863380734236663727187988,0.471083472398166280825648755126
75,75_0,FAILED,GenerationStep_1,,,1,1,0.998999999999999999111821580300,0.321817542557588820439917753902
76,76_0,FAILED,GenerationStep_1,,,3860,213,0.001000000000000000020816681712,0.455747917049858619620295030472
77,77_0,FAILED,GenerationStep_1,,,2000,1,0.001000000000000000020816681712,0.335491567437006199536853046084
78,78_0,FAILED,GenerationStep_1,,,3145,1,0.001000000000000000020816681712,0.855004207659363579807632049778
79,79_0,FAILED,GenerationStep_1,,,4460,1,0.256908063709692546794371992291,0.646177680298608669851034846943
80,80_0,FAILED,GenerationStep_1,,,3143,1,0.664860685381228888601867765829,0.126240599887976756576790648978
81,81_0,FAILED,GenerationStep_1,,,2562,1,0.377252055136964858927939303612,0.608229192638651161573193348886
82,82_0,COMPLETED,GenerationStep_1,0.280000000000000026645352591004,525.000000000000000000000000000000,5000,1471,0.179820467752856011367512678589,0.498602963622898631701474414513
83,83_0,COMPLETED,GenerationStep_1,0.250000000000000000000000000000,452.000000000000000000000000000000,4802,1902,0.887516670756063552616410561313,0.861740420570986875858920939208
84,84_0,FAILED,GenerationStep_1,,,2046,1,0.001000000000000000020816681712,0.470218285413230741021095582255
85,85_0,FAILED,GenerationStep_1,,,3305,1,0.001000000000000000020816681712,0.380195265614170496704105062236
86,86_0,COMPLETED,GenerationStep_1,0.230000000000000009992007221626,479.000000000000000000000000000000,5000,2493,0.998999999999999999111821580300,0.142013294314043025945437648261
87,87_0,FAILED,GenerationStep_1,,,1505,1,0.941162299254557410677080042660,0.001000000000000000020816681712
88,88_0,FAILED,GenerationStep_1,,,4234,1752,0.001000000000000000020816681712,0.843900944544705877703449914407
89,89_0,FAILED,GenerationStep_1,,,1522,1,0.927608292281562385461768371897,0.537947086069712310241186514759
90,90_0,FAILED,GenerationStep_1,,,3154,1,0.220888025550954741893505683947,0.434651360685018750551478206035
91,91_0,FAILED,GenerationStep_1,,,2993,1,0.998999999999999999111821580300,0.018084973691475225016089822816
92,92_0,FAILED,GenerationStep_1,,,2718,1,0.514705738304244930780839695217,0.001000000000000000020816681712
93,93_0,FAILED,GenerationStep_1,,,3235,1,0.002381320265486540875554677399,0.530353763071489736624641864182
