trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_windows,disjoint_training_windows
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4628,4074,2764,True
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,1691,1056,385,False
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,175,3253,3956,True
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,3488,1251,1655,False
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2641,2568,1004,False
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,1198,1992,3388,True
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,1937,4794,2273,False
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4244,391,4579,True
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4056,3641,2127,True
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2305,1816,4743,False
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,850,3993,858,True
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,2850,839,3552,False
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3209,4563,4107,False
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,589,295,1486,True
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,1257,3118,2915,False
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4888,2365,216,True
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4803,2957,4982,False
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,1558,2224,1900,True
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,347,4402,3595,False
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3353,153,747,True
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3087,3841,1286,True
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,712,668,4373,False
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2385,3490,134,True
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,3760,1644,2986,False
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,4193,4956,595,False
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2126,533,2507,True
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,991,2729,1747,False
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,2673,2134,3894,True
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,0.000000000000000000000000000000,3701,3404,3139,True
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,139,1421,1222,False
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3220,154,False
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3325,728,False
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,5000,True
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2232,5000,False
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1072,1,True
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2198,5000,False
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1094,1,True
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,1591,True
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,1,True
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3564,1,False
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,5000,True
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1242,5000,True
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,3370,True
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4103,5000,True
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2951,1,False
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1111,5000,True
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3779,959,False
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,5000,False
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,5000,False
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1,3035,True
