trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
74,74_0,COMPLETED,GenerationStep_1,0.550000000000000044408920985006,2567.000000000000000000000000000000,37,0.551603690420708003827598986391,0.554662455101591622685930360603,366,3345,39
75,75_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,638.000000000000000000000000000000,1,0.559458029472134077408895791450,0.492978643900404356337219269335,1221,5000,1100
76,76_0,RUNNING,GenerationStep_1,,,1361,0.998999999999999999111821580300,0.998999999999999999111821580300,3185,5000,2506
77,77_0,RUNNING,GenerationStep_1,,,2428,0.475164478999495376587702821780,0.459930747134350059734941851275,668,4602,971
78,78_0,RUNNING,GenerationStep_1,,,443,0.950930866948235586910698202701,0.464599049477971426380662478550,656,4683,679
79,79_0,FAILED,GenerationStep_1,,,4846,0.998999999999999999111821580300,0.736879440881789915529509471526,64,2463,1189
80,80_0,FAILED,GenerationStep_1,,,1985,0.001000000000000000020816681712,0.503001677734282615084282497264,3487,3328,1210
81,81_0,FAILED,GenerationStep_1,,,1658,0.998999999999999999111821580300,0.998999999999999999111821580300,234,4897,2475
82,82_0,FAILED,GenerationStep_1,,,598,0.998999999999999999111821580300,0.528793928154462911095379240578,3572,4740,1569
83,83_0,FAILED,GenerationStep_1,,,2355,0.477820539691064138931864135884,0.222513617271891867011035515134,481,4785,250
84,84_0,FAILED,GenerationStep_1,,,1761,0.001000000000000000020816681712,0.585371100356079532289754752128,489,3683,1
85,85_0,FAILED,GenerationStep_1,,,1848,0.424852248856037284507891627072,0.576271842197477290881124645239,3116,4752,1352
86,86_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,763.000000000000000000000000000000,1,0.571175879436638722630448228301,0.489681898332610887614180228411,2473,5000,2208
87,87_0,COMPLETED,GenerationStep_1,0.530000000000000026645352591004,5850.000000000000000000000000000000,2165,0.998999999999999999111821580300,0.528856876743197479306957120571,906,3503,460
88,88_0,COMPLETED,GenerationStep_1,0.550000000000000044408920985006,2951.000000000000000000000000000000,49,0.599744708722130481781675825914,0.392498902556171647137972513519,3030,4976,701
89,89_0,FAILED,GenerationStep_1,,,4731,0.001000000000000000020816681712,0.274896566615085991003297749558,131,1607,4590
90,90_0,RUNNING,GenerationStep_1,,,987,0.998999999999999999111821580300,0.541369514446235822191511033452,4430,2294,2234
91,91_0,RUNNING,GenerationStep_1,,,1557,0.001000000000000000020816681712,0.501096030413514359480586790596,3460,4718,461
92,92_0,RUNNING,GenerationStep_1,,,1637,0.998999999999999999111821580300,0.526958016096047643372912716586,3766,4110,21
93,93_0,RUNNING,GenerationStep_1,,,1650,0.001000000000000000020816681712,0.616507438489047876473136966524,4586,1926,3034
94,94_0,RUNNING,GenerationStep_1,,,4887,0.597166172382046167577129835990,0.322646736808410772301414226604,90,4530,1933
95,95_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,844.000000000000000000000000000000,1,0.998999999999999999111821580300,0.914497197760342550587608911883,4177,2412,605
96,96_0,RUNNING,GenerationStep_1,,,2627,0.548541405134774007201770018582,0.160482378616219556466404583261,3514,605,471
97,97_0,RUNNING,GenerationStep_1,,,3716,0.303990812767728657561860927672,0.241592999711233075155192295824,1030,2608,3033
98,98_0,RUNNING,GenerationStep_1,,,890,0.998999999999999999111821580300,0.475508017194625154377973785813,2177,1970,4952
99,99_0,RUNNING,GenerationStep_1,,,699,0.386827687417261034674709208048,0.601552664015599591884608798864,3111,4403,4305
100,100_0,RUNNING,GenerationStep_1,,,3478,0.628208194180015833119057333533,0.793220572254601963280151721847,1079,4839,2990
101,101_0,RUNNING,GenerationStep_1,,,1193,0.558189479982652114742336380004,0.566862034231276679108191274281,3415,3170,2356
102,102_0,RUNNING,GenerationStep_1,,,3506,0.998999999999999999111821580300,0.704306578051857923306044995115,3870,3024,3855
103,103_0,RUNNING,GenerationStep_1,,,1300,0.030285904246495593677979130121,0.672296645694891892297562208114,3948,4482,2651
104,104_0,RUNNING,GenerationStep_1,,,1402,0.998999999999999999111821580300,0.897180256368062645222494211339,1360,4405,2701
105,105_0,RUNNING,GenerationStep_1,,,1773,0.752343360361689139637064727140,0.899046567805000029771633762721,2528,4323,2376
106,106_0,RUNNING,GenerationStep_1,,,3175,0.001000000000000000020816681712,0.062536251351543017951151171019,593,4636,3184
107,107_0,RUNNING,GenerationStep_1,,,3506,0.998999999999999999111821580300,0.872562943933528067930183169665,2825,2588,4763
108,108_0,RUNNING,GenerationStep_1,,,1345,0.880890882786474427312839452497,0.893812985762929224087258717191,4615,3874,3212
109,109_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,879.000000000000000000000000000000,1,0.998999999999999999111821580300,0.551401400933044349983447318664,661,4909,3769
110,110_0,RUNNING,GenerationStep_1,,,3197,0.998999999999999999111821580300,0.103520026869203612962522242924,285,1694,1098
111,111_0,RUNNING,GenerationStep_1,,,821,0.998999999999999999111821580300,0.550237763000131274715442941670,306,1866,4481
112,112_0,RUNNING,GenerationStep_1,,,1155,0.166446072348281959296656395964,0.392883714330822420013333839961,2966,2703,1516
113,113_0,RUNNING,GenerationStep_1,,,1255,0.369483192409813254730721610031,0.462659092909089464384919665463,4169,5000,559
114,114_0,RUNNING,GenerationStep_1,,,4250,0.778064034790912906203175225528,0.216588462274592802314643336103,4664,4002,3441
115,115_0,RUNNING,GenerationStep_1,,,661,0.001000000000000000020816681712,0.636335996214075771959528537991,4842,4903,4586
116,116_0,RUNNING,GenerationStep_1,,,3203,0.001000000000000000020816681712,0.077585356264304197737580182093,2165,197,1564
117,117_0,RUNNING,GenerationStep_1,,,730,0.788956169638628135309943445463,0.586425463247182365833509720687,4351,3127,3762
118,118_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,724.000000000000000000000000000000,1,0.001000000000000000020816681712,0.570155867168521957033533453796,1203,4872,4510
119,119_0,RUNNING,GenerationStep_1,,,1116,0.998999999999999999111821580300,0.461881907823641690846727669850,3139,4407,723
120,120_0,FAILED,GenerationStep_1,,,4860,0.092479446652583771615319108150,0.998999999999999999111821580300,5000,4364,255
121,121_0,FAILED,GenerationStep_1,,,2895,0.299111758442582253980646100899,0.625403277279718672332364803879,5000,2190,796
122,122_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,821.000000000000000000000000000000,1,0.001000000000000000020816681712,0.374069839691656191860147373518,5000,1,4936
123,123_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,5098.000000000000000000000000000000,2638,0.001000000000000000020816681712,0.084333486405423777054757294991,70,5000,3216
124,124_0,FAILED,GenerationStep_1,,,4822,0.001000000000000000020816681712,0.998999999999999999111821580300,5000,1,5000
125,125_0,FAILED,GenerationStep_1,,,930,0.001000000000000000020816681712,0.341644505019863375938626859352,497,4156,2031
126,126_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,663.000000000000000000000000000000,1,0.001000000000000000020816681712,0.998999999999999999111821580300,339,1,5000
127,127_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,62.000000000000000000000000000000,4657,0.824112265003710819932791764586,0.001000000000000000020816681712,1,5000,4336
128,128_0,FAILED,GenerationStep_1,,,1485,0.998999999999999999111821580300,0.001000000000000000020816681712,1523,1,3196
129,129_0,FAILED,GenerationStep_1,,,1749,0.265961250364808887702849915513,0.998999999999999999111821580300,335,5000,4584
130,130_0,FAILED,GenerationStep_1,,,2955,0.953131187475132812814138105750,0.001000000000000000020816681712,2041,806,4578
131,131_0,FAILED,GenerationStep_1,,,3526,0.001000000000000000020816681712,0.005912865952181577296198344840,168,5000,1210
132,132_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,675.000000000000000000000000000000,1,0.998999999999999999111821580300,0.001000000000000000020816681712,5000,3107,5000
133,133_0,FAILED,GenerationStep_1,,,4717,0.998999999999999999111821580300,0.998999999999999999111821580300,3446,1,5000
134,134_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,69.000000000000000000000000000000,989,0.246234579420767318858054295561,0.251107688674209406087811657926,1,5000,1
135,135_0,FAILED,GenerationStep_1,,,2878,0.998999999999999999111821580300,0.001000000000000000020816681712,5000,5000,5000
136,136_0,FAILED,GenerationStep_1,,,3963,0.998999999999999999111821580300,0.375030027399502696727751072103,3521,1,4279
137,137_0,FAILED,GenerationStep_1,,,1676,0.001000000000000000020816681712,0.001000000000000000020816681712,4149,1,5000
138,138_0,FAILED,GenerationStep_1,,,4321,0.880411798367166431589225794596,0.998999999999999999111821580300,1429,5000,1
139,139_0,FAILED,GenerationStep_1,,,1843,0.757616603844933012013029838272,0.761804176611905248250877775718,2621,2561,3048
140,140_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,64.000000000000000000000000000000,4037,0.998999999999999999111821580300,0.998999999999999999111821580300,1,2544,389
141,141_0,FAILED,GenerationStep_1,,,2496,0.998999999999999999111821580300,0.948050483380918018738725550065,4450,1,3500
142,142_0,FAILED,GenerationStep_1,,,3077,0.998999999999999999111821580300,0.998999999999999999111821580300,649,1,5000
143,143_0,FAILED,GenerationStep_1,,,615,0.001000000000000000020816681712,0.982373735502810818687180471898,5000,2619,2856
144,144_0,FAILED,GenerationStep_1,,,2961,0.001000000000000000020816681712,0.920298039829124947530658573669,487,1685,198
145,145_0,FAILED,GenerationStep_1,,,4165,0.001000000000000000020816681712,0.998999999999999999111821580300,5000,1,1
146,146_0,FAILED,GenerationStep_1,,,3941,0.001000000000000000020816681712,0.036058918499649421363084655923,967,716,1
147,147_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,63.000000000000000000000000000000,3404,0.998999999999999999111821580300,0.998999999999999999111821580300,1,3591,1
148,148_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,63.000000000000000000000000000000,1449,0.142024909381103070504792640349,0.998999999999999999111821580300,1,95,1
149,149_0,FAILED,GenerationStep_1,,,3287,0.998999999999999999111821580300,0.792831881422920159430134390277,2235,1,1374
150,150_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,782.000000000000000000000000000000,1,0.001000000000000000020816681712,0.118687152542823762257917508123,2809,149,2134
151,151_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,94.000000000000000000000000000000,1,0.001000000000000000020816681712,0.001000000000000000020816681712,1,5000,1
152,152_0,RUNNING,GenerationStep_1,,,3070,0.119306146946249053142352636314,0.126491232523204821802664810093,1217,4213,1015
153,153_0,RUNNING,GenerationStep_1,,,1970,0.998999999999999999111821580300,0.235571209554034849409376306539,3581,3916,3375
154,154_0,RUNNING,GenerationStep_1,,,2539,0.998999999999999999111821580300,0.711117505964961926778755696432,3522,4741,2083
155,155_0,RUNNING,GenerationStep_1,,,3672,0.998999999999999999111821580300,0.998999999999999999111821580300,432,2625,210
156,156_0,RUNNING,GenerationStep_1,,,1686,0.001000000000000000020816681712,0.815098093201797935236641023948,4921,4730,206
157,157_0,RUNNING,GenerationStep_1,,,713,0.001000000000000000020816681712,0.193669086039921639619265647525,3945,2342,1849
158,158_0,RUNNING,GenerationStep_1,,,3208,0.998999999999999999111821580300,0.966754142132015159560864958621,269,2652,4162
159,159_0,FAILED,GenerationStep_1,,,2765,0.001000000000000000020816681712,0.998999999999999999111821580300,4794,1445,4706
160,160_0,FAILED,GenerationStep_1,,,1205,0.001000000000000000020816681712,0.121355491307657645250195344033,2975,4332,4117
161,161_0,FAILED,GenerationStep_1,,,4415,0.656955934880432246281145580724,0.265814634671609262284164287848,4781,1587,2885
162,162_0,FAILED,GenerationStep_1,,,3833,0.001000000000000000020816681712,0.949013434608576345041797139856,4060,731,2438
163,163_0,RUNNING,GenerationStep_1,,,4895,0.001000000000000000020816681712,0.892018362427186461971473363519,4488,38,1762
164,164_0,COMPLETED,GenerationStep_1,0.670000000000000039968028886506,770.000000000000000000000000000000,1,0.001000000000000000020816681712,0.482820912468840401920999738650,345,681,4934
165,165_0,RUNNING,GenerationStep_1,,,2499,0.998999999999999999111821580300,0.998999999999999999111821580300,1145,1629,4233
166,166_0,RUNNING,GenerationStep_1,,,652,0.001000000000000000020816681712,0.356852478695676267328451558569,2441,2252,206
167,167_0,RUNNING,GenerationStep_1,,,1845,0.998999999999999999111821580300,0.001000000000000000020816681712,4790,2144,2686
168,168_0,RUNNING,GenerationStep_1,,,556,0.998999999999999999111821580300,0.420623759629142834892689961634,903,3052,379
169,169_0,COMPLETED,GenerationStep_1,0.550000000000000044408920985006,7166.000000000000000000000000000000,1915,0.001000000000000000020816681712,0.375634767750840259381561736518,42,3154,4579
170,170_0,RUNNING,GenerationStep_1,,,4250,0.910274285762501467189622417209,0.998999999999999999111821580300,4037,4627,1205
171,171_0,RUNNING,GenerationStep_1,,,669,0.001000000000000000020816681712,0.848051468586128676108160107106,3463,2058,63
172,172_0,RUNNING,GenerationStep_1,,,2654,0.228668570059491454982136815488,0.792219750641008912950269404973,2609,1077,27
173,173_0,RUNNING,GenerationStep_1,,,2855,0.998999999999999999111821580300,0.505768428906000933054087909113,3314,4553,4523
174,174_0,RUNNING,GenerationStep_1,,,2960,0.998999999999999999111821580300,0.128205460763026135584397025013,1552,4771,413
175,175_0,RUNNING,GenerationStep_1,,,1857,0.165641661272011880834398311890,0.544964712752840196863246546854,160,932,4372
176,176_0,FAILED,GenerationStep_1,,,1658,0.001000000000000000020816681712,0.313901268380132714153063488993,1432,3036,1587
177,177_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,61.000000000000000000000000000000,1,0.998999999999999999111821580300,0.895205241452179834027447213884,1,1,5000
178,178_0,FAILED,GenerationStep_1,,,2662,0.001000000000000000020816681712,0.447358291887559433863685853794,782,4093,1671
179,179_0,FAILED,GenerationStep_1,,,589,0.998999999999999999111821580300,0.558857539691745786036847221112,216,1110,3741
180,180_0,FAILED,GenerationStep_1,,,1037,0.998999999999999999111821580300,0.954323300076991509754975595570,2397,4894,3230
181,181_0,FAILED,GenerationStep_1,,,853,0.998999999999999999111821580300,0.900811735670035029777125146211,4374,2879,1817
182,182_0,FAILED,GenerationStep_1,,,3304,0.001000000000000000020816681712,0.402683807634702350952693450381,2096,56,3394
183,183_0,FAILED,GenerationStep_1,,,1314,0.001000000000000000020816681712,0.407608392503845395893335989967,2364,1,9
184,184_0,FAILED,GenerationStep_1,,,4083,0.001000000000000000020816681712,0.470879903710361591429034433531,4992,2172,3969
185,185_0,FAILED,GenerationStep_1,,,3918,0.068191044956169385993227649578,0.857310997703795041324781323056,4211,1562,1285
186,186_0,FAILED,GenerationStep_1,,,1004,0.998999999999999999111821580300,0.082658826947963059961210774418,1490,130,1068
187,187_0,FAILED,GenerationStep_1,,,1088,0.149738977676746737310864432402,0.015898821356109711644410964482,2454,916,3923
188,188_0,FAILED,GenerationStep_1,,,4561,0.001000000000000000020816681712,0.864945059519089953781190160953,2296,2646,215
189,189_0,FAILED,GenerationStep_1,,,4748,0.998999999999999999111821580300,0.945481568771697422626232309995,4596,1059,4604
190,190_0,FAILED,GenerationStep_1,,,973,0.001000000000000000020816681712,0.998999999999999999111821580300,1253,175,4916
191,191_0,FAILED,GenerationStep_1,,,936,0.001000000000000000020816681712,0.415270385309886691516112477984,4419,437,3366
192,192_0,FAILED,GenerationStep_1,,,1409,0.998999999999999999111821580300,0.100026582279263615005149290482,1358,534,3970
193,193_0,FAILED,GenerationStep_1,,,1525,0.001000000000000000020816681712,0.418116236221952430884840623548,4725,364,3832
194,194_0,FAILED,GenerationStep_1,,,3910,0.998999999999999999111821580300,0.691030846018526156981920394173,4654,2187,1649
195,195_0,FAILED,GenerationStep_1,,,4556,0.001000000000000000020816681712,0.574128150005979165371172712184,3741,3690,4963
196,196_0,FAILED,GenerationStep_1,,,4752,0.001000000000000000020816681712,0.112284574884278537387771734757,3912,4237,509
197,197_0,FAILED,GenerationStep_1,,,1540,0.998999999999999999111821580300,0.877773266965091725211323137046,2482,4514,148
198,198_0,FAILED,GenerationStep_1,,,4150,0.001000000000000000020816681712,0.398641317985085508190934433514,2940,994,3794
199,199_0,FAILED,GenerationStep_1,,,3914,0.998999999999999999111821580300,0.960893579878510095682031533215,1816,2003,4982
200,200_0,FAILED,GenerationStep_1,,,4559,0.761816295339458826596512608376,0.466356342447646565751995240134,3537,230,4995
201,201_0,FAILED,GenerationStep_1,,,3506,0.998999999999999999111821580300,0.118250014838947148376746554277,1254,443,4842
202,202_0,FAILED,GenerationStep_1,,,1469,0.998999999999999999111821580300,0.025915550799525500363928998127,4987,1729,3339
203,203_0,FAILED,GenerationStep_1,,,3752,0.377548473470319667644190531064,0.598396159706128027977456440567,4624,3831,4486
204,204_0,FAILED,GenerationStep_1,,,3059,0.001000000000000000020816681712,0.802926848630323819477894176089,3053,61,4760
205,205_0,FAILED,GenerationStep_1,,,4143,0.001000000000000000020816681712,0.001000000000000000020816681712,2689,458,218
206,206_0,FAILED,GenerationStep_1,,,3579,0.001000000000000000020816681712,0.677702373150798065282174320600,3075,429,3698
207,207_0,FAILED,GenerationStep_1,,,4786,0.001000000000000000020816681712,0.895534328461342621352514470345,666,4194,4310
208,208_0,FAILED,GenerationStep_1,,,4754,0.998999999999999999111821580300,0.125311837747363846728987368806,785,229,1860
209,209_0,FAILED,GenerationStep_1,,,1354,0.001000000000000000020816681712,0.490396830264451133452041631244,3099,1998,4569
210,210_0,COMPLETED,GenerationStep_1,0.530000000000000026645352591004,4414.000000000000000000000000000000,1519,0.001000000000000000020816681712,0.623192896443929611471901353070,4,3770,4750
211,211_0,RUNNING,GenerationStep_1,,,1030,0.001000000000000000020816681712,0.084624363020764328813250187977,4582,50,2903
212,212_0,RUNNING,GenerationStep_1,,,1147,0.080488409566368060432672848492,0.944743911772802591464426313905,4745,3916,4702
213,213_0,RUNNING,GenerationStep_1,,,1525,0.817963316988363553505791969656,0.394447384008795309817685392773,2062,407,4549
