trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
17,17_0,FAILED,GenerationStep_0,,,94,249,4964,0.539722241636365618333570637333,0.000000001000000000000000062282
18,18_0,FAILED,GenerationStep_0,,,1490,4529,1499,0.319874525716528301799712608045,0.000000099999999999999995474811
19,19_0,FAILED,GenerationStep_0,,,3623,1343,3367,0.926038804598152687219680956332,0.299999999999999988897769753748
20,20_0,FAILED,GenerationStep_0,,,3098,4321,4358,0.799641418665647529806506099703,0.100000000000000005551115123126
21,21_0,FAILED,GenerationStep_0,,,2103,2468,1246,0.439084152637049529577240036815,0.000100000000000000004792173602
22,22_0,FAILED,GenerationStep_0,,,687,2915,2762,0.670130626384168870401936146664,0.000000000009999999999999999395
23,23_0,FAILED,GenerationStep_0,,,4183,1062,2143,0.091264659987762578041703420695,0.800000000000000044408920985006
24,24_0,FAILED,GenerationStep_0,,,3905,4962,3103,0.434074033658951530245673211539,0.000000010000000000000000209226
25,25_0,RUNNING,GenerationStep_0,,,994,1825,2462,0.825849295267835237233100542653,0.699999999999999955591079014994
26,26_0,RUNNING,GenerationStep_0,,,2390,3555,3998,0.033869290821254255385852616200,0.400000000000000022204460492503
27,27_0,FAILED,GenerationStep_0,,,2801,419,869,0.706328237926587498840547141299,0.000010000000000000000818030539
28,28_0,RUNNING,GenerationStep_0,,,3293,2752,1856,0.583716765357181421869370296918,0.000010000000000000000818030539
29,29_0,FAILED,GenerationStep_0,,,1830,929,3747,0.164643131777644169400076634702,0.010000000000000000208166817117
30,30_0,FAILED,SOBOL,,,379,1180,806,0.352781607449054734892968099302,0.000000099999999999999995474811
31,31_0,FAILED,SOBOL,,,4593,4619,3011,0.867567652484402040968802793941,0.500000000000000000000000000000
32,32_0,FAILED,SOBOL,,,3173,2448,1967,0.116095045372843749809099733739,0.010000000000000000208166817117
33,33_0,FAILED,SOBOL,,,1762,3389,4213,0.601119746288284684254676903947,0.000000000009999999999999999395
34,34_0,FAILED,SOBOL,,,2215,1598,3696,0.675204737748950734044228738640,0.000000000100000000000000003643
35,35_0,FAILED,SOBOL,,,2678,2538,277,0.158955598236992956540092336581,0.299999999999999988897769753748
36,36_0,FAILED,SOBOL,,,3757,328,4701,0.918233644392341341600172199833,0.800000000000000044408920985006
37,37_0,FAILED,SOBOL,,,1096,3769,1323,0.434670145573094468538499768329,0.000100000000000000004792173602
38,38_0,FAILED,SOBOL,,,643,2035,4441,0.204956796202808627649361028489,0.599999999999999977795539507497
39,39_0,FAILED,SOBOL,,,4232,3595,1568,0.687687679240480020936843175150,0.000000999999999999999954748112
40,40_0,FAILED,SOBOL,,,2851,805,3414,0.452857024643570194033515008414,0.000000000100000000000000003643
41,41_0,FAILED,SOBOL,,,2064,4864,583,0.966312551507726325006331080658,0.100000000000000005551115123126
42,42_0,FAILED,SOBOL,,,1306,112,2332,0.759687315814197017260767097468,0.400000000000000022204460492503
43,43_0,FAILED,SOBOL,,,3645,4173,3834,0.277443025497719653049699672920,0.000000010000000000000000209226
44,44_0,FAILED,SOBOL,,,4763,1343,1149,0.520063890866935274459592619678,0.001000000000000000020816681712
45,45_0,FAILED,SOBOL,,,227,2902,2692,0.006119871465489268476389828066,0.900000000000000022204460492503
46,46_0,FAILED,SOBOL,,,77,1457,1812,0.878612584693357345777542377618,0.000000000000999999999999999980
47,47_0,FAILED,SOBOL,,,4916,3022,4681,0.396383342333137989044189453125,0.010000000000000000208166817117
48,48_0,FAILED,SOBOL,,,3495,226,336,0.650684293789789092166131467820,0.500000000000000000000000000000
49,49_0,FAILED,SOBOL,,,1458,4292,3169,0.136755679257214074473480991401,0.000000099999999999999995474811
50,50_0,FAILED,SOBOL,,,1911,763,3921,0.093889570081606504858839912231,0.000100000000000000004792173602
51,51_0,FAILED,SOBOL,,,3000,4827,2415,0.576604925561696290969848632812,0.800000000000000044408920985006
52,52_0,FAILED,SOBOL,,,4080,1993,2602,0.314500438595190667800949313460,0.200000000000000011102230246252
53,53_0,FAILED,SOBOL,,,794,3558,1059,0.827941032756119965618779588112,0.000000001000000000000000062282
54,54_0,FAILED,SOBOL,,,946,604,2947,0.560238851057365483399053118774,0.200000000000000011102230246252
55,55_0,FAILED,SOBOL,,,3910,4039,738,0.043974540900439021418044660550,0.000000000009999999999999999395
56,56_0,FAILED,SOBOL,,,2528,1874,4284,0.783775629686191632750080771075,0.000000999999999999999954748112
57,57_0,FAILED,SOBOL,,,2366,2808,2038,0.300196841251105073222760211138,0.699999999999999955591079014994
58,58_0,FAILED,SOBOL,,,1609,2255,56,0.475605038708075855691248534640,0.900000000000000022204460492503
59,59_0,FAILED,SOBOL,,,3322,3191,3473,0.990406719118356648756673621392,0.001000000000000000020816681712
60,60_0,FAILED,SOBOL,,,4441,986,1549,0.242817323094233872282643460494,0.000000010000000000000000209226
61,61_0,FAILED,SOBOL,,,530,4421,4929,0.727856834024190879617322025297,0.299999999999999988897769753748
62,62_0,FAILED,SOBOL,,,617,2390,3329,0.820629671374335845079883711151,0.000010000000000000000818030539
63,63_0,FAILED,SOBOL,,,4528,3330,497,0.337413149241358067964569045216,0.800000000000000044408920985006
64,64_0,FAILED,SOBOL,,,3409,1160,4530,0.583931978086009606521145087754,0.299999999999999988897769753748
65,65_0,FAILED,SOBOL,,,1695,4599,1661,0.070961138550192121021709112938,0.000000001000000000000000062282
66,66_0,FAILED,SOBOL,,,2456,464,1220,0.145049013195559378663901384243,0.000000000000999999999999999980
67,67_0,FAILED,SOBOL,,,2617,3905,2763,0.626804809115827032961476561468,0.010000000000000000208166817117
68,68_0,FAILED,SOBOL,,,3999,1695,2264,0.388074291227385403946215092219,0.500000000000000000000000000000
69,69_0,FAILED,SOBOL,,,1035,2635,3769,0.902507756792008897228640762478,0.000000999999999999999954748112
70,70_0,RUNNING,SOBOL,,,861,902,1877,0.735172480216249812912110428442,0.900000000000000022204460492503
71,71_0,RUNNING,SOBOL,,,4147,4962,4122,0.219900327637791631607555586925,0.000100000000000000004792173602
72,72_0,RUNNING,SOBOL,,,3067,2171,890,0.983076337268576017081045392842,0.000000010000000000000000209226
73,73_0,RUNNING,SOBOL,,,1978,3732,3098,0.498536799564957611163862338799,0.400000000000000022204460492503
74,74_0,RUNNING,SOBOL,,,1528,1323,4767,0.291899226220324659042404391585,0.100000000000000005551115123126
75,75_0,RUNNING,SOBOL,,,3564,2883,1388,0.807659395452588801944671104138,0.000000000009999999999999999395
76,76_0,RUNNING,SOBOL,,,4985,53,3624,0.052286925049498680917459125794,0.000010000000000000000818030539
77,77_0,RUNNING,SOBOL,,,147,4114,208,0.536340345915406913057665860833,0.599999999999999977795539507497
78,78_0,RUNNING,SOBOL,,,294,246,4375,0.410763297598809029587130225991,0.000000001000000000000000062282
79,79_0,RUNNING,SOBOL,,,4830,4312,2128,0.926539113359525767776858629077,0.299999999999999988897769753748
80,80_0,RUNNING,SOBOL,,,3712,1517,2860,0.182846725326031439573526427012,0.699999999999999955591079014994
81,81_0,RUNNING,SOBOL,,,1374,3081,654,0.666914959924295502879942887375,0.000100000000000000004792173602
82,82_0,RUNNING,SOBOL,,,2134,1895,1484,0.624044116079807253960609614296,0.000000099999999999999995474811
83,83_0,RUNNING,SOBOL,,,2920,3461,4862,0.108756796574220063189564200457,0.599999999999999977795539507497
84,84_0,RUNNING,SOBOL,,,4301,626,125,0.844658970117568963509313562099,0.010000000000000000208166817117
85,85_0,RUNNING,SOBOL,,,713,4691,3545,0.360104146515950573892439479096,0.000000000000999999999999999980
86,86_0,RUNNING,SOBOL,,,1182,1737,422,0.030022434629499914621186817953,0.400000000000000022204460492503
87,87_0,RUNNING,SOBOL,,,3844,2672,3254,0.511762706710025661038798716618,0.000000010000000000000000209226
88,88_0,RUNNING,SOBOL,,,2765,506,1719,0.253555227734148513896172971727,0.001000000000000000020816681712
89,89_0,RUNNING,SOBOL,,,2301,3942,4593,0.767973764313384932300721175125,0.900000000000000022204460492503
90,90_0,RUNNING,SOBOL,,,1851,1045,2531,0.943392462808638865290333797020,0.699999999999999955591079014994
91,91_0,RUNNING,SOBOL,,,3262,4480,987,0.460190992349758742907539499356,0.000000999999999999999954748112
92,92_0,RUNNING,SOBOL,,,4682,2275,3985,0.710593028564006079506043533911,0.000000000009999999999999999395
93,93_0,RUNNING,SOBOL,,,468,3211,2483,0.197637597614899268583243951980,0.100000000000000005551115123126
94,94_0,RUNNING,SOBOL,,,396,1657,3893,0.504366966167464902959238770563,0.800000000000000044408920985006
95,95_0,RUNNING,SOBOL,,,4619,2598,2272,0.022128979448229075394083409378,0.000010000000000000000818030539
96,96_0,RUNNING,SOBOL,,,3227,427,2713,0.775444683292880632130561480153,0.000000000100000000000000003643
97,97_0,RUNNING,SOBOL,,,1826,3867,1129,0.261495308343321075650322882211,0.299999999999999988897769753748
98,98_0,FAILED,SOBOL,,,2305,1119,1627,0.468133984027430394281310555016,0.010000000000000000208166817117
99,99_0,FAILED,SOBOL,,,2779,4559,4382,0.950860463283956014457487526670,0.000000000000999999999999999980
100,100_0,FAILED,SOBOL,,,3888,2350,603,0.189739320395514360351185700893,0.000000999999999999999954748112
101,101_0,FAILED,SOBOL,,,1237,3289,3394,0.703202102623879943266160807980,0.500000000000000000000000000000
102,102_0,FAILED,SOBOL,,,777,13,258,0.934478253355249810496729878651,0.000100000000000000004792173602
103,103_0,FAILED,SOBOL,,,4375,4073,3716,0.418235179498791687091596713799,0.900000000000000022204460492503
104,104_0,FAILED,SOBOL,,,2944,1282,1265,0.659020564129576102985197394446,0.400000000000000022204460492503
105,105_0,FAILED,SOBOL,,,2168,2843,4759,0.175451947703957555901865816850,0.000000010000000000000000209226
106,106_0,FAILED,SOBOL,,,1358,2134,2992,0.101364937456324702425014550045,0.000000000100000000000000003643
107,107_0,FAILED,SOBOL,,,3707,3693,825,0.616146809216588708935091744934,0.100000000000000005551115123126
108,108_0,FAILED,SOBOL,,,4777,864,4156,0.367571213813498609557228746780,0.599999999999999977795539507497
109,109_0,FAILED,SOBOL,,,250,4924,2025,0.852602932151407033600776230742,0.000010000000000000000818030539
110,110_0,FAILED,SOBOL,,,92,666,3492,0.228026002805680028107104817536,0.200000000000000011102230246252
111,111_0,FAILED,SOBOL,,,4941,4732,36,0.742823283152654778582757444383,0.000000001000000000000000062282
112,112_0,FAILED,SOBOL,,,3550,1936,4988,0.490334020119160440831507230541,0.000100000000000000004792173602
113,113_0,FAILED,SOBOL,,,1524,3501,1490,0.975380790131166630629877545289,0.699999999999999955591079014994
114,114_0,FAILED,SOBOL,,,2003,1554,758,0.799959145247936209699446408194,0.599999999999999977795539507497
115,115_0,FAILED,SOBOL,,,3102,3119,2927,0.283701142406091066927587007740,0.000000099999999999999995474811
116,116_0,FAILED,SOBOL,,,4210,285,2097,0.543993940949439980236945757497,0.000000000000999999999999999980
117,117_0,FAILED,SOBOL,,,933,4349,4224,0.060409800684079528743097853294,0.010000000000000000208166817117
118,118_0,FAILED,SOBOL,,,1079,2313,2358,0.329716661490499995945668842978,0.000000010000000000000000209226
119,119_0,FAILED,SOBOL,,,4052,3248,3979,0.812427854849025576911003554414,0.400000000000000022204460492503
120,120_0,FAILED,SOBOL,,,2622,1082,1040,0.078611000873148442757987197638,0.800000000000000044408920985006
121,121_0,FAILED,SOBOL,,,2471,4518,2620,0.592058616174384932939744885516,0.001000000000000000020816681712
122,122_0,FAILED,SOBOL,,,1661,547,4623,0.634926751572638781162538634817,0.000000999999999999999954748112
123,123_0,FAILED,SOBOL,,,3385,3982,1870,0.152703578585758809049721662632,0.699999999999999955591079014994
124,124_0,FAILED,SOBOL,,,4454,1777,3150,0.894308739800006136100307685410,0.200000000000000011102230246252
125,125_0,FAILED,SOBOL,,,553,2713,355,0.380375011378899230418682009258,0.000000000009999999999999999395
126,126_0,FAILED,SOBOL,,,486,369,1329,0.036522716745734214172092180206,0.500000000000000000000000000000
127,127_0,FAILED,SOBOL,,,4387,3808,4827,0.552279675623401966610970248439,0.000000099999999999999995474811
128,128_0,FAILED,SOBOL,,,3318,1638,187,0.307603943511843669345040552798,0.000000000009999999999999999395
129,129_0,FAILED,SOBOL,,,1594,2578,3644,0.791657723149284731078978438745,0.010000000000000000208166817117
130,130_0,FAILED,SOBOL,,,2401,2487,4063,0.998285901512950712977101375145,0.299999999999999988897769753748
131,131_0,FAILED,SOBOL,,,2553,3426,1936,0.483015059472993002476215451679,0.000000000100000000000000003643
132,132_0,FAILED,SOBOL,,,3983,1217,3078,0.719902480628341390200830574031,0.000010000000000000000818030539
133,133_0,FAILED,SOBOL,,,1009,4657,909,0.235360684337094422380332048306,0.800000000000000044408920985006
134,134_0,FAILED,SOBOL,,,847,1380,2782,0.404266376409679661918517012964,0.000010000000000000000818030539
135,135_0,FAILED,SOBOL,,,4123,2941,1201,0.886018724033609039736347767757,0.599999999999999977795539507497
136,136_0,FAILED,SOBOL,,,3015,151,3828,0.128797444436699159986403628864,0.100000000000000005551115123126
137,137_0,FAILED,SOBOL,,,1917,4210,2206,0.643231506714597389695597939863,0.000000000100000000000000003643
138,138_0,FAILED,SOBOL,,,1435,844,516,0.569149219982326037836628529476,0.000000001000000000000000062282
139,139_0,FAILED,SOBOL,,,3461,4905,3311,0.085934246329590679991383694869,0.400000000000000022204460492503
140,140_0,FAILED,SOBOL,,,4852,2075,1718,0.835351986698806281417262198374,0.900000000000000022204460492503
141,141_0,FAILED,SOBOL,,,3,3635,4472,0.322378650633618257792534222972,0.001000000000000000020816681712
142,142_0,FAILED,SOBOL,,,164,1956,968,0.695871482832357335368556050526,0.100000000000000005551115123126
143,143_0,FAILED,SOBOL,,,4690,3520,2551,0.212671319194138064290200418327,0.000000000000999999999999999980
144,144_0,FAILED,SOBOL,,,3620,725,2424,0.958175395650789130108648805617,0.000000099999999999999995474811
145,145_0,FAILED,SOBOL,,,1272,4790,4044,0.445217702396213999005425421274,0.500000000000000000000000000000
146,146_0,FAILED,SOBOL,,,2078,187,3233,0.269808406317606552793364471654,0.699999999999999955591079014994
147,147_0,FAILED,SOBOL,,,2855,4251,442,0.751545464325696244145547098015,0.000100000000000000004792173602
148,148_0,FAILED,SOBOL,,,4286,1417,4533,0.013831602359190581924552887472,0.000000001000000000000000062282
149,149_0,FAILED,SOBOL,,,687,2982,1779,0.528250493992119984909550112206,0.200000000000000011102230246252
150,150_0,RUNNING,SOBOL,,,1170,945,4920,0.859929270850494531508445561485,0.000000000009999999999999999395
151,151_0,FAILED,SOBOL,,,3821,4381,1426,0.344643496107310043363725071686,0.200000000000000011102230246252
152,152_0,FAILED,SOBOL,,,2712,2216,3564,0.608835209893062723196521801583,0.699999999999999955591079014994
153,153_0,FAILED,SOBOL,,,2238,3150,107,0.124277886044234037177247387262,0.000000999999999999999954748112
154,154_0,FAILED,SOBOL,,,1756,1835,2186,0.167143134539946919270292369220,0.001000000000000000020816681712
155,155_0,FAILED,SOBOL,,,3158,2771,4316,0.682915498286485678214319250401,0.900000000000000022204460492503
156,156_0,FAILED,SOBOL,,,4550,566,673,0.426529227262362864436795462098,0.299999999999999988897769753748
157,157_0,FAILED,SOBOL,,,326,4001,2840,0.910598054856061933648447848100,0.000000010000000000000000209226
158,158_0,FAILED,SOBOL,,,342,2162,2084,0.448958453301340321139889510960,0.299999999999999988897769753748
159,159_0,FAILED,SOBOL,,,4555,3721,4253,0.962414277592673950145751859964,0.000000000100000000000000003643
160,160_0,FAILED,SOBOL,,,3135,931,766,0.208855397287756205937370168613,0.000010000000000000000818030539
161,161_0,FAILED,SOBOL,,,1724,4991,2894,0.691585982898250239969684116659,0.800000000000000044408920985006
162,162_0,FAILED,SOBOL,,,2253,63,4974,0.516165349267423190227077611780,0.500000000000000000000000000000
163,163_0,FAILED,SOBOL,,,2716,4123,1519,0.002221508322283625644355531392,0.000000999999999999999954748112
164,164_0,FAILED,SOBOL,,,3795,1293,3501,0.763585827670991368343322847068,0.000000000000999999999999999980
165,165_0,FAILED,SOBOL,,,1133,2854,4,0.281341358898207549721348641469,0.010000000000000000208166817117
166,166_0,FAILED,SOBOL,,,683,1149,3140,0.112196830943226813492863414012,0.000000010000000000000000209226
167,167_0,FAILED,SOBOL,,,4272,4590,388,0.597221115460619289549981658638,0.400000000000000022204460492503
168,168_0,FAILED,SOBOL,,,2891,2420,4636,0.356679859057068837646653491902,0.900000000000000022204460492503
169,169_0,FAILED,SOBOL,,,2104,3359,1842,0.871466313054785168823457297549,0.000100000000000000004792173602
170,170_0,RUNNING,SOBOL,,,1266,1705,1031,0.914335221763700300989796687645,0.000010000000000000000818030539
171,171_0,RUNNING,SOBOL,,,3605,2645,2654,0.430771663459017850605903277028,0.599999999999999977795539507497
172,172_0,RUNNING,SOBOL,,,4723,436,2370,0.679103130634874152526947455044,0.100000000000000005551115123126
173,173_0,RUNNING,SOBOL,,,186,3875,3951,0.162854050608351813567153953954,0.000000000100000000000000003643
174,174_0,RUNNING,SOBOL,,,40,478,609,0.787674052314832784382758745778,0.699999999999999955591079014994
175,175_0,RUNNING,SOBOL,,,4878,3912,3365,0.304095323365181691155356702438,0.000100000000000000004792173602
176,176_0,RUNNING,SOBOL,,,3457,1747,1616,0.556340458171442175938636864885,0.000000001000000000000000062282
177,177_0,RUNNING,SOBOL,,,1420,2682,4408,0.040076088529080150513195235362,0.200000000000000011102230246252
178,178_0,RUNNING,SOBOL,,,1949,2305,2718,0.246715537523850808598879780220,0.010000000000000000208166817117
179,179_0,FAILED,SOBOL,,,3038,3240,1099,0.731755464851856274322017270606,0.000000000000999999999999999980
180,180_0,FAILED,SOBOL,,,4118,1035,3882,0.471706794535741213980628572244,0.000000099999999999999995474811
181,181_0,FAILED,SOBOL,,,831,4471,2299,0.986508058547973631924321580300,0.599999999999999977795539507497
182,182_0,FAILED,SOBOL,,,987,1487,4166,0.654582835389301176398646475718,0.001000000000000000020816681712
183,183_0,FAILED,SOBOL,,,3950,3052,1999,0.140654042400419704295089218249,0.800000000000000044408920985006
184,184_0,FAILED,SOBOL,,,2568,257,2986,0.874714072836562994694986628019,0.400000000000000022204460492503
185,185_0,FAILED,SOBOL,,,2407,4321,856,0.392485008932650092372540484575,0.000000010000000000000000209226
186,186_0,FAILED,SOBOL,,,1568,655,1275,0.318399009937420485183423579656,0.000000000009999999999999999395
187,187_0,FAILED,SOBOL,,,3282,4721,4734,0.831839306671172340479358808807,0.200000000000000011102230246252
188,188_0,FAILED,SOBOL,,,4401,1886,251,0.089990968996658926570830772107,0.699999999999999955591079014994
189,189_0,FAILED,SOBOL,,,489,3451,3747,0.572706621903926182959310153819,0.000000999999999999999954748112
190,190_0,RUNNING,SOBOL,,,579,794,4569,0.979177914639934865448367418139,0.010000000000000000208166817117
191,191_0,RUNNING,SOBOL,,,4490,4855,1777,0.494638317450880993231265847498,0.000000000009999999999999999395
192,192_0,RUNNING,SOBOL,,,3371,2065,3213,0.739070873102173231394829144847,0.000000099999999999999995474811
193,193_0,RUNNING,SOBOL,,,1658,3624,458,0.223798780009150516390192819927,0.500000000000000000000000000000
194,194_0,RUNNING,SOBOL,,,2493,1352,2460,0.048388710619881751540116709975,0.800000000000000044408920985006
195,195_0,RUNNING,SOBOL,,,2655,2913,4043,0.532441715087741629375273078040,0.000010000000000000000818030539
196,196_0,RUNNING,SOBOL,,,4037,83,948,0.295797470392659300753024353980,0.000000000100000000000000003643
197,197_0,RUNNING,SOBOL,,,1073,4143,2567,0.811558056022971818777023145230,0.299999999999999988897769753748
198,198_0,RUNNING,SOBOL,,,901,2439,695,0.580033436486497522288630079856,0.000000000100000000000000003643
199,199_0,RUNNING,SOBOL,,,4187,3379,2824,0.067062775406986477322313078275,0.100000000000000005551115123126
200,200_0,RUNNING,SOBOL,,,3107,1208,2151,0.824528183231130196162439460750,0.599999999999999977795539507497
201,201_0,RUNNING,SOBOL,,,2019,4649,4317,0.341311482641845964636218013766,0.000010000000000000000818030539
202,202_0,RUNNING,SOBOL,,,1487,339,3585,0.384175719885155531052589594765,0.001000000000000000020816681712
203,203_0,RUNNING,SOBOL,,,3524,3778,90,0.898609482876956411345759079268,0.900000000000000022204460492503
204,204_0,RUNNING,SOBOL,,,4945,1568,4885,0.148947614280506956951910524367,0.400000000000000022204460492503
205,205_0,RUNNING,SOBOL,,,107,2509,1427,0.630703112773597251994317502977,0.000000001000000000000000062282
206,206_0,RUNNING,SOBOL,,,256,1844,3056,0.257453799076378331278647237923,0.500000000000000000000000000000
207,207_0,RUNNING,SOBOL,,,4792,2780,927,0.771872038228437307161300395819,0.000000099999999999999995474811
208,208_0,RUNNING,SOBOL,,,3674,614,4102,0.026123833544552325924836821969,0.000000000000999999999999999980
209,209_0,RUNNING,SOBOL,,,1336,4049,1932,0.507864403052255553028260237625,0.100000000000000005551115123126
210,210_0,RUNNING,SOBOL,,,2172,1015,165,0.714491570163518163738558541809,0.200000000000000011102230246252
211,211_0,FAILED,SOBOL,,,2958,4451,3662,0.201535960758104926160427794457,0.000000001000000000000000062282
212,212_0,FAILED,SOBOL,,,4339,2246,1367,0.939493950951844403185475584905,0.000100000000000000004792173602
213,213_0,FAILED,SOBOL,,,750,3180,4823,0.456292658949270846235890530807,0.699999999999999955591079014994
214,214_0,FAILED,SOBOL,,,1223,198,1681,0.186744939755648375889762746738,0.000000999999999999999954748112
215,215_0,FAILED,SOBOL,,,3884,4262,4475,0.670813590751960897584638132685,0.699999999999999955591079014994
216,216_0,FAILED,SOBOL,,,2805,1467,539,0.406865053426474332365359032337,0.200000000000000011102230246252
217,217_0,FAILED,SOBOL,,,2342,3032,3292,0.922640452789142750944506587985,0.000000000009999999999999999395
218,218_0,FAILED,SOBOL,,,1810,2023,3791,0.848557392746210115141991536802,0.000000010000000000000000209226
219,219_0,FAILED,SOBOL,,,3222,3587,2209,0.364002628630027191825035970396,0.299999999999999988897769753748
220,220_0,FAILED,SOBOL,,,4642,753,2806,0.620145723193883946500193360407,0.900000000000000022204460492503
221,221_0,FAILED,SOBOL,,,428,4818,1182,0.104858344202861192284714775269,0.001000000000000000020816681712
222,222_0,FAILED,SOBOL,,,433,121,2595,0.662919135471805920367671660642,0.000000000000999999999999999980
223,223_0,FAILED,SOBOL,,,4657,4181,1090,0.179350221619009958518020653173,0.010000000000000000208166817117
224,224_0,FAILED,SOBOL,,,3265,1391,3932,0.930579652270302148941993891640,0.500000000000000000000000000000
225,225_0,FAILED,SOBOL,,,1864,2950,2390,0.414336875841021523569907003548,0.000000099999999999999995474811
226,226_0,FAILED,SOBOL,,,2267,2104,329,0.371469755413010693789743754678,0.000100000000000000004792173602
227,227_0,FAILED,SOBOL,,,2741,3665,3200,0.856501295294612607911233226332,0.800000000000000044408920985006
228,228_0,FAILED,SOBOL,,,3850,835,1822,0.097466425599530337464670992631,0.299999999999999988897769753748
229,229_0,RUNNING,SOBOL,,,1199,4895,4656,0.612248475816100867774594007642,0.000000000100000000000000003643
230,230_0,RUNNING,SOBOL,,,736,1609,1538,0.779342897722497540691222184250,0.100000000000000005551115123126
231,231_0,RUNNING,SOBOL,,,4335,2548,4955,0.265393939170986414843866896263,0.000000000100000000000000003643
232,232_0,RUNNING,SOBOL,,,2903,378,62,0.500468721995130150226316345652,0.000000999999999999999954748112
233,233_0,RUNNING,SOBOL,,,2127,3819,3443,0.018230318877846003050580137028,0.599999999999999977795539507497
234,234_0,RUNNING,SOBOL,,,1398,1247,4272,0.193637743024155484228288059967,0.900000000000000022204460492503
235,235_0,FAILED,SOBOL,,,3747,4686,2064,0.707100584737956561198757299280,0.001000000000000000020816681712
236,236_0,FAILED,SOBOL,,,4817,2476,2953,0.464235591141507031309743069869,0.000000001000000000000000062282
237,237_0,FAILED,SOBOL,,,291,3417,708,0.946962010912597129674850293668,0.400000000000000022204460492503
238,238_0,FAILED,SOBOL,,,130,2205,4714,0.074712578244507318880884838563,0.000000099999999999999995474811
239,239_0,FAILED,SOBOL,,,4979,3141,1295,0.588160134060308315007148394216,0.500000000000000000000000000000
240,240_0,FAILED,SOBOL,,,3588,975,3687,0.333615054376423358917236328125,0.100000000000000005551115123126
241,241_0,FAILED,SOBOL,,,1562,4410,310,0.816326307220384461693640787416,0.000000000000999999999999999980
242,242_0,RUNNING,SOBOL,,,1965,576,1980,0.890410525370389227539646981313,0.000000001000000000000000062282
243,243_0,RUNNING,SOBOL,,,3064,4011,4186,0.376476380551233891225137995207,0.200000000000000011102230246252
244,244_0,RUNNING,SOBOL,,,4172,1807,797,0.638824995744973422873158597213,0.800000000000000044408920985006
245,245_0,RUNNING,SOBOL,,,896,2741,3044,0.156602239156141881393224934982,0.000100000000000000004792173602
246,246_0,FAILED,SOBOL,,,1038,716,1157,0.486435478519648301087840991386,0.599999999999999977795539507497
247,247_0,FAILED,SOBOL,,,4012,4780,2660,0.971482426987960945297118087183,0.000000999999999999999954748112
248,248_0,FAILED,SOBOL,,,2582,1984,2318,0.231924514662474406945236182764,0.000000000009999999999999999395
249,249_0,FAILED,SOBOL,,,2431,3550,3862,0.746721616553142619743255181675,0.200000000000000011102230246252
250,250_0,RUNNING,SOBOL,,,1702,1427,3422,0.540095369607210162854471491301,0.299999999999999988897769753748
251,251_0,RUNNING,SOBOL,,,3426,2991,551,0.056511526769027112249155209156,0.000000010000000000000000209226
252,252_0,RUNNING,SOBOL,,,4494,157,4427,0.803857746332883871254182395205,0.001000000000000000020816681712
253,253_0,RUNNING,SOBOL,,,593,4222,1597,0.287599446063861230449276717991,0.900000000000000022204460492503
254,254_0,RUNNING,SOBOL,,,523,1254,149,0.132695867065340283863505987938,0.000000000100000000000000003643
255,255_0,RUNNING,SOBOL,,,4424,2813,3526,0.647129988828674007628194431163,0.299999999999999988897769753748
