trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_windows,disjoint_training_windows
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,303,1540,2222,True
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4180,4045,4502,False
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3391,897,896,True
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2327,3364,3641,False
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1267,398,3986,False
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3015,2921,1792,True
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4419,2334,2815,False
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1108,4817,151,True
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,844,1134,2706,True
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4721,3669,571,False
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2692,1742,4191,True
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1628,4238,1273,False
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1965,1887,1080,False
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3713,4400,3145,True
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3877,74,2097,False
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,566,2548,4941,True
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,409,300,341,False
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4032,2785,2633,True
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3556,2119,1512,False
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2121,4642,4275,True
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1784,1676,3374,True
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2535,4143,1154,False
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4877,1072,4701,True
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,687,3579,2014,False
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,950,2414,4575,False
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4574,4889,2452,True
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2857,484,3558,False
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1422,2997,657,True
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2481,645,1719,True
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3233,3142,3756,False
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1,1,True
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,5000,False
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1,5000,False
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1,1,False
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,5000,False
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,5000,True
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,1,False
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,1,True
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,1,True
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,5000,True
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,5000,True
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,5000,False
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,1,False
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1,5000,True
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,1,True
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,1,False
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,2584,1,True
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,5000,2406,False
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,2341,True
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2395,5000,5000,True
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,2022,1,True
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,2937,False
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2877,1,5000,True
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1892,5000,False
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2464,1,1,True
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,2931,5000,True
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1,1,2593,False
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,1872,1,1,False
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,1,2334,True
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2962,5000,1,False
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,2595,1,5000,False
61,61_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,2458,5000,False
