trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.810000000000000053290705182008,837.000000000000000000000000000000,3758,4780,0.919167511820793148302755071199,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.800000000000000044408920985006,256.000000000000000000000000000000,461,2338,0.458772490572184332702221354339,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.880000000000000004440892098501,415.000000000000000000000000000000,1356,2605,0.680699213167652472655788642442,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,1793.000000000000000000000000000000,2863,123,0.190853176809847369099770730827,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.869999999999999995559107901499,329.000000000000000000000000000000,3733,3479,0.368740632412955182672931186971,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,271.000000000000000000000000000000,2051,958,0.752387884050607635977314657794,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.820000000000000062172489379009,251.000000000000000000000000000000,1135,3828,0.108376084210351109060610497181,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.920000000000000039968028886506,652.000000000000000000000000000000,4648,1269,0.520987783331424036958878787118,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.890000000000000013322676295502,295.000000000000000000000000000000,4951,3111,0.005036179743707180044010041087,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,640.000000000000000000000000000000,832,555,0.624264852588996332904969222000,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
