trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
0,0_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,10.000000000000000000000000000000,2643,3207,1956,0.031291656799241902853214725155
1,1_0,COMPLETED,GenerationStep_0,0.680000000000000048849813083507,2.000000000000000000000000000000,943,538,2624,0.754872508896328509031548037456
2,2_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,7.000000000000000000000000000000,1380,3858,571,0.421811319599300627025684207183
3,3_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,2.000000000000000000000000000000,4723,2387,4990,0.665427201624680275671153140138
4,4_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,13.000000000000000000000000000000,4125,4914,3357,0.510273801328428033841078104160
5,5_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,3.000000000000000000000000000000,1959,1333,1438,0.266145542728807749099928514624
6,6_0,COMPLETED,GenerationStep_0,0.719999999999999973354647408996,2.000000000000000000000000000000,369,3013,4121,0.910509321865159981790327492490
7,7_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,3237,734,952,0.186465565517544729079446597098
8,8_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,90.000000000000000000000000000000,3720,4265,4060,0.373606866634357714929137728177
9,9_0,COMPLETED,GenerationStep_0,0.680000000000000048849813083507,8.000000000000000000000000000000,179,1992,891,0.597712876980751706135208678461
10,10_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,135.000000000000000000000000000000,2491,3671,3574,0.204293458195962007728496701020
11,11_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,3925,85,1655,0.947383974515553561879244170996
12,12_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,8.000000000000000000000000000000,4572,2615,3,0.854519536982476735076375007338
13,13_0,COMPLETED,GenerationStep_0,0.650000000000000022204460492503,2.000000000000000000000000000000,1824,1139,4421,0.110965912677068262448543123355
14,14_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,8.000000000000000000000000000000,859,4459,2368,0.691069509200658682601670079748
15,15_0,COMPLETED,GenerationStep_0,0.680000000000000048849813083507,2.000000000000000000000000000000,3059,1795,3037,0.466450910172052701785361250586
16,16_0,COMPLETED,GenerationStep_0,0.680000000000000048849813083507,6.000000000000000000000000000000,2956,4632,695,0.892206855276599486437305586151
17,17_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,2.000000000000000000000000000000,628,1613,3787,0.133500654274318369951757290437
18,18_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,15.000000000000000000000000000000,1694,2746,1773,0.559247638747375486190094306949
19,19_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,2.000000000000000000000000000000,4411,999,3613,0.288325616540573537172065243794
20,20_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,3813,3489,4616,0.382011496149841700553650980510
21,21_0,COMPLETED,GenerationStep_0,0.709999999999999964472863211995,2.000000000000000000000000000000,2273,258,276,0.653460958318039741854477142624
22,22_0,COMPLETED,GenerationStep_0,0.690000000000000057731597280508,9.000000000000000000000000000000,55,4126,2920,0.039323145599476999612065242218
23,23_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,3548,2122,2328,0.798476710222195795729760448012
24,24_0,COMPLETED,GenerationStep_0,0.739999999999999991118215802999,70.000000000000000000000000000000,3407,2878,2663,0.737173337847553233892483603995
25,25_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,2.000000000000000000000000000000,489,879,2073,0.477957519226055560501720265165
26,26_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,382.000000000000000000000000000000,2180,4746,4717,0.839199995030555867536747882696
27,27_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,14.000000000000000000000000000000,4238,1511,376,0.068788275142386556826323840141
28,28_0,COMPLETED,GenerationStep_0,0.729999999999999982236431605997,11.000000000000000000000000000000,4885,4003,1398,0.225071329003106807009615408788
29,29_0,COMPLETED,GenerationStep_0,0.700000000000000066613381477509,2.000000000000000000000000000000,1514,2252,3240,0.995931093489937468987704960455
30,30_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,41.000000000000000000000000000000,4277,2703,2284,0.897617717799475189899283122941
31,31_0,COMPLETED,GenerationStep_1,0.650000000000000022204460492503,2.000000000000000000000000000000,2403,3789,4039,0.690399627963556139498280117550
32,32_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,48.000000000000000000000000000000,4161,1932,1622,0.998999999999999999111821580300
33,33_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,9.000000000000000000000000000000,5000,5000,2580,0.198047920765479529281449799782
34,34_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,2.000000000000000000000000000000,2151,3894,4316,0.000100000000000000004792173602
35,35_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,24.000000000000000000000000000000,4388,2397,1766,0.036509790385487780883799757703
36,36_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,152.000000000000000000000000000000,4212,3234,3112,0.998999999999999999111821580300
37,37_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,2.000000000000000000000000000000,2862,3615,3727,0.998999999999999999111821580300
38,38_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,16.000000000000000000000000000000,3819,2479,1522,0.998999999999999999111821580300
39,39_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,31.000000000000000000000000000000,5000,3840,3128,0.145626161355343397563189000721
40,40_0,COMPLETED,GenerationStep_1,0.700000000000000066613381477509,12.000000000000000000000000000000,2400,4647,3381,0.217612847946250909103582671378
41,41_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,2.000000000000000000000000000000,2554,3492,4805,0.000100000000000000004792173602
42,42_0,COMPLETED,GenerationStep_1,0.660000000000000031086244689504,2.000000000000000000000000000000,4872,1548,1832,0.998999999999999999111821580300
43,43_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,329.000000000000000000000000000000,5000,2403,2344,0.153052426142128328301339479367
44,44_0,COMPLETED,GenerationStep_1,0.700000000000000066613381477509,11.000000000000000000000000000000,4962,4626,2610,0.998999999999999999111821580300
45,45_0,COMPLETED,GenerationStep_1,0.700000000000000066613381477509,2.000000000000000000000000000000,1964,3293,4918,0.983019061280012929060490023403
46,46_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,19.000000000000000000000000000000,5000,5000,3904,0.998999999999999999111821580300
47,47_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,23.000000000000000000000000000000,4297,3572,2788,0.000100000000000000004792173602
48,48_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,156.000000000000000000000000000000,1798,3991,3830,0.574257988554570553141331856750
49,49_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,5000,2170,2253,0.998999999999999999111821580300
50,50_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,10.000000000000000000000000000000,3277,1997,682,0.998999999999999999111821580300
51,51_0,COMPLETED,GenerationStep_1,0.680000000000000048849813083507,8.000000000000000000000000000000,4697,5000,1932,0.000100000000000000004792173602
52,52_0,COMPLETED,GenerationStep_1,0.579999999999999960031971113494,2.000000000000000000000000000000,2961,3047,5000,0.998999999999999999111821580300
53,53_0,COMPLETED,GenerationStep_1,0.650000000000000022204460492503,2.000000000000000000000000000000,4873,3733,5000,0.998999999999999999111821580300
54,54_0,COMPLETED,GenerationStep_1,0.690000000000000057731597280508,5.000000000000000000000000000000,510,5000,1,0.836015936370165801960752105515
55,55_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,21.000000000000000000000000000000,4320,2888,2125,0.340580665385494585351011664898
56,56_0,COMPLETED,GenerationStep_1,0.640000000000000013322676295502,2.000000000000000000000000000000,5000,1128,1500,0.000100000000000000004792173602
57,57_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,1944,3663,4603,0.506455750699287388094660400384
58,58_0,COMPLETED,GenerationStep_1,0.660000000000000031086244689504,8.000000000000000000000000000000,3918,5000,2201,0.000100000000000000004792173602
59,59_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,12.000000000000000000000000000000,2392,4268,3229,0.998999999999999999111821580300
60,60_0,COMPLETED,GenerationStep_1,0.680000000000000048849813083507,2.000000000000000000000000000000,2526,3319,3423,0.000100000000000000004792173602
61,61_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,2.000000000000000000000000000000,1879,3587,4045,0.918014493809480414121537705796
62,62_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,59.000000000000000000000000000000,2574,3671,3452,0.998999999999999999111821580300
63,63_0,COMPLETED,GenerationStep_1,0.719999999999999973354647408996,2.000000000000000000000000000000,3854,3563,4222,0.881727539603498922105018209550
64,64_0,COMPLETED,GenerationStep_1,0.709999999999999964472863211995,2.000000000000000000000000000000,4220,1773,2059,0.795199828831297694797797248611
65,65_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,2.000000000000000000000000000000,2595,3127,3609,0.701444144521504275857637367153
