trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2642,2304,7,0.780329338192939703233719228592
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1583,2580,4,0.455285432966426040213292480985
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,757,822,8,0.510578042179346103246473376203
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4707,4296,1,0.195334423793479788900029348042
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.920000000000000039968028886506,6.000000000000000000000000000000,4195,101,5,0.077734232027083641214382225826
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,19,4783,7,0.627691141175106159799668148480
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2329,1775,2,0.339923525705933593510366108603
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3146,3343,10,0.896178343800827836851397023565
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3530,1016,3,0.740478372862562572720435127849
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1924,3868,10,0.058507622830569747107709588363
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,416,2110,4,0.971486810320988269928932368202
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3819,3009,8,0.295796822559088457005316286086
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4479,1345,9,0.413884556954726590127791041596
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1006,3539,1,0.852912035204470120319797388220
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1342,531,6,0.175331206211820245233212745006
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2862,4587,4,0.624141830202192049448228772235
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2981,422,9,0.360478510668501284097686720997
