trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
122,122_0,FAILED,BoTorch,GenerationStep_1,,,2657,1,94,495,0.001000000000000000020816681712
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,311,3227,100,869,0.998999999999999999111821580300
124,124_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2026,100,569,0.001000000000000000020816681712
125,125_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3164,100,868,0.001000000000000000020816681712
126,126_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,100.000000000000000000000000000000,3040,62,79,462,0.337573399961223430398860045898
127,127_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,273.000000000000000000000000000000,2833,166,73,425,0.326579444534986995662961817288
128,128_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2013,100,571,0.001000000000000000020816681712
129,129_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2164.000000000000000000000000000000,5000,1945,1,568,0.001000000000000000020816681712
130,130_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,129.000000000000000000000000000000,3019,93,68,269,0.395742712152079734178045100634
131,131_0,FAILED,BoTorch,GenerationStep_1,,,3660,1,64,497,0.629644946987614528843835159932
132,132_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,222.000000000000000000000000000000,3247,138,73,432,0.331143034723295204280191228463
133,133_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,356.000000000000000000000000000000,2723,194,71,415,0.324978067440846507540896936916
134,134_0,FAILED,BoTorch,GenerationStep_1,,,1174,1,100,497,0.280620218922294273333761793765
135,135_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3201,1,852,0.001000000000000000020816681712
136,136_0,FAILED,BoTorch,GenerationStep_1,,,1380,1,70,488,0.991111772402116786295778183558
137,137_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4922,5000,1,867,0.001000000000000000020816681712
138,138_0,FAILED,BoTorch,GenerationStep_1,,,4943,1,77,503,0.314764456812317905409770446568
139,139_0,FAILED,BoTorch,GenerationStep_1,,,790,1,100,490,0.744938204085926036768228186702
140,140_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,100,868,0.998999999999999999111821580300
141,141_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,137.000000000000000000000000000000,2888,90,77,455,0.336415135931803777058490823038
142,142_0,FAILED,BoTorch,GenerationStep_1,,,4062,1,92,468,0.183603307517170577511933515780
143,143_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3217,1,883,0.998999999999999999111821580300
144,144_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,3116.000000000000000000000000000000,4488,1917,58,556,0.822363793863695624608567413816
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,162.000000000000000000000000000000,2271,107,76,428,0.442608275832062969534774765634
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2769,100,1000,0.998999999999999999111821580300
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4489,1,1000,0.001000000000000000020816681712
148,148_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4475,100,1000,0.001000000000000000020816681712
149,149_0,FAILED,BoTorch,GenerationStep_1,,,3581,39,78,468,0.378335355345041257635330111952
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4717,2457,54,444,0.349290394569703621652223546334
151,151_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4587,2448,87,503,0.229533755658123700404971145872
152,152_0,FAILED,BoTorch,GenerationStep_1,,,1446,1,45,443,0.292766414462902579973757610787
153,153_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4801,2471,33,458,0.511441552180854297482426318311
154,154_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2058,2294,50,343,0.356932329708455287065049787998
155,155_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,21.000000000000000000000000000000,3940,176,45,1,0.476108771462848801014899891015
156,156_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3842,2360,100,646,0.001000000000000000020816681712
157,157_0,FAILED,BoTorch,GenerationStep_1,,,2881,1,36,344,0.690144980754316406112991444388
158,158_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4833,2256,43,289,0.427900244354373904265287364979
159,159_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,108,2465,68,461,0.316050454858552154480122453606
160,160_0,FAILED,BoTorch,GenerationStep_1,,,4692,1,52,464,0.079412928511247052321131434383
161,161_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,457,2505,100,457,0.344097130129221995264998668063
162,162_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,81.000000000000000000000000000000,3485,615,51,1,0.373549310856885030673879555252
163,163_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4906,2302,63,357,0.273489662481132544957773689021
164,164_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4033,2465,69,564,0.225030520248405002670111230145
165,165_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,795,2412,32,324,0.561655189509163710326333784906
166,166_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4057,2424,100,511,0.174085545151365067573223655018
167,167_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,16.000000000000000000000000000000,3865,1948,48,1,0.366505562690562836092311727043
168,168_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,250,2553,42,479,0.468508139920894017826924482506
169,169_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,63,2457,58,364,0.440635216767254866976344374052
170,170_0,FAILED,BoTorch,GenerationStep_1,,,3722,1,49,460,0.352809488694162676214460816482
171,171_0,FAILED,BoTorch,GenerationStep_1,,,2409,1,29,295,0.812323753709313201021302575100
172,172_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2356,49,403,0.340104513853092982333947702500
173,173_0,FAILED,BoTorch,GenerationStep_1,,,3077,1,25,478,0.334338276302585279964318942802
174,174_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4724,2468,100,451,0.297840943593749074569387857991
175,175_0,FAILED,BoTorch,GenerationStep_1,,,838,1,36,1000,0.666040506771557572207598241221
176,176_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4288,2541,61,528,0.360543575624248713307196112510
177,177_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1839,2364,79,664,0.001000000000000000020816681712
178,178_0,FAILED,BoTorch,GenerationStep_1,,,4199,1,53,1,0.331985821287027471626629449020
179,179_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,465,2518,20,553,0.648628351013247339551526238210
180,180_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,551.000000000000000000000000000000,4804,315,96,289,0.968851157908197868628974447347
181,181_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2038,100,261,0.998999999999999999111821580300
182,182_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2043,1,366,0.001000000000000000020816681712
183,183_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,473.000000000000000000000000000000,1,263,100,293,0.001000000000000000020816681712
184,184_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,953.000000000000000000000000000000,5000,374,1,291,0.998999999999999999111821580300
185,185_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2234,1,1000,0.001000000000000000020816681712
186,186_0,FAILED,BoTorch,GenerationStep_1,,,1,1,100,341,0.998999999999999999111821580300
187,187_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,187.000000000000000000000000000000,5000,59,98,1000,0.347706589599240278865011077869
188,188_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2036,1,171,0.998999999999999999111821580300
189,189_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,457.000000000000000000000000000000,5000,198,100,292,0.998999999999999999111821580300
190,190_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,881.000000000000000000000000000000,1,404,100,295,0.998999999999999999111821580300
191,191_0,RUNNING,BoTorch,GenerationStep_1,,,5000,1187,70,1000,0.726504739992908654677705726499
192,192_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,929.000000000000000000000000000000,5000,357,100,304,0.001000000000000000020816681712
193,193_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3910,100,1000,0.001000000000000000020816681712
194,194_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2046,1,436,0.998999999999999999111821580300
195,195_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,35.000000000000000000000000000000,5000,1,1,356,0.998999999999999999111821580300
196,196_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4319,1,1,0.001000000000000000020816681712
197,197_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3772,100,1,0.998999999999999999111821580300
198,198_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2033,100,179,0.001000000000000000020816681712
199,199_0,RUNNING,BoTorch,GenerationStep_1,,,3482,1337,100,1000,0.998999999999999999111821580300
200,200_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2236,100,1000,0.998999999999999999111821580300
201,201_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,74.000000000000000000000000000000,5000,1,1,1000,0.998999999999999999111821580300
202,202_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,395.000000000000000000000000000000,1,261,1,272,0.998999999999999999111821580300
203,203_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,204.000000000000000000000000000000,5000,172,1,276,0.998999999999999999111821580300
204,204_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,369.000000000000000000000000000000,5000,254,1,286,0.001000000000000000020816681712
205,205_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2035,1,151,0.001000000000000000020816681712
206,206_0,RUNNING,BoTorch,GenerationStep_1,,,5000,1547,100,1000,0.998999999999999999111821580300
207,207_0,FAILED,BoTorch,GenerationStep_1,,,1,1196,100,817,0.001000000000000000020816681712
208,208_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,630.000000000000000000000000000000,5000,151,1,1000,0.998999999999999999111821580300
209,209_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3191,100,1,0.998999999999999999111821580300
210,210_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,46.000000000000000000000000000000,4467,43,13,82,0.448192516120847705973773145161
211,211_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4850,1,410,0.001000000000000000020816681712
212,212_0,FAILED,BoTorch,GenerationStep_1,,,4328,1,89,300,0.001000000000000000020816681712
213,213_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3778,100,412,0.998999999999999999111821580300
214,214_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2543,100,1000,0.001000000000000000020816681712
215,215_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4864,1,769,0.998999999999999999111821580300
216,216_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4165,2013,25,62,0.998999999999999999111821580300
217,217_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4861,1,556,0.001000000000000000020816681712
218,218_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3472,100,901,0.001000000000000000020816681712
219,219_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3821,1,257,0.998999999999999999111821580300
220,220_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3989,1,774,0.001000000000000000020816681712
221,221_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3057,4623,1,1,0.998999999999999999111821580300
222,222_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4853,100,942,0.998999999999999999111821580300
223,223_0,FAILED,BoTorch,GenerationStep_1,,,3721,1,100,205,0.998999999999999999111821580300
224,224_0,RUNNING,BoTorch,GenerationStep_1,,,5000,1258,100,1000,0.001000000000000000020816681712
225,225_0,RUNNING,BoTorch,GenerationStep_1,,,1165,1187,1,703,0.998999999999999999111821580300
226,226_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4620,100,1,0.001000000000000000020816681712
227,227_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,487.000000000000000000000000000000,3779,535,21,62,0.998999999999999999111821580300
228,228_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3380,3618,1,1,0.998999999999999999111821580300
229,229_0,FAILED,BoTorch,GenerationStep_1,,,4561,1,61,88,0.001000000000000000020816681712
230,230_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2295,4864,100,798,0.001000000000000000020816681712
231,231_0,RUNNING,BoTorch,GenerationStep_1,,,4922,1420,100,1000,0.001000000000000000020816681712
232,232_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3756,1,422,0.001000000000000000020816681712
233,233_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3523,1,942,0.998999999999999999111821580300
234,234_0,RUNNING,BoTorch,GenerationStep_1,,,5000,986,100,1000,0.998999999999999999111821580300
235,235_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2546,100,901,0.001000000000000000020816681712
236,236_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,52.000000000000000000000000000000,1,45,1,389,0.001000000000000000020816681712
237,237_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2123,4206,1,1000,0.998999999999999999111821580300
238,238_0,RUNNING,BoTorch,GenerationStep_1,,,4678,1110,100,1000,0.998999999999999999111821580300
239,239_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2758,4693,100,1000,0.001000000000000000020816681712
240,240_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,46.000000000000000000000000000000,2961,709,1,1,0.998999999999999999111821580300
241,241_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,457.000000000000000000000000000000,4473,207,88,485,0.790093776542788339689593613002
242,242_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,221.000000000000000000000000000000,4949,110,100,582,0.001000000000000000020816681712
243,243_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,618.000000000000000000000000000000,4380,253,62,462,0.978140084688320365913227760757
244,244_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3144,1,369,0.001000000000000000020816681712
245,245_0,RUNNING,BoTorch,GenerationStep_1,,,1,1208,100,1000,0.001000000000000000020816681712
246,246_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,151.000000000000000000000000000000,5000,61,100,702,0.001000000000000000020816681712
247,247_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2428,3296,1,1,0.001000000000000000020816681712
248,248_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,378.000000000000000000000000000000,4737,165,100,534,0.001000000000000000020816681712
249,249_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3015,100,1000,0.998999999999999999111821580300
250,250_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4319,1,404,0.001000000000000000020816681712
251,251_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3151,1,470,0.998999999999999999111821580300
252,252_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2440,3664,1,1000,0.998999999999999999111821580300
253,253_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,73.000000000000000000000000000000,4862,41,1,483,0.001000000000000000020816681712
254,254_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4185,100,1,0.998999999999999999111821580300
255,255_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2999,1,1000,0.998999999999999999111821580300
256,256_0,FAILED,BoTorch,GenerationStep_1,,,1,1594,100,1000,0.998999999999999999111821580300
257,257_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,264.000000000000000000000000000000,4439,145,1,488,0.998999999999999999111821580300
