trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
330,330_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3524,2162,100,810,0.998999999999999999111821580300
331,331_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,25.000000000000000000000000000000,4381,1,1,303,0.001000000000000000020816681712
332,332_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2555,100,1,0.001000000000000000020816681712
333,333_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4109,100,567,0.001000000000000000020816681712
334,334_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,234.000000000000000000000000000000,4889,145,1,445,0.001000000000000000020816681712
335,335_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,407.000000000000000000000000000000,4914,208,1,464,0.001000000000000000020816681712
336,336_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4928,100,1000,0.001000000000000000020816681712
337,337_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1308,3704,100,720,0.998999999999999999111821580300
338,338_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,419,4777,100,879,0.998999999999999999111821580300
339,339_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2141,100,760,0.998999999999999999111821580300
340,340_0,FAILED,BoTorch,GenerationStep_1,,,1,1149,100,1000,0.001000000000000000020816681712
341,341_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,689,2565,100,1,0.998999999999999999111821580300
342,342_0,FAILED,BoTorch,GenerationStep_1,,,5000,1246,1,861,0.998999999999999999111821580300
343,343_0,FAILED,BoTorch,GenerationStep_1,,,4481,1160,1,434,0.998999999999999999111821580300
344,344_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4937,100,535,0.998999999999999999111821580300
345,345_0,FAILED,BoTorch,GenerationStep_1,,,1,1660,100,311,0.001000000000000000020816681712
346,346_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1346,4105,1,678,0.998999999999999999111821580300
347,347_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,447.000000000000000000000000000000,5000,225,1,470,0.001000000000000000020816681712
348,348_0,FAILED,BoTorch,GenerationStep_1,,,1,1577,100,1000,0.556695673889225473018882439646
349,349_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3332,100,713,0.001000000000000000020816681712
350,350_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1107,4280,100,781,0.998999999999999999111821580300
351,351_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2172,100,837,0.001000000000000000020816681712
352,352_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4764,1,632,0.001000000000000000020816681712
353,353_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,80.000000000000000000000000000000,4529,73,1,348,0.001000000000000000020816681712
354,354_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,39.000000000000000000000000000000,3804,41,1,200,0.001000000000000000020816681712
355,355_0,FAILED,BoTorch,GenerationStep_1,,,2358,1161,1,1000,0.998999999999999999111821580300
356,356_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3813,1,1000,0.998999999999999999111821580300
357,357_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3711,1,723,0.998999999999999999111821580300
358,358_0,FAILED,BoTorch,GenerationStep_1,,,3665,1165,100,639,0.001000000000000000020816681712
359,359_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4934,100,1000,0.001000000000000000020816681712
360,360_0,FAILED,BoTorch,GenerationStep_1,,,4944,1,100,381,0.125685210112580936225867844769
361,361_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,43,445,0.727661776730328280216042458051
362,362_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,100,511,0.602081119631066030706278979778
363,363_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2315,5,318,0.023867882466257796247877109863
364,364_0,FAILED,BoTorch,GenerationStep_1,,,4662,1,30,252,0.861797176250479579628915871581
365,365_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,3272.000000000000000000000000000000,4552,538,100,463,0.485889052736934112797229090575
366,366_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,54.000000000000000000000000000000,3607,1,1,650,0.292193190644632616592701879199
367,367_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4372,2166,5,232,0.254159304761244986270440904264
368,368_0,FAILED,BoTorch,GenerationStep_1,,,4027,1,100,148,0.096122475644544860817752862658
369,369_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,52,531,0.570485301208117800975117006601
370,370_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,100,530,0.175600692774124822470582785172
371,371_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1176,2796,100,1,0.344766828580771789170000829472
372,372_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,105,2970,100,1000,0.332713364869736016871115680260
373,373_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,100,182,0.620574041232024975478509531968
374,374_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,53,507,0.267617380535376203631869884703
375,375_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,40,438,0.832077095821968204525376222591
376,376_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2748,100,1,0.250677021279493095207158148696
377,377_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,1,442,0.442677156816114913961968113654
378,378_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2297,20,188,0.001000000000000000020816681712
379,379_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,100,1000,0.622094202752644265252968125424
380,380_0,FAILED,BoTorch,GenerationStep_1,,,5000,740,100,406,0.434502112877936885748653139672
381,381_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,1,888,0.304747854934101558566084122504
382,382_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,38,754,0.438697460357411694875651164693
383,383_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,231,5000,100,947,0.277833350912871313020957586559
384,384_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,6490.000000000000000000000000000000,5000,574,100,833,0.449970900096930914724424610540
385,385_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,1512.000000000000000000000000000000,3969,329,1,473,0.309046905690493867169266195560
386,386_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,1407.000000000000000000000000000000,5000,358,45,388,0.340925397198150403887950687931
387,387_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,36.000000000000000000000000000000,5000,1,1,440,0.829440040316664295438897624990
388,388_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3392,2160,22,1,0.222775893490515325412459901600
389,389_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,468,5000,49,1,0.194120418909680264585304598768
390,390_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,137.000000000000000000000000000000,3252,670,100,1,0.001000000000000000020816681712
391,391_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,871.000000000000000000000000000000,4792,286,100,478,0.001000000000000000020816681712
392,392_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,624.000000000000000000000000000000,4810,266,100,472,0.001000000000000000020816681712
393,393_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,822.000000000000000000000000000000,4709,307,100,477,0.998999999999999999111821580300
394,394_0,RUNNING,BoTorch,GenerationStep_1,,,1,1612,1,822,0.001000000000000000020816681712
395,395_0,RUNNING,BoTorch,GenerationStep_1,,,1458,1594,100,1000,0.998999999999999999111821580300
396,396_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4530,100,1,0.998999999999999999111821580300
397,397_0,RUNNING,BoTorch,GenerationStep_1,,,1,1258,1,896,0.998999999999999999111821580300
398,398_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,1121.000000000000000000000000000000,4742,315,100,478,0.001000000000000000020816681712
399,399_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2430,3105,1,160,0.998999999999999999111821580300
400,400_0,RUNNING,BoTorch,GenerationStep_1,,,1,1146,1,1000,0.998999999999999999111821580300
401,401_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,633.000000000000000000000000000000,4787,280,1,477,0.998999999999999999111821580300
402,402_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,915,3518,100,1,0.998999999999999999111821580300
403,403_0,FAILED,BoTorch,GenerationStep_1,,,1,1165,100,377,0.998999999999999999111821580300
404,404_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3860,1,1,0.001000000000000000020816681712
405,405_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3371,1,242,0.998999999999999999111821580300
406,406_0,FAILED,BoTorch,GenerationStep_1,,,5000,1157,1,652,0.001000000000000000020816681712
407,407_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2979,1,587,0.998999999999999999111821580300
408,408_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,723.000000000000000000000000000000,4650,276,100,465,0.998999999999999999111821580300
409,409_0,FAILED,BoTorch,GenerationStep_1,,,1,1297,1,1000,0.001000000000000000020816681712
410,410_0,FAILED,BoTorch,GenerationStep_1,,,3435,1644,1,305,0.998999999999999999111821580300
411,411_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2466,1,833,0.998999999999999999111821580300
412,412_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4517,1,1,0.001000000000000000020816681712
413,413_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2108,4924,100,1,0.001000000000000000020816681712
414,414_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,1330.000000000000000000000000000000,5000,292,100,500,0.998999999999999999111821580300
415,415_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,80.000000000000000000000000000000,5000,670,1,1,0.001000000000000000020816681712
416,416_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2179,1,1000,0.998999999999999999111821580300
417,417_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2689,2342,1,1000,0.001000000000000000020816681712
418,418_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3881,4701,100,1,0.998999999999999999111821580300
419,419_0,FAILED,BoTorch,GenerationStep_1,,,5000,1185,100,400,0.998999999999999999111821580300
420,420_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,414.000000000000000000000000000000,4942,205,100,447,0.001000000000000000020816681712
421,421_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,111.000000000000000000000000000000,4972,81,100,396,0.001000000000000000020816681712
422,422_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2075,100,568,0.998999999999999999111821580300
423,423_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,304.000000000000000000000000000000,4963,147,100,428,0.001000000000000000020816681712
424,424_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,100,381,0.001000000000000000020816681712
425,425_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,195.000000000000000000000000000000,4894,117,100,405,0.001000000000000000020816681712
426,426_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,379.000000000000000000000000000000,4914,182,100,435,0.001000000000000000020816681712
427,427_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,527.000000000000000000000000000000,4917,224,100,458,0.001000000000000000020816681712
428,428_0,FAILED,BoTorch,GenerationStep_1,,,637,1267,1,1000,0.998999999999999999111821580300
429,429_0,FAILED,BoTorch,GenerationStep_1,,,4899,48,100,380,0.001000000000000000020816681712
430,430_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2076,1,572,0.001000000000000000020816681712
431,431_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2070,100,543,0.998999999999999999111821580300
432,432_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,1487.000000000000000000000000000000,4797,302,100,468,0.001000000000000000020816681712
433,433_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,983.000000000000000000000000000000,4869,254,100,463,0.001000000000000000020816681712
434,434_0,FAILED,BoTorch,GenerationStep_1,,,1,1180,1,558,0.001000000000000000020816681712
435,435_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,100,1000,0.001000000000000000020816681712
436,436_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4144,1,208,0.001000000000000000020816681712
437,437_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,165.000000000000000000000000000000,4917,98,100,401,0.001000000000000000020816681712
438,438_0,FAILED,BoTorch,GenerationStep_1,,,4440,1,100,266,0.001000000000000000020816681712
439,439_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3572,100,170,0.998999999999999999111821580300
440,440_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3977,1,1000,0.001000000000000000020816681712
441,441_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2869,100,1000,0.001000000000000000020816681712
442,442_0,FAILED,BoTorch,GenerationStep_1,,,1,1443,1,1000,0.001000000000000000020816681712
443,443_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,6103.000000000000000000000000000000,1,1646,1,289,0.001000000000000000020816681712
444,444_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,957,2636,1,1000,0.998999999999999999111821580300
445,445_0,FAILED,BoTorch,GenerationStep_1,,,1,1152,1,827,0.001000000000000000020816681712
446,446_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3494,1,705,0.998999999999999999111821580300
447,447_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3752,100,1000,0.998999999999999999111821580300
448,448_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2944,3536,100,750,0.998999999999999999111821580300
449,449_0,FAILED,BoTorch,GenerationStep_1,,,5000,1561,1,1000,0.998999999999999999111821580300
450,450_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2043,100,1,0.998999999999999999111821580300
451,451_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,12.000000000000000000000000000000,3440,292,1,1,0.998999999999999999111821580300
452,452_0,RUNNING,BoTorch,GenerationStep_1,,,1,1414,100,1000,0.001000000000000000020816681712
453,453_0,FAILED,BoTorch,GenerationStep_1,,,4317,1,100,384,0.001000000000000000020816681712
454,454_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,656.000000000000000000000000000000,4103,295,17,438,0.001000000000000000020816681712
455,455_0,FAILED,BoTorch,GenerationStep_1,,,1141,1180,100,885,0.001000000000000000020816681712
456,456_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2917,100,1,0.001000000000000000020816681712
457,457_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2690,100,389,0.998999999999999999111821580300
458,458_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,568.000000000000000000000000000000,4394,191,100,443,0.998999999999999999111821580300
459,459_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,521.000000000000000000000000000000,4429,169,100,433,0.998999999999999999111821580300
460,460_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,654.000000000000000000000000000000,4359,263,100,459,0.998999999999999999111821580300
461,435_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,100,1000,0.001000000000000000020816681712
462,462_0,FAILED,BoTorch,GenerationStep_1,,,1,1266,1,1000,0.001000000000000000020816681712
463,463_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2617,100,791,0.998999999999999999111821580300
464,464_0,FAILED,BoTorch,GenerationStep_1,,,4294,33,100,379,0.001000000000000000020816681712
465,465_0,FAILED,BoTorch,GenerationStep_1,,,1,994,1,1000,0.001000000000000000020816681712
466,466_0,FAILED,BoTorch,GenerationStep_1,,,1885,1346,100,904,0.003091789082011360979135305982
467,467_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4609,1,1000,0.998999999999999999111821580300
468,468_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,546.000000000000000000000000000000,4382,230,100,457,0.998999999999999999111821580300
469,469_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4602,100,355,0.001000000000000000020816681712
470,470_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2568,100,199,0.998999999999999999111821580300
471,471_0,FAILED,BoTorch,GenerationStep_1,,,1,1073,1,1000,0.998999999999999999111821580300
472,472_0,FAILED,BoTorch,GenerationStep_1,,,2495,1138,1,1000,0.998999999999999999111821580300
473,473_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,50.000000000000000000000000000000,2563,808,1,1,0.998999999999999999111821580300
474,474_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3792,3653,1,887,0.001000000000000000020816681712
475,475_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2692,1,401,0.001000000000000000020816681712
476,476_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4655,100,149,0.998999999999999999111821580300
477,477_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2264,1,119,0.998999999999999999111821580300
478,478_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2868,1,648,0.001000000000000000020816681712
479,479_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,839,3976,1,201,0.998999999999999999111821580300
480,480_0,RUNNING,BoTorch,GenerationStep_1,,,1,1355,1,834,0.001000000000000000020816681712
481,481_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3243,1,651,0.001000000000000000020816681712
482,482_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,37.000000000000000000000000000000,4351,1,1,409,0.001000000000000000020816681712
483,483_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,298.000000000000000000000000000000,4539,174,1,443,0.001000000000000000020816681712
484,484_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,562.000000000000000000000000000000,4353,264,1,442,0.001000000000000000020816681712
485,485_0,RUNNING,BoTorch,GenerationStep_1,,,1484,1308,1,1000,0.998999999999999999111821580300
486,486_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2548,3540,100,1000,0.998999999999999999111821580300
487,487_0,RUNNING,BoTorch,GenerationStep_1,,,1,1176,100,884,0.998999999999999999111821580300
488,488_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4494,1,837,0.001000000000000000020816681712
489,489_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2072,1,504,0.001000000000000000020816681712
490,490_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,53.000000000000000000000000000000,4129,28,1,360,0.001000000000000000020816681712
491,491_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3830,1,585,0.001000000000000000020816681712
492,492_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2577,2068,100,485,0.001000000000000000020816681712
493,493_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3660,100,503,0.998999999999999999111821580300
494,494_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,67.000000000000000000000000000000,4308,52,1,382,0.001000000000000000020816681712
495,495_0,FAILED,BoTorch,GenerationStep_1,,,2272,1149,100,1000,0.001000000000000000020816681712
496,496_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,762.000000000000000000000000000000,4219,312,1,452,0.001000000000000000020816681712
497,497_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,444.000000000000000000000000000000,4449,201,1,445,0.001000000000000000020816681712
498,498_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3385,4293,100,590,0.998999999999999999111821580300
499,499_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,456.000000000000000000000000000000,4340,224,1,437,0.001000000000000000020816681712
500,500_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4947,1,202,0.001000000000000000020816681712
501,501_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,29.000000000000000000000000000000,3330,84,1,88,0.001000000000000000020816681712
502,502_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3021,1,350,0.001000000000000000020816681712
503,503_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,204.000000000000000000000000000000,4484,135,1,427,0.001000000000000000020816681712
504,504_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3011,100,443,0.998999999999999999111821580300
505,505_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,513.000000000000000000000000000000,4424,251,1,446,0.001000000000000000020816681712
506,506_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3413,100,809,0.001000000000000000020816681712
507,507_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,671.000000000000000000000000000000,4356,277,1,450,0.001000000000000000020816681712
508,508_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4289,1,1000,0.001000000000000000020816681712
509,509_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3304,4126,100,1000,0.001000000000000000020816681712
510,510_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3315,1,891,0.001000000000000000020816681712
511,511_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3192,100,157,0.001000000000000000020816681712
512,512_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2487,1,1000,0.001000000000000000020816681712
513,435_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,100,1000,0.001000000000000000020816681712
514,514_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2439,4686,1,870,0.001000000000000000020816681712
515,515_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1297,2102,100,98,0.001000000000000000020816681712
516,516_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1932,4237,1,128,0.998999999999999999111821580300
517,517_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4348,1,1,0.998999999999999999111821580300
518,518_0,FAILED,BoTorch,GenerationStep_1,,,3995,1,100,197,0.001000000000000000020816681712
519,519_0,RUNNING,BoTorch,GenerationStep_1,,,5000,1349,100,1000,0.998999999999999999111821580300
520,520_0,RUNNING,BoTorch,GenerationStep_1,,,712,969,1,945,0.998999999999999999111821580300
521,521_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4735,100,463,0.998999999999999999111821580300
522,522_0,RUNNING,BoTorch,GenerationStep_1,,,1,1219,1,1000,0.998999999999999999111821580300
523,523_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,77.000000000000000000000000000000,5000,1,1,1000,0.001000000000000000020816681712
524,524_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1099,3156,100,664,0.998999999999999999111821580300
525,525_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3966,100,890,0.001000000000000000020816681712
526,526_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,791.000000000000000000000000000000,5000,318,1,474,0.998999999999999999111821580300
527,527_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,65.000000000000000000000000000000,4738,33,1,411,0.001000000000000000020816681712
528,528_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,137.000000000000000000000000000000,4942,105,1,419,0.001000000000000000020816681712
529,529_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1725,4494,1,516,0.998999999999999999111821580300
530,530_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3021,1,834,0.998999999999999999111821580300
