trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,const,max_depth,threshold
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2311,564,8.835504287183285399009946559090,19,0.154865488439798359987520370851
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3999,3020,4.797081039325334472778195049614,7,0.854307680632919064223074201436
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2817,2475,5.876167544556782473819112055935,13,0.700683383326977438088078997680
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,836,4863,0.569560096639208479629701287195,1,0.308729637527838329802420958003
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,482,1464,3.057661477916874037674688224797,3,0.425905919350683670465684826922
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,3171,3999,8.385022491432726710058886965271,11,0.567917095368728030990723709692
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4977,793,2.267448761875741070070944260806,8,0.971524890294298559823005234648
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1331,3416,6.363245316421613395618805952836,16,0.022050665013492107280335119412
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1848,1997,1.366416762259788697519979905337,12,0.780821798594668492476955634629
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4462,4385,7.268406312886626530200828710804,4,0.210012701306492077790721850761
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.920000000000000039968028886506,14.000000000000000000000000000000,3611,85,3.387127716808580046858878631610,18,0.359738680083304618317896483859
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,41,2542,8.059990394653752332487783860415,10,0.630855974541977060354724926583
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,947,940,5.570655171614141032421230192995,8,0.513664399385452274948704598501
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2706,3562,0.879487540115602373091974186536,20,0.492520134968683132026256998870
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4180,1611,9.799243526736274745303489908110,3,0.092810658572241661046220428943
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2128,4146,3.837451576045714407570130788372,15,0.913621335193514849670748390054
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1930,1832,7.063446735534817833013221388683,9,0.252394850920885815970251542240
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,4224,4289,1.727541580137796684013551384851,16,0.741367224687710435482301818411
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,2592,1243,7.523110844703391641985490423394,4,0.829202281067147883852896939061
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.910000000000000031086244689504,0.000000000000000000000000000000,1216,3631,3.455387579916976648064519395120,11,0.164312335129827263857649199963
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.900000000000000022204460492503,7.000000000000000000000000000000,238,233,0.967194453914649865389208116540,14,0.047628113111481074071207331144
