trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,2048,0.998999999999999999111821580300,0.873429617158550830602337100572,1,1,1
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,2034,0.001000000000000000020816681712,0.001000000000000000020816681712,1,5000,1
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,333.000000000000000000000000000000,1859,0.001000000000000000020816681712,0.960232758938263097903131892963,2007,2374,4005
61,61_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,477.000000000000000000000000000000,1870,0.241034694654261971713538059703,0.777499975091470174604069143243,710,328,2423
62,62_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,3886,0.001000000000000000020816681712,0.935909173831703911083934599446,1,3635,993
63,63_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,271.000000000000000000000000000000,1751,0.630110006702171543402357656305,0.923653517418937308747217684868,321,2446,1209
64,64_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,284.000000000000000000000000000000,1882,0.001000000000000000020816681712,0.998999999999999999111821580300,1988,3705,1550
65,65_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,396.000000000000000000000000000000,1891,0.998999999999999999111821580300,0.366091342007472564379355617348,2087,2617,426
66,66_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,367.000000000000000000000000000000,1856,0.998999999999999999111821580300,0.880920828557453905460761234281,760,3406,2972
67,67_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,372.000000000000000000000000000000,1867,0.001000000000000000020816681712,0.896766320976646769125295577396,2039,2234,180
68,68_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,2729,0.998999999999999999111821580300,0.944716508527014275919952979166,1,1646,4290
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,283.000000000000000000000000000000,1836,0.001000000000000000020816681712,0.807209571401033665338786704524,474,1748,1358
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,339.000000000000000000000000000000,1886,0.998999999999999999111821580300,0.998999999999999999111821580300,949,4357,4688
71,71_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,355.000000000000000000000000000000,1946,0.998999999999999999111821580300,0.704947362398735233313118442311,990,2471,2545
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,358.000000000000000000000000000000,1802,0.001000000000000000020816681712,0.365320099518264440607850929155,1786,532,98
73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,374.000000000000000000000000000000,4009,0.126981423685632366371578427788,0.654018381434046558453587749682,624,104,2804
74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,3689,0.001000000000000000020816681712,0.998999999999999999111821580300,1,473,2265
75,75_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,284.000000000000000000000000000000,3909,0.057880418489914362001336201047,0.836066083980355312377241716604,205,4222,4611
76,76_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,342.000000000000000000000000000000,1834,0.998999999999999999111821580300,0.910286690391369224251150171767,1817,3307,4837
77,77_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,3343,0.998999999999999999111821580300,0.961630753946818739308355361572,1,513,4551
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,327.000000000000000000000000000000,3891,0.395827350490321361320411597262,0.767689484095943730501687696233,342,1150,3438
79,79_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,364.000000000000000000000000000000,1894,0.998999999999999999111821580300,0.434313210095596424764607945690,2099,4837,762
80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,340.000000000000000000000000000000,1856,0.998999999999999999111821580300,0.649210022123204333333035265241,1193,801,537
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,314.000000000000000000000000000000,1711,0.001000000000000000020816681712,0.798313361480939898129349785449,1944,489,2449
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,396.000000000000000000000000000000,1835,0.001000000000000000020816681712,0.520678531876462402649963223666,2201,2131,2532
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,397.000000000000000000000000000000,4876,0.001000000000000000020816681712,0.569049599085594492997586257843,635,3325,1605
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,342.000000000000000000000000000000,1898,0.001000000000000000020816681712,0.429366039492749984596287049499,1044,1483,1888
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,331.000000000000000000000000000000,1804,0.827330434444273121741275645036,0.289385293496746687225140703958,1516,2194,485
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,368.000000000000000000000000000000,4640,0.589133190250918703512184038118,0.301240105898542886997404366412,2005,575,1283
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,373.000000000000000000000000000000,1913,0.998999999999999999111821580300,0.544060250012813106934572715545,1047,438,3168
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,351.000000000000000000000000000000,1904,0.998999999999999999111821580300,0.816601795973848965104480157606,2232,693,13
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,328.000000000000000000000000000000,1795,0.001000000000000000020816681712,0.330159329354095865127760589530,1072,582,1045
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,256.000000000000000000000000000000,3998,0.958423366887511285483469691826,0.170328061498515426208655298979,6,4273,251
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,50.000000000000000000000000000000,2021,0.001000000000000000020816681712,0.998999999999999999111821580300,2304,1149,4629
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,364.000000000000000000000000000000,4838,0.727482481573468620084099711676,0.129513279983914847415249482765,2037,875,3171
93,93_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,4923,0.998999999999999999111821580300,0.998999999999999999111821580300,1,2296,3524
94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,353.000000000000000000000000000000,4919,0.470492339754779331784106943815,0.006743966166250957121330866784,2066,1299,2681
95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,351.000000000000000000000000000000,4807,0.998999999999999999111821580300,0.927626520754051608896872949117,1283,2923,3526
96,96_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,287.000000000000000000000000000000,4973,0.998999999999999999111821580300,0.928122157075243148227627898450,85,2225,6
97,97_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,42.000000000000000000000000000000,2003,0.100758611788448360080394650140,0.275879898246137456041537916462,2024,4935,3241
98,98_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,301.000000000000000000000000000000,4944,0.998999999999999999111821580300,0.001000000000000000020816681712,102,1925,1
99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,44.000000000000000000000000000000,2012,0.998999999999999999111821580300,0.728319890528892011083428315033,2668,3614,3327
100,100_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,47.000000000000000000000000000000,2005,0.001000000000000000020816681712,0.998999999999999999111821580300,1611,4020,1494
101,101_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,375.000000000000000000000000000000,4750,0.998999999999999999111821580300,0.779118520552432913817142434709,2907,2855,4916
102,102_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,327.000000000000000000000000000000,4873,0.998999999999999999111821580300,0.998678196359896630518449001102,98,4402,1993
103,103_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,545.000000000000000000000000000000,5000,0.001000000000000000020816681712,0.998999999999999999111821580300,661,2302,1
104,104_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,44.000000000000000000000000000000,2008,0.704718102659969036771769879124,0.489874176773472336243742120132,2739,2345,4803
105,105_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,45.000000000000000000000000000000,2016,0.967648761247734023882571818831,0.998999999999999999111821580300,2806,1,3544
106,106_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,354.000000000000000000000000000000,4565,0.998999999999999999111821580300,0.823150704272085476098652634391,2840,3641,2510
107,107_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,43.000000000000000000000000000000,2014,0.001000000000000000020816681712,0.995194979983472061135785224906,2832,3260,5000
108,108_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,366.000000000000000000000000000000,4167,0.001000000000000000020816681712,0.250125658266315886724129313734,2028,288,3676
109,109_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,472.000000000000000000000000000000,4731,0.998999999999999999111821580300,0.409066184251732356536024326488,2844,4865,5000
110,110_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,469.000000000000000000000000000000,4649,0.576445684487263854123284545494,0.641100518489048143422337489028,2676,3962,4759
111,111_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,51.000000000000000000000000000000,2015,0.998999999999999999111821580300,0.853603560777899672551427556755,3001,1753,4445
112,112_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,369.000000000000000000000000000000,4887,0.998999999999999999111821580300,0.737594056622523086552689619566,1304,1036,3820
113,113_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,347.000000000000000000000000000000,4562,0.998999999999999999111821580300,0.998999999999999999111821580300,2348,1115,5000
114,114_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,48.000000000000000000000000000000,2024,0.998999999999999999111821580300,0.960765657675824336081404908327,2667,4956,4423
115,115_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,277.000000000000000000000000000000,4944,0.998999999999999999111821580300,0.317860559873782810846876145661,37,2273,2
116,116_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,5000,0.001000000000000000020816681712,0.063752349017532378150363570057,1,3553,1186
117,117_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,277.000000000000000000000000000000,4866,0.001000000000000000020816681712,0.718053674869599256602725745324,115,742,683
118,118_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,45.000000000000000000000000000000,2015,0.701580228897493829443021695624,0.625391836556756564036163581477,2561,2783,3823
119,119_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,47.000000000000000000000000000000,2008,0.001000000000000000020816681712,0.998999999999999999111821580300,2410,3021,4215
120,120_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,322.000000000000000000000000000000,1753,0.525154722930391781865466782619,0.859800221001184583613508038979,2894,2722,4147
121,121_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,317.000000000000000000000000000000,1811,0.001000000000000000020816681712,0.718770723485686935383398576960,2676,2862,3790
122,122_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,352.000000000000000000000000000000,1960,0.998999999999999999111821580300,0.884964461101389043840015347087,2885,3006,5000
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,392.000000000000000000000000000000,1971,0.001000000000000000020816681712,0.923852470681538751051675717463,2927,3516,3643
124,124_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,346.000000000000000000000000000000,1522,0.694418434928178007758958756312,0.826901161242258653238934584806,2769,2680,4450
125,125_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,344.000000000000000000000000000000,1860,0.998999999999999999111821580300,0.798769525568640892387861640600,2501,3823,2127
126,126_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,1709,0.279043936225404187734255856412,0.451371387162806059212272202785,1,2850,2449
127,127_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,324.000000000000000000000000000000,1780,0.001000000000000000020816681712,0.764974356301475921782184741460,2778,1977,3578
128,128_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,374.000000000000000000000000000000,1936,0.001000000000000000020816681712,0.757226165132794282186523560085,2540,3606,1854
129,129_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,283.000000000000000000000000000000,1503,0.034956373916400558521377917032,0.835593047769520369527640468732,2934,68,4576
130,130_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,318.000000000000000000000000000000,1580,0.001000000000000000020816681712,0.747554324327758701329571522365,2557,1326,5000
131,131_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,334.000000000000000000000000000000,1997,0.001000000000000000020816681712,0.905308472772552441654170252150,2890,1141,1234
132,132_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,346.000000000000000000000000000000,1896,0.665813223793772168690452417650,0.679947482684014725684562563401,2590,4556,38
133,133_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,296.000000000000000000000000000000,1449,0.998999999999999999111821580300,0.719107970904854898464009238523,2880,1422,4736
134,134_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,4885,0.998999999999999999111821580300,0.461596331825629424550072599231,1,1844,4991
135,135_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,364.000000000000000000000000000000,1887,0.998999999999999999111821580300,0.777198253245094949903659653501,2920,2362,3311
136,136_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,93.000000000000000000000000000000,2202,0.001000000000000000020816681712,0.947248882255567803412077410030,3056,403,5000
137,137_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,2423,0.001000000000000000020816681712,0.426849028644849970426378149568,1,2011,2182
138,138_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,292.000000000000000000000000000000,1359,0.001000000000000000020816681712,0.827865321396365483330725965061,2720,74,3552
139,139_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,325.000000000000000000000000000000,1572,0.998999999999999999111821580300,0.822167244986347300894635736768,2484,118,5000
140,140_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,67.000000000000000000000000000000,2119,0.001000000000000000020816681712,0.842164544240072809877517556743,2900,1936,3113
141,141_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,373.000000000000000000000000000000,1885,0.998999999999999999111821580300,0.889486410362608892476998789789,2913,3804,1109
142,142_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,58.000000000000000000000000000000,2076,0.001000000000000000020816681712,0.932169012676693164998198426474,2936,4017,5000
143,143_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,97.000000000000000000000000000000,2287,0.998999999999999999111821580300,0.849595803082760614444168822956,2449,4227,5000
144,144_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,286.000000000000000000000000000000,1435,0.001000000000000000020816681712,0.720188863238402587896302975423,2623,239,3378
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,285.000000000000000000000000000000,1387,0.998999999999999999111821580300,0.718974083341940684022119967267,2557,2111,436
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2.000000000000000000000000000000,1073,0.390997333803147772979258434134,0.387270856596462598187002868144,1,1458,1
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.530000000000000026645352591004,122.000000000000000000000000000000,2427,0.001000000000000000020816681712,0.841810715117773389337685330247,2769,4914,3289
148,148_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,328.000000000000000000000000000000,1768,0.001000000000000000020816681712,0.758180268126265155537168993760,2460,3700,1477
149,149_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,258.000000000000000000000000000000,1621,0.453116179068624502779272233965,0.416432817870202698351533854293,78,690,486
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,59.000000000000000000000000000000,2084,0.998999999999999999111821580300,0.773477884664006243298217668780,2248,2422,3723
151,151_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,58.000000000000000000000000000000,2097,0.568374591987174992979703347373,0.842810001561160149208262737375,1704,4742,3144
