trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0_0,COMPLETED,SOBOL,0.520000000000000017763568394003,40.000000000000000000000000000000,1665,2719,0.666750108122825646539411081903,0.597282719135284412281805543898,str\(\'kl\'\),0.039107120335102087127499004282,True
1,1_0,COMPLETED,SOBOL,0.520000000000000017763568394003,15.000000000000000000000000000000,4446,776,0.283203964995220325295832708434,0.326446918122470397527479235578,str\(\'intersection\'\),0.070177362104877835657923412782,False
2,2_0,COMPLETED,SOBOL,0.520000000000000017763568394003,17.000000000000000000000000000000,3216,4972,0.808300988629460315237906797847,0.831215194776654286989980846556,str\(\'intersection\'\),0.087839663373306398064244149282,True
3,3_0,COMPLETED,SOBOL,0.520000000000000017763568394003,26.000000000000000000000000000000,357,1603,0.179122238110750925388359178214,0.123701099460944527463901465580,str\(\'kl\'\),0.022845619991421699246370025094,False
4,4_0,COMPLETED,SOBOL,0.520000000000000017763568394003,22.000000000000000000000000000000,1176,4293,0.468185696389526118110779862036,0.156622060818597669262786098443,str\(\'kl\'\),0.052659554537385709627184127157,True
5,5_0,COMPLETED,SOBOL,0.520000000000000017763568394003,21.000000000000000000000000000000,2706,2331,0.583622900128364596739061198605,0.922557501278817637668794304773,str\(\'intersection\'\),0.055251679969951519866278033533,False
6,6_0,COMPLETED,SOBOL,0.520000000000000017763568394003,18.000000000000000000000000000000,4015,3407,0.071256815554574137738796935082,0.421681364104151745753057412003,str\(\'intersection\'\),0.096821566978469497666281995407,True
7,7_0,ABANDONED,SOBOL,,,2406,58,0.939062357163056748987628452596,0.626310333644971239941412477492,str\(\'kl\'\),0.015302882455289365526418521313,False
8,8_0,COMPLETED,SOBOL,0.520000000000000017763568394003,17.000000000000000000000000000000,2031,4475,0.036950672628358008364735098894,0.939270953996106938710397571413,str\(\'intersection\'\),0.032234482681378726076637519782,True
9,9_0,COMPLETED,SOBOL,0.520000000000000017763568394003,18.000000000000000000000000000000,4089,1439,0.919528708314523046674082706886,0.231536046884953966573661432449,str\(\'kl\'\),0.079914750698953873619956311813,False
10,10_0,COMPLETED,SOBOL,0.520000000000000017763568394003,23.000000000000000000000000000000,2937,2827,0.425618335153907512147242186984,0.736579741105437224568674992042,str\(\'kl\'\),0.072090024650096895530992924250,True
11,11_0,COMPLETED,SOBOL,0.520000000000000017763568394003,13.000000000000000000000000000000,644,1178,0.555766881942749035871997875802,0.465416536903008826175920376045,str\(\'intersection\'\),0.035834920974448326858041724563,False
12,12_0,COMPLETED,SOBOL,0.520000000000000017763568394003,15.000000000000000000000000000000,291,3555,0.828079241588711711941073190246,0.311698761953040970329453784871,str\(\'intersection\'\),0.017253992287442090208804401641,True
13,13_0,COMPLETED,SOBOL,0.520000000000000017763568394003,16.000000000000000000000000000000,3599,499,0.213671081613749258565349009586,0.516533311299979702724272101477,str\(\'kl\'\),0.093412043880671272177984576501,False
14,14_0,COMPLETED,SOBOL,0.520000000000000017763568394003,42.000000000000000000000000000000,4986,3757,0.694850723912939449711245742947,0.015383898034691811940177785800,str\(\'kl\'\),0.064492221362888818569913951251,True
15,15_0,COMPLETED,SOBOL,0.520000000000000017763568394003,12.000000000000000000000000000000,1444,2127,0.326014026807621148940086186485,0.781661976462230123630092748499,str\(\'intersection\'\),0.044762112880125645708595527594,False
16,16_0,COMPLETED,SOBOL,0.520000000000000017763568394003,22.000000000000000000000000000000,1339,3949,0.884766374371945829579999553971,0.404717845769599071648059407380,str\(\'kl\'\),0.090395827926695357379394124564,False
17,17_0,COMPLETED,SOBOL,0.520000000000000017763568394003,15.000000000000000000000000000000,4730,2006,0.001350783754140138723243147467,0.671537170659750715095981377090,str\(\'intersection\'\),0.020303187007084489562602769297,True
18,18_0,COMPLETED,SOBOL,0.520000000000000017763568394003,14.000000000000000000000000000000,3539,3741,0.528778582451865042379779424664,0.170785484451800584349001610462,str\(\'intersection\'\),0.047634015260264284119529065720,False
19,19_0,COMPLETED,SOBOL,0.520000000000000017763568394003,22.000000000000000000000000000000,70,373,0.397731567645445482916954915709,0.874283110151067410775738153461,str\(\'kl\'\),0.061653215270489461485858839751,True
20,20_0,COMPLETED,SOBOL,0.520000000000000017763568394003,27.000000000000000000000000000000,891,3024,0.249073010394349703133798357158,0.845256437184289111108626002533,str\(\'kl\'\),0.082843310385942461882002874063,False
21,21_0,COMPLETED,SOBOL,0.520000000000000017763568394003,21.000000000000000000000000000000,3033,1061,0.862674071980640277956808859017,0.075548175733536476750273891412,str\(\'intersection\'\),0.029272897960618139701072237813,True
22,22_0,COMPLETED,SOBOL,0.520000000000000017763568394003,16.000000000000000000000000000000,4302,4676,0.353581008050590728242212890109,0.580197726894170040523590614612,str\(\'intersection\'\),0.032698897784575825520292369220,False
23,23_0,COMPLETED,SOBOL,0.520000000000000017763568394003,25.000000000000000000000000000000,2083,1328,0.721549693681299730840805750631,0.371795940080657583148848743804,str\(\'kl\'\),0.075193111989647148929449826937,True
24,24_0,COMPLETED,SOBOL,0.520000000000000017763568394003,15.000000000000000000000000000000,2311,3205,0.255560847971588400717735112266,0.062744479479268186472573631818,str\(\'intersection\'\),0.058290383229032169398742269095,False
25,25_0,COMPLETED,SOBOL,0.520000000000000017763568394003,21.000000000000000000000000000000,3768,170,0.640005452610552305614532997424,0.766462913256138578255161064590,str\(\'kl\'\),0.049631817154586324591925006189,True
26,26_0,COMPLETED,SOBOL,0.520000000000000017763568394003,36.000000000000000000000000000000,2654,4097,0.143766003439202899594206996881,0.265436523307114813352569626659,str\(\'kl\'\),0.012452438082545995781669212477,False
27,27_0,COMPLETED,SOBOL,0.520000000000000017763568394003,18.000000000000000000000000000000,963,2446,0.773782308889552905561970419512,0.532583257893100348034920443752,str\(\'intersection\'\),0.099683061046525842097132397157,True
28,28_0,COMPLETED,SOBOL,0.520000000000000017763568394003,13.000000000000000000000000000000,612,4785,0.610565524099394685286767980870,0.690195083292201139180122027028,str\(\'intersection\'\),0.067227001087740073659304584908,False
29,29_0,COMPLETED,SOBOL,0.520000000000000017763568394003,24.000000000000000000000000000000,3320,1730,0.495996331835165615853355802756,0.481587712954729796344111036888,str\(\'kl\'\),0.042046560570597656114610884970,True
30,30_0,COMPLETED,SOBOL,0.520000000000000017763568394003,39.000000000000000000000000000000,4668,2528,0.973900838039815419655553796474,0.986510302264243410519384269719,str\(\'kl\'\),0.025959499198943379594251013032,False
31,31_0,COMPLETED,SOBOL,0.520000000000000017763568394003,15.000000000000000000000000000000,1726,896,0.106902394820004700837223765575,0.216459406564012163398658117330,str\(\'intersection\'\),0.084714775374159223542136487595,True
32,32_0,COMPLETED,SOBOL,0.520000000000000017763568394003,22.000000000000000000000000000000,1837,4861,0.411726632624864585796586879951,0.345483231551945213499976716776,str\(\'kl\'\),0.098425747659057385985370558501,False
33,33_0,COMPLETED,SOBOL,0.520000000000000017763568394003,14.000000000000000000000000000000,4544,1649,0.546763116236776092193849763134,0.577271763799712012144027539762,str\(\'intersection\'\),0.010842276914045214167292563445,True
34,34_0,COMPLETED,SOBOL,0.520000000000000017763568394003,13.000000000000000000000000000000,3431,2765,0.049853708630427720494004972807,0.080415711840614675920413390031,str\(\'intersection\'\),0.050835658023133882543742601001,False
35,35_0,COMPLETED,SOBOL,0.520000000000000017763568394003,28.000000000000000000000000000000,489,665,0.929521616430953101506418079225,0.873525943279266359198231839400,str\(\'kl\'\),0.059844153635203845009726819626,True
