trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,delta
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.699999999999999955591079014994,5.000000000000000000000000000000,3746,0.483792984902858713702755721897
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,5.000000000000000000000000000000,1947,0.949756371775641983212778995949
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.699999999999999955591079014994,8.000000000000000000000000000000,292,0.013076968265697361260002651306
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,5.000000000000000000000000000000,4114,0.545090441558510052644237475761
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.699999999999999955591079014994,8.000000000000000000000000000000,4718,0.156633678138256071665779245450
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,4.000000000000000000000000000000,898,0.684779573859646939482104244235
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.699999999999999955591079014994,5.000000000000000000000000000000,1265,0.371880374079570197309863033297
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,4.000000000000000000000000000000,3064,0.841772746082395273425902360032
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.699999999999999955591079014994,6.000000000000000000000000000000,2720,0.117731886582449082889745284319
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,4.000000000000000000000000000000,1706,0.583703093931078886846819386847
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,5.000000000000000000000000000000,1134,0.395713794719427802704103669384
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,4.000000000000000000000000000000,4501,0.927704706301912707111512190750
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,5.000000000000000000000000000000,3857,0.257486860895529412474047603610
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,5.000000000000000000000000000000,491,0.785609626077115485998092481168
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.699999999999999955591079014994,6.000000000000000000000000000000,2272,0.223279210049659004866384748311
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,5.000000000000000000000000000000,3284,0.693178971258923359854975387861
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,5.000000000000000000000000000000,3167,0.195851535331457854427483766813
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,5.000000000000000000000000000000,2470,0.723955906501039914147099807451
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,5.000000000000000000000000000000,374,0.286405694203451299806317820185
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,5.000000000000000000000000000000,4049,0.756263441964983962328972211253
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,5.000000000000000000000000000000,4616,0.428866347748786236326878906766
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,5.000000000000000000000000000000,943,0.894855774370953427343522434967
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,7.000000000000000000000000000000,1825,0.083086271429434421786908160357
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,5.000000000000000000000000000000,2521,0.615119371198117770305202611780
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.699999999999999955591079014994,5.000000000000000000000000000000,2948,0.343539263321086751901134448417
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,4.000000000000000000000000000000,1456,0.871635739658027874909862475761
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.699999999999999955591079014994,5.000000000000000000000000000000,778,0.184517249234020713766213361851
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,5.000000000000000000000000000000,4917,0.654397621909156401720508711151
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,13.000000000000000000000000000000,4231,0.047386609679087997315516389563
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,4.000000000000000000000000000000,94,0.513399103637784737230731479940
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,4.000000000000000000000000000000,3758,0.953254096647706772316155365843
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,5.000000000000000000000000000000,5000,0.998999999999999999111821580300
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,5.000000000000000000000000000000,4976,0.883314135831137825505265936954
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,5.000000000000000000000000000000,4276,0.998999999999999999111821580300
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,4.000000000000000000000000000000,3765,0.894695077956510820271773809509
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,4.000000000000000000000000000000,1466,0.797223000816043914085184951546
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.680000000000000048849813083507,4.000000000000000000000000000000,3443,0.998999999999999999111821580300
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,5.000000000000000000000000000000,2240,0.854853994057732879952027360559
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.660000000000000031086244689504,4.000000000000000000000000000000,3268,0.943111957383542032218315398495
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,5.000000000000000000000000000000,3999,0.998999999999999999111821580300
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,5.000000000000000000000000000000,4941,0.828008191635812629272095364286
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,5.000000000000000000000000000000,151,0.620599158256820659929076100525
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,5.000000000000000000000000000000,5000,0.930646737617872865655499481363
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,4.000000000000000000000000000000,1,0.998999999999999999111821580300
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,5.000000000000000000000000000000,4640,0.998999999999999999111821580300
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,4.000000000000000000000000000000,3966,0.879641157670705609028516391845
