trial_index,arm_name,trial_status,generation_node,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type
24,24_0,FAILED,SOBOL,1407,141,3125,0.442698913389816872676618686455,0.682121393747627702275337924220,5.342436853842810862147416628432,str\(\'ks-test\'\),13,str\(\'bounded\'\)
25,25_0,FAILED,SOBOL,3748,4963,1464,0.759339026730507571372186248482,0.213269551206380136854079410114,0.222723085533827552806585003964,str\(\'t-test\'\),27,str\(\'bounded\'\)
26,26_0,FAILED,SOBOL,4918,1316,4893,0.035968831125646832935771612938,0.483113703984767217658458093865,4.830441291120835423100743355462,str\(\'ks-test\'\),42,str\(\'bounded\'\)
27,27_0,FAILED,SOBOL,237,3643,930,0.730790502341464143221116955829,0.887641298033297054814738658024,9.640154253697954089830091106705,str\(\'t-test\'\),22,str\(\'bounded\'\)
28,28_0,FAILED,SOBOL,1204,1915,2263,0.549717277286574268480023874872,0.779462046120315776853715306061,6.678550544741564287676283129258,str\(\'ks-test\'\),47,str\(\'bounded\'\)
29,29_0,FAILED,SOBOL,3955,3031,3258,0.246782866671681394565851519474,0.372992813996970651313489497625,1.547820592873729639293856052973,str\(\'t-test\'\),15,str\(\'bounded\'\)
30,30_0,FAILED,SOBOL,2781,750,443,0.957909539438784096709866844321,0.073912313245236879732935619813,3.499509072586894031786641789949,str\(\'ks-test\'\),5,str\(\'bounded\'\)
31,31_0,FAILED,SOBOL,2378,4361,3824,0.276793039297685006250304695641,0.540807296875864262908351065562,8.320176310589536328166104794946,str\(\'t-test\'\),33,str\(\'bounded\'\)
32,32_0,FAILED,SOBOL,2466,2174,3616,0.105977802472189075455588636032,0.270485116349533205593047568982,9.418062792421318718538714165334,str\(\'ks-test\'\),26,str\(\'bounded\'\)
33,33_0,FAILED,SOBOL,2694,2938,2111,0.660425451178103695148990937014,0.866028593247756384165825238597,4.862237803812138992043401231058,str\(\'t-test\'\),12,str\(\'bounded\'\)
34,34_0,FAILED,SOBOL,4024,843,4305,0.388298912879079582971542095038,0.563291344320401510259443966788,0.098278034133836636443426471033,str\(\'ks-test\'\),21,str\(\'bounded\'\)
35,35_0,FAILED,SOBOL,1137,4103,185,0.814125563601031942972952037962,0.035970612900331613848159406643,5.589055557660759454563503823010,str\(\'t-test\'\),42,str\(\'bounded\'\)
36,36_0,FAILED,SOBOL,227,205,1664,0.903006769886240401312704761949,0.173394778689369560842337136819,8.249485733766109163411783811171,str\(\'ks-test\'\),16,str\(\'bounded\'\)
37,37_0,FAILED,SOBOL,4928,4753,2503,0.331077279292046999792376027472,0.706570873441174640561257547233,3.682682704756036429216692340560,str\(\'t-test\'\),48,str\(\'bounded\'\)
38,38_0,FAILED,SOBOL,3601,1526,944,0.620198561131954151370848649094,0.972270973356440637580533348228,1.262307675926946037847642401175,str\(\'ks-test\'\),33,str\(\'bounded\'\)
39,39_0,FAILED,SOBOL,1553,3579,4480,0.176889655841514475964615371595,0.382567624082788826367362844394,6.764077618037351413704527658410,str\(\'t-test\'\),6,str\(\'bounded\'\)
40,40_0,FAILED,SOBOL,1779,1090,698,0.258055126190185557533141036402,0.803387745400890751490408092650,6.013835774669423983596061589196,str\(\'ks-test\'\),17,str\(\'bounded\'\)
41,41_0,FAILED,SOBOL,3375,4041,4819,0.945320994568988659523256501416,0.332716243388131271974117453283,0.806235253531485840383652430319,str\(\'t-test\'\),46,str\(\'bounded\'\)
42,42_0,FAILED,SOBOL,4548,2259,1383,0.220368954828009000479482892842,0.097712383003905417533374588857,4.164083227013238186486887570936,str\(\'ks-test\'\),37,str\(\'bounded\'\)
43,43_0,FAILED,SOBOL,606,2706,2888,0.545052190564572769382323258469,0.500161436965689043532279356441,9.061673406629823901425879739691,str\(\'t-test\'\),1,str\(\'bounded\'\)
44,44_0,FAILED,SOBOL,913,1621,4055,0.735822969254106284964223050338,0.643423670696094629484207416681,7.335291765148752141101340384921,str\(\'ks-test\'\),32,str\(\'bounded\'\)
45,45_0,FAILED,SOBOL,4247,3357,519,0.062262822190299632607590751832,0.235119550829753276577349652143,2.136223428905941634781129323528,str\(\'t-test\'\),8,str\(\'bounded\'\)
46,46_0,FAILED,SOBOL,3076,442,3339,0.772047496097162389006030025485,0.444785262798890468349810589643,2.838022604934871129245266274665,str\(\'ks-test\'\),24,str\(\'bounded\'\)
47,47_0,FAILED,SOBOL,2084,4683,2500,0.461069442588835975982419768116,0.909616934614256078539540339989,7.727056834680960051287001988385,str\(\'t-test\'\),40,str\(\'bounded\'\)
48,48_0,FAILED,SOBOL,1918,588,4925,0.570237590605393029896674761403,0.022343101920560003853521990891,2.297554776511155250062756749685,str\(\'t-test\'\),25,str\(\'bounded\'\)
49,49_0,FAILED,SOBOL,2930,4516,805,0.132807963650673627187259739912,0.615944884976372120100052143243,7.173159336728044621622757404111,str\(\'ks-test\'\),39,str\(\'bounded\'\)
50,50_0,FAILED,SOBOL,4100,1767,2996,0.919831032816320615097538393456,0.813427890529856090218174813344,7.877479015614838431247335392982,str\(\'t-test\'\),30,str\(\'bounded\'\)
51,51_0,FAILED,SOBOL,747,3190,1491,0.345920686515048148024220608932,0.284150236995890759228444721884,2.686952064814045915142060039216,str\(\'ks-test\'\),9,str\(\'bounded\'\)
52,52_0,FAILED,SOBOL,460,2406,314,0.435823131320998091720042566521,0.423514178222045289956554370292,0.976749603664502585864681805106,str\(\'t-test\'\),35,str\(\'bounded\'\)
53,53_0,FAILED,SOBOL,4382,2541,3850,0.859669398501515358290703261446,0.954733350859954921219241441577,5.843817211091518970533797983080,str\(\'ks-test\'\),2,str\(\'bounded\'\)
54,54_0,FAILED,SOBOL,3209,1237,2295,0.087691868998110295008174830400,0.724115619318559722294992297975,9.204037882694043659626004227903,str\(\'t-test\'\),18,str\(\'bounded\'\)
55,55_0,FAILED,SOBOL,1633,3876,3133,0.648018323874101076498277507199,0.132470576202496886919490748369,4.022062113869004917887650663033,str\(\'ks-test\'\),45,str\(\'bounded\'\)
56,56_0,FAILED,SOBOL,1387,1380,2003,0.784980708874762012072778816218,0.552804017430171379388070818095,3.209340213298797817031982049230,str\(\'t-test\'\),35,str\(\'bounded\'\)
57,57_0,FAILED,SOBOL,3454,3745,3508,0.479819120800122622672034822244,0.084073911832645537023367410256,8.722103430723771921861953160260,str\(\'ks-test\'\),5,str\(\'bounded\'\)
58,58_0,FAILED,SOBOL,4781,59,78,0.689753041444346348676219804474,0.346362789707258367233322360335,6.299203280138783611619146540761,str\(\'t-test\'\),14,str\(\'bounded\'\)
59,59_0,FAILED,SOBOL,61,4920,4198,0.014274851575493813921058361416,0.750768468355759943655414190289,1.726304795690812188269092075643,str\(\'ks-test\'\),50,str\(\'bounded\'\)
60,60_0,FAILED,SOBOL,990,696,2709,0.205973595622926941572927717061,0.892091224076226319006366338726,4.378491803270764926026004104642,str\(\'t-test\'\),19,str\(\'bounded\'\)
61,61_0,FAILED,SOBOL,3858,4268,1870,0.528739268155768549206641182536,0.485743728896602999789422483445,9.902228293201886799579369835556,str\(\'ks-test\'\),43,str\(\'bounded\'\)
62,62_0,FAILED,SOBOL,2528,2027,4685,0.301688777798786778028272692609,0.194214874437078827140723547018,5.135900742294267296017551416298,str\(\'t-test\'\),27,str\(\'bounded\'\)
63,63_0,FAILED,SOBOL,2320,3104,1148,0.994770632009953303942495494994,0.660987942667678018970889297634,0.552005071368068533921302787348,str\(\'ks-test\'\),10,str\(\'bounded\'\)
64,64_0,FAILED,SOBOL,2285,1503,4399,0.469506487762555491105587179845,0.868781668430194220498208323988,3.872147983781993652030450903112,str\(\'ks-test\'\),10,str\(\'bounded\'\)
65,65_0,FAILED,SOBOL,2562,3552,1019,0.795896286286413623400903816218,0.275301681803539421977689016785,9.314091127617285081896625342779,str\(\'t-test\'\),29,str\(\'bounded\'\)
66,66_0,FAILED,SOBOL,3892,168,2585,0.007227255120873451142704535499,0.045902152495458724279497886300,5.643783362562769134740392473759,str\(\'ks-test\'\),40,str\(\'bounded\'\)
67,67_0,FAILED,SOBOL,956,4721,1590,0.696197693524882144089360735961,0.575057950114831295529427279689,1.136770180643536187758968480921,str\(\'t-test\'\),25,str\(\'bounded\'\)
68,68_0,FAILED,SOBOL,27,817,257,0.521935324044898174555839887034,0.716363455059006781766584026627,2.546372299288399698724560948904,str\(\'ks-test\'\),45,str\(\'bounded\'\)
69,69_0,FAILED,SOBOL,4815,4081,4220,0.213149204734712827136178248111,0.185266078850254423127097425095,7.979802329807543337381048331736,str\(\'t-test\'\),18,str\(\'bounded\'\)
70,70_0,FAILED,SOBOL,3488,2143,2040,0.983727041941136137737089484290,0.385429200699552887421361901943,6.965524253377691543676064611645,str\(\'ks-test\'\),2,str\(\'bounded\'\)
71,71_0,FAILED,SOBOL,1353,2902,3701,0.312360702866688377810078236507,0.976952387901023011629320080829,2.467086092907935235274408114492,str\(\'t-test\'\),35,str\(\'bounded\'\)
72,72_0,FAILED,SOBOL,1599,401,2414,0.138179022591561090349543405864,0.337881512464955457986093279033,0.467873901694081772983935252341,str\(\'ks-test\'\),50,str\(\'bounded\'\)
73,73_0,FAILED,SOBOL,3243,4637,3409,0.566197577768936755049367093307,0.806733414491638489707270309736,5.258059392605908932694092072779,str\(\'t-test\'\),14,str\(\'bounded\'\)
74,74_0,FAILED,SOBOL,4416,1565,605,0.353889593394473178644688005079,0.513498815169557976112457708950,9.709541453856974868585894000717,str\(\'ks-test\'\),5,str\(\'bounded\'\)
75,75_0,FAILED,SOBOL,425,3306,3984,0.910531079832464507184397461970,0.108971280606463549744944430131,4.609358807632700560930061328690,str\(\'t-test\'\),34,str\(\'bounded\'\)
76,76_0,FAILED,SOBOL,713,2212,2964,0.869343871787190414224255619047,0.248352234667167076631599798020,1.632226586980745075550203182502,str\(\'ks-test\'\),10,str\(\'bounded\'\)
77,77_0,FAILED,SOBOL,4135,2664,1303,0.427741440055891875005045221769,0.654821526275947696227319738682,6.433371046714485785855686117429,str\(\'t-test\'\),28,str\(\'bounded\'\)
78,78_0,FAILED,SOBOL,2964,1038,4742,0.652171121096238537440115123900,0.914917354600504051376219649683,8.541287475944496776492087519728,str\(\'ks-test\'\),43,str\(\'bounded\'\)
79,79_0,FAILED,SOBOL,1884,3985,778,0.081946289755403994847782200850,0.448022430455312148378510528346,3.430093339557759524183211397030,str\(\'t-test\'\),20,str\(\'bounded\'\)
80,80_0,FAILED,SOBOL,2050,1205,3204,0.939615389538928869050948833319,0.619895818373188411953833565349,6.593605890275910930142799770692,str\(\'t-test\'\),41,str\(\'bounded\'\)
81,81_0,FAILED,SOBOL,3111,3839,2210,0.262430636882782009067227591004,0.024474197389557958426387074269,1.471419670548290037359606685641,str\(\'ks-test\'\),21,str\(\'bounded\'\)
82,82_0,FAILED,SOBOL,4281,2379,3779,0.536808698914945092717232455470,0.296752970071509469818238358130,3.581860029560513858370995876612,str\(\'t-test\'\),12,str\(\'bounded\'\)
83,83_0,FAILED,SOBOL,879,2518,399,0.229942540815100071593946040593,0.823951905062422107484110256337,8.389101136705837902241000847425,str\(\'ks-test\'\),26,str\(\'bounded\'\)
84,84_0,FAILED,SOBOL,572,1731,1409,0.052801068821921946783159995675,0.967231389569118582549833718076,5.429975541043096320947825006442,str\(\'t-test\'\),7,str\(\'bounded\'\)
85,85_0,FAILED,SOBOL,4582,3159,3071,0.743690988834947330765601236635,0.434177150731906269509607909640,0.296835120388306672456479873290,str\(\'ks-test\'\),33,str\(\'bounded\'\)
86,86_0,FAILED,SOBOL,3409,566,886,0.457069403965026155312045830215,0.136556660508736965597975654418,4.750683770895005153533929842524,str\(\'t-test\'\),49,str\(\'bounded\'\)
87,87_0,FAILED,SOBOL,1745,4489,4850,0.777641268508508787249411398079,0.726138213353231587454672535387,9.568941136097535604676522780210,str\(\'ks-test\'\),16,str\(\'bounded\'\)
88,88_0,FAILED,SOBOL,1519,1976,1225,0.670950804132968148252302853507,0.087554255949333317787797170695,7.505420549043455125115542614367,str\(\'t-test\'\),1,str\(\'bounded\'\)
89,89_0,FAILED,SOBOL,3635,3048,4605,0.094848553376272320969420093206,0.558347613876685522349418988597,3.020410866129211946429222734878,str\(\'ks-test\'\),37,str\(\'bounded\'\)
90,90_0,FAILED,SOBOL,4961,650,1794,0.821325918653979858419234005851,0.761922195708379157430556460895,2.003613478815183146508616118808,str\(\'t-test\'\),46,str\(\'bounded\'\)
91,91_0,FAILED,SOBOL,193,4227,2789,0.381702453967183830130238675338,0.359351345317438231052875607929,7.428500931918621930094559502322,str\(\'ks-test\'\),17,str\(\'bounded\'\)
92,92_0,ABANDONED,SOBOL,1102,2,4112,0.337546677313745047133153320829,0.496758498271927251277446657696,8.831689710643141566492886340711,str\(\'t-test\'\),41,str\(\'bounded\'\)
93,93_0,FAILED,SOBOL,4058,4868,149,0.896166658630594636925081886147,0.905184474052861287596272177325,4.355197908939794082527896534884,str\(\'ks-test\'\),23,str\(\'bounded\'\)
94,94_0,FAILED,SOBOL,2728,1338,3594,0.187658661140128968369822359818,0.664576788218691927312420375529,0.682518637738190658836856528069,str\(\'t-test\'\),8,str\(\'bounded\'\)
95,95_0,FAILED,SOBOL,2432,3699,1933,0.609800269067287459279214090202,0.199623319974169127766217002318,6.098835837286897820774811407318,str\(\'ks-test\'\),31,str\(\'bounded\'\)
96,96_0,FAILED,SOBOL,2422,261,475,0.751347277443855987577592259186,0.989817006535828158853007607831,7.264841212714091334134991484461,str\(\'t-test\'\),38,str\(\'bounded\'\)
97,97_0,FAILED,SOBOL,2738,4775,4012,0.452036937052384013568939735705,0.396215282965451498498055116215,2.054787907723337525567330885679,str\(\'ks-test\'\),1,str\(\'bounded\'\)
98,98_0,FAILED,SOBOL,3911,1430,2446,0.725320459635928282970951386233,0.159747604984790098070490671489,2.915338963051326448550071290811,str\(\'t-test\'\),18,str\(\'bounded\'\)
99,99_0,FAILED,SOBOL,1248,3440,3285,0.040092599455267191599361353838,0.689025318004190867604563663917,7.810475762828254175929032498971,str\(\'ks-test\'\),47,str\(\'bounded\'\)
100,100_0,FAILED,SOBOL,281,2040,4773,0.242531085684895508780556383499,0.580832622382789875992159522866,6.086574618588202589819502463797,str\(\'t-test\'\),23,str\(\'bounded\'\)
101,101_0,FAILED,SOBOL,4874,2838,654,0.555546612022444596945547345967,0.049613509230315683273815352550,0.885077337966300614624515219475,str\(\'ks-test\'\),40,str\(\'bounded\'\)
102,102_0,FAILED,SOBOL,3704,861,2834,0.267095723604783397142625744891,0.256840794228017310629752500972,4.089055756367743654777768824715,str\(\'t-test\'\),30,str\(\'bounded\'\)
103,103_0,FAILED,SOBOL,1452,4164,1330,0.966029301382601235381741844321,0.848485896829515695571899414062,8.975660445747896787338504509535,str\(\'ks-test\'\),7,str\(\'bounded\'\)
104,104_0,FAILED,SOBOL,1853,1677,2557,0.606795065796002730529323798692,0.458427686963230385241985231914,8.166905973718501243752143636812,str\(\'t-test\'\),22,str\(\'bounded\'\)
105,105_0,FAILED,SOBOL,3302,3379,1719,0.159615322388708597012296763751,0.927157733075320678040043276269,3.613529001067392609769513001083,str\(\'ks-test\'\),42,str\(\'bounded\'\)
106,106_0,FAILED,SOBOL,4632,347,4523,0.885237993493676156298022306146,0.625884301744401461142786047276,1.346870917437598125232511847571,str\(\'t-test\'\),27,str\(\'bounded\'\)
107,107_0,FAILED,SOBOL,524,4543,987,0.317179341016337268399638560368,0.221478563610464335154048853838,6.840097052909434260925536364084,str\(\'ks-test\'\),13,str\(\'bounded\'\)
108,108_0,FAILED,SOBOL,849,956,2164,0.402189714761450878288684407380,0.111357658751308916111888436262,9.498049115721135748913184215780,str\(\'t-test\'\),32,str\(\'bounded\'\)
109,109_0,FAILED,SOBOL,4310,3941,3669,0.831887199882417882612628545758,0.517705094445496838417852814018,4.933679798984901054836882394738,str\(\'ks-test\'\),6,str\(\'bounded\'\)
110,110_0,FAILED,SOBOL,2983,2276,230,0.123259272318333390483502398638,0.785843621332198427609228019719,0.011120759888552128602512425459,str\(\'t-test\'\),15,str\(\'bounded\'\)
111,111_0,FAILED,SOBOL,2176,2767,4350,0.673836086625233310343219272909,0.319070493616163741723568136877,5.515325010259636506759761687135,str\(\'ks-test\'\),48,str\(\'bounded\'\)
112,112_0,FAILED,SOBOL,2029,2423,1826,0.283888117212802160160833864211,0.741660284332931074580130825780,4.460537857100367986618039140012,str\(\'ks-test\'\),13,str\(\'bounded\'\)
113,113_0,FAILED,SOBOL,2817,2602,2664,0.980903626160696151536910747382,0.146116747949272401951859023939,9.970847694685682327531139890198,str\(\'t-test\'\),50,str\(\'bounded\'\)
114,114_0,FAILED,SOBOL,4144,1103,1095,0.192601984480395921339734854882,0.409869443420320722637484323059,5.050650625946932592569282860495,str\(\'ks-test\'\),33,str\(\'bounded\'\)
115,115_0,FAILED,SOBOL,703,3776,4631,0.511434002276510035756018623943,0.937190115354955222137789405679,0.475299357646144948752464642894,str\(\'t-test\'\),4,str\(\'bounded\'\)
116,116_0,FAILED,SOBOL,358,493,3465,0.707066395483911036556889939675,0.830967800427228175941252175107,3.129888192203827301796081883367,str\(\'ks-test\'\),28,str\(\'bounded\'\)
117,117_0,FAILED,SOBOL,4485,4377,1959,0.027654554596170784208641890700,0.297791646189987657677988863725,8.651195141769013829957657435443,str\(\'t-test\'\),11,str\(\'bounded\'\)
118,118_0,FAILED,SOBOL,3156,1823,4144,0.798839626563712990048315987224,0.008701218701899052915260668328,6.387046833233908316174165520351,str\(\'ks-test\'\),20,str\(\'bounded\'\)
119,119_0,FAILED,SOBOL,1687,3212,24,0.497611689507961252321166512047,0.598404508490115394359065703611,1.800722217928618196225443170988,str\(\'t-test\'\),44,str\(\'bounded\'\)
120,120_0,FAILED,SOBOL,1305,714,3904,0.077221243573352693623235154519,0.207858666766434913020233921088,1.046513281262479777566909433517,str\(\'ks-test\'\),29,str\(\'bounded\'\)
121,121_0,FAILED,SOBOL,3538,4329,367,0.625817168712615945480592927197,0.678530228264629831080867461424,5.924566453424283452022791607305,str\(\'t-test\'\),9,str\(\'bounded\'\)
122,122_0,FAILED,SOBOL,4708,1893,3178,0.415091028474271317438848427628,0.874549416221678255212168551225,9.126187818359584369432013772894,str\(\'ks-test\'\),24,str\(\'bounded\'\)
123,123_0,FAILED,SOBOL,135,3004,2339,0.850667825391516085886678411043,0.472100421745330067757606684609,3.938108883516862945839420717675,str\(\'t-test\'\),38,str\(\'bounded\'\)
124,124_0,FAILED,SOBOL,1082,1285,860,0.928839746037498081854266729351,0.360009433619678020921384131725,2.225502211442217159742540388834,str\(\'ks-test\'\),19,str\(\'bounded\'\)
125,125_0,FAILED,SOBOL,3764,3606,4979,0.366659925755113358381009902587,0.768313612971454840128160412860,7.095004127129913129579108499456,str\(\'t-test\'\),45,str\(\'bounded\'\)
126,126_0,FAILED,SOBOL,2591,115,1534,0.592431605655699966561655855912,0.535257454458624160054114327068,7.953040788465179922184233873850,str\(\'ks-test\'\),36,str\(\'bounded\'\)
127,127_0,FAILED,SOBOL,2256,4942,3039,0.143271452682092792496604261032,0.070425842128694057797666516763,2.773498731913976556029410858173,str\(\'t-test\'\),3,str\(\'bounded\'\)
128,128_0,FAILED,SOBOL,2233,2230,869,0.504189599188044623723214954225,0.571171113204210989522380259586,5.548931469807402372396154532908,str\(\'ks-test\'\),8,str\(\'bounded\'\)
129,129_0,FAILED,SOBOL,2610,2716,4872,0.199214295331388707710473795487,0.042023044973611832497706330969,0.133825017530471102045197540065,str\(\'t-test\'\),31,str\(\'bounded\'\)
130,130_0,FAILED,SOBOL,3781,1061,1426,0.970346179883927129061760297191,0.279219330310821522989073173449,4.900230679963716085012492840178,str\(\'ks-test\'\),41,str\(\'bounded\'\)
131,131_0,FAILED,SOBOL,1062,4051,3049,0.295047199184075015221395688059,0.872691825490444883506313544785,9.375492662816307998241427412722,str\(\'t-test\'\),23,str\(\'bounded\'\)
132,132_0,FAILED,SOBOL,155,452,3757,0.486825821017846438465426217590,0.980870036408305168151855468750,6.728530671889894065884618612472,str\(\'ks-test\'\),46,str\(\'bounded\'\)
133,133_0,FAILED,SOBOL,4692,4653,416,0.809282977916300327869691955129,0.389339357759803550429467122740,1.302431875527836346861931815511,str\(\'t-test\'\),17,str\(\'bounded\'\)
134,134_0,FAILED,SOBOL,3519,1631,3226,0.021156334951519965847932525094,0.181379241939634089364474789363,3.725252722613513700622434043908,str\(\'ks-test\'\),1,str\(\'bounded\'\)
135,135_0,FAILED,SOBOL,1328,3328,2193,0.713937588809058110150829179474,0.712484347537159945495943702554,8.211492820365354106115773902275,str\(\'t-test\'\),37,str\(\'bounded\'\)
136,136_0,FAILED,SOBOL,1707,834,3572,0.851082229748368224164778439444,0.105091578230261800674938399425,9.019103239775635216801674687304,str\(\'ks-test\'\),49,str\(\'bounded\'\)
137,137_0,FAILED,SOBOL,3139,4132,1950,0.413344031391665311936378657265,0.509611621346324650261294664233,4.202076289410703324733731278684,str\(\'t-test\'\),15,str\(\'bounded\'\)
138,138_0,FAILED,SOBOL,4466,2164,4134,0.639306176220998167991638183594,0.810642976697534267671585439530,0.841782348675653380176697737625,str\(\'ks-test\'\),7,str\(\'bounded\'\)
139,139_0,FAILED,SOBOL,380,2967,132,0.065095285333693034268698340838,0.341798804059624650175663873597,5.973711426071822927497123600915,str\(\'t-test\'\),33,str\(\'bounded\'\)
140,140_0,FAILED,SOBOL,680,1555,1777,0.155039663653820741773259328511,0.451931992661207926342825658139,7.689063809532672877367076580413,str\(\'ks-test\'\),12,str\(\'bounded\'\)
141,141_0,FAILED,SOBOL,4163,3569,2811,0.579072159284725773709112672805,0.918834646195173299076941475505,2.880592883536592374582596676191,str\(\'t-test\'\),26,str\(\'bounded\'\)
142,142_0,FAILED,SOBOL,2834,234,1241,0.368277365418151036990934699134,0.650941823899745974912889323605,2.176347665756009686077732112608,str\(\'ks-test\'\),41,str\(\'bounded\'\)
143,143_0,FAILED,SOBOL,2009,4743,4583,0.928783085230737937010303539864,0.244465040843933834047163600189,7.299744632755406748003679240355,str\(\'t-test\'\),21,str\(\'bounded\'\)
144,144_0,FAILED,SOBOL,2156,69,2057,0.039905548432841900230449994069,0.820041868831962394992274312244,2.730132224202156177028655292816,str\(\'t-test\'\),43,str\(\'bounded\'\)
145,145_0,FAILED,SOBOL,3000,4891,3679,0.726870321985334189029970275442,0.292835197016596771035779056547,7.840096541738138746779895882355,str\(\'ks-test\'\),20,str\(\'bounded\'\)
146,146_0,FAILED,SOBOL,4329,1390,240,0.438838337440043690929059039263,0.028353418305516242536867821400,7.138222830104642646631418756442,str\(\'t-test\'\),10,str\(\'bounded\'\)
147,147_0,FAILED,SOBOL,827,3716,4242,0.763213522272184530237382205087,0.623782538171857581232870870735,2.338289117642678327513294789242,str\(\'ks-test\'\),28,str\(\'bounded\'\)
148,148_0,FAILED,SOBOL,546,1998,2606,0.954033737076446453073685916024,0.730017434269189857687365474703,4.059444550496526638028171873884,str\(\'t-test\'\),5,str\(\'bounded\'\)
149,149_0,FAILED,SOBOL,4613,3113,1572,0.280652304708957689438619809152,0.140443380307406190388164191063,9.160857611558400392937073775101,str\(\'ks-test\'\),34,str\(\'bounded\'\)
