trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
170,170_0,ABANDONED,SOBOL,,,,4368,26,228,1119,582
171,171_0,ABANDONED,SOBOL,,,,61,50,423,869,1300
172,172_0,ABANDONED,SOBOL,,,,1131,18,345,611,1232
173,173_0,ABANDONED,SOBOL,,,,4479,46,56,1361,889
174,174_0,ABANDONED,SOBOL,,,,3397,9,473,169,209
175,175_0,ABANDONED,SOBOL,,,,2214,33,184,1918,1928
176,176_0,ABANDONED,SOBOL,,,,2498,7,286,987,733
177,177_0,ABANDONED,SOBOL,,,,3191,36,122,1237,1389
178,178_0,ABANDONED,SOBOL,,,,4608,19,407,297,1708
179,179_0,ABANDONED,SOBOL,,,,1081,45,243,1546,428
180,180_0,ABANDONED,SOBOL,,,,267,23,41,1786,105
181,181_0,ABANDONED,SOBOL,,,,4084,53,361,36,1761
182,182_0,ABANDONED,SOBOL,,,,3002,2,170,1493,1078
183,183_0,ABANDONED,SOBOL,,,,1349,28,490,744,798
184,184_0,ABANDONED,SOBOL,,,,1815,14,131,229,1354
185,185_0,ABANDONED,SOBOL,,,,2507,43,467,1978,512
186,186_0,ABANDONED,SOBOL,,,,3924,12,1,555,329
187,187_0,ABANDONED,SOBOL,,,,397,38,338,1305,1548
188,188_0,ABANDONED,SOBOL,,,,911,3,384,1059,1982
189,189_0,RUNNING,SOBOL,,,,4729,33,205,809,140
190,190_0,ABANDONED,SOBOL,,,,3646,22,263,1720,958
191,191_0,ABANDONED,SOBOL,,,,1994,48,83,471,1177
192,192_0,ABANDONED,SOBOL,,,,1988,16,267,1994,1655
193,193_0,ABANDONED,SOBOL,,,,3615,40,71,245,499
194,194_0,ABANDONED,SOBOL,,,,4722,11,395,1288,662
195,195_0,ABANDONED,SOBOL,,,,881,39,200,538,1442
196,196_0,ABANDONED,SOBOL,,,,469,5,29,794,1027
197,197_0,ABANDONED,SOBOL,,,,3971,30,319,1043,870
198,198_0,RUNNING,SOBOL,,,,2578,21,150,486,33
199,199_0,ABANDONED,SOBOL,,,,1862,49,439,1735,1813
200,200_0,COMPLETED,SOBOL,0.020000000000000000416333634234,5382.000000000000000000000000000000,0.000000000000000000000000000000,1382,10,174,1221,277
201,201_0,ABANDONED,SOBOL,,,,3009,34,478,971,1620
202,202_0,ABANDONED,SOBOL,,,,4116,17,53,1562,1282
203,203_0,ABANDONED,SOBOL,,,,275,45,358,313,563
204,204_0,ABANDONED,SOBOL,,,,1036,26,434,51,905
205,205_0,ABANDONED,SOBOL,,,,4537,51,224,1801,1248
206,206_0,ABANDONED,SOBOL,,,,3145,0,306,729,1911
207,207_0,FAILED,SOBOL,,,,2428,29,95,1478,193
208,208_0,ABANDONED,SOBOL,,,,2246,1,493,429,1404
209,209_0,ABANDONED,SOBOL,,,,3405,28,158,1678,748
210,210_0,ABANDONED,SOBOL,,,,2249,30,264,1540,1934
211,211_0,ABANDONED,SOBOL,,,,3161,0,100,407,460
212,212_0,ABANDONED,SOBOL,,,,3973,47,422,1024,719
213,213_0,ABANDONED,SOBOL,,,,499,22,192,892,1176
214,214_0,ABANDONED,SOBOL,,,,723,45,48,689,1467
215,215_0,ABANDONED,SOBOL,,,,4806,18,340,1321,928
216,216_0,ABANDONED,SOBOL,,,,3062,39,143,236,187
217,217_0,ABANDONED,SOBOL,,,,1530,11,495,1868,1707
218,218_0,ABANDONED,SOBOL,,,,1571,52,167,1407,357
219,219_0,ABANDONED,SOBOL,,,,2550,25,440,541,1756
220,220_0,ABANDONED,SOBOL,,,,4535,32,9,1891,1015
221,221_0,ABANDONED,SOBOL,,,,1149,4,348,24,598
222,222_0,ABANDONED,SOBOL,,,,152,36,398,321,763
223,223_0,ABANDONED,SOBOL,,,,4167,7,247,1689,1350
224,224_0,ABANDONED,SOBOL,,,,3750,41,303,868,1608
225,225_0,FAILED,SOBOL,,,,2131,16,93,1235,5
226,226_0,ABANDONED,SOBOL,,,,2017,42,465,149,1192
227,227_0,ABANDONED,SOBOL,,,,3552,14,180,1780,671
228,228_0,ABANDONED,SOBOL,,,,4365,35,374,662,413
229,229_0,ABANDONED,SOBOL,,,,266,8,22,1296,1951
230,230_0,ABANDONED,SOBOL,,,,955,30,221,1125,1660
231,231_0,COMPLETED,SOBOL,0.179999999999999993338661852249,10160.000000000000000000000000000000,0.000000000000000000000000000000,4416,6,385,991,203
232,232_0,ABANDONED,SOBOL,,,,2669,53,67,1576,944
233,233_0,ABANDONED,SOBOL,,,,1764,23,290,445,1419
234,234_0,ABANDONED,SOBOL,,,,1338,37,121,780,521
235,235_0,ABANDONED,SOBOL,,,,2941,12,266,1148,1124
236,236_0,ABANDONED,SOBOL,,,,4927,47,213,297,1865
237,237_0,ABANDONED,SOBOL,,,,915,17,425,1663,279
238,238_0,ABANDONED,SOBOL,,,,384,49,319,1990,114
239,239_0,ABANDONED,SOBOL,,,,3776,21,45,125,1531
240,240_0,ABANDONED,SOBOL,,,,3358,28,473,1445,1272
241,241_0,ABANDONED,SOBOL,,,,2365,1,141,577,873
242,242_0,ABANDONED,SOBOL,,,,2448,48,2,493,1743
243,243_0,FAILED,SOBOL,,,,3433,22,354,1610,144
244,244_0,ABANDONED,SOBOL,,,,3850,29,161,947,902
245,245_0,ABANDONED,SOBOL,,,,469,1,446,1063,1484
246,246_0,ABANDONED,SOBOL,,,,831,40,309,1266,1150
247,247_0,ABANDONED,SOBOL,,,,4852,10,86,650,737
248,248_0,ABANDONED,SOBOL,,,,2868,44,405,1783,496
249,249_0,ABANDONED,SOBOL,,,,1253,19,241,165,1891
250,250_0,FAILED,SOBOL,,,,1838,33,413,611,41
251,251_0,ABANDONED,SOBOL,,,,2754,3,201,1493,1565
252,252_0,ABANDONED,SOBOL,,,,4499,51,255,63,1324
253,253_0,ABANDONED,SOBOL,,,,1031,26,110,1946,782
254,254_0,ABANDONED,SOBOL,,,,192,42,153,1650,572
255,255_0,ABANDONED,SOBOL,,,,4281,15,485,267,1033
256,256_0,ABANDONED,SOBOL,,,,3468,35,57,1164,1792
257,257_0,ABANDONED,SOBOL,,,,1942,7,331,783,313
258,258_0,ABANDONED,SOBOL,,,,2057,34,204,1819,1376
259,259_0,ABANDONED,SOBOL,,,,3665,9,434,203,980
260,260_0,COMPLETED,SOBOL,0.020000000000000000416333634234,9612.000000000000000000000000000000,0.000000000000000000000000000000,4084,43,112,1366,221
261,261_0,ABANDONED,SOBOL,,,,76,13,276,749,1634
262,262_0,ABANDONED,SOBOL,,,,1223,53,483,921,1968
263,263_0,ABANDONED,SOBOL,,,,4619,24,131,1039,387
264,264_0,ABANDONED,SOBOL,,,,2634,31,328,406,628
265,265_0,ABANDONED,SOBOL,,,,1646,5,36,1522,1228
266,266_0,ABANDONED,SOBOL,,,,1447,46,367,1202,829
267,267_0,ABANDONED,SOBOL,,,,2987,17,28,819,1308
268,268_0,ABANDONED,SOBOL,,,,4733,38,459,1749,1549
269,269_0,COMPLETED,SOBOL,0.020000000000000000416333634234,4232.000000000000000000000000000000,0.000000000000000000000000000000,638,12,186,367,88
270,270_0,ABANDONED,SOBOL,,,,583,27,73,39,298
271,271_0,ABANDONED,SOBOL,,,,4048,2,283,1920,1839
272,272_0,ABANDONED,SOBOL,,,,3234,50,228,523,1081
273,273_0,ABANDONED,SOBOL,,,,2334,20,379,1406,556
274,274_0,FAILED,SOBOL,,,,2288,44,244,843,127
275,275_0,ABANDONED,SOBOL,,,,3281,20,394,1209,1729
276,276_0,ABANDONED,SOBOL,,,,4011,40,89,358,1472
277,277_0,ABANDONED,SOBOL,,,,620,10,298,1726,883
278,278_0,ABANDONED,SOBOL,,,,680,28,443,1929,721
279,279_0,ABANDONED,SOBOL,,,,4691,1,171,61,1135
280,280_0,ABANDONED,SOBOL,,,,3018,48,351,1381,1878
281,281_0,ABANDONED,SOBOL,,,,1415,22,13,516,477
282,282_0,ABANDONED,SOBOL,,,,1687,35,344,210,1579
283,283_0,FAILED,SOBOL,,,,2593,8,52,1843,58
284,284_0,ABANDONED,SOBOL,,,,4651,41,498,726,801
285,285_0,ABANDONED,SOBOL,,,,1191,15,148,1357,1336
286,286_0,ABANDONED,SOBOL,,,,30,50,97,1061,1048
287,287_0,ABANDONED,SOBOL,,,,4130,26,260,930,588
288,288_0,COMPLETED,SOBOL,0.020000000000000000416333634234,8269.000000000000000000000000000000,0.000000000000000000000000000000,3628,33,189,1515,332
289,289_0,ABANDONED,SOBOL,,,,2094,3,418,381,1805
290,290_0,ABANDONED,SOBOL,,,,1896,31,41,1470,993
291,291_0,ABANDONED,SOBOL,,,,3514,5,316,603,1394
292,292_0,ABANDONED,SOBOL,,,,4244,52,136,1953,1650
293,293_0,ABANDONED,SOBOL,,,,229,25,470,88,237
294,294_0,ABANDONED,SOBOL,,,,1072,43,271,260,399
295,295_0,ABANDONED,SOBOL,,,,4458,14,125,1625,1988
296,296_0,ABANDONED,SOBOL,,,,2786,34,429,805,1245
297,297_0,ABANDONED,SOBOL,,,,1806,9,216,1173,642
298,298_0,ABANDONED,SOBOL,,,,1295,49,390,1602,1290
299,299_0,ABANDONED,SOBOL,,,,2826,20,225,470,816
300,300_0,COMPLETED,SOBOL,0.020000000000000000416333634234,8067.000000000000000000000000000000,0.000000000000000000000000000000,4883,27,294,1087,73
301,301_0,ABANDONED,SOBOL,,,,800,3,70,954,1532
302,302_0,ABANDONED,SOBOL,,,,422,38,176,626,1820
303,303_0,COMPLETED,SOBOL,0.020000000000000000416333634234,5013.000000000000000000000000000000,0.000000000000000000000000000000,3896,12,462,1259,285
304,304_0,ABANDONED,SOBOL,,,,3396,45,17,174,542
305,305_0,ABANDONED,SOBOL,,,,2485,18,370,1805,1064
306,306_0,ABANDONED,SOBOL,,,,2411,39,490,1139,443
307,307_0,ABANDONED,SOBOL,,,,3311,11,156,757,1920
308,308_0,ABANDONED,SOBOL,,,,3812,44,335,1687,1164
309,309_0,ABANDONED,SOBOL,,,,347,19,60,304,699
310,310_0,ABANDONED,SOBOL,,,,874,47,197,100,912
311,311_0,ABANDONED,SOBOL,,,,4969,23,410,1983,1451
312,312_0,ABANDONED,SOBOL,,,,2910,29,105,586,1694
313,313_0,ABANDONED,SOBOL,,,,1370,0,251,1467,169
314,314_0,ABANDONED,SOBOL,,,,1723,40,82,1757,1770
315,315_0,ABANDONED,SOBOL,,,,2710,16,306,140,374
316,316_0,ABANDONED,SOBOL,,,,4384,36,236,1303,617
317,317_0,ABANDONED,SOBOL,,,,987,7,401,687,1028
318,318_0,ABANDONED,SOBOL,,,,312,32,359,984,1365
319,319_0,ABANDONED,SOBOL,,,,4319,4,6,1100,780
320,320_0,COMPLETED,SOBOL,0.020000000000000000416333634234,12843.000000000000000000000000000000,0.000000000000000000000000000000,3589,51,450,467,23
321,321_0,ABANDONED,SOBOL,,,,1980,26,164,1585,1621
322,322_0,ABANDONED,SOBOL,,,,2177,53,287,548,685
323,323_0,ABANDONED,SOBOL,,,,3704,24,78,1431,1210
324,324_0,ABANDONED,SOBOL,,,,4204,30,382,2,1966
325,325_0,ABANDONED,SOBOL,,,,115,6,232,1882,428
326,326_0,ABANDONED,SOBOL,,,,1108,34,25,1711,215
327,327_0,ABANDONED,SOBOL,,,,4576,8,363,330,1679
328,328_0,ABANDONED,SOBOL,,,,2518,42,183,1228,1436
329,329_0,ABANDONED,SOBOL,,,,1603,15,455,844,958
330,330_0,ABANDONED,SOBOL,,,,1489,28,128,431,1106
331,331_0,ABANDONED,SOBOL,,,,3103,2,478,1547,507
332,332_0,ABANDONED,SOBOL,,,,4775,49,32,884,264
333,333_0,ABANDONED,SOBOL,,,,754,21,324,1002,1849
334,334_0,ABANDONED,SOBOL,,,,546,46,437,1329,1512
335,335_0,COMPLETED,SOBOL,0.020000000000000000416333634234,5262.000000000000000000000000000000,0.000000000000000000000000000000,3926,17,208,711,102
336,336_0,ABANDONED,SOBOL,,,,3197,37,279,1844,858
337,337_0,ABANDONED,SOBOL,,,,2213,13,116,229,1255
338,338_0,ABANDONED,SOBOL,,,,2191,51,427,1901,880
339,339_0,ABANDONED,SOBOL,,,,3179,26,218,20,1483
340,340_0,ABANDONED,SOBOL,,,,3915,33,273,1417,1726
341,341_0,ABANDONED,SOBOL,,,,519,3,122,534,137
342,342_0,ABANDONED,SOBOL,,,,781,36,134,862,475
343,343_0,ABANDONED,SOBOL,,,,4788,7,472,1246,1888
344,344_0,ABANDONED,SOBOL,,,,3120,41,42,316,1132
345,345_0,ABANDONED,SOBOL,,,,1511,15,314,1697,731
346,346_0,ABANDONED,SOBOL,,,,1630,29,19,1019,1333
347,347_0,ABANDONED,SOBOL,,,,2530,0,369,901,811
348,348_0,COMPLETED,SOBOL,0.020000000000000000416333634234,13568.000000000000000000000000000000,0.000000000000000000000000000000,4593,48,173,1534,55
349,349_0,ABANDONED,SOBOL,,,,1129,22,465,418,1590
350,350_0,ABANDONED,SOBOL,,,,92,44,297,246,1802
351,351_0,COMPLETED,SOBOL,0.020000000000000000416333634234,3406.000000000000000000000000000000,0.000000000000000000000000000000,4187,19,67,1861,343
352,352_0,ABANDONED,SOBOL,,,,3691,40,388,698,585
353,353_0,ABANDONED,SOBOL,,,,2151,10,226,1316,1059
354,354_0,ABANDONED,SOBOL,,,,1958,38,349,286,247
355,355_0,ABANDONED,SOBOL,,,,3572,11,15,1669,1648
356,356_0,ABANDONED,SOBOL,,,,4306,46,445,772,1404
357,357_0,ABANDONED,SOBOL,,,,286,18,170,1153,990
358,358_0,ABANDONED,SOBOL,,,,1015,50,88,1449,653
359,359_0,ABANDONED,SOBOL,,,,4395,20,300,568,1242
360,360_0,ABANDONED,SOBOL,,,,2728,27,246,1997,1998
361,361_0,ABANDONED,SOBOL,,,,1744,2,392,114,396
362,362_0,ABANDONED,SOBOL,,,,1396,43,191,670,1543
363,363_0,FAILED,SOBOL,,,,2923,13,415,1286,70
364,364_0,ABANDONED,SOBOL,,,,4985,34,96,153,827
365,365_0,ABANDONED,SOBOL,,,,896,9,261,1770,1287
366,366_0,ABANDONED,SOBOL,,,,326,31,499,1568,1074
367,367_0,ABANDONED,SOBOL,,,,3795,5,146,450,539
368,368_0,ABANDONED,SOBOL,,,,3300,52,341,1113,296
369,369_0,ABANDONED,SOBOL,,,,2384,24,54,998,1817
370,370_0,ABANDONED,SOBOL,,,,2468,32,181,75,689
371,371_0,ABANDONED,SOBOL,,,,3374,4,456,1940,1167
372,372_0,ABANDONED,SOBOL,,,,3870,52,27,619,1910
373,373_0,ABANDONED,SOBOL,,,,410,25,361,1487,446
374,374_0,ABANDONED,SOBOL,,,,812,41,380,1160,158
375,375_0,ABANDONED,SOBOL,,,,4911,16,234,792,1697
376,376_0,ABANDONED,SOBOL,,,,2847,36,288,1642,1440
377,377_0,ABANDONED,SOBOL,,,,1313,6,76,277,915
378,378_0,ABANDONED,SOBOL,,,,1819,47,280,940,1017
379,379_0,ABANDONED,SOBOL,,,,2812,23,115,1074,620
380,380_0,ABANDONED,SOBOL,,,,4480,30,435,489,363
381,381_0,ABANDONED,SOBOL,,,,1088,0,211,1619,1773
382,382_0,ABANDONED,SOBOL,,,,211,39,35,1791,1611
383,383_0,COMPLETED,SOBOL,0.020000000000000000416333634234,5587.000000000000000000000000000000,0.000000000000000000000000000000,4222,11,322,160,26
384,384_0,ABANDONED,SOBOL,,,,3487,45,127,1277,769
385,385_0,ABANDONED,SOBOL,,,,1884,18,480,643,1368
