trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,6.000000000000000000000000000000,1162,3175,0.261597543358802808732832545502,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.739999999999999991118215802999,8.000000000000000000000000000000,4707,1670,0.754882794301956927540686592693,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,6.000000000000000000000000000000,3276,4623,0.194500864610075957505941346426,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,5.000000000000000000000000000000,2114,535,0.695339332632720519278279880382,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,8.000000000000000000000000000000,1686,3858,0.899109234891831921032689933782,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.750000000000000000000000000000,6.000000000000000000000000000000,3083,986,0.398057600811123846185068941850,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.739999999999999991118215802999,7.000000000000000000000000000000,3957,2728,0.582268835019320252222030376288,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,4.000000000000000000000000000000,22,2429,0.089257735718041658623533862738,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,7.000000000000000000000000000000,398,5000,0.535623109571635724890370511275,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,43.000000000000000000000000000000,4373,158,0.042337150380015377282294508632,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
