trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
22,22_0,COMPLETED,GenerationStep_0,0.910000000000000031086244689504,785.000000000000000000000000000000,1832,44,0.381849332801997676245520096927,0.769606540065258748484211537289,912,EDFSMode.RANDOM
23,23_0,COMPLETED,GenerationStep_0,0.920000000000000039968028886506,3111.000000000000000000000000000000,3074,65,0.579616366438567620633648402872,0.183391187151893980677996864870,167,EDFSMode.RANDOM
24,24_0,COMPLETED,GenerationStep_0,0.869999999999999995559107901499,2174.000000000000000000000000000000,2752,7,0.449052850181236862248113084206,0.426983731308951952598818024853,787,EDFSMode.RANDOM
25,25_0,COMPLETED,GenerationStep_0,0.930000000000000048849813083507,2968.000000000000000000000000000000,1490,77,0.528065837258473003146264090901,0.525892117686569737777801947232,293,EDFSMode.RANDOM
26,26_0,COMPLETED,GenerationStep_0,0.869999999999999995559107901499,389.000000000000000000000000000000,425,26,0.202775901200249797362573644932,0.196988398667424929877611816664,495,EDFSMode.RANDOM
27,27_0,RUNNING,GenerationStep_0,,,4163,58,0.773369864763692071996104004938,0.849511331861838692169897058193,570,EDFSMode.RANDOM
28,28_0,RUNNING,GenerationStep_0,,,4801,44,0.692244534071534856067842156335,0.970818477511405930613364034798,736,EDFSMode.RANDOM
29,29_0,COMPLETED,GenerationStep_0,0.920000000000000039968028886506,731.000000000000000000000000000000,1043,74,0.268244871612638213775881013134,0.075619864048436291614763149482,330,EDFSMode.RANDOM
30,30_0,FAILED,GenerationStep_0,,,2121,25,0.938518419552594407306855828210,0.655059700382873422164209387120,127,EDFSMode.RANDOM
31,31_0,COMPLETED,GenerationStep_0,0.890000000000000013322676295502,278.000000000000000000000000000000,3364,93,0.022947298277169465852143304119,0.297877537582069640276216659913,952,EDFSMode.RANDOM
32,32_0,COMPLETED,GenerationStep_0,0.920000000000000039968028886506,734.000000000000000000000000000000,3284,38,0.375067241223528968774303393729,0.158115447323769336973597887663,426,EDFSMode.RANDOM
33,33_0,FAILED,GenerationStep_0,,,2046,72,0.664443570585921405857732224831,0.763817022463306738444543952937,695,EDFSMode.RANDOM
34,34_0,COMPLETED,GenerationStep_0,0.869999999999999995559107901499,176.000000000000000000000000000000,963,20,0.121356999659910799738149478344,0.466107830161228753329538676553,942,EDFSMode.RANDOM
35,35_0,FAILED,GenerationStep_0,,,4725,90,0.917177098477259256092963823903,0.611822584263980395746784779476,192,EDFSMode.RANDOM
36,36_0,COMPLETED,GenerationStep_0,0.920000000000000039968028886506,2713.000000000000000000000000000000,4087,13,0.610340231377631381448622960306,0.740926963685080375299207844364,252,EDFSMode.RANDOM
37,37_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,1013.000000000000000000000000000000,1174,74,0.331240425333144516972794235699,0.696383809393888109084969073592,286,EDFSMode.RANDOM
38,38_0,COMPLETED,GenerationStep_1,0.859999999999999986677323704498,1313.000000000000000000000000000000,1014,30,0.336177708636830607780154878128,0.691588769900834399173561450880,1000,EDFSMode.RANDOM
39,39_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,820.000000000000000000000000000000,2848,81,0.268996491236283441494947510364,0.625173033698794067269943752763,270,EDFSMode.RANDOM
40,40_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1838.000000000000000000000000000000,1656,82,0.067509386543673749470073630619,0.658138832017053365674996712187,100,EDFSMode.RANDOM
41,41_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1294.000000000000000000000000000000,4947,32,0.073471345273802474151736419117,0.468434792935781330047717574416,134,EDFSMode.RANDOM
42,42_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1718.000000000000000000000000000000,1657,77,0.001000000000000000020816681712,0.631074874088254134107955906074,100,EDFSMode.RANDOM
43,43_0,COMPLETED,GenerationStep_1,0.839999999999999968913755310496,3011.000000000000000000000000000000,797,15,0.414164747504481733919590169535,0.803367463570400230921109141491,1000,EDFSMode.RANDOM
44,44_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,1321.000000000000000000000000000000,3506,100,0.269455323198222407299340375175,0.511579581022576057591777498601,708,EDFSMode.RANDOM
45,45_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,506.000000000000000000000000000000,1643,15,0.309003229368077725336405592316,0.729402998603142060929371837119,967,EDFSMode.RANDOM
46,46_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,676.000000000000000000000000000000,348,71,0.366200139514728351119998706054,0.727168954686677526666471749195,237,EDFSMode.RANDOM
47,47_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,948.000000000000000000000000000000,3029,11,0.023335591658050928998147099946,0.464934952319787597740941009761,100,EDFSMode.RANDOM
48,48_0,FAILED,GenerationStep_1,,,1149,18,0.993873055724084686346486705588,0.798874452181378424953095418459,100,EDFSMode.RANDOM
49,49_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,272.000000000000000000000000000000,1976,10,0.135395828206586410491496508257,0.581367772625144607623326464818,1000,EDFSMode.RANDOM
50,50_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,1020.000000000000000000000000000000,2557,54,0.215672238812681799080550604231,0.581404618238129500262800775090,100,EDFSMode.RANDOM
51,51_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,446.000000000000000000000000000000,5000,44,0.109463245903259537294971437404,0.369568843744640884718677398268,444,EDFSMode.RANDOM
52,52_0,COMPLETED,GenerationStep_1,0.859999999999999986677323704498,193.000000000000000000000000000000,930,74,0.087113271711889289639074718252,0.092814728878099522768607698708,974,EDFSMode.RANDOM
53,53_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,247.000000000000000000000000000000,1041,77,0.001000000000000000020816681712,0.189791180149115085162847549327,698,EDFSMode.RANDOM
54,54_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,302.000000000000000000000000000000,756,33,0.096291056437273161994205850078,0.560977750291475896204929085798,289,EDFSMode.RANDOM
55,55_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,1046.000000000000000000000000000000,109,82,0.290351705209872523738567906548,0.642843790820586513667933559191,697,EDFSMode.RANDOM
56,56_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,566.000000000000000000000000000000,3324,82,0.001000000000000000020816681712,0.410578146498409068954060785472,263,EDFSMode.RANDOM
57,57_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,1823.000000000000000000000000000000,1841,56,0.276815655855294828757706682154,0.500391490477680611625999063108,1000,EDFSMode.RANDOM
58,58_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,955.000000000000000000000000000000,2265,66,0.297836674852124616563742165454,0.718218185572701783847548995254,100,EDFSMode.RANDOM
59,59_0,COMPLETED,GenerationStep_1,0.550000000000000044408920985006,607.000000000000000000000000000000,2062,2,0.093267873848170493311648954204,0.514882806830820438648288472905,100,EDFSMode.RANDOM
60,60_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,337.000000000000000000000000000000,1526,61,0.141200906229316552886743352246,0.319448640864903321556766968570,686,EDFSMode.RANDOM
61,61_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,301.000000000000000000000000000000,4084,58,0.001000000000000000020816681712,0.001296394718467662292293862691,781,EDFSMode.RANDOM
62,62_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,501.000000000000000000000000000000,3937,77,0.095253628751646002292829962244,0.998999999999999999111821580300,360,EDFSMode.RANDOM
63,63_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1394.000000000000000000000000000000,3918,74,0.216878694881011663264658295702,0.998999999999999999111821580300,562,EDFSMode.RANDOM
64,64_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,298.000000000000000000000000000000,1438,50,0.001000000000000000020816681712,0.001000000000000000020816681712,622,EDFSMode.RANDOM
65,65_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,272.000000000000000000000000000000,1524,53,0.001000000000000000020816681712,0.001000000000000000020816681712,907,EDFSMode.RANDOM
66,66_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,264.000000000000000000000000000000,4705,43,0.013378092316874293579709309654,0.770759206388761386463670532976,993,EDFSMode.RANDOM
67,67_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,406.000000000000000000000000000000,1434,100,0.121672121333849386770609157793,0.998999999999999999111821580300,769,EDFSMode.RANDOM
68,68_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,1073.000000000000000000000000000000,4496,5,0.245297521729007345081541302534,0.998999999999999999111821580300,870,EDFSMode.RANDOM
69,69_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,387.000000000000000000000000000000,4176,64,0.109543081703679018312769244403,0.998999999999999999111821580300,723,EDFSMode.RANDOM
70,70_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,617.000000000000000000000000000000,1411,98,0.190696116783551222750858755717,0.998999999999999999111821580300,607,EDFSMode.RANDOM
71,71_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,241.000000000000000000000000000000,1435,49,0.001000000000000000020816681712,0.998999999999999999111821580300,733,EDFSMode.RANDOM
72,72_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1948.000000000000000000000000000000,1624,65,0.210510315421199190044632132413,0.001000000000000000020816681712,602,EDFSMode.RANDOM
73,73_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,370.000000000000000000000000000000,4986,94,0.023795409067559447624518043085,0.998999999999999999111821580300,777,EDFSMode.RANDOM
74,74_0,RUNNING,GenerationStep_1,,,3952,76,0.882508949214906190938734198426,0.039517647373985886893876795511,464,EDFSMode.RANDOM
75,75_0,COMPLETED,GenerationStep_1,0.609999999999999986677323704498,427.000000000000000000000000000000,3528,1,0.001000000000000000020816681712,0.001000000000000000020816681712,260,EDFSMode.RANDOM
76,76_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,378.000000000000000000000000000000,1614,65,0.001000000000000000020816681712,0.001000000000000000020816681712,503,EDFSMode.RANDOM
77,77_0,COMPLETED,GenerationStep_1,0.780000000000000026645352591004,891.000000000000000000000000000000,5000,2,0.092070589701826757722535887751,0.124373894377573748770693384813,619,EDFSMode.RANDOM
78,78_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,329.000000000000000000000000000000,4422,27,0.001000000000000000020816681712,0.001000000000000000020816681712,617,EDFSMode.RANDOM
79,79_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,539.000000000000000000000000000000,1435,100,0.143073852227663556035963665636,0.998999999999999999111821580300,414,EDFSMode.RANDOM
80,80_0,RUNNING,GenerationStep_1,,,4075,100,0.998999999999999999111821580300,0.998999999999999999111821580300,100,EDFSMode.RANDOM
81,81_0,COMPLETED,GenerationStep_1,0.890000000000000013322676295502,1299.000000000000000000000000000000,3521,1,0.359114122414666669946825550142,0.998999999999999999111821580300,100,EDFSMode.RANDOM
82,82_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,260.000000000000000000000000000000,3969,52,0.001000000000000000020816681712,0.001000000000000000020816681712,1000,EDFSMode.RANDOM
83,83_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,427.000000000000000000000000000000,4516,83,0.149501566238308125633693634882,0.001000000000000000020816681712,832,EDFSMode.RANDOM
84,84_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,361.000000000000000000000000000000,5000,76,0.083179736032794562849979058683,0.001000000000000000020816681712,751,EDFSMode.RANDOM
85,85_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,445.000000000000000000000000000000,5000,100,0.001000000000000000020816681712,0.998999999999999999111821580300,606,EDFSMode.RANDOM
86,86_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,299.000000000000000000000000000000,4449,40,0.093854777061646618707690947758,0.998999999999999999111821580300,725,EDFSMode.RANDOM
87,87_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,273.000000000000000000000000000000,4385,43,0.001000000000000000020816681712,0.001000000000000000020816681712,823,EDFSMode.RANDOM
88,88_0,RUNNING,GenerationStep_1,,,3870,76,0.829718204515846435853632101498,0.998999999999999999111821580300,891,EDFSMode.RANDOM
89,89_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,4422.000000000000000000000000000000,3514,2,0.998999999999999999111821580300,0.109694524611667024172056983389,100,EDFSMode.RANDOM
90,90_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,354.000000000000000000000000000000,5000,84,0.009617819192881503845282686882,0.001000000000000000020816681712,804,EDFSMode.RANDOM
91,91_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,348.000000000000000000000000000000,4902,14,0.181774024359350305779514656024,0.998999999999999999111821580300,544,EDFSMode.RANDOM
92,92_0,COMPLETED,GenerationStep_1,0.869999999999999995559107901499,636.000000000000000000000000000000,335,58,0.360654931054309624283149560142,0.998999999999999999111821580300,436,EDFSMode.RANDOM
93,93_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,429.000000000000000000000000000000,4481,15,0.001000000000000000020816681712,0.998999999999999999111821580300,380,EDFSMode.RANDOM
94,94_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,516.000000000000000000000000000000,3152,15,0.194546068545270900429500215978,0.998999999999999999111821580300,233,EDFSMode.RANDOM
95,95_0,COMPLETED,GenerationStep_1,0.630000000000000004440892098501,110.000000000000000000000000000000,14,39,0.164703405200517211115496252205,0.998999999999999999111821580300,874,EDFSMode.RANDOM
96,96_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,961.000000000000000000000000000000,4927,19,0.181858440950731864438338902801,0.998999999999999999111821580300,176,EDFSMode.RANDOM
97,97_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1120.000000000000000000000000000000,3273,39,0.177888547737716923302642157978,0.998999999999999999111821580300,112,EDFSMode.RANDOM
98,98_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,989.000000000000000000000000000000,4267,45,0.355637542997725542015530209028,0.998999999999999999111821580300,231,EDFSMode.RANDOM
99,99_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,263.000000000000000000000000000000,4025,13,0.182688484315390226031539100404,0.998999999999999999111821580300,1000,EDFSMode.RANDOM
100,100_0,COMPLETED,GenerationStep_1,0.880000000000000004440892098501,216.000000000000000000000000000000,1296,64,0.052037455554157785453384121865,0.998999999999999999111821580300,1000,EDFSMode.RANDOM
101,101_0,RUNNING,GenerationStep_1,,,4464,100,0.775530565296535523422960523021,0.998999999999999999111821580300,262,EDFSMode.RANDOM
102,102_0,COMPLETED,GenerationStep_1,0.770000000000000017763568394003,1554.000000000000000000000000000000,2907,1,0.495633082649054979018643507516,0.998999999999999999111821580300,319,EDFSMode.RANDOM
103,103_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,893.000000000000000000000000000000,4915,88,0.121129211116925455948845069543,0.001000000000000000020816681712,307,EDFSMode.RANDOM
104,104_0,COMPLETED,GenerationStep_1,0.859999999999999986677323704498,118.000000000000000000000000000000,119,14,0.171655542754572593144857250991,0.001000000000000000020816681712,249,EDFSMode.RANDOM
105,105_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,1604.000000000000000000000000000000,3474,12,0.214964787975118004625940670849,0.998999999999999999111821580300,100,EDFSMode.RANDOM
106,106_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,886.000000000000000000000000000000,3880,60,0.362472936090754982441097808987,0.998999999999999999111821580300,646,EDFSMode.RANDOM
107,107_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,805.000000000000000000000000000000,816,61,0.119459746816021519788542093465,0.001000000000000000020816681712,133,EDFSMode.RANDOM
108,108_0,COMPLETED,GenerationStep_1,0.880000000000000004440892098501,188.000000000000000000000000000000,2198,16,0.001411892131008233870065327054,0.001000000000000000020816681712,198,EDFSMode.RANDOM
109,109_0,RUNNING,GenerationStep_1,,,2132,82,0.919698682009903012435358959920,0.998999999999999999111821580300,579,EDFSMode.RANDOM
110,110_0,RUNNING,GenerationStep_1,,,4170,58,0.928056932614885865540088616399,0.998999999999999999111821580300,1000,EDFSMode.RANDOM
111,111_0,RUNNING,GenerationStep_1,,,4182,61,0.891828853320701386842017654999,0.369523325214783537884244424276,927,EDFSMode.RANDOM
112,112_0,FAILED,GenerationStep_1,,,2771,44,0.858178244593465477940696928272,0.998999999999999999111821580300,702,EDFSMode.RANDOM
113,113_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,252.000000000000000000000000000000,3625,13,0.011686476861588395576019294708,0.998999999999999999111821580300,770,EDFSMode.RANDOM
114,114_0,FAILED,GenerationStep_1,,,4240,49,0.740386417476554758998474881082,0.998999999999999999111821580300,335,EDFSMode.RANDOM
115,115_0,FAILED,GenerationStep_1,,,4914,68,0.818326858709925386570205319003,0.998999999999999999111821580300,454,EDFSMode.RANDOM
116,116_0,FAILED,GenerationStep_1,,,3706,93,0.687886660505976466062350027642,0.998999999999999999111821580300,520,EDFSMode.RANDOM
117,117_0,FAILED,GenerationStep_1,,,2076,46,0.902332532433519629577745035931,0.001000000000000000020816681712,593,EDFSMode.RANDOM
118,118_0,FAILED,GenerationStep_1,,,2619,18,0.813410980040725761774922375480,0.998999999999999999111821580300,118,EDFSMode.RANDOM
119,119_0,COMPLETED,GenerationStep_1,0.750000000000000000000000000000,88.000000000000000000000000000000,149,38,0.050547472010300666112048162404,0.001000000000000000020816681712,919,EDFSMode.RANDOM
120,120_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,169.000000000000000000000000000000,2840,18,0.016688258875710196282859953953,0.320040114685525123316978124421,747,EDFSMode.RANDOM
121,121_0,COMPLETED,GenerationStep_1,0.869999999999999995559107901499,218.000000000000000000000000000000,1062,9,0.174326167189646719091200566254,0.001000000000000000020816681712,906,EDFSMode.RANDOM
122,122_0,COMPLETED,GenerationStep_1,0.880000000000000004440892098501,166.000000000000000000000000000000,2681,17,0.171250930592014738440553855980,0.398719687782883247528786796465,711,EDFSMode.RANDOM
123,123_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,700.000000000000000000000000000000,3195,19,0.001000000000000000020816681712,0.353599526218097426344399991649,150,EDFSMode.RANDOM
124,124_0,COMPLETED,GenerationStep_1,0.489999999999999991118215802999,838.000000000000000000000000000000,13,1,0.181138815463185831600156916465,0.001000000000000000020816681712,832,EDFSMode.RANDOM
125,125_0,COMPLETED,GenerationStep_1,0.869999999999999995559107901499,100.000000000000000000000000000000,429,11,0.171977135427107824527936941195,0.001000000000000000020816681712,704,EDFSMode.RANDOM
126,126_0,RUNNING,GenerationStep_1,,,4604,57,0.857323851973208039822793580242,0.589127170044189019115776773106,187,EDFSMode.RANDOM
127,127_0,COMPLETED,GenerationStep_1,0.869999999999999995559107901499,560.000000000000000000000000000000,1080,10,0.367425733985916769253066149759,0.001000000000000000020816681712,977,EDFSMode.RANDOM
128,128_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,2714.000000000000000000000000000000,4698,100,0.215574246584037232388197935506,0.998999999999999999111821580300,100,EDFSMode.RANDOM
129,129_0,COMPLETED,GenerationStep_1,0.660000000000000031086244689504,1173.000000000000000000000000000000,136,1,0.303773480793157080181998708213,0.001000000000000000020816681712,450,EDFSMode.RANDOM
130,130_0,RUNNING,GenerationStep_1,,,3732,82,0.951567688554575519255251947470,0.998999999999999999111821580300,777,EDFSMode.RANDOM
131,131_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,1893.000000000000000000000000000000,4437,1,0.875990564468488219773689706926,0.998999999999999999111821580300,132,EDFSMode.RANDOM
132,132_0,RUNNING,GenerationStep_1,,,4163,77,0.747541234613773752926135784946,0.450540558807278224140446809542,826,EDFSMode.RANDOM
133,133_0,RUNNING,GenerationStep_1,,,2832,100,0.959421008155455501409392127243,0.001000000000000000020816681712,681,EDFSMode.RANDOM
134,134_0,COMPLETED,GenerationStep_1,0.750000000000000000000000000000,91.000000000000000000000000000000,2158,18,0.028152651260527093712848767382,0.001000000000000000020816681712,1000,EDFSMode.RANDOM
135,135_0,RUNNING,GenerationStep_1,,,3527,81,0.729254676682249303176774901658,0.402151330949759855393210727925,136,EDFSMode.RANDOM
136,136_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,187.000000000000000000000000000000,2480,100,0.073700891225890560742861623567,0.998999999999999999111821580300,1000,EDFSMode.RANDOM
137,137_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,289.000000000000000000000000000000,3571,23,0.154299783593611489207475528929,0.001000000000000000020816681712,874,EDFSMode.RANDOM
138,138_0,RUNNING,GenerationStep_1,,,2162,12,0.810472002273424307894345020031,0.001000000000000000020816681712,970,EDFSMode.RANDOM
139,139_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,250.000000000000000000000000000000,4456,26,0.044782219704796927262080430410,0.922749429665966069968874307961,965,EDFSMode.RANDOM
140,140_0,RUNNING,GenerationStep_1,,,4766,62,0.719936891759029418125237498316,0.413420335693866547455144200285,963,EDFSMode.RANDOM
141,141_0,RUNNING,GenerationStep_1,,,4704,29,0.727022031615880526267403638485,0.831529467773700847743612030172,819,EDFSMode.RANDOM
142,142_0,RUNNING,GenerationStep_1,,,1500,100,0.808801317901603256110831807746,0.047313006161973286678446015685,229,EDFSMode.RANDOM
143,143_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,271.000000000000000000000000000000,3015,18,0.001000000000000000020816681712,0.366989600419373507289577673873,379,EDFSMode.RANDOM
144,144_0,COMPLETED,GenerationStep_1,0.900000000000000022204460492503,228.000000000000000000000000000000,1457,37,0.027082092949147398147635712462,0.001000000000000000020816681712,1000,EDFSMode.RANDOM
145,145_0,FAILED,GenerationStep_1,,,3157,13,0.832905382956157791518592148350,0.229193604524715294212811045327,371,EDFSMode.RANDOM
146,146_0,COMPLETED,GenerationStep_1,0.930000000000000048849813083507,2391.000000000000000000000000000000,3134,15,0.759106674586853991115731332684,0.197995133602501649505711611710,237,EDFSMode.RANDOM
147,147_0,COMPLETED,GenerationStep_1,0.660000000000000031086244689504,1490.000000000000000000000000000000,3803,1,0.289886582894701760881872587561,0.998999999999999999111821580300,817,EDFSMode.RANDOM
148,148_0,FAILED,GenerationStep_1,,,3147,17,0.844132354403007156840033076151,0.001000000000000000020816681712,730,EDFSMode.RANDOM
149,149_0,FAILED,GenerationStep_1,,,1668,52,0.776983070414595800023960237013,0.282966411083064417475441132410,241,EDFSMode.RANDOM
150,150_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,272.000000000000000000000000000000,462,32,0.001000000000000000020816681712,0.001000000000000000020816681712,288,EDFSMode.RANDOM
151,151_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,462.000000000000000000000000000000,3016,34,0.001000000000000000020816681712,0.001000000000000000020816681712,299,EDFSMode.RANDOM
152,152_0,COMPLETED,GenerationStep_1,0.880000000000000004440892098501,571.000000000000000000000000000000,1183,11,0.353586169773665859317191006994,0.001000000000000000020816681712,903,EDFSMode.RANDOM
153,153_0,COMPLETED,GenerationStep_1,0.890000000000000013322676295502,473.000000000000000000000000000000,3347,10,0.354314241727774759116442737650,0.998999999999999999111821580300,904,EDFSMode.RANDOM
154,154_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,538.000000000000000000000000000000,3704,90,0.120338159929601215547556591901,0.998999999999999999111821580300,549,EDFSMode.RANDOM
155,155_0,COMPLETED,GenerationStep_1,0.920000000000000039968028886506,2556.000000000000000000000000000000,3929,45,0.339686750318272834281430050396,0.001000000000000000020816681712,566,EDFSMode.RANDOM
156,156_0,RUNNING,GenerationStep_1,,,4797,44,0.916182505762746290933762338682,0.001000000000000000020816681712,886,EDFSMode.RANDOM
157,157_0,COMPLETED,GenerationStep_1,0.910000000000000031086244689504,1978.000000000000000000000000000000,1009,50,0.339914609090345987141290606814,0.001000000000000000020816681712,568,EDFSMode.RANDOM
