trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,theta,lambida
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,30.000000000000000000000000000000,3495,667,0.362850059258937818196244506908,0.078226215615868566199964107000
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,31.000000000000000000000000000000,131,3680,0.660306694716587649907069135224,0.938084357118234013483970556990
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,33.000000000000000000000000000000,1351,2302,0.213824795021768654379457075265,0.376653906468301991061764510960
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,29.000000000000000000000000000000,4717,4601,0.761037682914454505223034175287,0.514814759409055078265282645589
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,30.000000000000000000000000000000,3916,1315,0.623772448381502142567001101270,0.681697898343205488380647238955
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,33.000000000000000000000000000000,2426,4318,0.414006880288477985274653292436,0.301354201966896662057138200908
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,28.000000000000000000000000000000,1245,405,0.959603724059835072601742922416,0.862685101881623284114652960852
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,29.000000000000000000000000000000,2733,2715,0.000631897949986159803564822468,0.245024974459782246549721662632
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,29.000000000000000000000000000000,2831,1935,0.878547883374616533913581406523,0.315990242032334223143408280521
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,32.000000000000000000000000000000,717,4948,0.081628928909264514279797708696,0.700228542815893861828158151184
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,31.000000000000000000000000000000,2017,1036,0.542716473733354409780815785780,0.138901297537609935695002150169
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,31.000000000000000000000000000000,4129,3335,0.495004015441145750475726572404,0.752659154366701832472585920186
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,33.000000000000000000000000000000,4579,47,0.132766676966752844579744419207,0.927247324647381909734633609332
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,28.000000000000000000000000000000,1841,3050,0.842032674660254221166155730316,0.055712870664894581507198267900
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,28.000000000000000000000000000000,580,1672,0.281792080748639983678316411897,0.617124259950593168078114558739
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,32.000000000000000000000000000000,3321,3982,0.741301582268998004998650230846,0.490677721388638021782213627375
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,33.000000000000000000000000000000,3217,1792,0.107150750784855336439349571265,0.817843517642468209594142081187
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,31.000000000000000000000000000000,331,3868,0.931368045812193345867058269505,0.196272576032206408358504745593
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,30.000000000000000000000000000000,1631,241,0.442456244293041534021426741674,0.632864900868385982235508890881
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,35.000000000000000000000000000000,4515,2853,0.517528130242973505303893944074,0.256409168837592016387816329370
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,28.000000000000000000000000000000,4340,1150,0.844114122743159556172543034336,0.425249140657484536731658408826
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,31.000000000000000000000000000000,2080,3215,0.177815424746461198113323121106,0.559506800981238505698911467334
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,30.000000000000000000000000000000,819,2132,0.696590123375598335719871556648,0.122830153681337830851028058987
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,33.000000000000000000000000000000,3081,4754,0.279986834456305955232124915710,0.986583882959559566039331457432
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,27.000000000000000000000000000000,2631,519,0.650649836486671073743082160945,0.572186008160933901045552829601
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,27.000000000000000000000000000000,996,2595,0.325864501118194316298115609243,0.441838180515915168733442897064
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,27.000000000000000000000000000000,2215,1512,0.798173940047621766069596560556,0.878503373151645061689407611993
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,31.000000000000000000000000000000,3852,4124,0.223692957445420309570138783783,0.010862601552158592660424218934
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,28.000000000000000000000000000000,4927,2422,0.396517728691734350210396087277,0.187407604718580839131547577381
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,33.000000000000000000000000000000,1415,4487,0.563407330036163278563776657393,0.797256550893187476702905769343
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,76.000000000000000000000000000000,584,1423,0.836899726171445479394606081769,0.998999999999999999111821580300
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,1031,1411,0.787616283403889894110250224912,0.001000000000000000020816681712
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,26.000000000000000000000000000000,329,46,0.976448002716982288440306092525,0.001000000000000000020816681712
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.469999999999999973354647408996,45.000000000000000000000000000000,4143,475,0.694383039963648807102458704321,0.998999999999999999111821580300
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,4933,726,0.693386554329925575146376104385,0.001000000000000000020816681712
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,70.000000000000000000000000000000,4445,2195,0.346531512348376091736668058729,0.998999999999999999111821580300
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,29.000000000000000000000000000000,143,2325,0.351248982085441474598752620295,0.001000000000000000020816681712
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,5000,828,0.936551937166785752886255522753,0.001000000000000000020816681712
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.819999999999999951150186916493,67.000000000000000000000000000000,4938,3567,0.000100000000000000004792173602,0.998999999999999999111821580300
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,66.000000000000000000000000000000,3621,925,0.959744732333096983722953154938,0.997004723241835200120419813175
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,29.000000000000000000000000000000,4727,3332,0.000100000000000000004792173602,0.001000000000000000020816681712
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,34.000000000000000000000000000000,1,5000,0.781730191483916647676721822791,0.998999999999999999111821580300
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,54.000000000000000000000000000000,4867,2838,0.851460486047895592776058037998,0.998999999999999999111821580300
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,260,270,0.629541407285605036925346666976,0.998999999999999999111821580300
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,72.000000000000000000000000000000,1383,2899,0.358287502742643926278987009937,0.998999999999999999111821580300
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,3569,93,0.658717506463615820599954986392,0.001000000000000000020816681712
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.800000000000000044408920985006,67.000000000000000000000000000000,183,4127,0.000100000000000000004792173602,0.998999999999999999111821580300
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,2209,820,0.707994861312243095596841158113,0.998999999999999999111821580300
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,26.000000000000000000000000000000,4958,106,0.603067311871515188137493623799,0.055794670820194541827063972050
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,4777,5000,0.998999999999999999111821580300,0.998999999999999999111821580300
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,69,2763,0.370257628488853518522461172324,0.471570513190362694544432997645
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,26.000000000000000000000000000000,3813,111,0.998999999999999999111821580300,0.001000000000000000020816681712
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.760000000000000008881784197001,75.000000000000000000000000000000,328,2171,0.345305565928550439736000043922,0.998999999999999999111821580300
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,35.000000000000000000000000000000,4603,2878,0.345104056673099623964162674383,0.122268222153264910501135886989
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.630000000000000004440892098501,57.000000000000000000000000000000,4786,1820,0.770548663983388948395258921664,0.998999999999999999111821580300
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,1055,791,0.719422796291871557983199636510,0.238234450208518022673587211102
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,4871,2389,0.334363592956106570053265159004,0.001000000000000000020816681712
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,59.000000000000000000000000000000,4727,1389,0.791373701036532373187526445690,0.998999999999999999111821580300
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.289999999999999980015985556747,31.000000000000000000000000000000,1451,777,0.000100000000000000004792173602,0.998999999999999999111821580300
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,935,1945,0.356829377350137810775976277000,0.001000000000000000020816681712
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,29.000000000000000000000000000000,4992,3665,0.000100000000000000004792173602,0.897945021189237135850191862119
61,61_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,4800,4234,0.000100000000000000004792173602,0.872632402082154090550147884642
62,62_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,30.000000000000000000000000000000,1202,159,0.000100000000000000004792173602,0.468905493128166650507182566798
63,63_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,29.000000000000000000000000000000,3699,5000,0.998999999999999999111821580300,0.001000000000000000020816681712
64,64_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,29.000000000000000000000000000000,59,3234,0.000100000000000000004792173602,0.918938913739760998566907801433
65,65_0,COMPLETED,BoTorch,GenerationStep_1,0.810000000000000053290705182008,82.000000000000000000000000000000,2108,4989,0.000100000000000000004792173602,0.998999999999999999111821580300
66,66_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,725,2222,0.998999999999999999111821580300,0.554118402939921206318274471414
67,67_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,31.000000000000000000000000000000,3096,3180,0.000100000000000000004792173602,0.944849201416692818789044849837
68,68_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,26.000000000000000000000000000000,1254,84,0.000100000000000000004792173602,0.001000000000000000020816681712
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,4029,1154,0.000100000000000000004792173602,0.522009873469280405444692405581
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,4955,539,0.000100000000000000004792173602,0.292294075901210148593634130521
71,71_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,5000,2828,0.998999999999999999111821580300,0.864181443228305590231741462048
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,3136,4862,0.000100000000000000004792173602,0.449780315379253115004587471049
73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,4401,3086,0.000100000000000000004792173602,0.853654141614360151280038735422
74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.810000000000000053290705182008,81.000000000000000000000000000000,4697,4338,0.000100000000000000004792173602,0.998999999999999999111821580300
75,75_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,29.000000000000000000000000000000,4107,5000,0.000100000000000000004792173602,0.178006998340041577844061748692
76,76_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,4978,2251,0.998999999999999999111821580300,0.902167439235456725121764520736
77,77_0,COMPLETED,BoTorch,GenerationStep_1,0.810000000000000053290705182008,88.000000000000000000000000000000,3617,1509,0.000100000000000000004792173602,0.998999999999999999111821580300
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,29.000000000000000000000000000000,4891,4906,0.998999999999999999111821580300,0.655750008428859776365982270363
79,79_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,99,4993,0.000100000000000000004792173602,0.001000000000000000020816681712
80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,34.000000000000000000000000000000,1945,3174,0.000100000000000000004792173602,0.899709842694779826643980413792
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,3990,42,0.520123663631733790246869375551,0.345926812076887690849957834871
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,28.000000000000000000000000000000,578,5000,0.998999999999999999111821580300,0.355999951685833648795664885256
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,29.000000000000000000000000000000,2944,1,0.998999999999999999111821580300,0.998999999999999999111821580300
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,29.000000000000000000000000000000,1242,2687,0.000100000000000000004792173602,0.963149188269124212347094271536
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,1863,2971,0.998999999999999999111821580300,0.665534958432890122459468784655
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,1376,93,0.998999999999999999111821580300,0.356731294583501445938367169219
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,31.000000000000000000000000000000,2261,4901,0.998999999999999999111821580300,0.079866932601324089335825817670
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,30.000000000000000000000000000000,4082,1,0.000100000000000000004792173602,0.387716329675448723168784681548
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.829999999999999960031971113494,66.000000000000000000000000000000,425,4670,0.000100000000000000004792173602,0.998999999999999999111821580300
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,1280,178,0.000100000000000000004792173602,0.746304990864603445821501281898
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,27.000000000000000000000000000000,3853,97,0.998999999999999999111821580300,0.498040114691503832400343299014
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,30.000000000000000000000000000000,4629,4689,0.000100000000000000004792173602,0.605847962129394956853900566784
