trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
132,132_0,RUNNING,BOTORCH_MODULAR,,,5000,3324,0.001000000000000000020816681712,0.004528181848566392546373560180,False,True
133,133_0,RUNNING,BOTORCH_MODULAR,,,4754,3144,10.000000000000000000000000000000,0.036834946632561024748575562171,True,False
134,134_0,RUNNING,BOTORCH_MODULAR,,,5000,2614,1.878064968139192547624816143070,0.001775623945171690741887116083,False,True
135,135_0,RUNNING,BOTORCH_MODULAR,,,4414,4178,0.001000000000000000020816681712,0.034789034400255831880333090567,False,True
136,136_0,RUNNING,BOTORCH_MODULAR,,,3733,4162,10.000000000000000000000000000000,0.000500000000000000010408340856,True,True
137,137_0,RUNNING,BOTORCH_MODULAR,,,5000,5000,10.000000000000000000000000000000,0.025743546020682590153016988666,True,False
138,138_0,COMPLETED,BOTORCH_MODULAR,0.419999999999999984456877655248,231.000000000000000000000000000000,2098,4569,0.001000000000000000020816681712,0.050000000000000002775557561563,True,False
139,139_0,RUNNING,BOTORCH_MODULAR,,,1,5000,0.001000000000000000020816681712,0.050000000000000002775557561563,False,True
140,140_0,RUNNING,BOTORCH_MODULAR,,,1,5000,0.001000000000000000020816681712,0.033079505391245767054186899259,True,True
141,141_0,RUNNING,BOTORCH_MODULAR,,,5000,4373,10.000000000000000000000000000000,0.000500000000000000010408340856,False,True
142,142_0,RUNNING,BOTORCH_MODULAR,,,5000,3466,0.001000000000000000020816681712,0.000500000000000000010408340856,True,True
143,143_0,RUNNING,BOTORCH_MODULAR,,,4481,4414,10.000000000000000000000000000000,0.033571616589172008360275611949,True,False
144,144_0,RUNNING,BOTORCH_MODULAR,,,5000,2610,10.000000000000000000000000000000,0.035683516122018144045568988076,False,True
145,145_0,RUNNING,BOTORCH_MODULAR,,,3708,2743,10.000000000000000000000000000000,0.050000000000000002775557561563,True,True
146,146_0,COMPLETED,BOTORCH_MODULAR,0.400000000000000022204460492503,198.000000000000000000000000000000,1,4190,0.001000000000000000020816681712,0.050000000000000002775557561563,True,False
147,147_0,RUNNING,BOTORCH_MODULAR,,,5000,4792,0.001000000000000000020816681712,0.050000000000000002775557561563,False,True
148,148_0,FAILED,BOTORCH_MODULAR,,,87,3901,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
149,149_0,FAILED,BOTORCH_MODULAR,,,5000,4652,0.001000000000000000020816681712,0.000500000000000000010408340856,False,True
150,150_0,RUNNING,BOTORCH_MODULAR,,,5000,3689,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
151,151_0,RUNNING,BOTORCH_MODULAR,,,5000,5000,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
152,152_0,RUNNING,BOTORCH_MODULAR,,,1,3130,10.000000000000000000000000000000,0.000500000000000000010408340856,True,True
153,153_0,RUNNING,BOTORCH_MODULAR,,,5000,3086,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
154,154_0,RUNNING,BOTORCH_MODULAR,,,1,4329,10.000000000000000000000000000000,0.000500000000000000010408340856,True,True
155,155_0,RUNNING,BOTORCH_MODULAR,,,1,3770,0.001000000000000000020816681712,0.000500000000000000010408340856,True,True
156,156_0,RUNNING,BOTORCH_MODULAR,,,1,859,10.000000000000000000000000000000,0.000500000000000000010408340856,True,False
157,157_0,RUNNING,BOTORCH_MODULAR,,,5000,3769,0.001000000000000000020816681712,0.050000000000000002775557561563,False,True
158,158_0,RUNNING,BOTORCH_MODULAR,,,1,5000,10.000000000000000000000000000000,0.050000000000000002775557561563,True,True
159,159_0,RUNNING,BOTORCH_MODULAR,,,5000,4314,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
160,160_0,RUNNING,BOTORCH_MODULAR,,,5000,3311,0.001000000000000000020816681712,0.050000000000000002775557561563,False,True
161,161_0,RUNNING,BOTORCH_MODULAR,,,1,3929,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
162,162_0,RUNNING,BOTORCH_MODULAR,,,1,3446,0.001000000000000000020816681712,0.000500000000000000010408340856,True,True
163,68_0,FAILED,BOTORCH_MODULAR,,,1,5000,10.000000000000000000000000000000,0.000500000000000000010408340856,True,False
164,164_0,FAILED,BOTORCH_MODULAR,,,5000,5000,4.025503854446786711207550979452,0.050000000000000002775557561563,False,True
165,165_0,FAILED,BOTORCH_MODULAR,,,5000,778,10.000000000000000000000000000000,0.000500000000000000010408340856,True,False
166,166_0,FAILED,BOTORCH_MODULAR,,,2221,3483,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
167,167_0,FAILED,BOTORCH_MODULAR,,,1,1820,10.000000000000000000000000000000,0.000500000000000000010408340856,True,False
168,168_0,FAILED,BOTORCH_MODULAR,,,5000,5000,10.000000000000000000000000000000,0.050000000000000002775557561563,True,True
169,169_0,FAILED,BOTORCH_MODULAR,,,3621,4606,0.118727209207547812486183147485,0.000500000000000000010408340856,True,True
170,170_0,FAILED,BOTORCH_MODULAR,,,5000,854,10.000000000000000000000000000000,0.050000000000000002775557561563,True,False
171,69_0,FAILED,BOTORCH_MODULAR,,,1,5000,10.000000000000000000000000000000,0.000500000000000000010408340856,True,True
172,172_0,FAILED,BOTORCH_MODULAR,,,3619,4643,5.349432581546754938983667670982,0.050000000000000002775557561563,False,True
173,173_0,COMPLETED,BOTORCH_MODULAR,0.619999999999999995559107901499,507.000000000000000000000000000000,50,215,1.560412693180756260602493057377,0.034949689257034184663996967402,True,True
174,174_0,FAILED,BOTORCH_MODULAR,,,1,3865,10.000000000000000000000000000000,0.000500000000000000010408340856,True,True
175,175_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,4592.000000000000000000000000000000,5000,586,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
176,176_0,FAILED,BOTORCH_MODULAR,,,1,4082,10.000000000000000000000000000000,0.038219798339461395764171669498,True,True
177,177_0,FAILED,BOTORCH_MODULAR,,,1,4553,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
178,178_0,FAILED,BOTORCH_MODULAR,,,1,176,10.000000000000000000000000000000,0.050000000000000002775557561563,True,False
179,179_0,FAILED,BOTORCH_MODULAR,,,1,146,10.000000000000000000000000000000,0.000500000000000000010408340856,True,True
180,180_0,COMPLETED,BOTORCH_MODULAR,0.350000000000000033306690738755,21.000000000000000000000000000000,1,2488,0.001000000000000000020816681712,0.050000000000000002775557561563,False,False
181,181_0,FAILED,BOTORCH_MODULAR,,,1,2932,2.560730813056482091383259103168,0.050000000000000002775557561563,False,True
182,182_0,FAILED,BOTORCH_MODULAR,,,4054,4754,0.001000000000000000020816681712,0.003741908510635805727717606572,False,True
183,183_0,FAILED,BOTORCH_MODULAR,,,5000,3030,10.000000000000000000000000000000,0.050000000000000002775557561563,True,True
184,184_0,FAILED,BOTORCH_MODULAR,,,5000,5000,10.000000000000000000000000000000,0.023916948320125527155388667211,False,True
185,185_0,FAILED,BOTORCH_MODULAR,,,1,3546,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
186,186_0,FAILED,BOTORCH_MODULAR,,,1885,3350,10.000000000000000000000000000000,0.000500000000000000010408340856,True,True
187,187_0,FAILED,BOTORCH_MODULAR,,,5000,4452,0.001000000000000000020816681712,0.050000000000000002775557561563,True,True
188,188_0,FAILED,BOTORCH_MODULAR,,,1,4040,3.504027974250873977979381379555,0.000500000000000000010408340856,True,True
189,189_0,FAILED,BOTORCH_MODULAR,,,5000,3940,6.368145608929756562588408996817,0.050000000000000002775557561563,False,True
190,190_0,FAILED,BOTORCH_MODULAR,,,1,2983,0.001000000000000000020816681712,0.000500000000000000010408340856,True,True
191,191_0,FAILED,BOTORCH_MODULAR,,,5000,4452,0.001000000000000000020816681712,0.000784751324841924933518877427,False,True
192,192_0,FAILED,BOTORCH_MODULAR,,,1,4494,0.001000000000000000020816681712,0.000500000000000000010408340856,True,True
193,193_0,COMPLETED,BOTORCH_MODULAR,0.479999999999999982236431605997,81.000000000000000000000000000000,5000,873,0.001000000000000000020816681712,0.050000000000000002775557561563,True,False
194,194_0,FAILED,BOTORCH_MODULAR,,,2985,3268,10.000000000000000000000000000000,0.050000000000000002775557561563,True,True
195,195_0,FAILED,BOTORCH_MODULAR,,,1,3180,10.000000000000000000000000000000,0.050000000000000002775557561563,True,False
196,196_0,FAILED,BOTORCH_MODULAR,,,1,2751,10.000000000000000000000000000000,0.000500000000000000010408340856,True,True
197,197_0,FAILED,BOTORCH_MODULAR,,,1,2781,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
198,198_0,FAILED,BOTORCH_MODULAR,,,5000,2870,0.392115823726692735995413841010,0.050000000000000002775557561563,False,True
199,199_0,FAILED,BOTORCH_MODULAR,,,5000,5000,0.001000000000000000020816681712,0.000500000000000000010408340856,True,True
200,200_0,RUNNING,BOTORCH_MODULAR,,,5000,4676,10.000000000000000000000000000000,0.000500000000000000010408340856,False,True
201,201_0,RUNNING,BOTORCH_MODULAR,,,1,3862,10.000000000000000000000000000000,0.000500000000000000010408340856,True,True
202,202_0,RUNNING,BOTORCH_MODULAR,,,1,3402,10.000000000000000000000000000000,0.000500000000000000010408340856,False,True
203,203_0,RUNNING,BOTORCH_MODULAR,,,2760,4595,10.000000000000000000000000000000,0.050000000000000002775557561563,False,True
