trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.569999999999999951150186916493,3.000000000000000000000000000000,4032,42,0.071391524970531458627043264187,0.147540526270866390046165861349,138,EDFSMode.RANDOM
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,182.000000000000000000000000000000,1493,71,0.946918303059414045996788900084,0.862639126146212187329354037502,936,EDFSMode.RANDOM
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,391,21,0.488358825752511604978423065404,0.395999019946903008104754917440,589,EDFSMode.RANDOM
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,5.000000000000000000000000000000,2930,94,0.615705213509500026702880859375,0.616008019471541046208074021706,486,EDFSMode.RANDOM
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,1.000000000000000000000000000000,3734,9,0.857283741617575256732664001902,0.681457408022135502356775305088,424,EDFSMode.RANDOM
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,6.000000000000000000000000000000,1195,80,0.231135196842253198834526983774,0.336641847142949701687797414706,758,EDFSMode.RANDOM
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,56.000000000000000000000000000000,1979,30,0.705280691042542429158856975846,0.930042075883597108010292231484,875,EDFSMode.RANDOM
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,3.000000000000000000000000000000,4518,57,0.328556307913735523573706132083,0.090128224203363055400117787030,307,EDFSMode.RANDOM
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,9.000000000000000000000000000000,4911,13,0.658533252006396674360644283297,0.296797865774482472200901383985,964,EDFSMode.RANDOM
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,4.000000000000000000000000000000,2372,98,0.281808807533234340070293910685,0.700573852980509448329371480213,166,EDFSMode.RANDOM
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,2.000000000000000000000000000000,646,49,0.779341127101331965221220343665,0.044433255400508644972212835000,514,EDFSMode.RANDOM
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,3185,66,0.153192643670365225005980391870,0.951111070776358258349603147508,616,EDFSMode.RANDOM
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,2699,38,0.379175486642867320963290467262,0.753360249709337903567529792781,674,EDFSMode.RANDOM
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,2.000000000000000000000000000000,160,53,0.506521816773340072259657063114,0.220989133248105651396997473057,340,EDFSMode.RANDOM
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,1.000000000000000000000000000000,1568,1,0.055763014098629354320380002719,0.500869589697569561614898248081,223,EDFSMode.RANDOM
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,174.000000000000000000000000000000,4107,85,0.931289849814027514973702182033,0.471408748337999006228216103409,790,EDFSMode.RANDOM
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,4297,5,0.263928722737357013272685435368,0.877056863028556121797407740814,441,EDFSMode.RANDOM
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,4.000000000000000000000000000000,1836,82,0.639800742778927067355709823460,0.095220538111403588144021625794,577,EDFSMode.RANDOM
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,126,35,0.174422799479216350526655787689,0.626641471404582262039184570312,891,EDFSMode.RANDOM
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.569999999999999951150186916493,7.000000000000000000000000000000,2587,56,0.799474726533517254800642604096,0.347706974657252421145869902830,127,EDFSMode.RANDOM
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,3.000000000000000000000000000000,3385,47,0.542310229863971482444640059839,0.420652041140943788732897701266,291,EDFSMode.RANDOM
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,26.000000000000000000000000000000,924,69,0.416060214450582888101592970997,0.574893221931532028001754497382,835,EDFSMode.RANDOM
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,42.000000000000000000000000000000,2328,16,0.897024174643680449747762395418,0.170110599879175428128519342863,741,EDFSMode.RANDOM
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,1.000000000000000000000000000000,4789,95,0.022350480902940034200199193037,0.827262055771425419692377545289,385,EDFSMode.RANDOM
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,95.000000000000000000000000000000,4552,27,0.974966712944209557001329358172,0.557730182010680475279684742418,662,EDFSMode.RANDOM
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,1.000000000000000000000000000000,2091,60,0.100293080547824500770026645569,0.462441084714606431838035405235,525,EDFSMode.RANDOM
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,2.000000000000000000000000000000,1004,12,0.589057715373113799373072652088,0.804239462513476555116653798905,211,EDFSMode.RANDOM
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,12.000000000000000000000000000000,3465,77,0.462807638615369776324826034397,0.213860759289935226101775356256,976,EDFSMode.RANDOM
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.550000000000000044408920985006,5.000000000000000000000000000000,2974,24,0.190051267595961692613570903632,0.023716972891241312748622505069,807,EDFSMode.RANDOM
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,6.000000000000000000000000000000,513,91,0.815103252276778267315648918157,0.988289099888876032551365824474,263,EDFSMode.RANDOM
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,5.000000000000000000000000000000,2755,1,0.802534489187439414870084419817,0.001000000000000000020816681712,284,EDFSMode.RANDOM
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,2.000000000000000000000000000000,612,1,0.906884023306518627371985985519,0.998999999999999999111821580300,137,EDFSMode.RANDOM
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,2.000000000000000000000000000000,1783,1,0.769387233235947154419420712657,0.001000000000000000020816681712,377,EDFSMode.RANDOM
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,5.000000000000000000000000000000,4217,1,0.868584166885497332977195128478,0.001000000000000000020816681712,203,EDFSMode.RANDOM
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,4.000000000000000000000000000000,649,1,0.998999999999999999111821580300,0.001000000000000000020816681712,174,EDFSMode.RANDOM
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,3.000000000000000000000000000000,5000,28,0.001000000000000000020816681712,0.998999999999999999111821580300,100,EDFSMode.RANDOM
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,4.000000000000000000000000000000,5000,100,0.001000000000000000020816681712,0.001000000000000000020816681712,104,EDFSMode.RANDOM
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,2.000000000000000000000000000000,3986,1,0.730531781385551415297641142388,0.001000000000000000020816681712,370,EDFSMode.RANDOM
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,18,1,0.810636695706714260900582758040,0.998999999999999999111821580300,245,EDFSMode.RANDOM
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,2.000000000000000000000000000000,3557,1,0.800436589741802873021470077219,0.998999999999999999111821580300,191,EDFSMode.RANDOM
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,15.000000000000000000000000000000,5000,100,0.672573898962887106733887776500,0.998999999999999999111821580300,100,EDFSMode.RANDOM
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,1.000000000000000000000000000000,4044,1,0.704515760219701081545906617976,0.001000000000000000020816681712,498,EDFSMode.RANDOM
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,0.998999999999999999111821580300,0.998999999999999999111821580300,100,EDFSMode.RANDOM
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,2.000000000000000000000000000000,3075,1,0.998999999999999999111821580300,0.998999999999999999111821580300,117,EDFSMode.RANDOM
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,2.000000000000000000000000000000,5000,1,0.744205656857879538357281035132,0.001000000000000000020816681712,259,EDFSMode.RANDOM
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,2.000000000000000000000000000000,2152,100,0.001000000000000000020816681712,0.998999999999999999111821580300,100,EDFSMode.RANDOM
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,1.000000000000000000000000000000,1,100,0.001000000000000000020816681712,0.001000000000000000020816681712,100,EDFSMode.RANDOM
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,1.000000000000000000000000000000,4269,100,0.001000000000000000020816681712,0.001000000000000000020816681712,1000,EDFSMode.RANDOM
