trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,38.000000000000000000000000000000,5000,1816,1,0.998999999999999999111821580300,0.900000000000000022204460492503
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,1,0.001000000000000000020816681712,0.900000000000000022204460492503
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2017,1,0.998999999999999999111821580300,0.000010000000000000000818030539
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2180,1,0.001000000000000000020816681712,0.000000000000999999999999999980
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1751,2005,1,0.998999999999999999111821580300,0.000000000000999999999999999980
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1626,875,2472,0.998999999999999999111821580300,0.400000000000000022204460492503
61,61_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1609,776,4465,0.998999999999999999111821580300,0.400000000000000022204460492503
62,62_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1539,1434,3483,0.998999999999999999111821580300,0.400000000000000022204460492503
63,63_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1620,318,3526,0.001000000000000000020816681712,0.400000000000000022204460492503
64,64_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3544,2327,0.001000000000000000020816681712,0.000000000009999999999999999395
65,65_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1740,946,4591,0.001000000000000000020816681712,0.400000000000000022204460492503
66,66_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1968,1,5000,0.998999999999999999111821580300,0.400000000000000022204460492503
67,67_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1831,728,5000,0.998999999999999999111821580300,0.400000000000000022204460492503
68,68_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3214,5000,0.998999999999999999111821580300,0.900000000000000022204460492503
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1183,1,4529,0.998999999999999999111821580300,0.400000000000000022204460492503
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1527,501,4386,0.998999999999999999111821580300,0.400000000000000022204460492503
71,71_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1415,748,4163,0.001000000000000000020816681712,0.400000000000000022204460492503
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,4519,0.001000000000000000020816681712,0.000100000000000000004792173602
73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1614,1113,2377,0.001000000000000000020816681712,0.400000000000000022204460492503
74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3489,2392,0.998999999999999999111821580300,0.900000000000000022204460492503
75,75_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3558,5000,0.998999999999999999111821580300,0.100000000000000005551115123126
76,76_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1247,841,5000,0.001000000000000000020816681712,0.400000000000000022204460492503
77,77_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2008,865,3298,0.998999999999999999111821580300,0.400000000000000022204460492503
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3887,2152,0.001000000000000000020816681712,0.000000000000999999999999999980
79,79_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4751,5000,4501,0.001000000000000000020816681712,0.000000099999999999999995474811
80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4063,5000,4498,0.001000000000000000020816681712,0.000000000100000000000000003643
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3993,5000,2759,0.001000000000000000020816681712,0.000000000100000000000000003643
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1678,218,4546,0.001000000000000000020816681712,0.400000000000000022204460492503
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1690,3750,2247,0.998999999999999999111821580300,0.500000000000000000000000000000
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1244,963,4684,0.998999999999999999111821580300,0.400000000000000022204460492503
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1507,1597,3460,0.001000000000000000020816681712,0.400000000000000022204460492503
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4909,3966,3735,0.001000000000000000020816681712,0.000000000009999999999999999395
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4480,3713,2234,0.001000000000000000020816681712,0.000000099999999999999995474811
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1724,1200,3346,0.001000000000000000020816681712,0.400000000000000022204460492503
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1887,1124,4740,0.001000000000000000020816681712,0.400000000000000022204460492503
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,71.000000000000000000000000000000,1635,1596,1,0.998999999999999999111821580300,0.400000000000000022204460492503
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,138.000000000000000000000000000000,1587,1220,1,0.998999999999999999111821580300,0.400000000000000022204460492503
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1246,2021,1,0.998999999999999999111821580300,0.400000000000000022204460492503
93,93_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,970,2419,865,0.998999999999999999111821580300,0.400000000000000022204460492503
94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,683,4487,3259,0.998999999999999999111821580300,0.699999999999999955591079014994
95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,775,2368,692,0.998999999999999999111821580300,0.400000000000000022204460492503
96,96_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1605,5000,1961,0.001000000000000000020816681712,0.000010000000000000000818030539
97,97_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4476,965,0.998999999999999999111821580300,0.200000000000000011102230246252
98,98_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,261,4512,3204,0.998999999999999999111821580300,0.000000999999999999999954748112
99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,656,2408,971,0.001000000000000000020816681712,0.299999999999999988897769753748
100,100_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3719,5000,2073,0.998999999999999999111821580300,0.299999999999999988897769753748
101,101_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2741,1,2626,0.998999999999999999111821580300,0.000000010000000000000000209226
102,102_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4251,5000,1872,0.001000000000000000020816681712,0.599999999999999977795539507497
103,103_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4034,4483,1493,0.998999999999999999111821580300,0.000000001000000000000000062282
104,104_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4476,3249,0.001000000000000000020816681712,0.001000000000000000020816681712
105,105_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,1911,0.998999999999999999111821580300,0.000010000000000000000818030539
106,106_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,835,2371,278,0.998999999999999999111821580300,0.400000000000000022204460492503
107,107_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,205,1,2642,0.998999999999999999111821580300,0.000000000000999999999999999980
108,108_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1171,4634,1769,0.998999999999999999111821580300,0.699999999999999955591079014994
109,109_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,101.000000000000000000000000000000,1511,1404,1,0.998999999999999999111821580300,0.400000000000000022204460492503
110,110_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4501,3255,0.998999999999999999111821580300,0.200000000000000011102230246252
111,111_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2487,4122,4218,0.001000000000000000020816681712,0.699999999999999955591079014994
112,112_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1,2636,0.998999999999999999111821580300,0.200000000000000011102230246252
113,113_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,873,4423,3382,0.998999999999999999111821580300,0.000000010000000000000000209226
114,114_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,2072,0.001000000000000000020816681712,0.000000010000000000000000209226
115,115_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,674,2423,726,0.001000000000000000020816681712,0.299999999999999988897769753748
116,116_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4449,5000,0.998999999999999999111821580300,0.100000000000000005551115123126
117,117_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4483,3278,0.998999999999999999111821580300,0.000010000000000000000818030539
118,118_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2468,4488,1638,0.998999999999999999111821580300,0.299999999999999988897769753748
119,119_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,1862,0.998999999999999999111821580300,0.000000000000999999999999999980
120,120_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3121,2508,5000,0.457399495832934932515456694091,0.000000000000999999999999999980
121,121_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,105,5000,0.282935858010964436104472952138,0.000000000000999999999999999980
122,122_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1403,2361,4907,0.449008968357028637186090236355,0.900000000000000022204460492503
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2677,4672,0.480199783646801992009756077096,0.000000000000999999999999999980
124,124_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4878,4562,785,0.210214947297369003642586449132,0.000000000000999999999999999980
125,125_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3158,5000,0.232221179383975323551325686822,0.900000000000000022204460492503
126,126_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4880,2072,5000,0.421329920134820457011670669090,0.000000000000999999999999999980
127,127_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1970,4915,0.408125444627212285997330809550,0.000000000000999999999999999980
128,128_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,16,3863,586,0.080816206650235242192614748546,0.000000000000999999999999999980
129,129_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4852,3594,0.332505106790288051943349501016,0.900000000000000022204460492503
130,130_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,93,3888,4781,0.215331804473237686803344104192,0.000000000000999999999999999980
131,131_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,2059.000000000000000000000000000000,1008,1,790,0.287304267795835288623607084446,0.000000000000999999999999999980
132,132_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4555,3498,5000,0.101110864718885959390171080940,0.900000000000000022204460492503
133,133_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4179,4868,213,0.833151279266596489492258115206,0.000000000000999999999999999980
134,134_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4923,3033,4638,0.491504449836132117912512740077,0.900000000000000022204460492503
135,135_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4649,136,2185,0.670655446901292862094123847783,0.000000000000999999999999999980
136,136_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,239,2971,1259,0.510538223167202209751280861383,0.000000000000999999999999999980
137,137_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4750,80,3511,0.300707572669558997890959517463,0.000000000000999999999999999980
138,138_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3845,2518,4275,0.240352597819807195511643271857,0.000000000000999999999999999980
139,139_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,253,2713,598,0.494393698403534698204708774938,0.900000000000000022204460492503
140,140_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3524,5000,0.073105240428520401607670464728,0.000000000000999999999999999980
141,141_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,23,3906,1,0.563080158531719443537610914063,0.900000000000000022204460492503
142,142_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,1,0.946031129752270438793004814215,0.900000000000000022204460492503
143,143_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3563,10,4735,0.293621970952950950284332520823,0.900000000000000022204460492503
144,144_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,292.000000000000000000000000000000,675,237,118,0.791382802652830785739013208513,0.900000000000000022204460492503
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,84,8,5000,0.910315423006671453620697320730,0.000000000000999999999999999980
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2117,5000,0.426468640495869744100332354719,0.900000000000000022204460492503
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,131,2458,203,0.623108631430090098568541634450,0.000000000000999999999999999980
148,148_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1229,1185,0.782238613300165974706601446087,0.900000000000000022204460492503
149,149_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,508,2359,4956,0.757574122111612013874548665626,0.000000000000999999999999999980
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1491,1382,0.001000000000000000020816681712,0.000000000000999999999999999980
151,151_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1503,1377,0.998999999999999999111821580300,0.000000000000999999999999999980
152,152_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1495,1371,0.001000000000000000020816681712,0.900000000000000022204460492503
153,153_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1470,1403,0.998999999999999999111821580300,0.000000000000999999999999999980
154,154_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1516,1359,0.001000000000000000020816681712,0.900000000000000022204460492503
155,155_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1465,1424,0.998999999999999999111821580300,0.900000000000000022204460492503
