trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
156,156_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1542,1314,0.001000000000000000020816681712,0.000000000000999999999999999980
157,157_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3052,3748,0.998999999999999999111821580300,0.000000000000999999999999999980
158,158_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2963,3717,0.001000000000000000020816681712,0.900000000000000022204460492503
159,159_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1500,1370,0.998999999999999999111821580300,0.900000000000000022204460492503
160,160_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2594,2483,0.001000000000000000020816681712,0.000000000000999999999999999980
161,161_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,2345,0.001000000000000000020816681712,0.000000000000999999999999999980
162,162_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2692,3689,0.998999999999999999111821580300,0.900000000000000022204460492503
163,163_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,4799,0.001000000000000000020816681712,0.900000000000000022204460492503
164,164_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2973,3692,0.998999999999999999111821580300,0.900000000000000022204460492503
165,165_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4111,5000,4061,0.998999999999999999111821580300,0.000000000000999999999999999980
166,166_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2428,2469,0.998999999999999999111821580300,0.000000000000999999999999999980
167,167_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3052,3737,0.998999999999999999111821580300,0.000000000000999999999999999980
168,168_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3055,3681,0.001000000000000000020816681712,0.900000000000000022204460492503
169,169_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3246,3605,0.001000000000000000020816681712,0.000000000000999999999999999980
170,170_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3165,3727,0.001000000000000000020816681712,0.000000000000999999999999999980
171,171_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,3184,0.001000000000000000020816681712,0.000000000000999999999999999980
172,172_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,4789,0.998999999999999999111821580300,0.000000000000999999999999999980
173,173_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,384,4637,4403,0.998999999999999999111821580300,0.000000000000999999999999999980
174,174_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,565,5000,3903,0.166009739050699101081676190006,0.900000000000000022204460492503
175,175_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2488,2448,0.998999999999999999111821580300,0.900000000000000022204460492503
176,176_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4660,4343,0.001000000000000000020816681712,0.000000000000999999999999999980
177,177_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,817,4677,1,0.001000000000000000020816681712,0.000000000000999999999999999980
178,178_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1468,1426,0.001000000000000000020816681712,0.000000000000999999999999999980
179,179_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2787,2609,0.998999999999999999111821580300,0.000000000000999999999999999980
180,180_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,91,38,4516,0.323604341181572330299331952119,0.000000000000999999999999999980
181,181_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,51,0.487753274823913951507847741595,0.000000000000999999999999999980
182,182_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1747,133,3204,0.326944840386664159481711067201,0.900000000000000022204460492503
183,183_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,194,4623,1908,0.059026637836315634655370843120,0.000000000000999999999999999980
184,184_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2312,4222,1089,0.484963565099301274763377023191,0.000000000000999999999999999980
185,185_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3496,908,3779,0.321830680615532715993509782493,0.000000000000999999999999999980
186,186_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1477,16,3606,0.324840433163785746728535741568,0.000000000000999999999999999980
187,187_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2069,4035,1,0.489784079711556796787874645815,0.900000000000000022204460492503
188,188_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4378,5000,3195,0.083640728305380884766151439180,0.900000000000000022204460492503
189,189_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4611,4842,458,0.031785538412290960386119564873,0.000000000000999999999999999980
190,190_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,205,4908,1062,0.062947498744893096156438616617,0.900000000000000022204460492503
191,191_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,968,4792,2439,0.248835360081751943983618957645,0.000000000000999999999999999980
192,192_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4882,167,4584,0.783873674337465908834587935416,0.000000000000999999999999999980
193,193_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,127,4869,4142,0.952594486668883133617669045634,0.900000000000000022204460492503
194,194_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,45,305,3062,0.415402691446585425882886966065,0.900000000000000022204460492503
195,195_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,917,5000,0.034520844672912109896145693710,0.900000000000000022204460492503
196,196_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4100,5000,0.136434811145508705365614332550,0.000000000000999999999999999980
197,197_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,90,1083,3292,0.325981981049191349431026765160,0.900000000000000022204460492503
198,198_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,38,789,1578,0.887765415329777485275997150893,0.000000000000999999999999999980
199,199_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4902,5000,3127,0.103057231712941038681563554746,0.000000000000999999999999999980
200,200_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,141,2940,977,0.965085980850223235094631490938,0.000000000000999999999999999980
201,201_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4127,1772,0.479887875576331113247618986861,0.000000000000999999999999999980
202,202_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4432,50,4949,0.034146089806686631684673471909,0.000000000000999999999999999980
203,203_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4753,1208,0.482292513841030279220234433524,0.900000000000000022204460492503
204,204_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4992,1,2813,0.333348345352249997297633399285,0.900000000000000022204460492503
205,205_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,172,5000,4826,0.568738444979884349983478841750,0.900000000000000022204460492503
206,206_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4371,152,4813,0.429798716933381175220318937136,0.000000000000999999999999999980
207,207_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1,5000,0.241059678944382460574757942595,0.900000000000000022204460492503
208,208_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3944,4989,1732,0.041997161841939176230020791536,0.900000000000000022204460492503
209,209_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,140,3953,4425,0.855695196104270139336733791424,0.000000000000999999999999999980
210,210_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1974,3101,0.777553415594262165022598765063,0.000000000000999999999999999980
211,211_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1092,1155,999,0.350841899541739998813483225604,0.000000000000999999999999999980
212,212_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,57,4799,1138,0.310393959901224980590939139802,0.000000000000999999999999999980
213,213_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,87,2484,2213,0.031020365578852248517049972065,0.000000000000999999999999999980
214,214_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3997,1589,4747,0.885939074468307552479018340819,0.000000000000999999999999999980
215,215_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,96,301,4115,0.962898562710729044589186287340,0.000000000000999999999999999980
216,216_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,866,1787,4801,0.898767085809123456030533816374,0.900000000000000022204460492503
217,217_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,789,78,4806,0.200760952607830778227082646481,0.000000000000999999999999999980
218,218_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,612,4413,4724,0.609576485390553424181803165993,0.000000000000999999999999999980
219,219_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,58,541,4584,0.642737531735226408358130356646,0.900000000000000022204460492503
220,220_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,140,4847,4177,0.279135019125767769310186849907,0.000000000000999999999999999980
221,221_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,303,3020,4463,0.913909795753974019127952033159,0.000000000000999999999999999980
222,222_0,COMPLETED,BoTorch,GenerationStep_1,0.540000000000000035527136788005,210.000000000000000000000000000000,1401,1,45,0.360680653734397893561691716968,0.000000000000999999999999999980
223,223_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1165,4988,4852,0.366642935019016735775920778906,0.900000000000000022204460492503
224,224_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,570,4912,86,0.597262721309830602045565228764,0.900000000000000022204460492503
225,225_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,284,3617,4992,0.538196540933269296225205380324,0.900000000000000022204460492503
226,226_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3927,4698,5000,0.721037366024106285422590190137,0.000000000000999999999999999980
227,227_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4253,4066,4429,0.608077559395168387723629166430,0.900000000000000022204460492503
228,228_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2369,5000,0.640241817579012328920384788944,0.900000000000000022204460492503
229,229_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4602,1522,610,0.029647512469033403259555115028,0.900000000000000022204460492503
230,230_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,104,2624,1079,0.344793181971248252626338626214,0.000000000000999999999999999980
231,231_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2039,2302,0.753259128825595869471953847096,0.900000000000000022204460492503
232,232_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,29,1763,1223,0.029485450759475440724033390438,0.900000000000000022204460492503
233,233_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,233,583,3658,0.813907210056896479599686244910,0.000000000000999999999999999980
234,234_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4741,2847,4991,0.711113044989894138581121296738,0.900000000000000022204460492503
235,235_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,633,4781,1351,0.329467649030405707044621976820,0.900000000000000022204460492503
236,236_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,1637.000000000000000000000000000000,1,298,653,0.573420064602127244057783173048,0.000000000000999999999999999980
237,237_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,852,4906,4975,0.097135493427353447604133407367,0.000000000000999999999999999980
238,238_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,129,2023,30,0.390306161363906001238177623236,0.900000000000000022204460492503
239,239_0,COMPLETED,BoTorch,GenerationStep_1,0.569999999999999951150186916493,59.000000000000000000000000000000,114,82,56,0.637932333329255252252210084407,0.900000000000000022204460492503
240,240_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,865,1854,0.001000000000000000020816681712,0.900000000000000022204460492503
241,241_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,861,1856,0.998999999999999999111821580300,0.900000000000000022204460492503
242,242_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,838,1867,0.001000000000000000020816681712,0.900000000000000022204460492503
243,243_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,856,1859,0.998999999999999999111821580300,0.000000000000999999999999999980
244,244_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,665,867,1850,0.001000000000000000020816681712,0.000000000000999999999999999980
245,245_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,887,1846,0.998999999999999999111821580300,0.900000000000000022204460492503
246,246_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,547,1983,0.001000000000000000020816681712,0.900000000000000022204460492503
247,247_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4782,859,1858,0.001000000000000000020816681712,0.000000000000999999999999999980
248,248_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,498,2001,0.998999999999999999111821580300,0.900000000000000022204460492503
249,249_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1589,853,0.001000000000000000020816681712,0.900000000000000022204460492503
250,250_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,655,1931,0.001000000000000000020816681712,0.000000000000999999999999999980
251,251_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,843,1868,0.998999999999999999111821580300,0.000000000000999999999999999980
252,252_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,514,1994,0.001000000000000000020816681712,0.900000000000000022204460492503
253,253_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,500,2024,0.998999999999999999111821580300,0.000000000000999999999999999980
254,254_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3425,2747,0.001000000000000000020816681712,0.900000000000000022204460492503
255,255_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,3.000000000000000000000000000000,1,1,1,0.001000000000000000020816681712,0.900000000000000022204460492503
256,256_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4601,2810,0.998999999999999999111821580300,0.900000000000000022204460492503
257,257_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3403,2785,0.001000000000000000020816681712,0.900000000000000022204460492503
258,258_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1571,840,0.998999999999999999111821580300,0.900000000000000022204460492503
259,259_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,5000,0.998999999999999999111821580300,0.900000000000000022204460492503
260,260_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3633,3956,0.998999999999999999111821580300,0.900000000000000022204460492503
261,261_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3515,217,0.001000000000000000020816681712,0.900000000000000022204460492503
262,262_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4394,1034,0.001000000000000000020816681712,0.900000000000000022204460492503
263,263_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,4124,0.001000000000000000020816681712,0.900000000000000022204460492503
264,264_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,288.000000000000000000000000000000,5000,1,1,0.998999999999999999111821580300,0.900000000000000022204460492503
265,265_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1561,856,0.998999999999999999111821580300,0.000000000000999999999999999980
266,266_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,4.000000000000000000000000000000,1,1,1,0.998999999999999999111821580300,0.900000000000000022204460492503
267,267_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1570,855,0.001000000000000000020816681712,0.900000000000000022204460492503
268,268_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1593,840,0.001000000000000000020816681712,0.000000000000999999999999999980
269,269_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,5000,0.001000000000000000020816681712,0.900000000000000022204460492503
270,270_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,6.000000000000000000000000000000,1,213,1,0.998999999999999999111821580300,0.900000000000000022204460492503
271,271_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1910,506,0.001000000000000000020816681712,0.900000000000000022204460492503
272,272_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,157,2322,0.001000000000000000020816681712,0.000000000000999999999999999980
273,273_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,193,2315,0.001000000000000000020816681712,0.900000000000000022204460492503
274,274_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1071,1357,0.998999999999999999111821580300,0.000000000000999999999999999980
275,275_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2219,67,2372,0.998999999999999999111821580300,0.900000000000000022204460492503
276,276_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,5.000000000000000000000000000000,1,131,1,0.001000000000000000020816681712,0.900000000000000022204460492503
277,277_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1,4293,0.998999999999999999111821580300,0.000000000000999999999999999980
278,278_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2978,1921,0.001000000000000000020816681712,0.000000000000999999999999999980
279,279_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,104,2349,0.998999999999999999111821580300,0.000000000000999999999999999980
280,280_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,3650,0.998999999999999999111821580300,0.000000000000999999999999999980
281,281_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2387,3268,0.998999999999999999111821580300,0.000000000000999999999999999980
282,282_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,911,2761,0.998999999999999999111821580300,0.000000000000999999999999999980
283,283_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2962,1908,0.001000000000000000020816681712,0.000000000000999999999999999980
284,284_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,2959,0.998999999999999999111821580300,0.000000000000999999999999999980
285,285_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2126,3799,0.998999999999999999111821580300,0.000000000000999999999999999980
286,286_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4492,3040,2069,0.998999999999999999111821580300,0.900000000000000022204460492503
287,287_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1880,490,0.998999999999999999111821580300,0.000000000000999999999999999980
288,288_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3362,1,2397,0.001000000000000000020816681712,0.000000000000999999999999999980
289,289_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4476,2765,0.998999999999999999111821580300,0.900000000000000022204460492503
290,290_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2942,2005,0.998999999999999999111821580300,0.900000000000000022204460492503
291,291_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4066,3236,0.001000000000000000020816681712,0.000000000000999999999999999980
292,292_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,262,2283,0.998999999999999999111821580300,0.000000000000999999999999999980
293,293_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4759,2709,0.001000000000000000020816681712,0.900000000000000022204460492503
294,294_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4055,4369,3789,0.001000000000000000020816681712,0.000000000000999999999999999980
295,295_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4189,3805,0.001000000000000000020816681712,0.000000000000999999999999999980
296,296_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4041,3330,0.998999999999999999111821580300,0.000000000000999999999999999980
297,297_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1878,470,0.001000000000000000020816681712,0.000000000000999999999999999980
298,298_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,2963,0.998999999999999999111821580300,0.900000000000000022204460492503
299,299_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3497,4067,0.001000000000000000020816681712,0.000000000000999999999999999980
300,300_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,901,1629,0.998999999999999999111821580300,0.200000000000000011102230246252
301,301_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1601,2317,0.001000000000000000020816681712,0.010000000000000000208166817117
302,302_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2069,1353,0.001000000000000000020816681712,0.000000000000999999999999999980
303,303_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2069,876,1566,0.998999999999999999111821580300,0.200000000000000011102230246252
304,304_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1624,2293,0.998999999999999999111821580300,0.000000000000999999999999999980
305,305_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2156,1352,0.998999999999999999111821580300,0.900000000000000022204460492503
306,306_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,5.000000000000000000000000000000,1,65,1,0.998999999999999999111821580300,0.900000000000000022204460492503
307,307_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3351,1116,0.998999999999999999111821580300,0.000000000000999999999999999980
308,308_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1562,2333,0.001000000000000000020816681712,0.900000000000000022204460492503
309,309_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1816,3834,0.001000000000000000020816681712,0.000000000000999999999999999980
310,310_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,18.000000000000000000000000000000,1,808,1,0.998999999999999999111821580300,0.500000000000000000000000000000
311,311_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,931,1588,0.998999999999999999111821580300,0.900000000000000022204460492503
312,312_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3336,1100,0.998999999999999999111821580300,0.900000000000000022204460492503
313,313_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,1468,2401,0.001000000000000000020816681712,0.000000099999999999999995474811
